exp,checkpoint,checkpoint_file,sweep,sweep_val,d_x,d_model,n_layers,n_heads,episode,probe_kind,smax,tau_sv,B_nat,dim_R_nat,dim_over_nctx,r_eff_T_task,E_F_T,E_TQ_T,E_F_TQ,X_use,X_sub,max_closure,mean_closure,max_refinement,mean_refinement,s_list,mse_model,mse_krr,mse_ratio,E_pointwise_F_T
2a,L2,model_L2.pt,depth,2,5,128,2,4,0,task,4,0.001,24,15,0.3191489361702128,5,0.9287618266542744,7.411290820962707e-09,0.9287618276812271,0.5786310289840313,1.0,0.043930163914514625,0.02061934976659148,0.9999699054236821,0.6664984296587159,"[4, 4, 4]",0.6142766147049976,0.007042147687357055,87.2285901938444,0.08458956740384559
2a,L2,model_L2.pt,depth,2,5,128,2,4,1,task,4,0.001,24,16,0.3404255319148936,5,0.1492059932060537,6.051032435567467e-09,0.1492059931054606,0.9783093209975707,1.0,0.09789455237504638,0.03712367685252964,0.9999742981663057,0.6666316533932545,"[4, 4, 4]",0.2046823857043929,0.007665781971381429,26.70078362110104,0.08335923472504922
2a,L2,model_L2.pt,depth,2,5,128,2,4,2,task,4,0.001,24,17,0.3617021276595745,5,0.1627398517016904,1.6641621358649383e-13,0.1627398517016744,0.9755791980190344,1.0,0.07381988721513409,0.03036499793559287,0.9999509987127881,0.6665913787760034,"[4, 4, 4]",0.210621739626383,0.026270064947083758,8.017556867508397,0.0888941813532216
2a,L2,model_L2.pt,depth,2,5,128,2,4,3,task,4,0.001,24,17,0.3617021276595745,5,0.1296376780089658,1.164998417574227e-13,0.12963767800897305,0.9834198005713171,1.0,0.10353230235679817,0.040183447060246465,0.9999508491247219,0.6666015298612148,"[4, 4, 4]",0.3296183871126912,0.006403176324289366,51.47732475558101,0.1197752972679784
2a,L2,model_L2.pt,depth,2,5,128,2,4,4,task,4,0.001,24,15,0.3191489361702128,5,0.17189449381725128,6.537163015504656e-09,0.17189449434570306,0.9700939432389938,1.0,0.07969899025811551,0.03026370724857953,0.9999835440328432,0.6666361542032321,"[4, 4, 4]",0.724259459992521,0.012371277358682504,58.543628034029624,0.112453516322195
2a,L2,model_L2.pt,depth,2,5,128,2,4,5,task,4,0.001,24,17,0.3617021276595745,5,0.2051642698705168,4.5724748180760096e-14,0.2051642698705206,0.9579710363643591,1.0,0.11434552990491409,0.045923459721831816,0.9999472096644727,0.6665441881987398,"[4, 4, 4]",0.20312466428485856,0.004980597350851428,40.78319325494855,0.1577569781170683
2a,L2,model_L2.pt,depth,2,5,128,2,4,6,task,4,0.001,24,17,0.3617021276595745,5,0.1158935978148804,2.952634203656164e-13,0.1158935978148828,0.9857119374677237,1.0,0.2431714034771786,0.08621531878047545,0.9999424851498854,0.6665732442119868,"[4, 4, 4]",0.1217040393467083,0.005578462320992307,21.81677178112756,0.07641649093354491
2a,L2,model_L2.pt,depth,2,5,128,2,4,7,task,4,0.001,24,16,0.3404255319148936,5,0.18120381551540285,9.756090285460433e-10,0.18120381556131243,0.966835352673155,1.0,0.17013433050214274,0.0638222553842831,0.9999486292052145,0.6664938183326943,"[4, 4, 4]",0.37760528514906877,0.014356137230516814,26.302707969828678,0.10748706287419876
2a,L2,model_L2.pt,depth,2,5,128,2,4,8,task,4,0.001,24,17,0.3617021276595745,5,0.09053017832385701,2.2025463759917892e-13,0.09053017832392056,0.9918907613796375,1.0,0.14055654434601078,0.052329602527322626,0.9999362290904259,0.6666027379514637,"[4, 4, 4]",0.14576450587098214,0.0067170298429364075,21.70073816543592,0.038084563852684196
2a,L2,model_L2.pt,depth,2,5,128,2,4,9,task,4,0.001,24,17,0.3617021276595745,5,0.13307601622678739,1.2767131838614873e-13,0.1330760162267847,0.9821555235918769,1.0,0.1942736557105427,0.07241145624591909,0.9999470826410572,0.6665517524798271,"[4, 4, 4]",0.15976478319432985,0.06896607014443677,2.316570784151277,0.053561186122409926
2a,L2,model_L2.pt,depth,2,5,128,2,4,10,task,4,0.001,24,17,0.3617021276595745,5,0.10447221859911668,3.16318441753981e-13,0.10447221859916071,0.9888246693959719,1.0,0.22481246655032994,0.07937508405907058,0.999962516278566,0.6666316025868677,"[4, 4, 4]",0.04181463586586509,0.005916398462018793,7.067582775957437,0.08396291311270765
2a,L2,model_L2.pt,depth,2,5,128,2,4,11,task,4,0.001,24,17,0.3617021276595745,5,0.13458098707419686,1.7847420914020377e-13,0.13458098707421443,0.9821431536189754,1.0,0.16269485552710314,0.05848456543303294,0.9999771506071724,0.6666301338949593,"[4, 4, 4]",0.2871710293262444,0.03806241745190439,7.544739629034684,0.06253117085762486
2a,L2,model_L2.pt,depth,2,5,128,2,4,12,task,4,0.001,24,17,0.3617021276595745,5,0.2524197488939014,5.2135965151918454e-14,0.2524197488938964,0.9311518861063135,1.0,0.20897813033093382,0.07955775238030934,0.9999069424437378,0.6664825593020246,"[4, 4, 4]",0.37076955335540984,0.008356347981672053,44.36980774001003,0.19005048872304497
2a,L2,model_L2.pt,depth,2,5,128,2,4,13,task,4,0.001,24,17,0.3617021276595745,5,0.19386189529383843,7.857475084811384e-14,0.1938618952938414,0.962757830715954,1.0,0.13604279491698687,0.053924560619078056,0.9999191439114026,0.6665293452071168,"[4, 4, 4]",0.5045811376022729,0.0084926258310595,59.414031377304156,0.1889017764982303
2a,L2,model_L2.pt,depth,2,5,128,2,4,14,task,4,0.001,24,17,0.3617021276595745,5,0.12163349049166135,3.4320712705017913e-13,0.12163349049164916,0.9850695234238419,1.0,0.11310109373060695,0.0424245976409686,0.9999708500631774,0.666599707753556,"[4, 4, 4]",0.08682817423593342,0.007587858592236001,11.443040639262463,0.06369335485843393
2a,L2,model_L2.pt,depth,2,5,128,2,4,15,task,4,0.001,24,17,0.3617021276595745,5,0.1201908677147811,1.1165634890589857e-13,0.12019086771478044,0.9867210346008067,1.0,0.18843861302851989,0.06748468728624939,0.999973829289381,0.6666192234235464,"[4, 4, 4]",0.13386049692922403,0.031641696855436816,4.230509430034677,0.1505309172124771
2a,L4,model_L4.pt,depth,4,5,128,4,4,0,task,4,0.001,60,20,0.425531914893617,5,0.02096039393212513,3.857655211450587e-11,0.02096039392818944,0.9995579464625305,1.0,0.10512568540813391,0.02516013958818102,0.999991300897491,0.7999841319841805,"[4, 4, 4, 4, 4]",0.015738757418621588,0.011966152430003402,1.315273017846482,0.02256766014732302
2a,L4,model_L4.pt,depth,4,5,128,4,4,1,task,4,0.001,60,5,0.10638297872340426,5,0.03543275865097324,2.7368081550884733e-13,0.03543275865100703,0.9987152234640597,1.0,0.21557605998290783,0.04844957608561351,0.9999889237485209,0.7999853334251454,"[4, 4, 4, 4, 4]",0.08058861679629374,0.027755444956583542,2.9035245849005302,0.03102011743150992
2a,L4,model_L4.pt,depth,4,5,128,4,4,2,task,4,0.001,60,5,0.10638297872340426,5,0.02055068025334397,1.0741783859908357e-12,0.020550680253247255,0.9995728894043886,1.0,0.15565610141729627,0.037127271207606324,0.9999870295309629,0.7999858805854021,"[4, 4, 4, 4, 4]",0.014588366411510567,0.0018422291245971537,7.918866451913604,0.023596615867575832
2a,L4,model_L4.pt,depth,4,5,128,4,4,3,task,4,0.001,60,5,0.10638297872340426,5,0.020757898253825548,5.020505968878346e-12,0.020757898253663556,0.9995650324756002,1.0,0.11114335693048555,0.02750655992823855,0.9999920708818448,0.7999887578960468,"[4, 4, 4, 4, 4]",0.004627640180738579,0.0032648066621366076,1.4174316152951256,0.014426450149267743
2a,L4,model_L4.pt,depth,4,5,128,4,4,4,task,4,0.001,60,5,0.10638297872340426,5,0.021531850010881433,2.666056343033622e-13,0.021531850010847262,0.999544712315533,1.0,0.11339048749999066,0.026781107318167307,0.9999941119544337,0.799991230068548,"[4, 4, 4, 4, 4]",0.05328297799209899,0.03064582714758896,1.738669925125222,0.02104544899445114
2a,L4,model_L4.pt,depth,4,5,128,4,4,5,task,4,0.001,60,5,0.10638297872340426,5,0.023907590006018966,6.54684442799971e-12,0.023907590006079643,0.999421095659279,1.0,0.12715525135267625,0.03270430456719558,0.9999809896427946,0.7999765718800743,"[4, 4, 4, 4, 4]",0.034733240696821766,0.00618100029016019,5.619355940189028,0.02578271538345328
2a,L4,model_L4.pt,depth,4,5,128,4,4,6,task,4,0.001,60,5,0.10638297872340426,5,0.015352796119723606,1.0115581442481612e-12,0.01535279611965178,0.9997643230704839,1.0,0.08735955103519114,0.022960293179942862,0.9999860100493868,0.7999831758926239,"[4, 4, 4, 4, 4]",0.008659570018306084,0.006582559714591369,1.3155323147484204,0.009286985266212092
2a,L4,model_L4.pt,depth,4,5,128,4,4,7,task,4,0.001,60,5,0.10638297872340426,5,0.018208837404846908,4.3130039142565314e-13,0.01820883740488986,0.9996687952138268,1.0,0.10129181266441016,0.024252188144430916,0.9999925567679562,0.7999902107095072,"[4, 4, 4, 4, 4]",0.006617849040304061,0.008530056046705262,0.7758271462776857,0.020129259331249764
2a,L4,model_L4.pt,depth,4,5,128,4,4,8,task,4,0.001,60,5,0.10638297872340426,5,0.02355733704556131,1.9789435080049916e-11,0.023557337045570125,0.999442386967343,1.0,0.033633222103695015,0.011809627328044478,0.9999896851484592,0.7999863691388779,"[4, 4, 4, 4, 4]",0.006972465841806518,0.007783304779331076,0.8958233089268485,0.018992503166284133
2a,L4,model_L4.pt,depth,4,5,128,4,4,9,task,4,0.001,60,5,0.10638297872340426,5,0.024179834871477346,2.066220338706999e-12,0.024179834871531358,0.9994247593167103,1.0,0.09360349166406542,0.025926625782497742,0.9999842665211721,0.7999755194878355,"[4, 4, 4, 4, 4]",0.047987986408154326,0.026880625806835097,1.7852257887519916,0.019031846677587907
2a,L4,model_L4.pt,depth,4,5,128,4,4,10,task,4,0.001,60,5,0.10638297872340426,5,0.019748690571846906,3.19216048833063e-12,0.019748690571731394,0.9996096062096712,1.0,0.15226465072462647,0.036579287009396375,0.9999862186394654,0.7999825920564138,"[4, 4, 4, 4, 4]",0.006474089552699327,0.002067175284114277,3.131853211699598,0.015291901783339395
2a,L4,model_L4.pt,depth,4,5,128,4,4,11,task,4,0.001,60,5,0.10638297872340426,5,0.09988264825728163,3.3183210506329214e-13,0.09988264825737032,0.9890669468663272,1.0,0.13233995383524097,0.030595041113245108,0.9999954572895744,0.7999886410691669,"[4, 4, 4, 4, 4]",0.46595279448492805,0.018400447022331026,25.32290622719337,0.13741282632339713
