episode,probe_kind,basis,rank,TQ_E_model_to_operator,actLR_E_model_to_operator,actLR_model_fit_gain,TQ_E_operator_to_T,actLR_E_operator_to_T,actLR_KRR_cost,TQ_rho_operator_to_T,actLR_rho_operator_to_T,actLR_rho_KRR_cost,TQ_X_use,actLR_X_use,TQ_X_sub,actLR_X_sub
0,isotropic,raw,6,0.3225385858569628,0.17300183615208212,0.1495367497048807,0.043705496521061774,0.27107512208524775,0.227369625564186,0.0018356770883213268,0.12121746408561382,0.11938178699729249,0.905430429576376,0.9727924468421301,0.9980898295738513,0.9265182781866141
0,isotropic,response,6,0.32800764911759595,0.18431600716068258,0.14369164195691336,0.05772730011589715,0.27941528456774267,0.2216879844518455,0.003061371973507216,0.1275412733589268,0.12447990138541958,0.902196137953248,0.9691173777870873,0.9966675588213357,0.9219270987500826
0,label,raw,6,0.017128638128087223,0.00824825807445929,0.008880380053627932,0.0019416463002454097,0.014889029865326907,0.012947383565081497,0.0018356770883213268,0.12121746408561382,0.11938178699729249,0.9997057696757845,0.9999317714340031,0.9999962300096448,0.9997783167896699
0,label,response,6,0.017468246776126867,0.008800491166864648,0.00866775560926222,0.0025053585254781172,0.014985504076997747,0.01248014555151963,0.003061371973507216,0.1275412733589268,0.12447990138541958,0.999693986631782,0.9999223295923447,0.9999937231786589,0.9997754346675587
1,isotropic,raw,6,0.3987060597797248,0.27027356496387367,0.12843249481585112,0.07544136429774093,0.3179177162840863,0.2424763519863454,0.005803766669311045,0.24394322048316217,0.23813945381385113,0.8666081009424599,0.9387041710163717,0.9943086005529067,0.8989283256729101
1,isotropic,response,6,0.3979358432135116,0.2671951810723837,0.1307406621411279,0.06273259005280235,0.3088690706905328,0.24613648063773047,0.004305777609069041,0.21849056322987784,0.2141847856208088,0.8671229735471291,0.9400925236086188,0.9960646221452748,0.9045998971709543
1,label,raw,6,0.017861962267725847,0.00828662379841289,0.009575338469312957,0.002148945317077161,0.014774487595336101,0.01262554227825894,0.005803766669311045,0.24394322048316217,0.23813945381385113,0.9996865868990356,0.9999325450139173,0.9999953820340243,0.9997817145162957
1,label,response,6,0.017815822224525508,0.008510471001997146,0.009305351222528362,0.001967142109640088,0.01409185997231333,0.012124717862673242,0.004305777609069041,0.21849056322987784,0.2141847856208088,0.9996882039908764,0.9999288514581736,0.9999961303519205,0.9998014194825211
2,isotropic,raw,6,0.22062576431489553,0.21232277128978197,0.008302993025113559,0.0732878258074857,0.08718622614941142,0.013898400341925715,0.00437535924666086,0.10335596212104763,0.09898060287438677,0.9532588020173007,0.956710703026071,0.9946288945884223,0.9923985619698388
2,isotropic,response,6,0.2647377946094546,0.257902323487518,0.006835471121936609,0.13675301851064867,0.1398343366954947,0.003081318184846027,0.015578383145054,0.11616417978607373,0.10058579664101973,0.9326993470108971,0.9361298561517335,0.9812986119282633,0.9804463582809698
2,label,raw,6,0.007562714632535105,0.004398725139360733,0.003163989493174372,0.0012570532042039822,0.006084248540417443,0.004827195336213461,0.00437535924666086,0.10335596212104763,0.09898060287438677,0.9999425767045947,0.9999805738679639,0.9999984198172418,0.9999629819196985
2,label,response,6,0.00767895949143236,0.004830442505225131,0.0028485169862072293,0.002365819284500185,0.006496546360474278,0.004130727075974092,0.015578383145054,0.11616417978607373,0.10058579664101973,0.9999407978554792,0.9999765735479131,0.9999944028991131,0.9999577948853863
3,isotropic,raw,6,0.19180158271224568,0.13201923554461487,0.05978234716763081,0.07409785121939019,0.1488064723399706,0.07470862112058041,0.005562525539666386,0.037116703647690985,0.0315541781080246,0.964610890574387,0.9832336052193436,0.9945095084446799,0.9778566337897772
3,isotropic,response,6,0.21349483135390354,0.16470625166339256,0.04878857969051098,0.06718206614061452,0.14555300308146166,0.07837093694084714,0.004982930518565296,0.03571028668734539,0.030727356168780095,0.9561529892158279,0.9739033099168594,0.995486569989087,0.9788143232940096
3,label,raw,6,0.0075276754707274155,0.004822207066573595,0.0027054684041538206,0.002657085272118835,0.006594114823264561,0.003937029551145726,0.005562525539666386,0.037116703647690985,0.0315541781080246,0.999943548870387,0.9999768344523564,0.9999929398978568,0.9999565176496977
3,label,response,6,0.008255411142661801,0.006267425184583222,0.0019879859580785794,0.0024602070442694564,0.00644367895536062,0.003983471911091163,0.004982930518565296,0.03571028668734539,0.030727356168780095,0.9999321064878012,0.9999608682583063,0.9999939473812993,0.9999584790015204
