episode,bank_index,bank_batch_index,bank_batch_member,name,sampling_mode,profile,tau_actual,log10_lambda1,scale_bin,lambda1,gamma,n_ctx,n_tgt,r_T,rank_Q,candidate_dim,rank_to_alpha,best_rank,rho_TQ,best_rho,reach_alpha,q_label_energy_frac,base_krr_mse,mse,mse_ratio,krr_input_mse,krr_input_ratio,model_vs_input_krr,pred_drift,krr_drift
103,103,103,0,y_perp,fixed_target_rich,minimal_smooth,12.436120986938477,-1.2119770050048828,"[-2,-1)",0.06137945034546544,,47,40,31,31,47,31,47,0.04569641400215419,2.0271185888157787e-28,1.0,0.536918480853612,0.31300013364764384,1.1809813995558571,3.773101901883955,1.1702141752468616,3.7387018389078905,0.005640887942818659,0.9798713038259013,0.9874841436564121
104,104,104,0,y,fixed_target_rich,minimal_smooth,13.785896301269531,-0.12546062469482422,"[-1,0)",0.7490992725105975,,47,40,27,27,47,27,47,0.03278974456568571,5.6253634703482796e-27,1.0,0.48114322818496724,0.16941640496004817,0.17518469294344644,1.034047989536542,0.16941640496004817,1.0,0.16893324485617017,0.0,0.0
104,104,104,0,y_Q,fixed_target_rich,minimal_smooth,13.785896301269531,-0.12546062469482422,"[-1,0)",0.7490992725105975,,47,40,27,27,47,27,47,0.03278974456568571,5.6253634703482796e-27,1.0,0.48114322818496724,0.16941640496004817,0.19452245774935287,1.148191391472539,0.1873113400291046,1.1056269318976306,0.09293353198948544,0.04968642425823135,0.04117171909603198
104,104,104,0,y_perp,fixed_target_rich,minimal_smooth,13.785896301269531,-0.12546062469482422,"[-1,0)",0.7490992725105975,,47,40,27,27,47,27,47,0.03278974456568571,5.6253634703482796e-27,1.0,0.48114322818496724,0.16941640496004817,6.373542375497365,37.620573857651955,6.325865951139373,37.33915822751133,0.0017440253804400644,1.0031028006911287,0.9991520852936019
105,105,105,0,y,fixed_target_rich,minimal_step,14.150120735168457,0.06618410348892212,"[0,1)",1.1646196232862118,,47,40,31,31,47,31,47,0.03770474651012361,2.037764572586571e-26,1.0,0.7523306469122367,0.27535167908993363,0.3012623402111583,1.0941002473885837,0.27535167908993363,1.0,0.1862006655947843,0.0,0.0
105,105,105,0,y_Q,fixed_target_rich,minimal_step,14.150120735168457,0.06618410348892212,"[0,1)",1.1646196232862118,,47,40,31,31,47,31,47,0.03770474651012361,2.037764572586571e-26,1.0,0.7523306469122367,0.27535167908993363,0.3248617486567471,1.1798066738886412,0.2817162820997773,1.0231144514203776,0.25908072584012154,0.09253786058926257,0.07030784510514099
105,105,105,0,y_perp,fixed_target_rich,minimal_step,14.150120735168457,0.06618410348892212,"[0,1)",1.1646196232862118,,47,40,31,31,47,31,47,0.03770474651012361,2.037764572586571e-26,1.0,0.7523306469122367,0.27535167908993363,1.3798119262766533,5.011089566757237,1.3675103559240949,4.966413716610921,0.002488264641984513,1.0111120101404547,0.997525341490834
106,106,106,0,y,fixed_target_rich,minimal_smooth,14.736251831054688,-0.05500221252441406,"[-1,0)",0.8810443844932914,,47,40,27,27,47,27,47,0.039745639787794745,1.3394736888983352e-26,1.0,0.5844640034437305,0.09212677368632488,0.13267074681515928,1.440088928620027,0.09212677368632488,1.0,0.5543656759992128,0.0,0.0
106,106,106,0,y_Q,fixed_target_rich,minimal_smooth,14.736251831054688,-0.05500221252441406,"[-1,0)",0.8810443844932914,,47,40,27,27,47,27,47,0.039745639787794745,1.3394736888983352e-26,1.0,0.5844640034437305,0.09212677368632488,0.1353212446514854,1.4688590432161441,0.10390465697760658,1.127844304321166,0.233958917107374,0.06921310566820159,0.04832832226128858
106,106,106,0,y_perp,fixed_target_rich,minimal_smooth,14.736251831054688,-0.05500221252441406,"[-1,0)",0.8810443844932914,,47,40,27,27,47,27,47,0.039745639787794745,1.3394736888983352e-26,1.0,0.5844640034437305,0.09212677368632488,4.93359770612264,53.55226834406092,5.0116952606963086,54.39998667228086,0.002749880747104945,0.9896170469873641,0.9988315039421114
107,107,107,0,y,fixed_target_rich,minimal_step,8.023884773254395,-0.3472312092781067,"[-1,0)",0.4495404652558857,,47,40,26,26,47,26,47,0.0417790135265265,4.115180384389172e-27,1.0,0.5974554107566041,0.0702650488402955,0.08410924928583527,1.1970282619030987,0.0702650488402955,1.0,0.1628932536348046,0.0,0.0
107,107,107,0,y_Q,fixed_target_rich,minimal_step,8.023884773254395,-0.3472312092781067,"[-1,0)",0.4495404652558857,,47,40,26,26,47,26,47,0.0417790135265265,4.115180384389172e-27,1.0,0.5974554107566041,0.0702650488402955,0.0826454977381951,1.1761964035069408,0.07078180925043719,1.007354444616074,0.11550093004244298,0.05056925141064306,0.03512296709513252
107,107,107,0,y_perp,fixed_target_rich,minimal_step,8.023884773254395,-0.3472312092781067,"[-1,0)",0.4495404652558857,,47,40,26,26,47,26,47,0.0417790135265265,4.115180384389172e-27,1.0,0.5974554107566041,0.0702650488402955,2.480790156664041,35.306175653596945,2.478152808368169,35.26864136963357,0.001715460173303582,0.9985849144170726,0.9993829982455282
108,108,108,0,y,fixed_target_rich,minimal_step,6.156327724456787,0.0977553129196167,"[0,1)",1.252435337990965,,47,40,28,28,47,28,46,0.04941558524533384,4.591203475885831e-27,1.0,0.5379432154273943,0.15426143260246547,0.16384005252247527,1.0620934199716274,0.15426143260246547,1.0,0.10144403563607315,0.0,0.0
108,108,108,0,y_Q,fixed_target_rich,minimal_step,6.156327724456787,0.0977553129196167,"[0,1)",1.252435337990965,,47,40,28,28,47,28,46,0.04941558524533384,4.591203475885831e-27,1.0,0.5379432154273943,0.15426143260246547,0.161626963990039,1.0477470697848026,0.15833984346007676,1.0264383053418247,0.048971200404473086,0.10687008283297796,0.08591317007242488
108,108,108,0,y_perp,fixed_target_rich,minimal_step,6.156327724456787,0.0977553129196167,"[0,1)",1.252435337990965,,47,40,28,28,47,28,46,0.04941558524533384,4.591203475885831e-27,1.0,0.5379432154273943,0.15426143260246547,1.3649073429340373,8.8480141789648,1.3348237626692279,8.652997318578604,0.0032956189977933446,1.0070306673662235,0.9963026283252293
109,109,109,0,y,fixed_target_rich,minimal_step,8.064628601074219,-0.2682228088378906,"[-1,0)",0.5392339049659848,,47,40,28,28,47,28,47,0.043560579534673294,2.949367410786627e-27,1.0,0.538823190648875,0.15468434513152618,0.18617187470365099,1.2035598983552689,0.15468434513152618,1.0,0.28386099487229693,0.0,0.0
109,109,109,0,y_Q,fixed_target_rich,minimal_step,8.064628601074219,-0.2682228088378906,"[-1,0)",0.5392339049659848,,47,40,28,28,47,28,47,0.043560579534673294,2.949367410786627e-27,1.0,0.538823190648875,0.15468434513152618,0.17041628675864445,1.1017035150760834,0.17418640621624365,1.1260765015886716,0.07509518820148522,0.13136231077019386,0.08703324410106479
109,109,109,0,y_perp,fixed_target_rich,minimal_step,8.064628601074219,-0.2682228088378906,"[-1,0)",0.5392339049659848,,47,40,28,28,47,28,47,0.043560579534673294,2.949367410786627e-27,1.0,0.538823190648875,0.15468434513152618,1.666222787564824,10.771760944186402,1.7186700653330746,11.110820968157514,0.00905076044328671,0.9682447193616147,0.9962054077453076
110,110,110,0,y,fixed_target_rich,minimal_smooth,8.530664443969727,-0.15382516384124756,"[-1,0)",0.7017377437288421,,47,40,20,20,47,20,47,0.02885367374898698,1.2993118276160422e-26,1.0,0.40413723681849695,0.08710668461445384,0.13153410574576893,1.5100345780344753,0.08710668461445384,1.0,0.30122245993272984,0.0,0.0
110,110,110,0,y_Q,fixed_target_rich,minimal_smooth,8.530664443969727,-0.15382516384124756,"[-1,0)",0.7017377437288421,,47,40,20,20,47,20,47,0.02885367374898698,1.2993118276160422e-26,1.0,0.40413723681849695,0.08710668461445384,0.1161824468372769,1.3337948442363106,0.08730986997414669,1.002332603526264,0.10011457481558578,0.039096560755206886,0.004018645472126477
110,110,110,0,y_perp,fixed_target_rich,minimal_smooth,8.530664443969727,-0.15382516384124756,"[-1,0)",0.7017377437288421,,47,40,20,20,47,20,47,0.02885367374898698,1.2993118276160422e-26,1.0,0.40413723681849695,0.08710668461445384,7.261649195753634,83.36500496941987,7.341696865156574,84.28396623808992,0.0018618977178981888,0.9914026901673411,0.9999919252116227
111,111,111,0,y,fixed_target_rich,minimal_smooth,8.987027168273926,-1.4591214656829834,"[-2,-1)",0.03474389743587574,,47,40,31,31,47,31,47,0.03913400780871726,1.2181519122293523e-28,1.0,0.7502314436140096,0.2764491130095031,0.23963671308324255,0.8668384227190662,0.2764491130095031,1.0,0.0846505006585243,0.0,0.0
111,111,111,0,y_Q,fixed_target_rich,minimal_smooth,8.987027168273926,-1.4591214656829834,"[-2,-1)",0.03474389743587574,,47,40,31,31,47,31,47,0.03913400780871726,1.2181519122293523e-28,1.0,0.7502314436140096,0.2764491130095031,0.2842629557374799,1.0282650309234604,0.29674075357278407,1.0734009971758651,0.03200993046348644,0.16387116115439612,0.09419467729956078
111,111,111,0,y_perp,fixed_target_rich,minimal_smooth,8.987027168273926,-1.4591214656829834,"[-2,-1)",0.03474389743587574,,47,40,31,31,47,31,47,0.03913400780871726,1.2181519122293523e-28,1.0,0.7502314436140096,0.2764491130095031,1.5000029463580953,5.425964041007909,1.494865148461911,5.407379073090114,0.011419532789178302,0.997845355970429,0.9955537970236172
112,112,112,0,y,fixed_target_rich,minimal_smooth,6.399943828582764,-1.5110699534416199,"[-2,-1)",0.030826913695925922,,47,40,29,29,47,29,47,0.03774681060646786,8.870700539130579e-29,1.0,0.615022123113148,0.11075750335540399,0.10553729000616148,0.9528680839573311,0.11075750335540399,1.0,0.04251877484100754,0.0,0.0
112,112,112,0,y_Q,fixed_target_rich,minimal_smooth,6.399943828582764,-1.5110699534416199,"[-2,-1)",0.030826913695925922,,47,40,29,29,47,29,47,0.03774681060646786,8.870700539130579e-29,1.0,0.615022123113148,0.11075750335540399,0.10910105264558194,0.9850443476997964,0.11547860860468222,1.0426256019344253,0.04635899070504261,0.08966631302724996,0.0540233008533984
112,112,112,0,y_perp,fixed_target_rich,minimal_smooth,6.399943828582764,-1.5110699534416199,"[-2,-1)",0.030826913695925922,,47,40,29,29,47,29,47,0.03774681060646786,8.870700539130579e-29,1.0,0.615022123113148,0.11075750335540399,0.8806627033186649,7.95126900335368,0.8804075577865837,7.948965362296852,0.0019397338009778504,0.9971772077530644,0.9985396752080294
113,113,113,0,y,fixed_target_rich,minimal_smooth,7.899198055267334,-0.5629809498786926,"[-1,0)",0.27353887102025737,,47,40,22,22,47,22,47,0.041425744695559014,8.166449377956447e-28,1.0,0.42291986840555923,0.04924516406384919,0.07957798605599173,1.6159553444235517,0.04924516406384919,1.0,0.4681240773380384,0.0,0.0
113,113,113,0,y_Q,fixed_target_rich,minimal_smooth,7.899198055267334,-0.5629809498786926,"[-1,0)",0.27353887102025737,,47,40,22,22,47,22,47,0.041425744695559014,8.166449377956447e-28,1.0,0.42291986840555923,0.04924516406384919,0.05956212363845503,1.2095019840167314,0.06122867650372854,1.2433439438711593,0.058990808139966024,0.18059852177876487,0.08758207459297156
113,113,113,0,y_perp,fixed_target_rich,minimal_smooth,7.899198055267334,-0.5629809498786926,"[-1,0)",0.27353887102025737,,47,40,22,22,47,22,47,0.041425744695559014,8.166449377956447e-28,1.0,0.42291986840555923,0.04924516406384919,1.0216418015804885,20.746033057294134,0.9170619087127777,18.62237493053641,0.018145730888014924,1.033865828534583,0.9961573069599232
114,114,114,0,y,fixed_target_rich,minimal_smooth,11.293458938598633,0.7634618878364563,"[0,1)",5.800452675468042,,47,40,18,19,43,19,41,0.03749676636468919,0.00972645732110708,1.0,0.5461951214697317,0.07864696959323485,0.09484329726261542,1.2059370850923896,0.07864696959323485,1.0,0.48153234779783416,0.0,0.0
114,114,114,0,y_Q,fixed_target_rich,minimal_smooth,11.293458938598633,0.7634618878364563,"[0,1)",5.800452675468042,,47,40,18,19,43,19,41,0.03749676636468919,0.00972645732110708,1.0,0.5461951214697317,0.07864696959323485,0.09362017075180751,1.1903849726952562,0.07327821090862918,0.9317359751764996,0.4202251339331298,0.013899913718325796,0.008984264122558054
114,114,114,0,y_perp,fixed_target_rich,minimal_smooth,11.293458938598633,0.7634618878364563,"[0,1)",5.800452675468042,,47,40,18,19,43,19,41,0.03749676636468919,0.00972645732110708,1.0,0.5461951214697317,0.07864696959323485,7.653306913091716,97.31216539778855,7.493457589355811,95.27967356037063,0.000707885070497445,1.0113446308489877,1.0002442099909319
115,115,115,0,y,fixed_target_rich,minimal_step,5.382761478424072,-0.821291983127594,"[-1,0)",0.15090652443280342,,47,40,28,28,47,28,47,0.03819138921598649,1.1999528841735873e-28,1.0,0.4315878368601883,0.1995945379089492,0.21011368394752078,1.0527025746735124,0.1995945379089492,1.0,0.0203493070380707,0.0,0.0
115,115,115,0,y_Q,fixed_target_rich,minimal_step,5.382761478424072,-0.821291983127594,"[-1,0)",0.15090652443280342,,47,40,28,28,47,28,47,0.03819138921598649,1.1999528841735873e-28,1.0,0.4315878368601883,0.1995945379089492,0.17947489806777084,0.8991974427158096,0.196642606335837,0.9852103589404895,0.022550796661580705,0.23631122732485849,0.1563158656326333
115,115,115,0,y_perp,fixed_target_rich,minimal_step,5.382761478424072,-0.821291983127594,"[-1,0)",0.15090652443280342,,47,40,28,28,47,28,47,0.03819138921598649,1.1999528841735873e-28,1.0,0.4315878368601883,0.1995945379089492,0.24792340863252482,1.2421352369152618,0.22888279505629266,1.1467387707809125,0.025064027421827614,0.9629389856218377,0.9877071175964722
116,116,116,0,y,fixed_target_rich,minimal_smooth,11.19288444519043,0.7705665230751038,"[0,1)",5.896122840347528,,47,40,19,19,47,19,47,0.02815489192057409,2.655756402757336e-24,1.0,0.5161662556591865,0.03979410493185117,0.10967746953653194,2.7561235445390353,0.03979410493185117,1.0,1.3741869700381097,0.0,0.0
116,116,116,0,y_Q,fixed_target_rich,minimal_smooth,11.19288444519043,0.7705665230751038,"[0,1)",5.896122840347528,,47,40,19,19,47,19,47,0.02815489192057409,2.655756402757336e-24,1.0,0.5161662556591865,0.03979410493185117,0.09162995137116692,2.3026011397438513,0.04344815829877922,1.0918239868238209,0.8223692735612657,0.012570627697577713,0.007651738179974367
116,116,116,0,y_perp,fixed_target_rich,minimal_smooth,11.19288444519043,0.7705665230751038,"[0,1)",5.896122840347528,,47,40,19,19,47,19,47,0.02815489192057409,2.655756402757336e-24,1.0,0.5161662556591865,0.03979410493185117,40.22650017794617,1010.8658115777574,40.601049105016365,1020.2779827451105,0.0002624187892342462,0.9951119635789147,0.999970725022878
117,117,117,0,y,fixed_target_rich,minimal_smooth,9.158590316772461,-1.0565124154090881,"[-2,-1)",0.08779859872818385,,47,40,28,28,47,28,47,0.04828219937667844,1.6115534135268313e-28,1.0,0.6628351034844017,0.12736294671309334,0.13271941048025754,1.0420566884278404,0.12736294671309334,1.0,0.12781743100667808,0.0,0.0
117,117,117,0,y_Q,fixed_target_rich,minimal_smooth,9.158590316772461,-1.0565124154090881,"[-2,-1)",0.08779859872818385,,47,40,28,28,47,28,47,0.04828219937667844,1.6115534135268313e-28,1.0,0.6628351034844017,0.12736294671309334,0.1413127473462047,1.1095279356604055,0.13622766496368838,1.0696020191065798,0.12795534382717438,0.16168332457684928,0.09522564763899419
117,117,117,0,y_perp,fixed_target_rich,minimal_smooth,9.158590316772461,-1.0565124154090881,"[-2,-1)",0.08779859872818385,,47,40,28,28,47,28,47,0.04828219937667844,1.6115534135268313e-28,1.0,0.6628351034844017,0.12736294671309334,1.7672967401667072,13.876066672262564,1.7314696077192262,13.59476717839809,0.01361504469642829,0.9994515188818345,0.995455712742389
118,118,118,0,y,fixed_target_rich,minimal_step,14.910560607910156,0.4191629886627197,"[0,1)",2.625203585007543,,47,40,31,31,47,31,47,0.03934927286906185,2.308015878222968e-26,1.0,0.4552573182946953,0.35254408850199886,0.5566806240393862,1.5790383166110866,0.35254408850199886,1.0,0.19672025221234268,0.0,0.0
118,118,118,0,y_Q,fixed_target_rich,minimal_step,14.910560607910156,0.4191629886627197,"[0,1)",2.625203585007543,,47,40,31,31,47,31,47,0.03934927286906185,2.308015878222968e-26,1.0,0.4552573182946953,0.35254408850199886,0.5260636338510276,1.4921924689939736,0.3755053919486972,1.065130303401948,0.10515274921088957,0.14844731181932677,0.09476586131898697
118,118,118,0,y_perp,fixed_target_rich,minimal_step,14.910560607910156,0.4191629886627197,"[0,1)",2.625203585007543,,47,40,31,31,47,31,47,0.03934927286906185,2.308015878222968e-26,1.0,0.4552573182946953,0.35254408850199886,4.2779437772623465,12.134493008916504,4.078668143239786,11.569242759311395,0.01231113570327501,1.0078543297720857,0.995499588914168
119,119,119,0,y,fixed_target_rich,minimal_step,7.612765789031982,0.9171531796455383,"[0,1)",8.263293521225672,,47,40,25,41,41,,41,0.052134076954134086,0.052134076954134086,0.0,0.9008386175695159,0.12855395125420277,0.3900177542752427,3.0338838321975885,0.12855395125420277,1.0,1.3388642196510872,0.0,0.0
119,119,119,0,y_Q,fixed_target_rich,minimal_step,7.612765789031982,0.9171531796455383,"[0,1)",8.263293521225672,,47,40,25,41,41,,41,0.052134076954134086,0.052134076954134086,0.0,0.9008386175695159,0.12855395125420277,0.37009742808404067,2.878926897798804,0.10700971952802416,0.8324109720783531,1.8547051358610438,0.0032975277409383872,0.008978110706550087
119,119,119,0,y_perp,fixed_target_rich,minimal_step,7.612765789031982,0.9171531796455383,"[0,1)",8.263293521225672,,47,40,25,41,41,,41,0.052134076954134086,0.052134076954134086,0.0,0.9008386175695159,0.12855395125420277,69.09133277687432,537.4500908202582,68.98201181240418,536.5997010546884,7.768520115964642e-05,0.9968489811756239,0.9963185241662645
120,120,120,0,y,fixed_target_rich,minimal_step,0.6083336472511292,-1.9039238095283508,"[-2,-1)",0.012476023682217252,,47,40,8,8,47,8,47,0.04567048513654356,1.9498062114115645e-29,1.0,0.20528753305311662,0.013842047475592945,0.01666960779638991,1.204273271406031,0.013842047475592945,1.0,0.5517965165538562,0.0,0.0
120,120,120,0,y_Q,fixed_target_rich,minimal_step,0.6083336472511292,-1.9039238095283508,"[-2,-1)",0.012476023682217252,,47,40,8,8,47,8,47,0.04567048513654356,1.9498062114115645e-29,1.0,0.20528753305311662,0.013842047475592945,0.016657797743928983,1.2034200701378117,0.016168666098968956,1.1680834159453963,0.18638136778324196,0.422778727969132,0.13267442917030894
120,120,120,0,y_perp,fixed_target_rich,minimal_step,0.6083336472511292,-1.9039238095283508,"[-2,-1)",0.012476023682217252,,47,40,8,8,47,8,47,0.04567048513654356,1.9498062114115645e-29,1.0,0.20528753305311662,0.013842047475592945,0.053646706440540946,3.8756337554204863,0.05557784248411031,4.015146067235227,0.02226900141136356,0.9291280434851203,0.9911596722238946
121,121,121,0,y,fixed_target_rich,minimal_step,14.473721504211426,0.07451057434082031,"[0,1)",1.187163606130532,,47,40,31,31,47,31,47,0.04251290368309507,3.951670865806783e-27,1.0,0.7700898374287309,0.3041332633610653,0.46330516410296363,1.5233623543273211,0.3041332633610653,1.0,0.16328539909868778,0.0,0.0
121,121,121,0,y_Q,fixed_target_rich,minimal_step,14.473721504211426,0.07451057434082031,"[0,1)",1.187163606130532,,47,40,31,31,47,31,47,0.04251290368309507,3.951670865806783e-27,1.0,0.7700898374287309,0.3041332633610653,0.3800691352701181,1.2496796012046278,0.30475950376319805,1.0020590986832942,0.07421501893777954,0.10227093194690128,0.047494819335023766
121,121,121,0,y_perp,fixed_target_rich,minimal_step,14.473721504211426,0.07451057434082031,"[0,1)",1.187163606130532,,47,40,31,31,47,31,47,0.04251290368309507,3.951670865806783e-27,1.0,0.7700898374287309,0.3041332633610653,2.387636321480242,7.85062539721495,2.3029209554624193,7.57207853561353,0.004465889668200908,0.9997050707109162,0.9988714842942127
122,122,122,0,y,fixed_target_rich,minimal_smooth,12.470768928527832,0.6266470551490784,"[0,1)",4.232988173929266,,47,40,21,21,47,21,47,0.04545857694707126,5.701664405480904e-25,1.0,0.3936093461967507,0.12013646024325655,0.1732399058219417,1.4420260549641584,0.12013646024325655,1.0,0.25080502328658716,0.0,0.0
122,122,122,0,y_Q,fixed_target_rich,minimal_smooth,12.470768928527832,0.6266470551490784,"[0,1)",4.232988173929266,,47,40,21,21,47,21,47,0.04545857694707126,5.701664405480904e-25,1.0,0.3936093461967507,0.12013646024325655,0.14661165328845852,1.220376004017382,0.12867113416558956,1.0710414965203046,0.13703630537786038,0.022050502292292693,0.013635485440822638
122,122,122,0,y_perp,fixed_target_rich,minimal_smooth,12.470768928527832,0.6266470551490784,"[0,1)",4.232988173929266,,47,40,21,21,47,21,47,0.04545857694707126,5.701664405480904e-25,1.0,0.3936093461967507,0.12013646024325655,14.116342983068005,117.50257128006547,14.31653353840348,119.1689309757825,0.0005261655242744832,0.9916947075181928,0.9999070324468844
123,123,123,0,y,fixed_target_rich,minimal_smooth,12.063228607177734,-1.031454861164093,"[-2,-1)",0.09301331840627096,,47,40,30,30,47,30,47,0.039428618520658085,2.6510090271881166e-28,1.0,0.6750769001060729,0.17003488515498208,0.20672054578024088,1.2157537295468563,0.17003488515498208,1.0,0.2412326297034511,0.0,0.0
123,123,123,0,y_Q,fixed_target_rich,minimal_smooth,12.063228607177734,-1.031454861164093,"[-2,-1)",0.09301331840627096,,47,40,30,30,47,30,47,0.039428618520658085,2.6510090271881166e-28,1.0,0.6750769001060729,0.17003488515498208,0.19491033609396063,1.1462961610278106,0.18543836415193946,1.0905901102760032,0.2061175561131813,0.11681141734197693,0.07842964113803397
123,123,123,0,y_perp,fixed_target_rich,minimal_smooth,12.063228607177734,-1.031454861164093,"[-2,-1)",0.09301331840627096,,47,40,30,30,47,30,47,0.039428618520658085,2.6510090271881166e-28,1.0,0.6750769001060729,0.17003488515498208,2.529450589566724,14.876068444785316,2.442346047993072,14.363793910684512,0.003299905746617556,1.006630089739172,0.9969196514216954
124,124,124,0,y,fixed_target_rich,minimal_smooth,3.9920334815979004,-1.656785786151886,"[-2,-1)",0.022040133148883714,,47,40,27,27,47,27,47,0.04124665073748446,4.236952176650781e-29,1.0,0.5964672580963204,0.1368449201237093,0.16315286175096788,1.1922463881266174,0.1368449201237093,1.0,0.030595476702305422,0.0,0.0
124,124,124,0,y_Q,fixed_target_rich,minimal_smooth,3.9920334815979004,-1.656785786151886,"[-2,-1)",0.022040133148883714,,47,40,27,27,47,27,47,0.04124665073748446,4.236952176650781e-29,1.0,0.5964672580963204,0.1368449201237093,0.18620318148747955,1.3606875674972065,0.13933067308283179,1.0181647441269674,0.06341034249583534,0.11852427892288141,0.08981756774114541
124,124,124,0,y_perp,fixed_target_rich,minimal_smooth,3.9920334815979004,-1.656785786151886,"[-2,-1)",0.022040133148883714,,47,40,27,27,47,27,47,0.04124665073748446,4.236952176650781e-29,1.0,0.5964672580963204,0.1368449201237093,0.6837184256506426,4.9963011051674675,0.7047801654496336,5.150210653143023,0.0014825535846466058,0.980370426830449,0.995958234327416
125,125,125,0,y,fixed_target_rich,minimal_smooth,2.1089529991149902,-1.104239821434021,"[-2,-1)",0.07866112956996504,,47,40,12,12,47,12,47,0.038233494659219054,1.2741164144184824e-28,1.0,0.44673755737237747,0.030151914923728228,0.038568530038753934,1.2791403178310974,0.030151914923728228,1.0,0.15739325960205094,0.0,0.0
125,125,125,0,y_Q,fixed_target_rich,minimal_smooth,2.1089529991149902,-1.104239821434021,"[-2,-1)",0.07866112956996504,,47,40,12,12,47,12,47,0.038233494659219054,1.2741164144184824e-28,1.0,0.44673755737237747,0.030151914923728228,0.0411035219373017,1.3632143113058148,0.033024911166510254,1.09528403917461,0.16954212387345283,0.1103250468562882,0.07999346512337126
125,125,125,0,y_perp,fixed_target_rich,minimal_smooth,2.1089529991149902,-1.104239821434021,"[-2,-1)",0.07866112956996504,,47,40,12,12,47,12,47,0.038233494659219054,1.2741164144184824e-28,1.0,0.44673755737237747,0.030151914923728228,0.17694182389919128,5.868344493103682,0.17133757727591886,5.682477471475078,0.0027800856260175996,1.0145287615687286,0.9967953879993345
126,126,126,0,y,fixed_target_rich,minimal_step,8.024283409118652,-0.5492660999298096,"[-1,0)",0.28231496510195603,,47,40,30,30,47,30,47,0.04517446239753792,2.538117039081221e-28,1.0,0.6434319115614432,0.17564537550111253,0.19251491376706054,1.096043167762428,0.17564537550111253,1.0,0.03912314739301138,0.0,0.0
126,126,126,0,y_Q,fixed_target_rich,minimal_step,8.024283409118652,-0.5492660999298096,"[-1,0)",0.28231496510195603,,47,40,30,30,47,30,47,0.04517446239753792,2.538117039081221e-28,1.0,0.6434319115614432,0.17564537550111253,0.1839369904517491,1.047206565655263,0.19506722015045713,1.1105741873017407,0.05458346645261851,0.15984529262396502,0.11008843898555673
126,126,126,0,y_perp,fixed_target_rich,minimal_step,8.024283409118652,-0.5492660999298096,"[-1,0)",0.28231496510195603,,47,40,30,30,47,30,47,0.04517446239753792,2.538117039081221e-28,1.0,0.6434319115614432,0.17564537550111253,1.3954710137734567,7.94482069221696,1.3272293653522371,7.556301220944075,0.010036814039855485,1.0066791900242178,0.9939217955158302
127,127,127,0,y,fixed_target_rich,minimal_smooth,2.2243359088897705,-1.8494161367416382,"[-2,-1)",0.014144378298826907,,47,40,23,23,47,23,47,0.04703471720884075,2.6253490695011025e-29,1.0,0.5092215872141398,0.08359531454184523,0.07200430971751201,0.8613438457901714,0.08359531454184523,1.0,0.03525128555081438,0.0,0.0
127,127,127,0,y_Q,fixed_target_rich,minimal_smooth,2.2243359088897705,-1.8494161367416382,"[-2,-1)",0.014144378298826907,,47,40,23,23,47,23,47,0.04703471720884075,2.6253490695011025e-29,1.0,0.5092215872141398,0.08359531454184523,0.07370865741487978,0.8817319226424288,0.08228925136663248,0.9843763591013349,0.033053136736693765,0.23061952755631912,0.19182323519876646
127,127,127,0,y_perp,fixed_target_rich,minimal_smooth,2.2243359088897705,-1.8494161367416382,"[-2,-1)",0.014144378298826907,,47,40,23,23,47,23,47,0.04703471720884075,2.6253490695011025e-29,1.0,0.5092215872141398,0.08359531454184523,0.14679981274501736,1.7560770427095398,0.15228292874041455,1.82166823074978,0.00491577788052077,0.9716442956809914,0.9814294913221296
128,128,128,0,y,fixed_target_rich,minimal_step,14.720426559448242,0.7695403099060059,"[0,1)",5.882207084841926,,47,40,30,30,46,30,44,0.04617654693478264,0.008225836967523532,1.0,0.7572993607154564,0.2926637316088173,0.49523079058096836,1.6921495118599388,0.2926637316088173,1.0,0.4064392636645276,0.0,0.0
128,128,128,0,y_Q,fixed_target_rich,minimal_step,14.720426559448242,0.7695403099060059,"[0,1)",5.882207084841926,,47,40,30,30,46,30,44,0.04617654693478264,0.008225836967523532,1.0,0.7572993607154564,0.2926637316088173,0.4560374965603103,1.5582303077098156,0.2926625098634973,0.9999958254297063,0.2963759975384476,0.03106395025511462,0.019734391722209955
128,128,128,0,y_perp,fixed_target_rich,minimal_step,14.720426559448242,0.7695403099060059,"[0,1)",5.882207084841926,,47,40,30,30,46,30,44,0.04617654693478264,0.008225836967523532,1.0,0.7572993607154564,0.2926637316088173,27.97280086003592,95.5800047592681,27.34844700503112,93.44665584181723,0.0009621694752034228,1.010720064946069,0.999888528896891
129,129,129,0,y,fixed_target_rich,minimal_smooth,11.381921768188477,0.9982848167419434,"[0,1)",9.960584330458012,,47,40,18,19,41,19,41,0.03974105738810496,0.016667273110055374,1.0,0.49307820674196196,0.06785152850251427,0.1311902308092343,1.93348968998352,0.06785152850251427,1.0,0.7376784132602076,0.0,0.0
129,129,129,0,y_Q,fixed_target_rich,minimal_smooth,11.381921768188477,0.9982848167419434,"[0,1)",9.960584330458012,,47,40,18,19,41,19,41,0.03974105738810496,0.016667273110055374,1.0,0.49307820674196196,0.06785152850251427,0.10319158098822181,1.5208438669793267,0.07449713421857844,1.097943345754074,0.4295090158584396,0.013782382082175382,0.006630575044546547
