n,mse_ratio_mean,mse_ratio_median,mse_ratio_q25,mse_ratio_q75,mse_ratio_q90,mse_ratio_q99,mse_ratio_min,mse_ratio_max,r_T_mean,r_T_median,r_T_q25,r_T_q75,r_T_q90,r_T_q99,r_T_min,r_T_max,rank_Q_mean,rank_Q_median,rank_Q_q25,rank_Q_q75,rank_Q_q90,rank_Q_q99,rank_Q_min,rank_Q_max,rho_TQ_mean,rho_TQ_median,rho_TQ_q25,rho_TQ_q75,rho_TQ_q90,rho_TQ_q99,rho_TQ_min,rho_TQ_max,base_krr_mse_mean,base_krr_mse_median,base_krr_mse_q25,base_krr_mse_q75,base_krr_mse_q90,base_krr_mse_q99,base_krr_mse_min,base_krr_mse_max,certified,cert_fraction
200,84.95483149708674,1.1364275839309768,1.032167643660962,1.3720720548707661,1.67003837235348,4.191205048858249,0.7810137616896597,16735.596231261534,23.285,25.0,19.75,28.0,30.0,32.0,1.0,32.0,23.8,25.0,20.0,29.0,31.0,40.0,1.0,41.0,0.044446508056201865,0.04408364879807051,0.04033326267924925,0.04710600882041719,0.049037290587542144,0.07366224639017671,0.008215337432524228,0.1618706417528671,0.13139548487272026,0.11095238466692546,0.06733889762841351,0.16957102500878166,0.2678907674623469,0.43755590988201265,0.004991201819294825,0.4436500588869553,194,0.97
