name,n,mse_ratio_mean,mse_ratio_median,mse_ratio_std,mse_ratio_q25,mse_ratio_q75,krr_input_ratio_mean,krr_input_ratio_median,krr_input_ratio_std,krr_input_ratio_q25,krr_input_ratio_q75,model_vs_input_krr_mean,model_vs_input_krr_median,model_vs_input_krr_std,model_vs_input_krr_q25,model_vs_input_krr_q75,pred_drift_mean,pred_drift_median,pred_drift_std,pred_drift_q25,pred_drift_q75,krr_drift_mean,krr_drift_median,krr_drift_std,krr_drift_q25,krr_drift_q75,rank_Q_mean,rank_Q_median,rank_Q_std,rank_Q_q25,rank_Q_q75,r_T_mean,r_T_median,r_T_std,r_T_q25,r_T_q75,rho_TQ_mean,rho_TQ_median,rho_TQ_std,rho_TQ_q25,rho_TQ_q75,reach_alpha_mean,reach_alpha_median,reach_alpha_std,reach_alpha_q25,reach_alpha_q75,base_krr_mse_mean,base_krr_mse_median,base_krr_mse_std,base_krr_mse_q25,base_krr_mse_q75,q_label_energy_frac_mean,q_label_energy_frac_median,q_label_energy_frac_std,q_label_energy_frac_q25,q_label_energy_frac_q75,cert_fraction
y,2,8371.214833654933,8371.214833654933,11829.021613356479,4189.024134851631,12553.405532458233,1.0,1.0,0.0,1.0,1.0,8352.799464365331,8352.799464365331,11802.74777137194,4179.897971479577,12525.700957251087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.4142135623730951,1.5,2.5,1.5,1.5,0.7071067811865476,1.25,1.75,0.042634767737278964,0.042634767737278964,0.007797945713625095,0.039877777590564524,0.0453917578839934,1.0,1.0,0.0,1.0,1.0,0.006892279121181392,0.006892279121181392,0.0026885293034476327,0.005941740470238108,0.007842817772124675,0.043653210165691986,0.043653210165691986,0.02477823000064846,0.034892782936062745,0.05241363739532122,1.0
y_Q,2,1.0789573505571126,1.0789573505571126,0.12692930011842138,1.0340810661346136,1.1238336349796119,1.0958877908576499,1.0958877908576499,0.09849406083160468,1.061064881697336,1.130710700017964,0.06488745873901225,0.06488745873901225,0.051463388712846427,0.04669240316816578,0.08308251430985872,0.9421864560168343,0.9421864560168343,0.08175828408493617,0.913280537469517,0.9710923745641515,0.4780514147450084,0.4780514147450084,0.5546728651115265,0.2819449426147426,0.6741578868752742,2.0,2.0,1.4142135623730951,1.5,2.5,1.5,1.5,0.7071067811865476,1.25,1.75,0.042634767737278964,0.042634767737278964,0.007797945713625095,0.039877777590564524,0.0453917578839934,1.0,1.0,0.0,1.0,1.0,0.006892279121181392,0.006892279121181392,0.0026885293034476327,0.005941740470238108,0.007842817772124675,0.043653210165691986,0.043653210165691986,0.02477823000064846,0.034892782936062745,0.05241363739532122,1.0
y_perp,2,6004.282014888085,6004.282014888085,8480.881979579257,3005.8374357864427,9002.726593989726,1.8049081238330382,1.8049081238330382,1.1701521453276194,1.3911968653424651,2.2186193823236113,6127.024250201371,6127.024250201371,8661.479820158927,3064.7286922289627,9189.31980817378,0.4614391840076163,0.4614391840076163,0.27110006603577447,0.36559083647060786,0.5572875315446248,0.7442174743471647,0.7442174743471647,0.3565113492874473,0.6181716780216048,0.8702632706727246,2.0,2.0,1.4142135623730951,1.5,2.5,1.5,1.5,0.7071067811865476,1.25,1.75,0.042634767737278964,0.042634767737278964,0.007797945713625095,0.039877777590564524,0.0453917578839934,1.0,1.0,0.0,1.0,1.0,0.006892279121181392,0.006892279121181392,0.0026885293034476327,0.005941740470238108,0.007842817772124675,0.043653210165691986,0.043653210165691986,0.02477823000064846,0.034892782936062745,0.05241363739532122,1.0
