episode,probe_kind,basis,rank,TQ_E_model_to_operator,actLR_E_model_to_operator,actLR_model_fit_gain,TQ_E_operator_to_T,actLR_E_operator_to_T,actLR_KRR_cost,TQ_rho_operator_to_T,actLR_rho_operator_to_T,actLR_rho_KRR_cost,TQ_X_use,actLR_X_use,TQ_X_sub,actLR_X_sub
0,isotropic,raw,6,0.3241316662741552,0.1739529641375559,0.15017870213659928,0.043705496521061774,0.2713786978987348,0.22767320137767305,0.0018356770883213268,0.1211511485958133,0.11931547150749197,0.9046156927823541,0.9725275321980132,0.9980898295738513,0.9263536023269336
0,isotropic,response,6,0.3295791104019497,0.18521423682974755,0.14436487357220215,0.05777668521134543,0.2798669863601519,0.22209030114880646,0.003052324249729017,0.127966688446519,0.12491436419679,0.9013826426776359,0.9688554013208398,0.9966618546459958,0.9216744699458423
0,label,raw,6,0.01730034349849321,0.008585446008460205,0.008714897490033006,0.0019416463002454097,0.014867903650343161,0.012926257350097751,0.0018356770883213268,0.1211511485958133,0.11931547150749197,0.9996998466732746,0.9999260804300246,0.9999962300096448,0.9997789454410445
0,label,response,6,0.01765419048042277,0.009158326660215073,0.008495863820207698,0.0024959614351637983,0.014977179451589556,0.012481218016425757,0.003052324249729017,0.127966688446519,0.12491436419679,0.9996874429313665,0.999915886448822,0.9999937701765141,0.9997756840956753
1,isotropic,raw,6,0.3970560315894811,0.27332527279144997,0.12373075879803114,0.07544136429774093,0.31222321020546273,0.2367818459077218,0.005803766669311045,0.24769766192850384,0.2418938952591928,0.8675905915737404,0.9372556202747562,0.9943086005529067,0.9025166670091873
1,isotropic,response,6,0.3965074877839561,0.2701814144592208,0.12632607332473533,0.06297518654321065,0.30218905792517403,0.23921387138196337,0.004336495097173338,0.221173369613966,0.21683687451679265,0.8679561933186373,0.9386907233979694,0.9960341258798556,0.9086817732704755
1,label,raw,6,0.01821874514462682,0.008963116249680228,0.009255628894946591,0.002148945317077161,0.014891779229475025,0.012742833912397864,0.005803766669311045,0.24769766192850384,0.2418938952591928,0.9996740534200996,0.9999211089810589,0.9999953820340243,0.9997782349113811
1,label,response,6,0.01814608308120746,0.009151892036294667,0.008994191044912794,0.0019745391027069293,0.014191205140469157,0.012216666037762228,0.004336495097173338,0.221173369613966,0.21683687451679265,0.9996766481895378,0.999917750875585,0.9999961011953319,0.9997986096966616
2,isotropic,raw,6,0.22026414993875523,0.2115968445146119,0.008667305424143346,0.0732878258074857,0.08780267586135711,0.014514850053871403,0.00437535924666086,0.10331527887649564,0.09893991962983478,0.9533160344109642,0.9569177398088763,0.9946288945884223,0.9922906901116008
2,isotropic,response,6,0.264294332371313,0.2570770836132402,0.007217248758072781,0.1366615932654479,0.13995205540606262,0.0032904621406147083,0.015577003507337941,0.11580836209009769,0.10023135858275975,0.932786609164676,0.9364073629832068,0.9813236089261863,0.9804134221876573
2,label,raw,6,0.007578399053086934,0.004416913755162655,0.0031614852979242785,0.0012570532042039822,0.006090094718984066,0.004833041514780084,0.00437535924666086,0.10331527887649564,0.09893991962983478,0.9999423435757626,0.999980414683096,0.9999984198172418,0.9999629107463138
2,label,response,6,0.0077236748946980845,0.004875064303507716,0.002848610591190369,0.002367653404599943,0.006490886032158107,0.004123232627558164,0.015577003507337941,0.11580836209009769,0.10023135858275975,0.9999401118724349,0.9999761409327313,0.9999943942173557,0.9999578683985176
3,isotropic,raw,6,0.19174583939042794,0.13216342288183192,0.059582416508596026,0.07409785121939019,0.14731993377075117,0.07322208255136098,0.005562525539666386,0.036652103780336225,0.031089578240669838,0.9645049259571243,0.9831368484193618,0.9945095084446799,0.9782968371138242
3,isotropic,response,6,0.21342455116719836,0.1644763561130858,0.04894819505411255,0.06741700149445279,0.14376191920451717,0.07634491771006438,0.005002563220593241,0.03571289100846323,0.030710327787869987,0.9560250917833453,0.9738830089725624,0.9954549479095058,0.9793325105866746
3,label,raw,6,0.007623126488780598,0.0050561476695143,0.0025669788192662973,0.002657085272118835,0.006555953392552948,0.0038988681204341134,0.005562525539666386,0.036652103780336225,0.031089578240669838,0.9999420995728205,0.9999745284710403,0.9999929398978568,0.9999570194751147
3,label,response,6,0.008330846617650494,0.006442714966003679,0.001888131651646815,0.002463385605860966,0.006432304315742014,0.003968918709881048,0.005002563220593241,0.03571289100846323,0.030710327787869987,0.9999308497438631,0.9999586425882234,0.9999939317313569,0.9999586254611897
