basis,operator_kind,lambda,n,E_model_to_T_mean,E_model_to_T_std,E_model_to_operator_mean,E_model_to_operator_std,E_model_to_zero_mean,E_model_to_zero_std,E_operator_to_T_mean,E_operator_to_T_std,E_zero_to_T_mean,E_zero_to_T_std,R_sub_mean,R_sub_std,R_use_mean,R_use_std,X_sub_mean,X_sub_std,X_use_mean,X_use_std,cos_res_mean,cos_res_std,lambda_mean,lambda_std,point_model_to_T_mean,point_model_to_T_std,point_model_to_operator_mean,point_model_to_operator_std,point_operator_to_T_mean,point_operator_to_T_std,rank_mean,rank_std,rho_operator_to_T_mean,rho_operator_to_T_std
matched_response,actLR,0.0,4,0.012826063642876098,0.005880605557747703,0.006570560900753236,0.0021613377137497366,1.00178125665142,0.0042411975744508995,0.011568787183712029,0.00557047345774167,0.9999999999999998,1.1102230246251565e-16,0.011568787183700465,0.005570473457736102,0.0065530676968714435,0.002130412861341594,0.9998428905321908,0.0001301296656573493,0.9999536533095403,2.8955831937567515e-05,-0.10355981816194804,0.08198144500566207,0.0,0.0,0.010451135401294463,0.008485950681648823,0.009318940041245272,0.003146495603014357,0.010181642002659076,0.002592677936567432,6.0,0.0,0.13034892303433412,0.07578708301176461
matched_response,actLR,0.1,4,0.01606237816464667,0.007182983181042166,0.009931000155997391,0.003477072864585668,1.0017314592365054,0.0032967634733017154,0.014185272646609001,0.006463959606454223,0.9999999999999997,1.6958936828758672e-16,0.01418527264659482,0.006463959606447761,0.009906664379668313,0.0034395808420286046,0.9997674409595965,0.0001825408004003071,0.9998929849635919,7.151145567644234e-05,-0.17208198094199603,0.1246210401375475,0.1,0.0,0.010451135401294463,0.008485950681648823,0.0076822941742938754,0.0043606317452387685,0.011149473160053203,0.004948911794773841,6.0,0.0,0.13557187339531343,0.08222323981421144
matched_response,actLR,0.25,4,0.021348348810878496,0.010220399877981508,0.015968553062786727,0.005875389404885539,1.0018913739406998,0.002877706085665569,0.019087528893046064,0.00914217391151204,0.9999999999999997,2.3111135221866393e-16,0.019087528893026985,0.009142173911502901,0.015927582811990502,0.005823152421457052,0.9995729817328868,0.00035115697078215945,0.9997208802776746,0.00018956881675700823,-0.3026970811365244,0.13077223301220783,0.25,0.0,0.010451135401294463,0.008485950681648823,0.006210287040204798,0.004863075742000198,0.011594202338182544,0.006732488341602439,6.0,0.0,0.16387135035165018,0.10372116496742052
matched_response,actLR,0.5,4,0.03283103237857422,0.016838757516920863,0.03330064068778402,0.012258766757401441,1.001883714480849,0.002272115235321293,0.03369548537919552,0.016732993893273942,0.9999999999999994,3.3917873657517345e-16,0.03369548537916184,0.016732993893257216,0.03321885669071004,0.012177708519604293,0.9986546194515888,0.0011892969132467185,0.9987852851215707,0.0007743996136029424,-0.5625555326374306,0.11133112923814782,0.5,0.0,0.010451135401294463,0.008485950681648823,0.00893333191490401,0.0037300387563144882,0.015599820523261292,0.012948756918856674,7.75,2.0615528128088303,0.316825105561262,0.20075634050888244
matched_response,actLR,0.75,4,0.05402937312596209,0.02908402602879205,0.066092643141348,0.03778128359590985,1.0024235265662407,0.0030103865835690905,0.0634870392292397,0.03301667379970272,0.9999999999999989,6.568167990716596e-16,0.06348703922917628,0.033016673799669743,0.065860628651185,0.03747550004468564,0.9951518202883176,0.004259756902809815,0.9946090677659712,0.005382001101662644,-0.6606862402622565,0.11620434138688357,0.75,0.0,0.010451135401294463,0.008485950681648823,0.03437414600092394,0.024826538661264202,0.042720151007317,0.032046441628278424,17.25,4.856267428111155,1.4838676976864933,1.0204345772284573
matched_response,actLR,0.9,4,0.08999077415777637,0.04909476629662479,0.1548607363488133,0.09674510927972914,1.004952649890081,0.006220400269617717,0.1375220045730986,0.07489202375116083,0.9999999999999977,1.4232233556883715e-15,0.13752200457296143,0.07489202375108614,0.1536932044510784,0.09517632517388218,0.9768810868420845,0.019543500613707538,0.9695844992503555,0.03092163461213476,-0.7848748811525141,0.10201542038727415,0.9,0.0,0.010451135401294463,0.008485950681648823,0.07332179129869071,0.07424075455235547,0.08036703427468062,0.08520809540221347,20.0,0.0,7.053139047722823,4.913567728409276
matched_response,actLR,1.0,4,0.3019160872367383,0.1117308990561981,0.6994104955758511,0.05099164648753353,1.0316567620295654,0.0309584939637673,0.7044662403616639,0.06180070726978698,0.9999999999999754,1.1857057158180406e-14,0.7044662403609766,0.06180070726972262,0.6774662720833422,0.03500033371144044,0.5008628206273923,0.08529123444650541,0.5401206826695649,0.04680438553053197,-0.9032649761515938,0.05556948208833262,1.0,0.0,0.010451135401294463,0.008485950681648823,0.588076068409785,0.32370973728740166,0.5961062622441506,0.3327904921936972,20.0,0.0,800.9491220623067,596.5729925111498
matched_response,galerkin,0.0,4,0.012826063642876098,0.005880605557747703,0.012977224853587209,0.0058746161820458515,1.00178125665142,0.0042411975744508995,0.002929770068398785,0.0006640988717756173,0.9999999999999998,1.1102230246251565e-16,0.0029297700683958558,0.0006640988717749531,0.01294172635859159,0.005823009420752434,0.9999910856768627,4.0340469519934566e-06,0.9998070811398236,0.00015255413504201832,-0.17254048479658252,0.12886884060146836,0.0,0.0,0.010451135401294463,0.008485950681648823,0.011819163926610907,0.007213339461483072,0.0026338543494129267,0.0034034493916538103,6.0,0.0,0.008495515015399817,0.00699079333266291
matched_response,galerkin,0.1,4,0.01606237816464667,0.007182983181042166,0.016728899381281342,0.007260847128301548,1.0017314592365054,0.0032967634733017154,0.00566472151683905,0.0020672013017174118,0.9999999999999997,1.6958936828758672e-16,0.005664721516833388,0.0020672013017153453,0.016687476255321604,0.007210514417458707,0.9999647059392204,2.5438533663121756e-05,0.9996825344976048,0.00023914437575268352,-0.29590641214691243,0.17417610953844592,0.1,0.0,0.010451135401294463,0.008485950681648823,0.012272284406000495,0.006462022580064185,0.0029265821642708136,0.003273546562691056,6.0,0.0,0.011752778674619647,0.006391257620961708
matched_response,galerkin,0.25,4,0.021348348810878496,0.010220399877981508,0.024014560720366177,0.011028093784857355,1.0018913739406998,0.002877706085665569,0.010679612297710708,0.004334884313672257,0.9999999999999997,2.3111135221866393e-16,0.010679612297700035,0.004334884313667924,0.023951076422812086,0.010958411696568148,0.9998718524646613,9.853787783374742e-05,0.999336280848005,0.0005177366457734209,-0.47393462439125345,0.14431310696760768,0.25,0.0,0.010451135401294463,0.008485950681648823,0.013002250042746919,0.00654970228732759,0.003662663978691814,0.002946615074641339,6.0,0.0,0.01771755826527411,0.005602708700031133
