exp,checkpoint,checkpoint_file,sweep,sweep_val,d_x,d_model,n_layers,n_heads,episode,probe_kind,smax,tau_sv,B_nat,dim_R_nat,dim_over_nctx,r_eff_T_task,E_F_T,E_TQ_T,E_F_TQ,X_use,X_sub,max_closure,mean_closure,max_refinement,mean_refinement,s_list,mse_model,mse_krr,mse_ratio,E_pointwise_F_T,suite_exp,suite_smax
2a,H1,model_H1.pt,head,1,5,128,8,1,15,iso,1,0.001,45,4,0.0851063829787234,5,0.5540690216060778,0.5279609339945516,0.7547429972383545,0.5189709586110489,0.7212572521761536,0.6289695547538617,0.1446407619424177,0.9999846564442316,0.8741243971328642,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.007315750866647763,0.0011047638585610492,6.622004159492057,0.03713515869546565,2a,1
2a,H2,model_H2.pt,head,2,5,128,8,2,0,task,1,0.001,45,5,0.10638297872340426,5,0.009016809585051017,1.0843608354025491e-13,0.009016809585050094,0.9999185726981512,1.0,0.6775065808068579,0.1622177285018981,0.999898548031552,0.8737988876575815,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.006735782865949155,0.007285025343497189,0.924606648343605,0.029115850560044076,2a,1
2a,H2,model_H2.pt,head,2,5,128,8,2,0,iso,1,0.001,45,5,0.10638297872340426,5,0.15341924309913832,2.4092993127446595e-12,0.1534192430993202,0.9772173703984641,1.0,0.6775065808068579,0.1622177285018981,0.999898548031552,0.8737988876575815,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.006735782865949155,0.007285025343497189,0.924606648343605,0.029115850560044076,2a,1
2a,H2,model_H2.pt,head,2,5,128,8,2,1,task,1,0.001,45,4,0.0851063829787234,5,0.00933754376589324,0.35557531281713517,0.35607650564051974,0.8737623249312183,0.8735661969152494,0.7326988460591063,0.16320384185785727,0.9999578791969764,0.863114149566787,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.008357010075852649,0.010177619192261258,0.8211164043361985,0.0048019339933117865,2a,1
2a,H2,model_H2.pt,head,2,5,128,8,2,1,iso,1,0.001,45,4,0.0851063829787234,5,0.1927045926600164,0.6809309449621087,0.7135689470749745,0.518893501190768,0.5363330481939308,0.7326988460591063,0.16320384185785727,0.9999578791969764,0.863114149566787,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.008357010075852649,0.010177619192261258,0.8211164043361985,0.0048019339933117865,2a,1
2a,H2,model_H2.pt,head,2,5,128,8,2,2,task,1,0.001,45,5,0.10638297872340426,5,0.008366882216028673,4.225139680194167e-13,0.00836688221606521,0.9999297716025317,1.0,0.7123109496962586,0.1330658807477362,0.9999782728944447,0.8679976039710304,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.006928670195944356,0.006865617767882257,1.0091837952816223,0.009243128849201742,2a,1
2a,H2,model_H2.pt,head,2,5,128,8,2,2,iso,1,0.001,45,5,0.10638297872340426,5,0.33260253892410635,2.3547235179714167e-11,0.332602538924244,0.891175489223496,1.0,0.7123109496962586,0.1330658807477362,0.9999782728944447,0.8679976039710304,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.006928670195944356,0.006865617767882257,1.0091837952816223,0.009243128849201742,2a,1
2a,H2,model_H2.pt,head,2,5,128,8,2,3,task,1,0.001,45,4,0.0851063829787234,5,0.01134370879237005,0.4049043274313393,0.4046499826835218,0.835974136749302,0.8360524856277027,0.7335443116338568,0.18464751164216325,0.9999830239260566,0.8580916097869107,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.004278444101588619,0.0015213424541473813,2.8122820670158863,0.008082993763198664,2a,1
2a,H2,model_H2.pt,head,2,5,128,8,2,3,iso,1,0.001,45,4,0.0851063829787234,5,0.2988113560510232,0.5340098446055481,0.6107166814431814,0.6601186541900216,0.7148334858649243,0.7335443116338568,0.18464751164216325,0.9999830239260566,0.8580916097869107,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.004278444101588619,0.0015213424541473813,2.8122820670158863,0.008082993763198664,2a,1
2a,H2,model_H2.pt,head,2,5,128,8,2,4,task,1,0.001,45,5,0.10638297872340426,5,0.012537707349763682,1.481020655686211e-11,0.012537707353444933,0.9998414071786375,1.0,0.6896716241017317,0.14818881764725075,0.9999364078831962,0.8644355667505415,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.0055981342885345065,0.005577510141091369,1.003697733741655,0.00942567442462397,2a,1
2a,H2,model_H2.pt,head,2,5,128,8,2,4,iso,1,0.001,45,5,0.10638297872340426,5,0.2449584056165645,2.1961457812391214e-10,0.24495840559149548,0.9375554038940503,1.0,0.6896716241017317,0.14818881764725075,0.9999364078831962,0.8644355667505415,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.0055981342885345065,0.005577510141091369,1.003697733741655,0.00942567442462397,2a,1
2a,H2,model_H2.pt,head,2,5,128,8,2,5,task,1,0.001,45,5,0.10638297872340426,5,0.013824326994868467,4.820965193654297e-13,0.013824326994847619,0.9998086871727664,1.0,0.7308463038093027,0.15872391250020154,0.999978036102299,0.8486541554202893,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.005804024224732196,0.005796053675780134,1.001375168243415,0.013695836691315041,2a,1
2a,H2,model_H2.pt,head,2,5,128,8,2,5,iso,1,0.001,45,5,0.10638297872340426,5,0.40169942745425374,1.972096480836764e-11,0.40169942745348214,0.863794791352028,1.0,0.7308463038093027,0.15872391250020154,0.999978036102299,0.8486541554202893,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.005804024224732196,0.005796053675780134,1.001375168243415,0.013695836691315041,2a,1
2a,H2,model_H2.pt,head,2,5,128,8,2,6,task,1,0.001,45,5,0.10638297872340426,5,0.007490176596960446,1.3790305128878838e-13,0.00749017659697449,0.99994376011032,1.0,0.7496571496093825,0.1578736290196721,0.99995709603528,0.8590638925707488,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.03916820960800749,0.03428245988220483,1.1425145611659777,0.011527802799651172,2a,1
2a,H2,model_H2.pt,head,2,5,128,8,2,6,iso,1,0.001,45,5,0.10638297872340426,5,0.19523719465783876,1.5577988180488364e-12,0.1952371946576889,0.963507570093426,1.0,0.7496571496093825,0.1578736290196721,0.99995709603528,0.8590638925707488,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.03916820960800749,0.03428245988220483,1.1425145611659777,0.011527802799651172,2a,1
2a,H2,model_H2.pt,head,2,5,128,8,2,7,task,1,0.001,45,5,0.10638297872340426,5,0.007133914973956921,7.845100319000859e-13,0.0071339149739443235,0.9999491735764897,1.0,0.6661658608149131,0.12921511515586512,0.999939092619106,0.8683075109582766,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.018574759240277017,0.014599552828603271,1.2722827512830097,0.007111817578571924,2a,1
2a,H2,model_H2.pt,head,2,5,128,8,2,7,iso,1,0.001,45,5,0.10638297872340426,5,0.21782104702022634,4.813095635515881e-11,0.21782104701335062,0.9521308505247591,1.0,0.6661658608149131,0.12921511515586512,0.999939092619106,0.8683075109582766,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.018574759240277017,0.014599552828603271,1.2722827512830097,0.007111817578571924,2a,1
2a,H2,model_H2.pt,head,2,5,128,8,2,8,task,1,0.001,45,4,0.0851063829787234,5,0.012060393272149654,0.43686439145571976,0.4374556487786083,0.808802117956279,0.8091495034784054,0.6732942430367721,0.1582765228123305,0.9999728345158562,0.8610623467712198,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.025752421881412246,0.02162535133964064,1.1908440920544225,0.009430209472314509,2a,1
2a,H2,model_H2.pt,head,2,5,128,8,2,8,iso,1,0.001,45,4,0.0851063829787234,5,0.32645587552878463,0.6412290445829864,0.7238306153266891,0.5311648517188202,0.5888253123840075,0.6732942430367721,0.1582765228123305,0.9999728345158562,0.8610623467712198,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.025752421881412246,0.02162535133964064,1.1908440920544225,0.009430209472314509,2a,1
2a,H2,model_H2.pt,head,2,5,128,8,2,9,task,1,0.001,45,4,0.0851063829787234,5,0.006491654238668559,0.29242609519697493,0.2915460200524307,0.9148358503492207,0.9144869788480208,0.6498345950900275,0.16833871033916326,0.9999715171940659,0.8645525842456846,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.01562243523486001,0.010829401528547337,1.4425945139884027,0.008605032372592905,2a,1
2a,H2,model_H2.pt,head,2,5,128,8,2,9,iso,1,0.001,45,4,0.0851063829787234,5,0.27355542188395576,0.5920622110971103,0.6654467786726774,0.6038832591709321,0.6494623381914949,0.6498345950900275,0.16833871033916326,0.9999715171940659,0.8645525842456846,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.01562243523486001,0.010829401528547337,1.4425945139884027,0.008605032372592905,2a,1
2a,H2,model_H2.pt,head,2,5,128,8,2,10,task,1,0.001,45,5,0.10638297872340426,5,0.008130791104362208,2.919048048942638e-13,0.008130791104288512,0.9999333912698822,1.0,0.7612375363763499,0.14488396257008584,0.9999545660782355,0.8659744985062756,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.009200367917850949,0.005491750864398489,1.6753068638809538,0.0053153457353275375,2a,1
2a,H2,model_H2.pt,head,2,5,128,8,2,10,iso,1,0.001,45,5,0.10638297872340426,5,0.20248772836976875,3.0608053868641436e-12,0.2024877283700764,0.9605361821690364,1.0,0.7612375363763499,0.14488396257008584,0.9999545660782355,0.8659744985062756,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.009200367917850949,0.005491750864398489,1.6753068638809538,0.0053153457353275375,2a,1
2a,H2,model_H2.pt,head,2,5,128,8,2,11,task,1,0.001,45,5,0.10638297872340426,5,0.006632273535827847,4.290611458570048e-13,0.0066322735359159645,0.9999557078030329,1.0,0.7346217494551385,0.14244650554108348,0.999970803909106,0.8589911664766113,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.039790647780346244,0.038488108615616204,1.0338426389755497,0.004978602902732268,2a,1
2a,H2,model_H2.pt,head,2,5,128,8,2,11,iso,1,0.001,45,5,0.10638297872340426,5,0.22191798196947043,1.1394664346065892e-11,0.22191798196826865,0.954882435665677,1.0,0.7346217494551385,0.14244650554108348,0.999970803909106,0.8589911664766113,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.039790647780346244,0.038488108615616204,1.0338426389755497,0.004978602902732268,2a,1
2a,H2,model_H2.pt,head,2,5,128,8,2,12,task,1,0.001,45,4,0.0851063829787234,5,0.008960081810189617,0.4505245021912357,0.4509600858532298,0.7967066338269209,0.7970276729257453,0.6395616183744978,0.1277261676921201,0.9999770905779153,0.8697160302870132,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.05965485449967968,0.05774876217559516,1.0330066351602258,0.007663868518966007,2a,1
2a,H2,model_H2.pt,head,2,5,128,8,2,12,iso,1,0.001,45,4,0.0851063829787234,5,0.24965082407211578,0.6018877318999485,0.6214034266042147,0.6074170206370131,0.6377311581890557,0.6395616183744978,0.1277261676921201,0.9999770905779153,0.8697160302870132,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.05965485449967968,0.05774876217559516,1.0330066351602258,0.007663868518966007,2a,1
2a,H2,model_H2.pt,head,2,5,128,8,2,13,task,1,0.001,45,5,0.10638297872340426,5,0.012001023049651855,4.744737939952684e-13,0.012001023049665358,0.9998551297428382,1.0,0.7108308273779897,0.12870070230672626,0.9999825332332561,0.870798328548444,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.005214557260750263,0.0028395760580225376,1.8363858386598904,0.008888989588445381,2a,1
2a,H2,model_H2.pt,head,2,5,128,8,2,13,iso,1,0.001,45,5,0.10638297872340426,5,0.3731234182169654,1.1059540058034969e-11,0.37312341821697625,0.8817058882332737,1.0,0.7108308273779897,0.12870070230672626,0.9999825332332561,0.870798328548444,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.005214557260750263,0.0028395760580225376,1.8363858386598904,0.008888989588445381,2a,1
2a,H2,model_H2.pt,head,2,5,128,8,2,14,task,1,0.001,45,5,0.10638297872340426,5,0.009979009936152887,1.007258057327285e-12,0.009979009936057544,0.9999006768016924,1.0,0.6706090113099884,0.11908953407272947,0.9999802146000994,0.8696225097927001,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.013016138477033312,0.005148266343257496,2.528256622558018,0.00901531350131812,2a,1
2a,H2,model_H2.pt,head,2,5,128,8,2,14,iso,1,0.001,45,5,0.10638297872340426,5,0.3184454434984013,4.7022654778536625e-11,0.3184454434973923,0.9111189965676276,1.0,0.6706090113099884,0.11908953407272947,0.9999802146000994,0.8696225097927001,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.013016138477033312,0.005148266343257496,2.528256622558018,0.00901531350131812,2a,1
2a,H2,model_H2.pt,head,2,5,128,8,2,15,task,1,0.001,45,5,0.10638297872340426,5,0.0060413632944673595,1.2114984080649925e-13,0.006041363294444495,0.9999633014965392,1.0,0.7580750213423648,0.1521774142663953,0.9999404670351643,0.8594796825748295,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.025221838964523485,0.026738004172986267,0.9432954980987481,0.007352878504087845,2a,1
2a,H2,model_H2.pt,head,2,5,128,8,2,15,iso,1,0.001,45,5,0.10638297872340426,5,0.16966314784597525,2.3505967914103003e-12,0.1696631478454827,0.9727123572299097,1.0,0.7580750213423648,0.1521774142663953,0.9999404670351643,0.8594796825748295,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.025221838964523485,0.026738004172986267,0.9432954980987481,0.007352878504087845,2a,1
2a,H8,model_H8.pt,head,8,5,128,8,8,0,task,1,0.001,45,5,0.10638297872340426,5,0.01387930268938939,5.013042231437177e-13,0.013879302689360707,0.9998086844488425,1.0,0.6348678740507193,0.13396019035783582,0.9999909266012063,0.8703669657915921,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.013297941819700513,0.010097379567461857,1.3169695890755913,0.011171456542412275,2a,1
2a,H8,model_H8.pt,head,8,5,128,8,8,0,iso,1,0.001,45,5,0.10638297872340426,5,0.3453025499095078,1.792114980317081e-11,0.3453025499102891,0.891645906434619,1.0,0.6348678740507193,0.13396019035783582,0.9999909266012063,0.8703669657915921,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.013297941819700513,0.010097379567461857,1.3169695890755913,0.011171456542412275,2a,1
2a,H8,model_H8.pt,head,8,5,128,8,8,1,task,1,0.001,45,5,0.10638297872340426,5,0.009731307044562923,5.18595691659756e-13,0.00973130704466366,0.9999050130482987,1.0,0.6379069534712953,0.11304670530344382,0.9999491035877797,0.8772648552111945,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.006543964297598237,0.0041830292752360835,1.564407960599058,0.014073440096385436,2a,1
2a,H8,model_H8.pt,head,8,5,128,8,8,1,iso,1,0.001,45,5,0.10638297872340426,5,0.2607837792602907,1.4294208671579972e-11,0.2607837792621435,0.935668165961004,1.0,0.6379069534712953,0.11304670530344382,0.9999491035877797,0.8772648552111945,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.006543964297598237,0.0041830292752360835,1.564407960599058,0.014073440096385436,2a,1
2a,H8,model_H8.pt,head,8,5,128,8,8,2,task,1,0.001,45,5,0.10638297872340426,5,0.007171713591217555,2.5977900142187355e-13,0.007171713591204433,0.9999487548267627,1.0,0.6738277619283612,0.12814708271504005,0.999979485664928,0.8728372308349207,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.003809702195864715,0.001534915057149329,2.4820280302286957,0.006322035709952529,2a,1
2a,H8,model_H8.pt,head,8,5,128,8,8,2,iso,1,0.001,45,5,0.10638297872340426,5,0.26891394105991434,3.0984425100709822e-12,0.26891394105989097,0.9308838495305253,1.0,0.6738277619283612,0.12814708271504005,0.999979485664928,0.8728372308349207,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.003809702195864715,0.001534915057149329,2.4820280302286957,0.006322035709952529,2a,1
2a,H8,model_H8.pt,head,8,5,128,8,8,3,task,1,0.001,45,5,0.10638297872340426,5,0.009890709014121342,6.709216219549013e-13,0.009890709014209395,0.9999020597411452,1.0,0.662325140769576,0.12677227611218936,0.9999525781532763,0.8652670311372062,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.022753750119852256,0.01644784099974595,1.383388258690226,0.008273643099157573,2a,1
2a,H8,model_H8.pt,head,8,5,128,8,8,3,iso,1,0.001,45,5,0.10638297872340426,5,0.31662768004925784,2.3254173236145233e-11,0.3166276800496887,0.9093052432302783,1.0,0.662325140769576,0.12677227611218936,0.9999525781532763,0.8652670311372062,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.022753750119852256,0.01644784099974595,1.383388258690226,0.008273643099157573,2a,1
2a,H8,model_H8.pt,head,8,5,128,8,8,4,task,1,0.001,45,5,0.10638297872340426,5,0.010756565444962026,5.272688766256235e-13,0.010756565445004777,0.9998851838805196,1.0,0.5546627979238804,0.12325637122622696,0.9999774213149795,0.8729454355682543,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.00812504273733361,0.0069881984533737675,1.1626805952270853,0.00804784867977786,2a,1
2a,H8,model_H8.pt,head,8,5,128,8,8,4,iso,1,0.001,45,5,0.10638297872340426,5,0.2910955376567148,1.986773518307225e-11,0.29109553765839113,0.9229809552589157,1.0,0.5546627979238804,0.12325637122622696,0.9999774213149795,0.8729454355682543,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.00812504273733361,0.0069881984533737675,1.1626805952270853,0.00804784867977786,2a,1
2a,H8,model_H8.pt,head,8,5,128,8,8,5,task,1,0.001,45,4,0.0851063829787234,5,0.007753323656900602,0.3837442579534199,0.3839158423492873,0.8531152502737589,0.8527403444880737,0.5379688790195074,0.11823145843330993,0.9999863843115643,0.880099601471692,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.001719499949555836,0.002325036553197062,0.7395582435860729,0.01245063456559423,2a,1
2a,H8,model_H8.pt,head,8,5,128,8,8,5,iso,1,0.001,45,4,0.0851063829787234,5,0.27032792139581696,0.6013903278179211,0.6732538084357669,0.5766339484359874,0.6383296736077684,0.5379688790195074,0.11823145843330993,0.9999863843115643,0.880099601471692,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.001719499949555836,0.002325036553197062,0.7395582435860729,0.01245063456559423,2a,1
2a,H8,model_H8.pt,head,8,5,128,8,8,6,task,1,0.001,45,5,0.10638297872340426,5,0.007458425655842997,2.2057942932702553e-13,0.007458425655897366,0.999944113810823,1.0,0.7426352597321745,0.1372392758666387,0.9999650936732228,0.8623645261082304,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.013909408393786342,0.007993722949041385,1.7400413402436434,0.02320059207367075,2a,1
2a,H8,model_H8.pt,head,8,5,128,8,8,6,iso,1,0.001,45,5,0.10638297872340426,5,0.2852376504595324,7.775131751814915e-12,0.2852376504594545,0.9261909540005293,1.0,0.7426352597321745,0.1372392758666387,0.9999650936732228,0.8623645261082304,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.013909408393786342,0.007993722949041385,1.7400413402436434,0.02320059207367075,2a,1
2a,H8,model_H8.pt,head,8,5,128,8,8,7,task,1,0.001,45,5,0.10638297872340426,5,0.01043975683516615,4.3025667165547657e-13,0.010439756835169794,0.9998907778379756,1.0,0.6015830573157007,0.11908691347727059,0.9999437460683903,0.8725034916568244,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.020474712508377735,0.018093689975535822,1.1315940825813449,0.00810783494362016,2a,1
2a,H8,model_H8.pt,head,8,5,128,8,8,7,iso,1,0.001,45,5,0.10638297872340426,5,0.24809994264092816,1.3229864825375092e-11,0.24809994264253107,0.9396353885497295,1.0,0.6015830573157007,0.11908691347727059,0.9999437460683903,0.8725034916568244,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.020474712508377735,0.018093689975535822,1.1315940825813449,0.00810783494362016,2a,1
2a,H8,model_H8.pt,head,8,5,128,8,8,8,task,1,0.001,45,5,0.10638297872340426,5,0.0063441594471244245,1.4333914924839599e-13,0.0063441594471197555,0.9999595797140848,1.0,0.715713698512797,0.12744534067325952,0.9999513392312727,0.861652018818958,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.009576575586599315,0.009507174019662017,1.0072999154947375,0.011843476318363732,2a,1
2a,H8,model_H8.pt,head,8,5,128,8,8,8,iso,1,0.001,45,5,0.10638297872340426,5,0.20352629302427433,2.4650354866500465e-12,0.20352629302431374,0.9617706324794738,1.0,0.715713698512797,0.12744534067325952,0.9999513392312727,0.861652018818958,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.009576575586599315,0.009507174019662017,1.0072999154947375,0.011843476318363732,2a,1
2a,H8,model_H8.pt,head,8,5,128,8,8,9,task,1,0.001,45,5,0.10638297872340426,5,0.008367022096406614,2.2706738736533377e-12,0.00836702209635341,0.999929304663275,1.0,0.6580202112222662,0.13536087023172172,0.9999677092069924,0.8655067982296895,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.01465018118420236,0.014639476940244135,1.0007311903288565,0.0034323236127019835,2a,1
2a,H8,model_H8.pt,head,8,5,128,8,8,9,iso,1,0.001,45,5,0.10638297872340426,5,0.2637588108615938,1.196330766672549e-10,0.26375881084743164,0.9262712794449238,1.0,0.6580202112222662,0.13536087023172172,0.9999677092069924,0.8655067982296895,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.01465018118420236,0.014639476940244135,1.0007311903288565,0.0034323236127019835,2a,1
2a,H8,model_H8.pt,head,8,5,128,8,8,10,task,1,0.001,45,5,0.10638297872340426,5,0.007427913808029162,5.214012451903387e-13,0.007427913808079762,0.9999447854322004,1.0,0.7236716385815473,0.1443590265429924,0.9999804968996209,0.8635186098285079,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.015082932881836764,0.016920154541715467,0.891418151332533,0.00831588641847949,2a,1
2a,H8,model_H8.pt,head,8,5,128,8,8,10,iso,1,0.001,45,5,0.10638297872340426,5,0.23409934712609332,1.3779130865043269e-11,0.2340993471265861,0.9485920626363319,1.0,0.7236716385815473,0.1443590265429924,0.9999804968996209,0.8635186098285079,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.015082932881836764,0.016920154541715467,0.891418151332533,0.00831588641847949,2a,1
2a,H8,model_H8.pt,head,8,5,128,8,8,11,task,1,0.001,45,5,0.10638297872340426,5,0.007588282144841891,3.2974955577106256e-13,0.007588282144816415,0.9999423676002446,1.0,0.7362169530373361,0.14407413657650586,0.9999785558598216,0.8584443039970983,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.014871649932695939,0.017266132570905587,0.8613191096282623,0.01464897525800171,2a,1
2a,H8,model_H8.pt,head,8,5,128,8,8,11,iso,1,0.001,45,5,0.10638297872340426,5,0.23217399440807,1.2695365069447067e-11,0.23217399440855274,0.948577868728296,1.0,0.7362169530373361,0.14407413657650586,0.9999785558598216,0.8584443039970983,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.014871649932695939,0.017266132570905587,0.8613191096282623,0.01464897525800171,2a,1
2a,H8,model_H8.pt,head,8,5,128,8,8,12,task,1,0.001,45,4,0.0851063829787234,5,0.010679283110961989,0.41298358365374915,0.41440034778589574,0.828639891096508,0.8294445596328479,0.7184296609974029,0.19464156934409707,0.9999914938296685,0.8683309198778626,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.00615521936866803,0.000861772084867771,7.142514217796318,0.011897993866669352,2a,1
2a,H8,model_H8.pt,head,8,5,128,8,8,12,iso,1,0.001,45,4,0.0851063829787234,5,0.28508444350084405,0.6630110949144209,0.7222370170853508,0.541857207503732,0.5604162880212551,0.7184296609974029,0.19464156934409707,0.9999914938296685,0.8683309198778626,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.00615521936866803,0.000861772084867771,7.142514217796318,0.011897993866669352,2a,1
2a,H8,model_H8.pt,head,8,5,128,8,8,13,task,1,0.001,45,5,0.10638297872340426,5,0.007505150740487049,3.495754780566291e-13,0.007505150740532902,0.9999438326895106,1.0,0.6221270892362516,0.12611828243341716,0.9999820876154017,0.8656867755279184,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.00843374753941981,0.011010868801182641,0.7659475098380946,0.007956850244491569,2a,1
2a,H8,model_H8.pt,head,8,5,128,8,8,13,iso,1,0.001,45,5,0.10638297872340426,5,0.20423305174614023,1.0421662991175941e-11,0.20423305174665066,0.9589960208465531,1.0,0.6221270892362516,0.12611828243341716,0.9999820876154017,0.8656867755279184,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.00843374753941981,0.011010868801182641,0.7659475098380946,0.007956850244491569,2a,1
2a,H8,model_H8.pt,head,8,5,128,8,8,14,task,1,0.001,45,5,0.10638297872340426,5,0.013071101050562106,7.464405490249647e-12,0.013071101050561177,0.9998282588845946,1.0,0.6355216155530932,0.14635981112390756,0.9999007311136301,0.8679523257936297,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.005035508961468982,0.004090938032350598,1.2308934825335516,0.008383120328674316,2a,1
2a,H8,model_H8.pt,head,8,5,128,8,8,14,iso,1,0.001,45,5,0.10638297872340426,5,0.23715130428036876,1.884742502658006e-10,0.23715130429709202,0.9472075593090452,1.0,0.6355216155530932,0.14635981112390756,0.9999007311136301,0.8679523257936297,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.005035508961468982,0.004090938032350598,1.2308934825335516,0.008383120328674316,2a,1
2a,H8,model_H8.pt,head,8,5,128,8,8,15,task,1,0.001,45,4,0.0851063829787234,5,0.007380290595606753,0.3197914696811016,0.3190302411875504,0.8977371578967175,0.8977334159194056,0.6763961932973818,0.17575754791358608,0.9999799403646393,0.8623867068015532,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.007438119029149346,0.004691330687145301,1.5855030321206114,0.007781807224053719,2a,1
2a,H8,model_H8.pt,head,8,5,128,8,8,15,iso,1,0.001,45,4,0.0851063829787234,5,0.40578509946454555,0.6247786024747978,0.7413402787469417,0.5175662252498187,0.6096516978904103,0.6763961932973818,0.17575754791358608,0.9999799403646393,0.8623867068015532,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.007438119029149346,0.004691330687145301,1.5855030321206114,0.007781807224053719,2a,1
2a,L2,model_L2.pt,depth,2,5,128,2,4,0,task,2,0.001,12,9,0.19148936170212766,5,0.9287618266542744,1.844315715934115e-06,0.9287616791444127,0.5786311637630409,0.9999999999965985,0.3005791960655596,0.10898966318606697,0.999442498355815,0.6642940510551335,"[2, 2, 2]",0.6142766147049976,0.007042147687357055,87.2285901938444,0.08458956740384559,2a,2
2a,L2,model_L2.pt,depth,2,5,128,2,4,0,iso,2,0.001,12,9,0.19148936170212766,5,2.1038597736614544,6.884334877697737e-05,2.103861959047149,0.15803039629417537,0.9999999952605934,0.3005791960655596,0.10898966318606697,0.999442498355815,0.6642940510551335,"[2, 2, 2]",0.6142766147049976,0.007042147687357055,87.2285901938444,0.08458956740384559,2a,2
2a,L2,model_L2.pt,depth,2,5,128,2,4,1,task,2,0.001,12,11,0.23404255319148937,5,0.14946319790807985,2.366324971506422e-13,0.14946319790804483,0.9779431203106028,1.0,0.3080980723862613,0.10887047603000495,0.9999142407671344,0.6606681941343515,"[2, 2, 2]",0.2046823857043929,0.007665781971381429,26.70078362110104,0.08335923472504922,2a,2
2a,L2,model_L2.pt,depth,2,5,128,2,4,1,iso,2,0.001,12,11,0.23404255319148937,5,1.9625939776698136,7.592421588437816e-13,1.9625939776698387,0.27367630776208285,1.0,0.3080980723862613,0.10887047603000495,0.9999142407671344,0.6606681941343515,"[2, 2, 2]",0.2046823857043929,0.007665781971381429,26.70078362110104,0.08335923472504922,2a,2
