exp,checkpoint,checkpoint_file,sweep,sweep_val,d_x,d_model,n_layers,n_heads,episode,probe_kind,smax,tau_sv,B_nat,dim_R_nat,dim_over_nctx,r_eff_T_task,E_F_T,E_TQ_T,E_F_TQ,X_use,X_sub,max_closure,mean_closure,max_refinement,mean_refinement,s_list,mse_model,mse_krr,mse_ratio,E_pointwise_F_T,suite_exp,suite_smax
2a,L4,model_L4.pt,depth,4,5,128,4,4,0,task,1,0.001,15,7,0.14893617021276595,5,0.02128266345062415,1.054319679156115e-06,0.021282736826880963,0.9995476194109031,0.9999999999988884,0.6401950642246892,0.20958905913130668,0.9998970998600898,0.7570589510204895,"[1, 1, 1, 1, 1]",0.015738757418621588,0.011966152430003402,1.315273017846482,0.02256766014732302,2a,1
2a,L4,model_L4.pt,depth,4,5,128,4,4,0,iso,1,0.001,15,7,0.14893617021276595,5,0.3041859068721021,2.8309740248912548e-05,0.3041911544293738,0.9146372765917647,0.9999999991985586,0.6401950642246892,0.20958905913130668,0.9998970998600898,0.7570589510204895,"[1, 1, 1, 1, 1]",0.015738757418621588,0.011966152430003402,1.315273017846482,0.02256766014732302,2a,1
2a,L4,model_L4.pt,depth,4,5,128,4,4,1,task,1,0.001,15,5,0.10638297872340426,5,0.03526866942098232,1.2525011941586289e-08,0.03526866919794331,0.998738019827682,0.9999999999999999,0.7232892773988356,0.22730378195960926,0.9999433604821784,0.7634839333050856,"[1, 1, 1, 1, 1]",0.08058861679629374,0.027755444956583542,2.9035245849005302,0.03102011743150992,2a,1
2a,L4,model_L4.pt,depth,4,5,128,4,4,1,iso,1,0.001,15,5,0.10638297872340426,5,0.6207762323608279,7.883662693135775e-07,0.6207762584514981,0.6977273887162341,0.9999999999993785,0.7232892773988356,0.22730378195960926,0.9999433604821784,0.7634839333050856,"[1, 1, 1, 1, 1]",0.08058861679629374,0.027755444956583542,2.9035245849005302,0.03102011743150992,2a,1
2a,L4,model_L4.pt,depth,4,5,128,4,4,2,task,1,0.001,15,5,0.10638297872340426,5,0.02218198049504196,4.494865288224278e-09,0.022181979801821315,0.9995001058591834,1.0,0.808884168193781,0.2771508141945513,0.9999300135928855,0.737226706158376,"[1, 1, 1, 1, 1]",0.014588366411510567,0.0018422291245971537,7.918866451913604,0.023596615867575832,2a,1
2a,L4,model_L4.pt,depth,4,5,128,4,4,2,iso,1,0.001,15,5,0.10638297872340426,5,0.41882496009879194,1.7087808287891247e-07,0.4188249427472381,0.8497135358999021,0.9999999999999708,0.808884168193781,0.2771508141945513,0.9999300135928855,0.737226706158376,"[1, 1, 1, 1, 1]",0.014588366411510567,0.0018422291245971537,7.918866451913604,0.023596615867575832,2a,1
2a,L4,model_L4.pt,depth,4,5,128,4,4,3,task,1,0.001,15,5,0.10638297872340426,5,0.023977931122343765,2.0805088544112446e-06,0.02397834378509614,0.9994181516667128,0.9999999999956715,0.6611980182000798,0.2210664943060523,0.9999590797382159,0.7541571566542371,"[1, 1, 1, 1, 1]",0.004627640180738579,0.0032648066621366076,1.4174316152951256,0.014426450149267743,2a,1
2a,L4,model_L4.pt,depth,4,5,128,4,4,3,iso,1,0.001,15,5,0.10638297872340426,5,0.35370373667165844,8.530119865766886e-05,0.353718936188946,0.883588506877065,0.9999999927237055,0.6611980182000798,0.2210664943060523,0.9999590797382159,0.7541571566542371,"[1, 1, 1, 1, 1]",0.004627640180738579,0.0032648066621366076,1.4174316152951256,0.014426450149267743,2a,1
2a,L4,model_L4.pt,depth,4,5,128,4,4,4,task,1,0.001,15,5,0.10638297872340426,5,0.024100446680807092,2.7223618861471255e-09,0.024100446342942557,0.9994319187981071,1.0,0.7067693010812393,0.22338346597482683,0.9999766103733418,0.7494807308716741,"[1, 1, 1, 1, 1]",0.05328297799209899,0.03064582714758896,1.738669925125222,0.02104544899445114,2a,1
2a,L4,model_L4.pt,depth,4,5,128,4,4,4,iso,1,0.001,15,5,0.10638297872340426,5,0.4035014285382162,1.4540196886092316e-07,0.4035013975638925,0.8530984936223849,0.9999999999999789,0.7067693010812393,0.22338346597482683,0.9999766103733418,0.7494807308716741,"[1, 1, 1, 1, 1]",0.05328297799209899,0.03064582714758896,1.738669925125222,0.02104544899445114,2a,1
2a,L4,model_L4.pt,depth,4,5,128,4,4,5,task,1,0.001,15,5,0.10638297872340426,5,0.022911875744779823,5.591978676147627e-07,0.022911904436445207,0.9994675666014674,0.9999999999996873,0.6248018329163251,0.18536168241517365,0.9999205729217785,0.7537670752538269,"[1, 1, 1, 1, 1]",0.034733240696821766,0.00618100029016019,5.619355940189028,0.02578271538345328,2a,1
2a,L4,model_L4.pt,depth,4,5,128,4,4,5,iso,1,0.001,15,5,0.10638297872340426,5,0.47770112039124524,2.557401134457839e-05,0.4777024824410744,0.8116507672449906,0.99999999934597,0.6248018329163251,0.18536168241517365,0.9999205729217785,0.7537670752538269,"[1, 1, 1, 1, 1]",0.034733240696821766,0.00618100029016019,5.619355940189028,0.02578271538345328,2a,1
2a,L4,model_L4.pt,depth,4,5,128,4,4,6,task,1,0.001,15,5,0.10638297872340426,5,0.017097169201811886,5.550982530794703e-09,0.01709716993129957,0.9997077652900679,1.0,0.6527031364399581,0.22791171955925424,0.9999490724118524,0.7531827436167635,"[1, 1, 1, 1, 1]",0.008659570018306084,0.006582559714591369,1.3155323147484204,0.009286985266212092,2a,1
2a,L4,model_L4.pt,depth,4,5,128,4,4,6,iso,1,0.001,15,5,0.10638297872340426,5,0.47894039959166,2.3011462362001396e-07,0.4789403977658125,0.8037332204902716,0.999999999999947,0.6527031364399581,0.22791171955925424,0.9999490724118524,0.7531827436167635,"[1, 1, 1, 1, 1]",0.008659570018306084,0.006582559714591369,1.3155323147484204,0.009286985266212092,2a,1
2a,L4,model_L4.pt,depth,4,5,128,4,4,7,task,1,0.001,15,5,0.10638297872340426,5,0.020012083914123735,7.838492554697603e-08,0.02001208532668683,0.9995987336332239,0.9999999999999939,0.7016184716713102,0.21945832707849067,0.9999724670970583,0.7516208320242367,"[1, 1, 1, 1, 1]",0.006617849040304061,0.008530056046705262,0.7758271462776857,0.020129259331249764,2a,1
2a,L4,model_L4.pt,depth,4,5,128,4,4,7,iso,1,0.001,15,5,0.10638297872340426,5,0.5091605674751928,3.1690749506348925e-06,0.5091605462782369,0.81035129530397,0.9999999999899569,0.7016184716713102,0.21945832707849067,0.9999724670970583,0.7516208320242367,"[1, 1, 1, 1, 1]",0.006617849040304061,0.008530056046705262,0.7758271462776857,0.020129259331249764,2a,1
2a,L4,model_L4.pt,depth,4,5,128,4,4,8,task,1,0.001,15,5,0.10638297872340426,5,0.022162556723185393,2.772732360804879e-06,0.022162785112723897,0.9995112614054117,0.9999999999923119,0.6495335680301465,0.19165100517846237,0.9999424928253641,0.7805952460011374,"[1, 1, 1, 1, 1]",0.006972465841806518,0.007783304779331076,0.8958233089268485,0.018992503166284133,2a,1
2a,L4,model_L4.pt,depth,4,5,128,4,4,8,iso,1,0.001,15,5,0.10638297872340426,5,0.4650148854017707,9.735860724635683e-05,0.4650452193561212,0.8134909977270722,0.9999999905213016,0.6495335680301465,0.19165100517846237,0.9999424928253641,0.7805952460011374,"[1, 1, 1, 1, 1]",0.006972465841806518,0.007783304779331076,0.8958233089268485,0.018992503166284133,2a,1
2a,L4,model_L4.pt,depth,4,5,128,4,4,9,task,1,0.001,15,5,0.10638297872340426,5,0.02499150692117758,0.0002533851006221648,0.025032167132804376,0.9993787499925896,0.9999999357959908,0.6365096831813709,0.21448509313523684,0.9999268802627143,0.766660812122736,"[1, 1, 1, 1, 1]",0.047987986408154326,0.026880625806835097,1.7852257887519916,0.019031846677587907,2a,1
2a,L4,model_L4.pt,depth,4,5,128,4,4,9,iso,1,0.001,15,5,0.10638297872340426,5,0.435232977103575,0.012804107580405061,0.4343969168435487,0.8376756321468845,0.9998360548290698,0.6365096831813709,0.21448509313523684,0.9999268802627143,0.766660812122736,"[1, 1, 1, 1, 1]",0.047987986408154326,0.026880625806835097,1.7852257887519916,0.019031846677587907,2a,1
2a,L4,model_L4.pt,depth,4,5,128,4,4,10,task,1,0.001,15,5,0.10638297872340426,5,0.01775741045678384,3.292650169436595e-07,0.017757360751056876,0.9996857281562458,0.9999999999998915,0.6433754288002536,0.22222254651959217,0.9999373984220375,0.7513719859196856,"[1, 1, 1, 1, 1]",0.006474089552699327,0.002067175284114277,3.131853211699598,0.015291901783339395,2a,1
2a,L4,model_L4.pt,depth,4,5,128,4,4,10,iso,1,0.001,15,5,0.10638297872340426,5,0.3763416093159438,1.344934001055509e-05,0.37634151146918393,0.8656881039192071,0.9999999998191152,0.6433754288002536,0.22222254651959217,0.9999373984220375,0.7513719859196856,"[1, 1, 1, 1, 1]",0.006474089552699327,0.002067175284114277,3.131853211699598,0.015291901783339395,2a,1
2a,L4,model_L4.pt,depth,4,5,128,4,4,11,task,1,0.001,15,5,0.10638297872340426,5,0.11090433452180544,8.311626127665295e-08,0.11090434697820513,0.9862707790466648,0.9999999999999931,0.640142156979115,0.22568950566178564,0.9999769166910475,0.7572489869169253,"[1, 1, 1, 1, 1]",0.46595279448492805,0.018400447022331026,25.32290622719337,0.13741282632339713,2a,1
2a,L4,model_L4.pt,depth,4,5,128,4,4,11,iso,1,0.001,15,5,0.10638297872340426,5,0.5753940739879486,6.125586909216855e-06,0.5753958079930778,0.695267917049138,0.9999999999624772,0.640142156979115,0.22568950566178564,0.9999769166910475,0.7572489869169253,"[1, 1, 1, 1, 1]",0.46595279448492805,0.018400447022331026,25.32290622719337,0.13741282632339713,2a,1
2a,L4,model_L4.pt,depth,4,5,128,4,4,12,task,1,0.001,15,7,0.14893617021276595,5,0.016999451738026205,3.045394348319614e-08,0.016999455877343157,0.9997099659710644,0.9999999999999991,0.6458916617819115,0.20793904451780346,0.9999189086216371,0.7643781450502358,"[1, 1, 1, 1, 1]",0.008343270329836061,0.008174156617322428,1.0206888270473375,0.009075037527574733,2a,1
2a,L4,model_L4.pt,depth,4,5,128,4,4,12,iso,1,0.001,15,7,0.14893617021276595,5,0.37885918816658826,7.758904836372049e-07,0.3788592832186578,0.8771050186482167,0.999999999999398,0.6458916617819115,0.20793904451780346,0.9999189086216371,0.7643781450502358,"[1, 1, 1, 1, 1]",0.008343270329836061,0.008174156617322428,1.0206888270473375,0.009075037527574733,2a,1
2a,L4,model_L4.pt,depth,4,5,128,4,4,13,task,1,0.001,15,5,0.10638297872340426,5,0.01843632164325327,3.8091592683668555e-09,0.018436321244725697,0.9996576866293222,1.0,0.7112199710312768,0.2270320797411866,0.9999564725498763,0.7312571825169576,"[1, 1, 1, 1, 1]",0.026906966017191003,0.014368970047446892,1.8725744384143863,0.010994255350086322,2a,1
2a,L4,model_L4.pt,depth,4,5,128,4,4,13,iso,1,0.001,15,5,0.10638297872340426,5,0.47642767624344134,2.4378326736890807e-07,0.4764276451162191,0.8236372769364154,0.9999999999999406,0.7112199710312768,0.2270320797411866,0.9999564725498763,0.7312571825169576,"[1, 1, 1, 1, 1]",0.026906966017191003,0.014368970047446892,1.8725744384143863,0.010994255350086322,2a,1
2a,L4,model_L4.pt,depth,4,5,128,4,4,14,task,1,0.001,15,5,0.10638297872340426,5,0.02730085917888386,9.411276833905034e-10,0.02730085923485411,0.999243349667115,1.0,0.6209153697930587,0.22565547314264145,0.999976437528478,0.7354851642335944,"[1, 1, 1, 1, 1]",0.018394231769677916,0.01115355535457524,1.649181017614488,0.019868050215331497,2a,1
2a,L4,model_L4.pt,depth,4,5,128,4,4,14,iso,1,0.001,15,5,0.10638297872340426,5,0.8177316663026236,6.830088286465604e-08,0.8177316680719691,0.606465848010264,0.9999999999999953,0.6209153697930587,0.22565547314264145,0.999976437528478,0.7354851642335944,"[1, 1, 1, 1, 1]",0.018394231769677916,0.01115355535457524,1.649181017614488,0.019868050215331497,2a,1
2a,L4,model_L4.pt,depth,4,5,128,4,4,15,task,1,0.001,15,5,0.10638297872340426,5,0.0210569944617219,8.328665064910054e-09,0.02105699472411768,0.9995515192800607,0.9999999999999999,0.5247291061302346,0.17861708531714127,0.9999680452928015,0.7759658365615478,"[1, 1, 1, 1, 1]",0.004912021709690864,0.0017646916014563492,2.7835014943331253,0.03621201282563307,2a,1
2a,L4,model_L4.pt,depth,4,5,128,4,4,15,iso,1,0.001,15,5,0.10638297872340426,5,0.43870282076461076,3.8947094074166345e-07,0.43870278861920514,0.8430035683873444,0.9999999999998483,0.5247291061302346,0.17861708531714127,0.9999680452928015,0.7759658365615478,"[1, 1, 1, 1, 1]",0.004912021709690864,0.0017646916014563492,2.7835014943331253,0.03621201282563307,2a,1
2a,L6,model_L6.pt,depth,6,5,128,6,4,0,task,1,0.001,28,5,0.10638297872340426,5,0.011545114262716153,1.9018086337804457e-13,0.011545114262677833,0.9998657689102398,1.0,0.717051221224894,0.18293205036884416,0.999980017069838,0.8093894372206734,"[1, 1, 1, 1, 1, 1, 1]",0.012215925723770282,0.004764701333419864,2.563838710747123,0.014045592003358105,2a,1
2a,L6,model_L6.pt,depth,6,5,128,6,4,0,iso,1,0.001,28,5,0.10638297872340426,5,0.41280316489037056,1.6739351450747092e-12,0.41280316489049174,0.8545874104695887,1.0,0.717051221224894,0.18293205036884416,0.999980017069838,0.8093894372206734,"[1, 1, 1, 1, 1, 1, 1]",0.012215925723770282,0.004764701333419864,2.563838710747123,0.014045592003358105,2a,1
2a,L6,model_L6.pt,depth,6,5,128,6,4,1,task,1,0.001,28,5,0.10638297872340426,5,0.008843724796949573,1.4887253138694007e-13,0.008843724796934618,0.9999216145413786,1.0,0.7057065724648048,0.15921812756897966,0.9999455977939786,0.8317537641390796,"[1, 1, 1, 1, 1, 1, 1]",0.008832113734759926,0.0066694034755154525,1.3242734177328095,0.009429012949926442,2a,1
2a,L6,model_L6.pt,depth,6,5,128,6,4,1,iso,1,0.001,28,5,0.10638297872340426,5,0.28689335225515883,5.174853120105819e-12,0.2868933522554284,0.9213663262858289,1.0,0.7057065724648048,0.15921812756897966,0.9999455977939786,0.8317537641390796,"[1, 1, 1, 1, 1, 1, 1]",0.008832113734759926,0.0066694034755154525,1.3242734177328095,0.009429012949926442,2a,1
2a,L6,model_L6.pt,depth,6,5,128,6,4,2,task,1,0.001,28,5,0.10638297872340426,5,0.008234984712426415,5.987696887443372e-13,0.008234984712426119,0.9999320703606086,1.0,0.7337645754941335,0.15413523161399717,0.999900667687569,0.8203521271294937,"[1, 1, 1, 1, 1, 1, 1]",0.0070676493432141885,0.007254018616419457,0.9743081341446488,0.004569012175188827,2a,1
2a,L6,model_L6.pt,depth,6,5,128,6,4,2,iso,1,0.001,28,5,0.10638297872340426,5,0.18668607523961298,1.9028193513457588e-11,0.1866860752419628,0.9668902015461235,1.0,0.7337645754941335,0.15413523161399717,0.999900667687569,0.8203521271294937,"[1, 1, 1, 1, 1, 1, 1]",0.0070676493432141885,0.007254018616419457,0.9743081341446488,0.004569012175188827,2a,1
2a,L6,model_L6.pt,depth,6,5,128,6,4,3,task,1,0.001,28,5,0.10638297872340426,5,0.011890882921622797,2.378372264569718e-12,0.011890882922443776,0.9998585259196519,1.0,0.6644871126092874,0.17389993503944426,0.999888368302091,0.8315629449833647,"[1, 1, 1, 1, 1, 1, 1]",0.006303932377990151,0.003605010025050489,1.7486587649369612,0.009767473409008244,2a,1
2a,L6,model_L6.pt,depth,6,5,128,6,4,3,iso,1,0.001,28,5,0.10638297872340426,5,0.23045047071516034,5.0093240111274205e-11,0.23045047073255606,0.9501751946072485,1.0,0.6644871126092874,0.17389993503944426,0.999888368302091,0.8315629449833647,"[1, 1, 1, 1, 1, 1, 1]",0.006303932377990151,0.003605010025050489,1.7486587649369612,0.009767473409008244,2a,1
