episode,name,rank_Q,r_T,rho_TQ,q_label_energy_frac,base_krr_mse,mse,mse_ratio,krr_input_mse,krr_input_ratio,model_vs_input_krr,pred_drift,krr_drift
9,y_perp,12,5,0.0011335509583105287,0.9986055474377721,0.0036722652944246453,12.291200942162998,3347.035128650402,12.29796606500536,3348.8773492690025,1.080738031738118e-06,0.9997072056167499,0.9999903223566109
10,y,12,5,0.001165824809269143,0.9973242174513454,0.021244693342799034,0.02496823268785812,1.1752691500402943,0.021244693342799034,1.0,0.030634525542257148,0.0,0.0
10,y_Q,12,5,0.001165824809269143,0.9973242174513454,0.021244693342799034,0.02468733295050559,1.1620470369779874,0.02126289908659009,1.0008569548873827,0.029573529390296917,0.00038288844958807154,2.854566801151685e-05
10,y_perp,12,5,0.001165824809269143,0.9973242174513454,0.021244693342799034,8.541039769270652,402.0316806392345,8.526808541632285,401.36180852535006,5.677962487792347e-06,1.0007869589149225,0.9999744710962273
11,y,12,5,0.0015413799530695793,0.9984196022858877,0.00490502460796279,0.004948905605498766,1.008946131985707,0.00490502460796279,1.0,0.07331643390717578,0.0,0.0
11,y_Q,12,5,0.0015413799530695793,0.9984196022858877,0.00490502460796279,0.004990344114593981,1.0173943075622258,0.0049265969623181385,1.0043980114432713,0.07491721935684591,0.000355886563718719,4.355609812004581e-05
11,y_perp,12,5,0.0015413799530695793,0.9984196022858877,0.00490502460796279,14.955290449554338,3048.973582166336,14.939514972359333,3045.7573949999364,1.8631937468775625e-06,1.0005035500398238,0.9999799354657359
12,y,12,5,0.0020564950577035414,0.9983928010597675,0.004597275186154441,0.005281654298402216,1.1488662489269539,0.004597275186154441,1.0,0.17644896978795013,0.0,0.0
12,y_Q,12,5,0.0020564950577035414,0.9983928010597675,0.004597275186154441,0.005198450261048926,1.1307676940255906,0.004622399974169212,1.005465147722816,0.16694836459602697,0.00023295276718850665,9.78655618064307e-05
12,y_perp,12,5,0.0020564950577035414,0.9983928010597675,0.004597275186154441,25.297880861974118,5502.798905352336,25.275114659522032,5497.846797521017,1.434820128806255e-06,1.0004421557623162,0.9999926979765723
13,y,12,5,0.0015455284739206926,0.9995382627186028,0.014247395880782273,0.011911829594264001,0.8360706541699581,0.014247395880782273,1.0,0.033868857915334234,0.0,0.0
13,y_Q,12,5,0.0015455284739206926,0.9995382627186028,0.014247395880782273,0.011984537080990777,0.8411738665278633,0.014212067390875322,0.9975203545825098,0.03313307715315725,0.0002619234995839341,8.14874198109733e-05
13,y_perp,12,5,0.0015455284739206926,0.9995382627186028,0.014247395880782273,3.0332569099695377,212.8990403124106,3.0274279025723922,212.48991239556736,6.785022974781742e-06,1.0008532083064121,0.9999263967255106
14,y,12,5,0.0017719964099637863,0.9979155407961358,0.028752179882562613,0.03025328283033996,1.0522083179052355,0.028752179882562613,1.0,0.08788098046096929,0.0,0.0
14,y_Q,12,5,0.0017719964099637863,0.9979155407961358,0.028752179882562613,0.03026891893505053,1.0527521411831378,0.028846037937102345,1.0032643804721275,0.08679076085582987,0.00011531181402681782,9.416646350444749e-05
14,y_perp,12,5,0.0017719964099637863,0.9979155407961358,0.028752179882562613,34.88083945518546,1213.154605934408,34.90057670866919,1213.8410670502033,8.713629800826738e-07,0.9996736137850716,0.9999648714314257
15,y,12,5,0.0017837102944018605,0.9958213427486579,0.0022618326565175487,0.0023280257488444978,1.029265247425008,0.0022618326565175487,1.0,0.6343064047954926,0.0,0.0
15,y_Q,12,5,0.0017837102944018605,0.9958213427486579,0.0022618326565175487,0.002389421968708394,1.056409704680491,0.002229099580555452,0.9855280734992593,0.6347371758018346,0.0003027852171093923,0.00012608617277605613
15,y_perp,12,5,0.0017837102944018605,0.9958213427486579,0.0022618326565175487,18.896851744409325,8354.663944725264,18.85103712369363,8334.408414067997,3.246243362339831e-06,1.0012349384013033,1.0000142529371787
16,y,12,5,0.0014672910407924895,0.9991681163613895,0.005524216122920611,0.009434929387203613,1.7079218439801802,0.005524216122920611,1.0,0.3518262122841163,0.0,0.0
16,y_Q,12,5,0.0014672910407924895,0.9991681163613895,0.005524216122920611,0.009488117047771623,1.717549935891235,0.005488862403487912,0.9936002287662112,0.3630905334619942,0.00017131123806684166,0.00011109778285061295
16,y_perp,12,5,0.0014672910407924895,0.9991681163613895,0.005524216122920611,15.642311636291359,2831.589367293144,15.650979746530986,2833.158478647,2.8184612029374955e-06,0.9996710100638798,0.9999808329423957
17,y,11,5,0.0018890676124812802,0.9917399817656366,0.027274293745280176,0.021564933137301803,0.7906688011319678,0.027274293745280176,1.0,0.08045822234640802,0.0,0.0
17,y_Q,11,5,0.0018890676124812802,0.9917399817656366,0.027274293745280176,0.021656319751293465,0.7940194511926124,0.027156235230104974,0.995671436398032,0.07591836505856364,0.0006600351130156859,0.00030864722279134164
17,y_perp,11,5,0.0018890676124812802,0.9917399817656366,0.027274293745280176,25.847181488293298,947.6755559533475,25.893582570041538,949.3768312340784,7.54647097946408e-06,0.9989695962146262,0.999839480162215
18,y,11,5,0.0007047495335658079,0.9991669046277356,0.029723606557295,0.029645098767640557,0.9973587394415575,0.029723606557295,1.0,0.014160876877840727,0.0,0.0
18,y_Q,11,5,0.0007047495335658079,0.9991669046277356,0.029723606557295,0.02957622988103431,0.9950417633211297,0.029730759979678716,1.0002406646841433,0.01352816701361797,0.00015501037288981318,6.445150027274459e-05
18,y_perp,11,5,0.0007047495335658079,0.9991669046277356,0.029723606557295,13.690654151318935,460.5986869368941,13.694857878317135,460.74011415536097,2.020154718962691e-06,0.9998418286825053,0.9999733230197372
19,y,12,5,0.0009716132607596739,0.9990580234200822,0.0027025941639145876,0.004755956943260465,1.759774740418914,0.0027025941639145876,1.0,0.18413999521101035,0.0,0.0
19,y_Q,12,5,0.0009716132607596739,0.9990580234200822,0.0027025941639145876,0.004769012687995622,1.7646055599735029,0.0027120073734056677,1.0034830273878212,0.17934271132709081,0.00024717324805243395,9.400032132417791e-05
19,y_perp,12,5,0.0009716132607596739,0.9990580234200822,0.0027025941639145876,5.746879640612128,2126.4308631111776,5.73024077103148,2120.274234120109,4.408838096409421e-06,1.0014341313438904,1.000019459084221
20,y,12,5,0.0011725162267669767,0.9988703081415462,0.002298681212711681,0.00330626741270225,1.4383322900185673,0.002298681212711681,1.0,0.22944629139743344,0.0,0.0
20,y_Q,12,5,0.0011725162267669767,0.9988703081415462,0.002298681212711681,0.0032825184560205806,1.4280007327106912,0.002295892922823596,0.9987870045343105,0.22540031869236216,0.00024186204036375538,0.00021248352370401626
20,y_perp,12,5,0.0011725162267669767,0.9988703081415462,0.002298681212711681,3.9935192323361766,1737.3088579016787,3.9920634279534504,1736.6755363368286,2.9615388520947833e-06,1.00008770029709,0.9998880736596881
21,y,11,5,0.0019979584189957207,0.9954329142777093,0.0010379687864458954,0.010691548626423186,10.30045292887089,0.0010379687864458954,1.0,9.172874258585276,0.0,0.0
21,y_Q,11,5,0.0019979584189957207,0.9954329142777093,0.0010379687864458954,0.010439031093678608,10.057172460284525,0.0010288353988925159,0.9912007107798944,9.095232723258233,0.00027945117913831107,9.705018881170931e-05
21,y_perp,11,5,0.0019979584189957207,0.9954329142777093,0.0010379687864458954,85.34915999668914,82227.09691389935,85.40220704471619,82278.20350662136,8.699544505341188e-07,0.9996807374708809,0.9999839576665016
22,y,12,5,0.0011857985920182901,0.9978385857252523,0.005610927073091859,0.005967413822594372,1.0635343758453224,0.005610927073091859,1.0,0.2910206458984376,0.0,0.0
22,y_Q,12,5,0.0011857985920182901,0.9978385857252523,0.005610927073091859,0.006015389886821945,1.072084845955271,0.005635152018990133,1.004317458698483,0.2839740418440453,0.00013481522776200388,5.020594945099122e-05
22,y_perp,12,5,0.0011857985920182901,0.9978385857252523,0.005610927073091859,57.26422375423839,10205.83996339189,57.23570006273142,10200.756366486175,9.371645053891228e-07,1.0002270528491297,0.9999823298577085
23,y,12,5,0.001501317106174816,0.9986642391457914,0.056501955433122746,0.05341205095676155,0.9453133178723612,0.056501955433122746,1.0,0.007109875815767357,0.0,0.0
23,y_Q,12,5,0.001501317106174816,0.9986642391457914,0.056501955433122746,0.05346999028333821,0.9463387571891516,0.05638530517662602,0.9979354651427101,0.006977859700747689,0.00033623358567812857,0.00015467676959262297
23,y_perp,12,5,0.001501317106174816,0.9986642391457914,0.056501955433122746,9.00388024348847,159.35519708066934,8.983873252668207,159.00110330343813,6.627221763305491e-06,1.0010164631662934,0.9999201332154738
24,y,12,5,0.0018048406958412694,0.9990267275347425,0.007002816887463748,0.008229964138782481,1.1752362329387107,0.007002816887463748,1.0,0.031778393648705196,0.0,0.0
24,y_Q,12,5,0.0018048406958412694,0.9990267275347425,0.007002816887463748,0.008203389857124814,1.1714414340620984,0.007019654715048047,1.0024044363653777,0.03097039558599262,0.00023125848918600014,0.00018386084952588333
24,y_perp,12,5,0.0018048406958412694,0.9990267275347425,0.007002816887463748,3.6284793833116957,518.1456893164379,3.6307676138151526,518.4724478966249,1.9812251923351178e-05,0.999486387314112,0.9998739649989377
25,y,12,5,0.002219145458850473,0.9962336569682622,0.016094422405975854,0.02243194848511916,1.3937715762194849,0.016094422405975854,1.0,0.16015391319519282,0.0,0.0
25,y_Q,12,5,0.002219145458850473,0.9962336569682622,0.016094422405975854,0.022518590809116293,1.3991549520133848,0.016156611632993877,1.0038640235386722,0.1508617342808255,0.0014063281760141085,0.00010900759140887407
25,y_perp,12,5,0.002219145458850473,0.9962336569682622,0.016094422405975854,11.817171570170409,734.2401778757029,11.772270946411101,731.4503527656923,2.2857675135290397e-05,1.0017744686560932,1.0000475997076894
26,y,12,5,0.0010949768420079062,0.9993800408309065,0.004831941818052888,0.005086873422402549,1.052759659356244,0.004831941818052888,1.0,0.10681718448070507,0.0,0.0
26,y_Q,12,5,0.0010949768420079062,0.9993800408309065,0.004831941818052888,0.005083604048303991,1.0520830423311087,0.00483081129567073,0.9997660314580085,0.10502250948172129,0.00011571850460855148,2.1538188227482696e-05
26,y_perp,12,5,0.0010949768420079062,0.9993800408309065,0.004831941818052888,12.6401223556465,2615.9508602568503,12.649756395018318,2617.944683803281,2.2316544291557553e-06,0.9996182506762487,1.00000017324782
27,y,12,5,0.0007985229027279713,0.9993537494753014,0.0574346107177105,0.05643177831832248,0.9825395804575587,0.0574346107177105,1.0,0.011327632189908314,0.0,0.0
27,y_Q,12,5,0.0007985229027279713,0.9993537494753014,0.0574346107177105,0.05639494790582368,0.9818983223026142,0.057441839732733334,1.0001258651348464,0.010977405817674998,0.00015929093424947404,3.152282249823241e-05
27,y_perp,12,5,0.0007985229027279713,0.9993537494753014,0.0574346107177105,12.399174765541934,215.88332558713648,12.383614986541875,215.61241265144105,8.770821804807124e-07,1.0006537997902363,0.9999765034371872
28,y,12,5,0.0012751164790462198,0.9985822676986936,0.012781012714678491,0.011957164351779712,0.9355412296904594,0.012781012714678491,1.0,0.18332510841417343,0.0,0.0
28,y_Q,12,5,0.0012751164790462198,0.9985822676986936,0.012781012714678491,0.011933592402872246,0.9336969353897115,0.01278007143715287,0.9999263534473649,0.18395469724941574,0.00032562015027478143,0.00011710094061182764
28,y_perp,12,5,0.0012751164790462198,0.9985822676986936,0.012781012714678491,4.67287746744398,365.61089263899754,4.666661217771409,365.12452666696214,2.2101588333020045e-05,1.0006739141533356,0.9999438068557454
29,y,12,5,0.0020486464208641125,0.9964755065316219,0.006210479821553833,0.005129247562958197,0.8259019770351469,0.006210479821553833,1.0,0.24381746974408178,0.0,0.0
29,y_Q,12,5,0.0020486464208641125,0.9964755065316219,0.006210479821553833,0.0051349643653124805,0.8268224860004031,0.0062405679303970665,1.0048447317611129,0.23304551083211492,0.0003624662008056408,0.00011830420367336983
29,y_perp,12,5,0.0020486464208641125,0.9964755065316219,0.006210479821553833,20.310366853905325,3270.337789910694,20.314767284197963,3271.0463390758273,2.3674949831055758e-06,0.9998365258645807,0.9999447837652334
30,y,11,5,0.001980813940178613,0.9990717079001746,0.006401189436510952,0.005199656856265167,0.8122954191306209,0.006401189436510952,1.0,0.0488029619438305,0.0,0.0
30,y_Q,11,5,0.001980813940178613,0.9990717079001746,0.006401189436510952,0.005158101351080635,0.8058035779506819,0.006395299193208885,0.9990798204989106,0.0512777437204058,0.00026903720340069697,8.779804566257323e-05
30,y_perp,11,5,0.001980813940178613,0.9990717079001746,0.006401189436510952,7.392124358121817,1154.8048111119463,7.370832605379579,1151.4785929218092,1.1201455751241457e-05,1.001490214533196,1.000010221276471
31,y,12,5,0.0007641014940281528,0.9991018695697405,0.007107726624691209,0.007556756507325346,1.0631748949198851,0.007107726624691209,1.0,0.08491594624094213,0.0,0.0
31,y_Q,12,5,0.0007641014940281528,0.9991018695697405,0.007107726624691209,0.0075520969353164435,1.0625193305946175,0.007092379036020078,0.9978407176469314,0.08481381509879678,0.00015760422040305916,5.083259745871357e-05
31,y_perp,12,5,0.0007641014940281528,0.9991018695697405,0.007107726624691209,6.886870559009991,968.9273269298236,6.896163499110511,970.2347688998393,2.42088931931208e-06,0.9993162796674125,0.9999742408921138
