basis,operator_kind,lambda,n,E_model_to_T_mean,E_model_to_T_std,E_model_to_operator_mean,E_model_to_operator_std,E_model_to_zero_mean,E_model_to_zero_std,E_operator_to_T_mean,E_operator_to_T_std,E_zero_to_T_mean,E_zero_to_T_std,R_sub_mean,R_sub_std,R_use_mean,R_use_std,X_sub_mean,X_sub_std,X_use_mean,X_use_std,cos_res_mean,cos_res_std,lambda_mean,lambda_std,point_model_to_T_mean,point_model_to_T_std,point_model_to_operator_mean,point_model_to_operator_std,point_operator_to_T_mean,point_operator_to_T_std,rank_mean,rank_std,rho_operator_to_T_mean,rho_operator_to_T_std
matched_response,actLR,0.0,4,0.012456357815443962,0.005198875292045982,0.006557937072274332,0.0020524005974501616,1.001106603872864,0.0021264035651997184,0.010906056949893052,0.004908190341138933,0.9999999999999998,1.1102230246251565e-16,0.010906056949882146,0.004908190341134025,0.006547764099755321,0.0020369127627435234,0.9998629901724873,0.00010585172109733389,0.9999540150250917,2.6327426841215883e-05,-0.058798202983353434,0.032885423846142146,0.0,0.0,0.010451135401294463,0.008485950681648823,0.009031435792864246,0.005192230703539565,0.012292077793840337,0.003936399833688033,6.0,0.0,0.11326648478844205,0.05563450442427231
matched_response,actLR,0.1,4,0.01623226315366215,0.007331350641279309,0.010041732443171525,0.003707416765587788,1.0007919734666237,0.0015327980547365627,0.013945618012439523,0.006804649944337767,0.9999999999999997,1.6958936828758672e-16,0.013945618012425581,0.006804649944330964,0.010029599406289946,0.003688377576912785,0.9997707922926029,0.00018335247284605947,0.9998892040388869,7.544509066452536e-05,-0.13015077996746452,0.04025310559622655,0.1,0.0,0.010451135401294463,0.008485950681648823,0.0071485640465626405,0.004446471056601688,0.012922750865396132,0.007728303933070561,6.0,0.0,0.134372734911439,0.09318357253343146
matched_response,actLR,0.25,4,0.022364202029619012,0.011140315912899944,0.01642918247931586,0.006647425114296485,1.0005592810452588,0.00143571638119588,0.01949549892917264,0.010563837841066294,0.9999999999999997,2.3111135221866393e-16,0.01949549892915315,0.010563837841055735,0.01641292950107865,0.006619442912464799,0.9995362295190544,0.00039672262282719885,0.9996977529768392,0.00021982091505468797,-0.26565773107790613,0.056341749302670406,0.25,0.0,0.010451135401294463,0.008485950681648823,0.0076037239360124045,0.0028737603329434267,0.014125272513102562,0.011754792045025175,6.0,0.0,0.20026473772091152,0.16777550121317236
matched_response,actLR,0.5,4,0.03531870232426369,0.018781541619124213,0.0360451441737009,0.014700149405155762,1.0003781914177212,0.001485816294187266,0.03449049195791785,0.018326377178849766,0.9999999999999994,3.3917873657517345e-16,0.034490491957883375,0.018326377178831444,0.036015717668336444,0.014645773272628771,0.9985585138891276,0.001244252121794657,0.9985419940747697,0.0009977244248209568,-0.5465678088443149,0.1112427813615396,0.5,0.0,0.010451135401294463,0.008485950681648823,0.012507523160027552,0.012532655836348992,0.020950301098782025,0.022030489727154202,8.0,2.449489742783178,0.43511304013193197,0.29885705113557876
matched_response,actLR,0.75,4,0.059638011541425714,0.032226603833529384,0.070869410969503,0.03885642761090361,1.0007424053773173,0.0017058573116944993,0.0673806864037205,0.03572397151151221,0.9999999999999989,6.568167990716596e-16,0.06738068640365319,0.03572397151147653,0.07077242086246638,0.038717722375707905,0.994502691494358,0.004677282403470387,0.9938669679257942,0.0059828258862116394,-0.6436972266509169,0.12051189099750897,0.75,0.0,0.010451135401294463,0.008485950681648823,0.038410419668877385,0.03501907350720607,0.046335099925274154,0.04418859944471031,17.5,5.0,2.0742641324071367,1.5446817202495893
matched_response,actLR,0.9,4,0.10083972449810241,0.0541323292314168,0.17095064235026358,0.0944333531864869,1.0027187128221557,0.0038596145167355093,0.15214773261782272,0.07446941603430776,0.9999999999999977,1.4232233556883715e-15,0.15214773261767098,0.0744694160342335,0.1702393231559604,0.0934939543732651,0.9726917970159419,0.020004980878205635,0.9644627332231379,0.03216990330200589,-0.7895651692097545,0.11359854274825891,0.9,0.0,0.010451135401294463,0.008485950681648823,0.09348510106017953,0.07312858795044404,0.09880504558682289,0.08518709133220016,20.0,0.0,8.84820563057375,5.2986767494757565
matched_response,actLR,1.0,4,0.3420612106323804,0.11881346020953654,0.731575236148854,0.038624006055388134,1.039809792177642,0.030593246996089635,0.7418438805461893,0.012368474551569699,0.9999999999999754,1.1857057158180406e-14,0.7418438805454658,0.012368474551549791,0.7046877667545808,0.055238639203422216,0.44955292252519546,0.018318610445256466,0.5011266709406572,0.07808100826421582,-0.880453948452178,0.07976741764570945,1.0,0.0,0.010451135401294463,0.008485950681648823,0.5452796087868133,0.3453048627136251,0.5527990907850407,0.35508953305475544,20.0,0.0,885.3996290358737,662.2171188573112
matched_response,galerkin,0.0,4,0.012456357815443962,0.005198875292045982,0.012606717769527086,0.00517055483632441,1.001106603872864,0.0021264035651997184,0.0024181660899400457,0.0009739177802401121,0.9999999999999998,1.1102230246251565e-16,0.002418166089937628,0.0009739177802391383,0.012586060391946667,0.005142426415305715,0.9999934410858795,5.3762123655101274e-06,0.9998217576717325,0.00012785357795526555,-0.19050841800788065,0.09583634305753984,0.0,0.0,0.010451135401294463,0.008485950681648823,0.011054531761234054,0.007832648356799676,0.0012417834415544998,0.0016080240985446425,6.0,0.0,0.004248003808929266,0.001178092866878558
matched_response,galerkin,0.1,4,0.01623226315366215,0.007331350641279309,0.017075954050160845,0.007724313096598053,1.0007919734666237,0.0015327980547365627,0.005121215650563235,0.002697893822867415,0.9999999999999997,1.6958936828758672e-16,0.005121215650558115,0.0026978938228647176,0.017054124291789232,0.007693911745540817,0.9999683141769509,3.191292949231783e-05,0.9996647596361791,0.00025661089414469416,-0.3412547857200544,0.11396365768240697,0.1,0.0,0.010451135401294463,0.008485950681648823,0.011545730743475938,0.007148901785941604,0.0021366525979528467,0.0013061240670849256,6.0,0.0,0.00742133134600488,0.0023492270477415683
matched_response,galerkin,0.25,4,0.022364202029619012,0.011140315912899944,0.025462331189377994,0.012694921726620685,1.0005592810452588,0.00143571638119588,0.010206073661479428,0.005383942830718376,0.9999999999999997,2.3111135221866393e-16,0.010206073661469226,0.005383942830712992,0.025435022510431546,0.012653763957157442,0.9998740959301133,0.00011964825757432919,0.9992329713231811,0.0006258501806527119,-0.5090681274481319,0.10407255906553811,0.25,0.0,0.010451135401294463,0.008485950681648823,0.012324304223946935,0.007158198600836409,0.0030118242454195985,0.0016008015352770018,6.0,0.0,0.01372786499835172,0.005281596896656551
