basis,layer,n,best_model_excess_mean,best_model_excess_std,best_op_excess_mean,best_op_excess_std,best_op_signal_error_mean,best_op_signal_error_std,best_rank_mean,best_rank_std,candidate_dim_mean,candidate_dim_std,layer_mean,layer_std,model_excess_at_oracle_mean,model_excess_at_oracle_std,model_excess_at_strict_mean,model_excess_at_strict_std,op_excess_at_oracle_mean,op_excess_at_oracle_std,op_excess_at_strict_mean,op_excess_at_strict_std,op_signal_error_at_oracle_mean,op_signal_error_at_oracle_std,op_signal_error_at_strict_mean,op_signal_error_at_strict_std,r_eff_T_task_mean,r_eff_T_task_std,r_eff_T_task_strict_mean,r_eff_T_task_strict_std,rank_at_oracle_mean,rank_at_oracle_std,rank_at_strict_mean,rank_at_strict_std,rank_to_alpha_mean,rank_to_alpha_std,reach_alpha_mean,reach_alpha_std
combined,0,16,0.5091660787879441,0.5037513507111054,0.00032007057847301297,0.00015301894250664984,0.0003401514085385557,6.110928926520248e-05,13.0625,4.40407008724127,20.0,2.4765567494675613,0.0,0.0,0.5091660787879622,0.5037513507111175,0.5091660787879622,0.5037513507111175,0.0003200705784730188,0.00015301894250665342,0.0003200705784730188,0.00015301894250665342,0.00034015140853855874,6.110928926520336e-05,0.00034015140853855874,6.110928926520336e-05,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,1.0,0.0
combined,1,16,0.5095720180821972,0.5044901253388097,2.6078936533363064e-05,1.2541798438838304e-05,9.610797664754132e-05,2.0542078086884795e-05,26.375,10.538026380684384,42.875,1.408308678285174,1.0,0.0,0.5095720180821779,0.5044901253387694,0.5095720180821779,0.5044901253387694,2.607893653336345e-05,1.2541798438838526e-05,2.607893653336345e-05,1.2541798438838526e-05,9.610797664754198e-05,2.054207808688506e-05,9.610797664754198e-05,2.054207808688506e-05,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,1.0,0.0
combined,2,16,0.5093881973217527,0.5042788684125484,8.263514468314284e-08,3.305405787325702e-07,1.907394930928536e-06,7.629578532478232e-06,45.5625,4.2106016988865935,46.9375,0.25,2.0,0.0,0.5093881973217693,0.5042788684125433,0.5093881973217693,0.5042788684125433,8.263514468314562e-08,3.3054057873258125e-07,8.263514468314562e-08,3.3054057873258125e-07,1.907394932524725e-06,7.62957853205272e-06,1.907394932524725e-06,7.62957853205272e-06,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,1.0,0.0
combined,3,16,0.5093851033546923,0.5042812113855887,2.8436395249270374e-22,2.156232239662885e-22,2.8784307400547705e-13,1.0316728157042467e-13,46.5,0.816496580927726,47.0,0.0,3.0,0.0,0.5093851033546879,0.5042812113856565,0.5093851033546879,0.5042812113856565,2.872831138938758e-22,2.1706494715641317e-22,2.872831138938758e-22,2.1706494715641317e-22,2.8966816711965243e-13,1.0296368807953228e-13,2.8966816711965243e-13,1.0296368807953228e-13,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,1.0,0.0
combined,4,16,0.5093851033547846,0.5042812113856664,2.8516693956435245e-22,2.160652114449167e-22,2.881581124601783e-13,1.0356454440845591e-13,46.875,0.3415650255319866,47.0,0.0,4.0,0.0,0.5093851033547552,0.5042812113857331,0.5093851033547552,0.5042812113857331,2.8803720110043266e-22,2.174572541914183e-22,2.8803720110043266e-22,2.174572541914183e-22,2.899715056995114e-13,1.0331711936571538e-13,2.899715056995114e-13,1.0331711936571538e-13,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,1.0,0.0
combined,5,16,0.5093851033547561,0.5042812113857817,2.8555420159622727e-22,2.1655773926895397e-22,2.883462831964971e-13,1.0368252589453771e-13,46.6875,0.6020797289396148,47.0,0.0,5.0,0.0,0.5093851033547572,0.50428121138582,0.5093851033547572,0.50428121138582,2.884207773009582e-22,2.180394404438585e-22,2.884207773009582e-22,2.180394404438585e-22,2.901257665915288e-13,1.0349514886560614e-13,2.901257665915288e-13,1.0349514886560614e-13,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,1.0,0.0
combined,6,16,0.5093851033546969,0.5042812113855233,2.839928349202209e-22,2.159010772818221e-22,2.875489004455754e-13,1.032982724195753e-13,46.25,1.4375905768565218,47.0,0.0,6.0,0.0,0.5093851033546922,0.5042812113856417,0.5093851033546922,0.5042812113856417,2.8686974939802704e-22,2.1729828343201005e-22,2.8686974939802704e-22,2.1729828343201005e-22,2.8933997445601126e-13,1.0310678921683899e-13,2.8933997445601126e-13,1.0310678921683899e-13,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,1.0,0.0
combined,7,16,0.5093851033546931,0.5042812113855275,2.8476952191473274e-22,2.1573254042006464e-22,2.8808578175458747e-13,1.0313448227341072e-13,46.5625,0.8920949127381756,47.0,0.0,7.0,0.0,0.5093851033546553,0.5042812113855494,0.5093851033546553,0.5042812113855494,2.876975295605376e-22,2.172006812936743e-22,2.876975295605376e-22,2.172006812936743e-22,2.8990461480556375e-13,1.0294146776768959e-13,2.8990461480556375e-13,1.0294146776768959e-13,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,1.0,0.0
combined,8,16,0.509385103354641,0.5042812113854882,2.8457011023420344e-22,2.156758212772186e-22,2.879186250262825e-13,1.0330162546847309e-13,46.8125,0.4031128874149275,47.0,0.0,8.0,0.0,0.5093851033546649,0.5042812113855937,0.5093851033546649,0.5042812113855937,2.875023952024376e-22,2.17193809306404e-22,2.875023952024376e-22,2.17193809306404e-22,2.8975815026173846e-13,1.030580234626481e-13,2.8975815026173846e-13,1.030580234626481e-13,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,1.0,0.0
raw,0,16,0.5093851030631993,0.5042812097809258,3.0692949849621135e-16,4.201843760218275e-17,3.5719238840526235e-10,8.163667162988554e-11,9.625,0.7187952884282609,10.0,0.0,0.0,0.0,0.5093851030632182,0.5042812097809348,0.5093851030632182,0.5042812097809348,3.069294986333878e-16,4.201843762209526e-17,3.069294986333878e-16,4.201843762209526e-17,3.5719238847877265e-10,8.163667161626848e-11,3.5719238847877265e-10,8.163667161626848e-11,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,1.0,0.0
