step,elapsed_sec,train_loss,lr,n_tgt,eval_mse,krr_mse,mse_over_krr,pred_to_krr_mse
4000,298.184454202652,0.0766453891992569,3.600320064012802e-05,64.0,0.0729055805131793,0.07111687399446964,1.0315515249967575,0.001780013510142453
4000,298.184454202652,0.0766453891992569,3.600320064012802e-05,128.0,0.07796963024884462,0.07517089135944843,1.039805293083191,0.002227003365987912
4250,317.8787651062012,0.07229745388031006,3.200240048009602e-05,64.0,0.07523853052407503,0.07424782775342464,1.0139670819044113,0.001706063951132819
4250,317.8787651062012,0.07229745388031006,3.200240048009602e-05,128.0,0.08161637559533119,0.08016553241759539,1.0227955877780914,0.0021643998188665137
4500,339.2158350944519,0.07438893616199493,2.800160032006401e-05,64.0,0.07353428937494755,0.07248734636232257,1.0165129452943802,0.0015063743339851499
4500,339.2158350944519,0.07438893616199493,2.800160032006401e-05,128.0,0.07619410660117865,0.07382652070373297,1.0352584719657898,0.001902889329358004
4750,366.8712708950043,0.07651316374540329,2.400080016003201e-05,64.0,0.07468231162056327,0.07339157443493605,1.0162031576037407,0.00164587858307641
4750,366.8712708950043,0.07651316374540329,2.400080016003201e-05,128.0,0.07779822871088982,0.07489232532680035,1.042357712984085,0.0024369033344555646
5000,391.9488351345062,0.07640285789966583,1.9999999999999998e-05,64.0,0.07167143654078245,0.07045918982475996,1.016484595835209,0.0013025560037931427
5000,391.9488351345062,0.07640285789966583,1.9999999999999998e-05,128.0,0.07592164911329746,0.0737435594201088,1.0331429839134216,0.0018106218776665628
