basis,layer,n,best_model_excess_mean,best_model_excess_std,best_op_excess_mean,best_op_excess_std,best_op_signal_error_mean,best_op_signal_error_std,best_rank_mean,best_rank_std,candidate_dim_mean,candidate_dim_std,layer_mean,layer_std,model_excess_at_oracle_mean,model_excess_at_oracle_std,model_excess_at_strict_mean,model_excess_at_strict_std,op_excess_at_oracle_mean,op_excess_at_oracle_std,op_excess_at_strict_mean,op_excess_at_strict_std,op_signal_error_at_oracle_mean,op_signal_error_at_oracle_std,op_signal_error_at_strict_mean,op_signal_error_at_strict_std,r_eff_T_task_mean,r_eff_T_task_std,r_eff_T_task_strict_mean,r_eff_T_task_strict_std,rank_at_oracle_mean,rank_at_oracle_std,rank_at_strict_mean,rank_at_strict_std,reach_alpha_mean,reach_alpha_std,rank_to_alpha_mean,rank_to_alpha_std
raw,6,16,0.2661780645239045,0.06954508645702172,0.23290386996004098,0.03881701890126798,0.13466192248148007,0.020448629347525008,15.375,1.0878112581387147,15.5,1.2110601416389966,6.0,0.0,0.2787705295886925,0.06503686357014996,0.26620496365016333,0.06952745586771905,0.2478571968777401,0.03418295505878927,0.23293035685086477,0.038785841556155234,0.13905739895057148,0.01991240074969074,0.13467059757614805,0.02044380255613182,10.5625,0.51234753829798,15.3125,0.47871355387816905,10.5625,0.51234753829798,14.875,0.7187952884282609,0.0,0.0,,
raw,7,16,0.16684988657703964,0.02983269825282936,0.12513483473614997,0.024022359806051285,0.0987068650196323,0.016365595925243972,16.625,0.9574271077563381,18.8125,1.1086778913041726,7.0,0.0,0.1891898867137164,0.029676752822108847,0.1670310557117591,0.03001703007178499,0.1507343722075354,0.021127440590308025,0.12533354064449376,0.023980257236834657,0.1085497422434652,0.016324819259681145,0.09879061190640899,0.016372586377410413,10.5625,0.51234753829798,15.3125,0.47871355387816905,10.5625,0.51234753829798,15.3125,0.47871355387816905,0.0,0.0,,
raw,8,16,0.15628411552213517,0.023346224003661084,0.10980380868659784,0.02451587110350653,0.09220511369299574,0.01608969882210205,17.5,1.0954451150103321,19.625,1.2041594578792296,8.0,0.0,0.18127704130651018,0.026034789123295887,0.15646040935974082,0.023618496055205253,0.1380178919287022,0.02180380388562584,0.11003833859939999,0.02449474041478514,0.10370154532869977,0.015667557451916083,0.09230905355759417,0.016093983079976622,10.5625,0.51234753829798,15.3125,0.47871355387816905,10.5625,0.51234753829798,15.3125,0.47871355387816905,0.0,0.0,,
response,0,16,0.4625730912211957,0.11831992994568682,0.4053784443613685,0.06941646437676599,0.17718445429688925,0.023689889273419786,16.0,0.0,16.0,0.0,0.0,0.0,0.4707236439529875,0.11640132891232424,0.4625717868059565,0.11829982290074739,0.41680401921671406,0.06920276359711548,0.40540096745075266,0.06941781083902193,0.17971013578182232,0.02366788633743752,0.17718942154883366,0.023690299269319138,10.5625,0.51234753829798,15.3125,0.47871355387816905,10.5625,0.51234753829798,15.3125,0.47871355387816905,0.0,0.0,,
response,1,16,0.2574168235029456,0.066599730327937,0.200874040072881,0.043773867538147326,0.1236899001777646,0.014339361960405195,17.1875,1.558578412100805,22.5,1.7126976771553504,1.0,0.0,0.27846541407616954,0.06472082286339785,0.2575744069496457,0.06660500950190004,0.22631086018676055,0.041280405497750645,0.20111350783981521,0.04373314889952273,0.13178556168394928,0.01381385993134855,0.12376958375722552,0.01435857084622601,10.5625,0.51234753829798,15.3125,0.47871355387816905,10.5625,0.51234753829798,15.3125,0.47871355387816905,0.0,0.0,,
response,2,16,0.18243600213918154,0.040930628797125806,0.12977861445246125,0.02890046769472396,0.10015431153444213,0.017430485674872178,20.3125,3.718758753491098,27.4375,1.998958061924595,2.0,0.0,0.2102430179393552,0.040633587258104474,0.18278448525746213,0.041005015889113774,0.16116943881218768,0.02513871441392077,0.13015352693773383,0.029015191126544927,0.11202146463927631,0.01648838009947879,0.100298014061684,0.017473001391151495,10.5625,0.51234753829798,15.3125,0.47871355387816905,10.5625,0.51234753829798,15.3125,0.47871355387816905,0.0,0.0,,
response,3,16,0.11680258619110614,0.016477065875055822,0.07217132017744289,0.01809025912466795,0.07464326762026344,0.01442452267944645,20.4375,4.146785903966268,32.0625,2.174664725116648,3.0,0.0,0.14889396845800498,0.020214977910765573,0.11723343804603915,0.016402635236010876,0.1071872323247367,0.013983801244443836,0.07260735903865123,0.018175926020266603,0.09153833976885711,0.013530012431997382,0.07486989865267585,0.014474369277020706,10.5625,0.51234753829798,15.3125,0.47871355387816905,10.5625,0.51234753829798,15.3125,0.47871355387816905,0.125,0.3415650255319866,13.5,0.7071067811865476
response,4,16,0.09568484554449964,0.014286279711659956,0.04149543725074012,0.013664838510989862,0.05613792982616929,0.01276099979528465,26.1875,5.912909605262032,35.5,2.2211108331943574,4.0,0.0,0.1285968810168206,0.016287191970112913,0.09618062481880502,0.014208737501472501,0.07851849417828928,0.00986235882900218,0.04197186890390292,0.013773630566765829,0.07832405948414035,0.01106948039935746,0.056467517990486396,0.012815101971926951,10.5625,0.51234753829798,15.3125,0.47871355387816905,10.5625,0.51234753829798,15.3125,0.47871355387816905,0.6875,0.47871355387816905,13.363636363636363,1.5015143870590966
response,5,16,0.08168318736958588,0.014073695788019116,0.026729095187914727,0.011127599505379115,0.04465130459885065,0.010453800371462613,22.4375,7.051890999346676,37.5,2.0,5.0,0.0,0.11740625598133417,0.01669627547882421,0.08219687179843585,0.013964031044201084,0.06504146339974926,0.007954259681510124,0.027219479451584823,0.011257313117622899,0.07119924229273428,0.009162178068497409,0.04508208980391348,0.0105036529871679,10.5625,0.51234753829798,15.3125,0.47871355387816905,10.5625,0.51234753829798,15.3125,0.47871355387816905,1.0,0.0,12.25,1.0
response,6,16,0.07228643199971829,0.013141028683438909,0.019136712365829964,0.010656803092216467,0.03715118437276395,0.010388179469156645,26.0,7.814516406449389,39.1875,1.905037182489273,6.0,0.0,0.10912125253108254,0.01473386999817798,0.07284297552307241,0.01308813985916942,0.05828798801959705,0.008427456550690765,0.019648897840058917,0.010770325245731948,0.06730422698341595,0.008685512737638233,0.03770838821262407,0.010369518493208938,10.5625,0.51234753829798,15.3125,0.47871355387816905,10.5625,0.51234753829798,15.3125,0.47871355387816905,1.0,0.0,11.75,0.6831300510639732
response,7,16,0.0665692288953911,0.011396097417530998,0.01158950455275536,0.006600359654393619,0.028779106200964584,0.009382416663595492,25.75,8.43405793988477,41.3125,1.8518009252256753,7.0,0.0,0.10428602253883984,0.014804245493525884,0.06716252368116617,0.011433204504416827,0.05140662639778445,0.005857742897703568,0.012117771599722701,0.00670231061868651,0.06336006634572723,0.008523730161296192,0.02953565888332481,0.0093095177879552,10.5625,0.51234753829798,15.3125,0.47871355387816905,10.5625,0.51234753829798,15.3125,0.47871355387816905,1.0,0.0,11.125,0.6191391873668903
response,8,16,0.06432539897335919,0.012773879808578036,0.009238053785766295,0.005392556293907214,0.025744671831943008,0.008860015264440578,27.4375,8.56324510140091,42.125,1.7841898254763513,8.0,0.0,0.10227926535742736,0.015883902306909958,0.06493150318661503,0.012839898584407067,0.049263494127385205,0.0052478417537939245,0.00977087271873361,0.005487214073567274,0.062072360342200754,0.008664776923337829,0.02656853047996906,0.008867641707092292,10.5625,0.51234753829798,15.3125,0.47871355387816905,10.5625,0.51234753829798,15.3125,0.47871355387816905,1.0,0.0,11.0625,0.5737304826019501
