basis,layer,n,best_model_excess_mean,best_model_excess_std,best_op_excess_mean,best_op_excess_std,best_op_signal_error_mean,best_op_signal_error_std,best_rank_mean,best_rank_std,candidate_dim_mean,candidate_dim_std,layer_mean,layer_std,model_excess_at_oracle_mean,model_excess_at_oracle_std,model_excess_at_strict_mean,model_excess_at_strict_std,op_excess_at_oracle_mean,op_excess_at_oracle_std,op_excess_at_strict_mean,op_excess_at_strict_std,op_signal_error_at_oracle_mean,op_signal_error_at_oracle_std,op_signal_error_at_strict_mean,op_signal_error_at_strict_std,r_eff_T_task_mean,r_eff_T_task_std,r_eff_T_task_strict_mean,r_eff_T_task_strict_std,rank_at_oracle_mean,rank_at_oracle_std,rank_at_strict_mean,rank_at_strict_std,reach_alpha_mean,reach_alpha_std,rank_to_alpha_mean,rank_to_alpha_std
combined,0,16,0.26282272249448135,0.058361993117193735,0.20044264595115432,0.033225434009744516,0.1243334223918183,0.013173318314700262,19.75,2.816617356570348,23.0,0.0,0.0,0.0,0.2824522964040157,0.059066941452122136,0.2629466111351306,0.058366419769812695,0.22464040499178395,0.03254027561359542,0.20062829255819942,0.033213570437225656,0.1318336783585081,0.013929031982786288,0.12439513443333929,0.013207422531032468,10.5625,0.51234753829798,15.3125,0.47871355387816905,10.5625,0.51234753829798,15.3125,0.47871355387816905,0.0,0.0,,
combined,1,16,0.21796060288082594,0.045128684691484795,0.15791563027186498,0.028036913316798265,0.11027973223083343,0.01255805727732385,19.375,2.825479310370779,24.9375,1.0626225419530053,1.0,0.0,0.23991371125458846,0.044321188611694595,0.21813992695282713,0.04510027239584321,0.18591405589017812,0.026211421268134964,0.15820830479379466,0.02804739578699038,0.11999755349333084,0.013171644441559186,0.11038677435862485,0.012599486147540149,10.5625,0.51234753829798,15.3125,0.47871355387816905,10.5625,0.51234753829798,15.3125,0.47871355387816905,0.0,0.0,,
combined,2,16,0.16981862344971876,0.03271955662060316,0.11670036263988255,0.022787166317155036,0.09522899955938538,0.01614703470099498,20.0,3.3466401061363023,27.375,1.4548768561863463,2.0,0.0,0.1959597705187565,0.033029496992878334,0.17006934975964505,0.03278595515474962,0.14784279794502445,0.01811848096391724,0.11706925277048874,0.02293390369236458,0.1075230669212583,0.01559825526124701,0.09537748735844898,0.016206686644463276,10.5625,0.51234753829798,15.3125,0.47871355387816905,10.5625,0.51234753829798,15.3125,0.47871355387816905,0.0,0.0,,
combined,3,16,0.12876456191626062,0.022913376623640794,0.08056224571790258,0.01760599343676362,0.07896970233130082,0.013079816353852941,19.3125,3.7721567659187585,30.375,1.5864005379054391,3.0,0.0,0.1580508500466892,0.022795373933061018,0.1291010159437034,0.022995783269962274,0.11386903243129207,0.013273744187943847,0.08095441314719187,0.017723917849999445,0.09434357922446973,0.013108747929543047,0.07916120974399564,0.013147768759775177,10.5625,0.51234753829798,15.3125,0.47871355387816905,10.5625,0.51234753829798,15.3125,0.47871355387816905,0.0,0.0,,
combined,4,16,0.10373986716059933,0.014921521275719751,0.05422795001354766,0.014201338048237826,0.0646047974077098,0.011333195079680202,20.25,4.041451884327381,33.375,1.4548768561863463,4.0,0.0,0.13472813148572554,0.016323001446360178,0.10419855211484666,0.014921170761590233,0.08982514953070647,0.0121615136735971,0.05468399656897456,0.014313172557182917,0.08368945545048076,0.01164555391698697,0.06487856125430187,0.011393790273906277,10.5625,0.51234753829798,15.3125,0.47871355387816905,10.5625,0.51234753829798,15.3125,0.47871355387816905,0.5,0.5163977794943222,13.875,1.1259916264596033
combined,5,16,0.09176783729632726,0.018515008092530254,0.036459488801456066,0.010349141510589471,0.05264714263702484,0.00862693258829019,23.0,7.26636084983398,35.875,1.4548768561863463,5.0,0.0,0.12475087291414402,0.020543745624805945,0.09226336346165477,0.018487004875939954,0.07396590891539864,0.00899615950084097,0.03693960006222264,0.010450989255509507,0.07585020764247519,0.009035929072194842,0.052997991092282065,0.008727388225113616,10.5625,0.51234753829798,15.3125,0.47871355387816905,10.5625,0.51234753829798,15.3125,0.47871355387816905,0.9375,0.25,12.933333333333334,1.0997835284835875
combined,6,16,0.08237980648113974,0.015159856349920097,0.026324983811436102,0.010205960395291692,0.0442085320007007,0.0072799507699933775,23.3125,6.4468984791138135,37.6875,1.3022416570411703,6.0,0.0,0.11775122015155168,0.016974204373128677,0.0829101404753102,0.015088226260708942,0.06481858566916143,0.009027098982527576,0.02681570657415837,0.010300157548033496,0.07083259131077216,0.007611569465683836,0.04464028545905734,0.007374167197960165,10.5625,0.51234753829798,15.3125,0.47871355387816905,10.5625,0.51234753829798,15.3125,0.47871355387816905,1.0,0.0,12.1875,1.1672617529928753
combined,7,16,0.06893790398375496,0.012691393950263386,0.014134135191162099,0.0067202628237943915,0.03229527529494697,0.009142514790231353,28.9375,7.680874516181952,40.25,1.7320508075688772,7.0,0.0,0.10620814537229048,0.016241994940695954,0.0695200127996571,0.012692404874026135,0.05364491110314651,0.005820849590443335,0.014650135890739588,0.0068135853370826305,0.06475531729501463,0.008916723061445895,0.03293817933704961,0.009129277680281654,10.5625,0.51234753829798,15.3125,0.47871355387816905,10.5625,0.51234753829798,15.3125,0.47871355387816905,1.0,0.0,11.4375,0.51234753829798
combined,8,16,0.06741217023506312,0.012678540490974138,0.011260181755697912,0.0050177345679063064,0.028926304734174704,0.007831968430347483,26.0,9.04064894425911,41.125,1.6278820596099706,8.0,0.0,0.1050107816881113,0.016542394657252137,0.0680099349682004,0.0127286349258018,0.05099039577888804,0.00507490705241656,0.011784103774724861,0.005091430420974363,0.0631606315527613,0.008608856526866838,0.029645205538163417,0.007858979201658766,10.5625,0.51234753829798,15.3125,0.47871355387816905,10.5625,0.51234753829798,15.3125,0.47871355387816905,1.0,0.0,11.1875,0.5439056290693574
raw,0,16,0.7278590765306756,0.16465951442651072,0.6894031231288271,0.11481030152168632,0.2306323039617193,0.025118543419957055,7.0,0.0,7.0,0.0,0.0,0.0,0.7278590765306756,0.16465951442651072,0.7278590765306756,0.16465951442651072,0.6894031231288271,0.11481030152168632,0.6894031231288271,0.11481030152168632,0.2306323039617193,0.025118543419957055,0.2306323039617193,0.025118543419957055,10.5625,0.51234753829798,15.3125,0.47871355387816905,7.0,0.0,7.0,0.0,0.0,0.0,,
raw,1,16,0.4350176966545861,0.11367101730853729,0.3848312456484986,0.06269550525777469,0.17259356549004634,0.02136561573378038,12.0,1.0954451150103321,12.0,1.0954451150103321,1.0,0.0,0.43860280260478013,0.11159710535347159,0.4350176966545861,0.11367101730853729,0.3891695119473867,0.06135511632599656,0.3848312456484986,0.06269550525777469,0.17360006404378736,0.02117713874303247,0.17259356549004634,0.02136561573378038,10.5625,0.51234753829798,15.3125,0.47871355387816905,10.5,0.5163977794943222,12.0,1.0954451150103321,0.0,0.0,,
raw,2,16,0.3582199024767903,0.09914797980742207,0.31266587576693894,0.052300157788524794,0.15544182423677996,0.018210499494696865,13.375,1.3102162671355697,13.375,1.3102162671355697,2.0,0.0,0.3646755317041189,0.09607418645292204,0.3582412255853492,0.09914194004605976,0.3208925829889287,0.05021069601647769,0.3126670061499516,0.052298159321273484,0.15756555425437413,0.018196832043850565,0.1554421657295343,0.01821012140798159,10.5625,0.51234753829798,15.3125,0.47871355387816905,10.5625,0.51234753829798,13.3125,1.1954775893619531,0.0,0.0,,
raw,3,16,0.3416361453544424,0.08833807498365498,0.29732929041530626,0.042844130286382016,0.15207948945348937,0.020575524031476947,13.6875,1.3022416570411703,13.6875,1.3022416570411703,3.0,0.0,0.348407770278477,0.08565890673548965,0.34166706755798487,0.08834119628350721,0.3065787360042665,0.04087451352626922,0.297331297489442,0.042840910834751264,0.15447720672543366,0.02038615220830493,0.1520800867207135,0.02057510712881634,10.5625,0.51234753829798,15.3125,0.47871355387816905,10.5625,0.51234753829798,13.625,1.2041594578792296,0.0,0.0,,
raw,4,16,0.3279824820138513,0.08425253532120898,0.2904453181397033,0.04711467871032844,0.15013063718887062,0.020118948786471292,14.0625,1.2893796958227628,14.0625,1.2893796958227628,4.0,0.0,0.3353209888717834,0.08256202903202153,0.32799067910918545,0.08425333434938913,0.30081911910220455,0.04521217262263689,0.29044557600791754,0.04711438376008356,0.1528768897806626,0.020052287051304706,0.15013071279458495,0.020118910939915365,10.5625,0.51234753829798,15.3125,0.47871355387816905,10.5625,0.51234753829798,14.0,1.2110601416389966,0.0,0.0,,
raw,5,16,0.3001001275618137,0.08103751744245559,0.263583591984666,0.04206374192695077,0.14313802471004664,0.020701785676964877,14.6875,1.3022416570411703,14.75,1.390443574307614,5.0,0.0,0.3092111302366216,0.078777087382811,0.300124574500371,0.08102675648912112,0.2754956424479588,0.03869729300179478,0.26359122131926194,0.042056480207262825,0.14644663757916976,0.020328012517995875,0.14314050286247848,0.020702283826140692,10.5625,0.51234753829798,15.3125,0.47871355387816905,10.5625,0.51234753829798,14.4375,1.0307764064044151,0.0,0.0,,
