episode,r_eff_T_task,r_eff_T_task_strict,rank_tau_task,krr_risk_total,krr_signal_total,E_F_T,F_T_excess_over_krr_risk
0,11,16,0.05584131975818671,0.9392637194709401,15.060736280529056,0.060515012347027414,0.04822620799227951
1,11,16,0.05843189323027508,1.0227334723483459,14.977266527651683,0.08545141113939458,0.07102205220198339
2,10,15,0.05944257207424064,1.0560638692068283,14.943936130793231,0.06198946466418454,0.04589305607213909
3,11,15,0.06422565087614485,1.2193815775629653,14.78061842243709,0.06472035920315108,0.06105032214354588
4,11,15,0.06987617266214381,1.4234522220466426,14.576547777953422,0.07341392916402839,0.04169163898433458
5,10,15,0.0553950450656035,0.9251754538787569,15.074824546121274,0.04871759851020193,0.04267544258589401
6,11,16,0.06100357482232953,1.108365347889546,14.891634652110358,0.06417831753886136,0.05027068228396517
7,10,15,0.059803868138848734,1.0680809587319833,14.931919041267903,0.05485342616065591,0.0349411867005919
8,11,16,0.07179231383077705,1.4951948611185057,14.504805138881526,0.07404386652947823,0.06598027498784612
9,11,16,0.04881672266205371,0.727890840077562,15.272109159922403,0.0449010109143629,0.04489166834908479
10,10,15,0.08260886430534731,1.9214972562006403,14.078502743799316,0.07003830603808979,0.042777143983506564
11,10,15,0.06366104942416938,1.1996372498439902,14.80036275015605,0.0654567368653953,0.05733498226349453
12,10,15,0.07313350904827295,1.546133077586612,14.453866922413358,0.097721131354112,0.0444976546269797
13,11,15,0.06003177334948253,1.0756887781628022,14.924311221837009,0.06317502691233128,0.04759467550730929
14,10,15,0.06166130508582972,1.1306964971806235,14.869303502819417,0.0721959788864041,0.09474776913368424
15,11,15,0.05673326856197621,0.9676796925639017,15.032320307436004,0.06283764421434726,0.06779396409294673
