checkpoint,probe_kind,n,B_nat_mean,B_nat_std,E_F_T_mean,E_F_T_std,E_F_TQ_mean,E_F_TQ_std,E_TQ_T_mean,E_TQ_T_std,E_pointwise_F_T_mean,E_pointwise_F_T_std,X_sub_mean,X_sub_std,X_use_mean,X_use_std,causal_damage_tau_mean,causal_damage_tau_std,causal_max_keep_mean,causal_max_keep_std,d_model_mean,d_model_std,d_x_mean,d_x_std,dim_R_nat_mean,dim_R_nat_std,dim_over_nctx_mean,dim_over_nctx_std,dim_over_rT_mean,dim_over_rT_std,gamma_mean,gamma_std,kernel_lengthscale_mean,kernel_lengthscale_std,kernel_signal_var_mean,kernel_signal_var_std,max_build_closure_mean,max_build_closure_std,max_build_refinement_mean,max_build_refinement_std,max_causal_damage_mean,max_causal_damage_std,max_val_closure_mean,max_val_closure_std,max_val_refinement_mean,max_val_refinement_std,mean_build_closure_mean,mean_build_closure_std,mean_build_refinement_mean,mean_build_refinement_std,mean_candidate_rank_mean,mean_candidate_rank_std,mean_causal_damage_mean,mean_causal_damage_std,mean_hidden_s_mean,mean_hidden_s_std,mean_s_mean,mean_s_std,mean_val_closure_mean,mean_val_closure_std,mean_val_refinement_mean,mean_val_refinement_std,min_explainable_frac_mean,min_explainable_frac_std,mse_krr_mean,mse_krr_std,mse_model_mean,mse_model_std,mse_ratio_mean,mse_ratio_std,n_build_mean,n_build_std,n_causal_mean,n_causal_std,n_eval_mean,n_eval_std,n_heads_mean,n_heads_std,n_layers_mean,n_layers_std,n_val_mean,n_val_std,r_eff_T_task_mean,r_eff_T_task_std,sum_candidate_rank_mean,sum_candidate_rank_std,sum_kept_causal_damage_mean,sum_kept_causal_damage_std,sweep_val_mean,sweep_val_std,tau_sv_mean,tau_sv_std
rbf_elbow_scratch_nctx47_ntgt64,task,16,19.8125,2.9033027170218864,0.03518687155191205,0.0035622725078349035,0.1434752596132235,0.0267880944675011,0.14352456459974053,0.02754986494009912,0.03931013856915182,0.01272076351184331,0.9786891414894183,0.008079113063399734,0.9787714476375818,0.008045642831761218,0.05,0.0,0.0,0.0,128.0,0.0,5.0,0.0,19.8125,2.9033027170218864,0.42154255319148937,0.061772398234508204,0.7160223035883492,0.10402627441114089,0.95,0.0,3.0,0.0,1.0,0.0,0.04948915738858306,0.014178256880832059,0.9999851701630119,2.104888020593624e-05,0.8868824529335146,0.06125181841998199,0.09022441227144407,0.013959983560122312,0.9998344729710723,0.00012372016048736611,0.02588703913346522,0.00832510132830586,0.8888517830783234,4.9540826534612606e-05,26.652777777777775,2.3967999928574173,0.02882529638819193,0.002909683467499041,22.67361111111111,1.8682835810161822,2.201388888888889,0.3225891907802096,0.057572614055409185,0.009617106612238153,0.8885786331559077,0.0002006774769974823,0.001,0.0,0.06322991779713386,0.022548615776875603,0.06374810958027437,0.022484394550519513,1.0125105052574639,0.051649427775389375,16.0,0.0,8.0,0.0,16.0,0.0,4.0,0.0,8.0,0.0,16.0,0.0,27.6875,1.3022416570411703,239.875,21.57119993571676,3.03393037900648,0.4485908122219726,47.0,0.0,0.001,0.0
