bank_index,base_mse,krr_mse,base_mse_ratio
169,0.20588300194137626,0.17786442154626245,1.1575277402390798
170,0.38957793187562106,0.35183966017386703,1.1072598571835395
171,0.026103982701394596,0.02464483603057525,1.059206994479861
172,0.00865002465059846,0.0080312734349307,1.077042728115395
173,0.12341650356447778,0.029635219611119357,4.164521308901351
174,0.11155803810747329,0.10939807510583463,1.0197440677045648
175,0.06788911440507511,0.0691399937989389,0.9819080198719518
176,0.11859270390436934,0.12970494251368234,0.9143267913006415
177,0.22395180887223978,0.2180277014030417,1.0271713522230228
178,0.13468092932788517,0.12793697170152138,1.052713125351267
179,0.06150588437084514,0.049107486909126696,1.2524746885268565
180,0.01619374948430268,0.0171096844417833,0.9464668702338058
181,0.22423015857479198,0.17964130669428924,1.2482104628440682
182,0.4021514141303252,0.3061810682633733,1.3134431087176144
183,0.06938428624359136,0.062413209771358266,1.111692324393676
184,0.060088668259285584,0.00879335426582568,6.8334183342087105
185,0.5813059165294344,0.374874352471951,1.5506686779083643
186,0.16303960259359193,0.1474518380224714,1.1057142778291105
187,0.3307228584691901,0.3191153891218853,1.036373894030135
188,0.3738508112273066,0.20369050056653276,1.8353865800687807
189,0.0368786939712311,0.03375845127045586,1.092428490743767
190,0.09951904158356265,0.10148227060764978,0.9806544629684395
191,0.24339047159622212,0.21226798448805653,1.1466188468469523
192,0.11234497265878847,0.1012524888574851,1.1095527026196488
193,0.09212048431475169,0.10262602941695331,0.8976327432534755
194,0.17090755534216442,0.1660742300800997,1.0291034030971185
195,0.08955342693889508,0.078137057174371,1.1461069840274027
196,0.3769510063991959,0.3794503270745482,0.9934133126340374
197,0.058207771378729914,0.04523140431022653,1.2868884410376247
198,0.33018311341587675,0.19857473575038262,1.662764964375588
199,0.21258200418395087,0.1373699490877898,1.5475146172478733
