name,n,mse_mean,mse_std,mse_ratio_mean,mse_ratio_std,mse_repair_factor_mean,mse_repair_factor_std,point_err_mean,point_err_std,point_drift_mean,point_drift_std,E_F_T_mean,E_F_T_std,damage_vs_base_mean,damage_vs_base_std,rank_Q_mean,rank_Q_std,r_T_mean,r_T_std,rho_TQ_mean,rho_TQ_std
base,2,41.795706221900936,59.023076378376636,8371.274708569568,11829.106314324355,1.0,0.0,234.8831150900798,330.0688189010159,0.0,0.0,408.78143784528845,531.9912760089748,0.0,0.0,2.5,2.1213203435596424,1.5,0.7071067811865476,0.04200389092667167,0.006905751707636089
keep_Q,2,0.007406617296767911,0.002180924158209573,1.09631768995489,0.11121968874506985,7125.169661744476,10067.01548594317,0.7796416267054113,0.8719401859410624,0.9420323790893674,0.08399213201967774,0.2593597724792306,0.09267157966869956,408.77528695981994,531.9963713824026,2.5,2.1213203435596424,1.5,0.7071067811865476,0.04200389092667167,0.006905751707636089
keep_krr_oracle,2,0.008027340653455652,0.0013030887687000186,1.220681214221131,0.2870962714269032,5880.946076230032,8307.417616684163,0.7746260951713946,0.8648471532231461,0.9418858198587293,0.08378486596801836,,,,,2.5,2.1213203435596424,1.5,0.7071067811865476,0.04200389092667167,0.006905751707636089
keep_random_A,40,0.008362722128359534,0.0020264584316377924,1.2517500674373996,0.272245208835082,6266.113391520736,6585.158536927827,1.0976324251000158,0.922662068044525,0.9444225896038049,0.05853596172321617,,,,,2.5,1.5191090506254998,1.5,0.5063696835418333,0.042003890926671665,0.004945311514261416
keep_response_svd,2,0.012672539119867474,0.008140271978084939,1.7407388536038488,0.5020468516391698,6040.1868591913535,8537.502957164304,1.2951151956650757,0.6467218237783919,0.9789400218413575,0.031911162663753934,,,,,2.5,2.1213203435596424,1.5,0.7071067811865476,0.04200389092667167,0.006905751707636089
remove_Q,2,100.14384820954788,141.3747799763016,20056.420716093475,28335.630678207945,0.378663306826149,0.05481749292521837,364.31230283584466,511.76672337822333,1.453392953211821,0.3595478195529238,867.5072797751739,1209.551865384231,878.682435067346,1198.1372565568622,2.5,2.1213203435596424,1.5,0.7071067811865476,0.04200389092667167,0.006905751707636089
zero_context,2,0.010632189488590477,0.0064884106783186825,1.4709215749871731,0.36762831045696787,6912.024758901193,9769.495901507355,1.109103042127982,0.5536434230061011,0.96232437929056,0.05535681665386564,,,,,2.5,2.1213203435596424,1.5,0.7071067811865476,0.04200389092667167,0.006905751707636089
