checkpoint,ell,n,candidate_rank_mean,candidate_rank_std,causal_damage_tau_mean,causal_damage_tau_std,causal_max_damage_mean,causal_max_damage_std,causal_max_keep_mean,causal_max_keep_std,causal_mean_damage_mean,causal_mean_damage_std,causal_min_kept_damage_mean,causal_min_kept_damage_std,causal_sum_kept_damage_mean,causal_sum_kept_damage_std,d_x_mean,d_x_std,ell_mean,ell_std,entropy_rank_mean,entropy_rank_std,gamma_mean,gamma_std,hidden_s_mean,hidden_s_std,min_explainable_frac_mean,min_explainable_frac_std,n_causal_mean,n_causal_std,n_heads_mean,n_heads_std,n_layers_mean,n_layers_std,participation_rank_mean,participation_rank_std,s_mean,s_std,val_capture_mean,val_capture_std,val_explainable_frac_mean,val_explainable_frac_std,val_full_resid_ratio_mean,val_full_resid_ratio_std,val_resid_ratio_mean,val_resid_ratio_std,val_total_norm_mean,val_total_norm_std
H1,0.0,4,5.0,0.0,0.01,0.0,2.324724343732571,3.0582778820886105,0.0,0.0,0.8039308336366097,0.6577431942697394,0.15865649684407868,0.07003501690278545,4.019654168183049,3.2887159713486964,5.0,0.0,0.0,0.0,3.0084639420326287,0.32967018487002575,0.95,0.0,5.0,0.0,0.001,0.0,8.0,0.0,1.0,0.0,8.0,0.0,2.4605044883772225,0.393368042832846,5.0,0.0,1.0,0.0,0.9999954602871455,4.603382121941347e-06,0.001962373179603694,0.0009583349160763814,0.001962373179603694,0.0009583349160763814,2687.4755663458213,1167.394949079329
H1,1.0,4,16.0,0.0,0.01,0.0,1.6901668977490705,1.9714623994915832,0.0,0.0,0.11011800140939773,0.12394961775174994,0.15996376392904327,0.17922492908707155,1.7013157450358745,1.9764741955323715,5.0,0.0,1.0,0.0,2.1921331359863054,0.9636779022324878,0.95,0.0,7.25,4.924428900898052,0.001,0.0,8.0,0.0,1.0,0.0,8.0,0.0,1.4192080364999935,0.37200301645772477,2.0,1.4142135623730951,0.9544775604037574,0.004716604237889697,0.9273330669297841,0.04696047916564485,0.25873708531485357,0.08734646532042138,0.3345219706673139,0.06329343289345603,11.028873884714745,4.516179088715736
H1,2.0,4,16.0,0.0,0.01,0.0,0.009562293786648898,0.005261255182984764,0.0,0.0,0.004023485423587458,0.0012343974259004839,0.004231884084941532,0.008463768169883064,0.008590861273161311,0.017181722546322623,5.0,0.0,2.0,0.0,9.119627396095229,2.200790310807719,0.95,0.0,14.25,0.5,0.001,0.0,8.0,0.0,1.0,0.0,8.0,0.0,5.841650760013492,2.286785594181355,0.5,1.0,0.9630035366886167,0.005899824908136082,0.7710767260400958,0.07859066781980378,0.472987417903663,0.08331607659705671,0.5034350148831551,0.07385219438732005,3.579229889408831,0.7385464799714441
H1,3.0,4,16.0,0.0,0.01,0.0,0.0064826648258407985,0.0028351879062463604,0.0,0.0,0.002517664917539987,0.0008324270250534097,0.002625223182716946,0.005250446365433893,0.002625223182716946,0.005250446365433893,5.0,0.0,3.0,0.0,9.992929283445925,1.7747418436841764,0.95,0.0,14.75,0.5,0.001,0.0,8.0,0.0,1.0,0.0,8.0,0.0,6.53611718925441,2.0672443194871235,0.25,0.5,0.9651267954654245,0.007270794110372658,0.7543010650799802,0.0988859101756538,0.48787300717613186,0.10118539940026985,0.5157815243397368,0.09074280731367788,3.4573479272526475,0.7928892082896877
H1,4.0,4,16.0,0.0,0.01,0.0,0.0067709466534688735,0.006719832910169245,0.0,0.0,0.0022469893164301716,0.0008454455087004846,0.004190921045866245,0.00838184209173249,0.004190921045866245,0.00838184209173249,5.0,0.0,4.0,0.0,13.848925019585755,1.627705740202931,0.95,0.0,15.0,0.816496580927726,0.001,0.0,8.0,0.0,1.0,0.0,8.0,0.0,10.035295769735455,1.638505376622278,0.25,0.5,0.9701446432573476,0.021067098209455504,0.6587394610482263,0.10060680864373547,0.5793077637084318,0.08689498534684312,0.5978206548276136,0.07576279977448717,3.480836363181346,0.599536498028663
H1,5.0,4,16.0,0.0,0.01,0.0,8.57491970977304,16.671777546586313,0.0,0.0,0.5376291611780493,1.0422422637434965,8.57491970977304,16.671777546586313,8.57491970977304,16.671777546586313,5.0,0.0,5.0,0.0,2.011261592600172,0.6936991165850644,0.95,0.0,4.75,2.8722813232690143,0.001,0.0,8.0,0.0,1.0,0.0,8.0,0.0,1.30579466235169,0.21817121122703245,1.0,0.0,0.9606140388783744,0.012614924219604055,0.9588999831321208,0.02706969206213304,0.195180809304474,0.06329263829884056,0.2748410448057069,0.06478900759581735,11.788289280521361,3.1725385778100272
H1,6.0,4,16.0,0.0,0.01,0.0,0.4160659181277071,0.20586371953342786,0.0,0.0,0.02709893504534333,0.012969063188259565,0.4160659181277071,0.20586371953342786,0.4160659181277071,0.20586371953342786,5.0,0.0,6.0,0.0,1.1218139921362102,0.10343019630743537,0.95,0.0,1.0,0.0,0.001,0.0,8.0,0.0,1.0,0.0,8.0,0.0,1.0307252042884787,0.02854423145522106,1.0,0.0,0.9913183313179551,0.0029314545117566752,0.9935039486359967,0.0019202895474643201,0.07991113998165336,0.012124964375769813,0.12217672429035763,0.016035880152075726,39.55231959644897,7.484824018599392
H1,7.0,4,16.0,0.0,0.01,0.0,0.009679187977356042,0.007460677820483429,0.0,0.0,0.0010263695101839973,0.0004954154291139527,0.005203935554280605,0.01040787110856121,0.005203935554280605,0.01040787110856121,5.0,0.0,7.0,0.0,4.705998187077023,2.6074051574040964,0.95,0.0,11.5,3.0,0.001,0.0,8.0,0.0,1.0,0.0,8.0,0.0,2.4365612297750854,1.1856122836104532,0.25,0.5,0.9574672923879528,0.006839659468266389,0.8371847655676115,0.07187277340524346,0.39624753993246054,0.0879630341287257,0.4406630393861835,0.07536057014370444,9.08363253956383,1.7152509735408696
H1,8.0,4,16.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,8.0,0.0,4.751294354043546,2.663583377615239,0.95,0.0,11.5,3.0,0.001,0.0,8.0,0.0,1.0,0.0,8.0,0.0,2.454103145687523,1.2114420506012702,0.0,0.0,0.9564431388796435,0.006758498883237143,0.8329582218423945,0.06996996465284695,0.4020005838591916,0.08514543428323933,0.44675800979375924,0.07147435479719975,8.927480489747396,1.6141199197917293
H2,0.0,4,5.75,1.5,0.01,0.0,15.51662818420387,15.140757662894707,0.0,0.0,6.111698952535967,7.03744873253668,0.9908625312658996,1.5727066130186567,30.810809353110173,34.91379484384488,5.0,0.0,0.0,0.0,2.8704926672788575,0.39287359819339174,0.95,0.0,5.0,0.0,0.001,0.0,8.0,0.0,2.0,0.0,8.0,0.0,2.3804618963082906,0.429846521417147,5.0,0.0,0.9999994972229571,1.0055540857201173e-06,0.9999859767885548,2.4420966759080396e-05,0.002773776398324407,0.0029050245982415843,0.0028087560333110726,0.002974749865396261,3884.022588963901,2120.7261563904312
