exp,checkpoint,checkpoint_file,sweep,sweep_val,d_x,d_model,n_layers,n_heads,episode,probe_kind,selection_mode,gamma,min_explainable_frac,n_causal,causal_damage_tau,causal_max_keep,tau_sv,n_build,n_val,n_eval,B_nat,dim_R_nat,dim_over_nctx,dim_over_rT,r_eff_T_task,mean_s,mean_hidden_s,sum_candidate_rank,mean_candidate_rank,max_causal_damage,mean_causal_damage,sum_kept_causal_damage,E_F_T,E_TQ_T,E_F_TQ,X_use,X_sub,max_val_closure,mean_val_closure,max_build_closure,mean_build_closure,max_val_refinement,mean_val_refinement,max_build_refinement,mean_build_refinement,s_list,candidate_ranks,mse_model,mse_krr,mse_ratio,E_pointwise_F_T
2a,H1,model_H1.pt,head,1,5,128,8,1,0,task,causal,0.95,0.001,8,0.01,0,0.001,8,16,16,84,5,0.10638297872340426,1.0,5,1.2222222222222223,10.0,133,14.777777777777779,1.6518033842400393,0.06595591043024826,4.30481212906429,0.014825281136774908,6.274513058840665e-13,0.01482528113679311,0.9997822931963112,1.0,0.045282672296996805,0.013769470893123876,0.04076434894186054,0.012983611023115453,0.9999952201596713,0.8887212650215245,0.9999952559189181,0.88874566482178,"[5, 4, 0, 0, 0, 1, 1, 0, 0]","[5, 16, 16, 16, 16, 16, 16, 16, 16]",0.0110898260194221,0.00908535304734616,1.2206268663011888,0.013277557197945267
2a,H1,model_H1.pt,head,1,5,128,8,1,1,task,causal,0.95,0.001,8,0.01,0,0.001,8,16,16,60,5,0.10638297872340426,1.0,5,0.8888888888888888,7.777777777777778,133,14.777777777777779,1.120471192080058,0.07037678018365409,3.834422928938224,0.01457800141976096,1.9125035085994484e-13,0.014578001419789032,0.9997859828972838,1.0,0.046649113850886444,0.018861115534458617,0.048171980247598785,0.020664408077133673,0.9999933796764966,0.8886347773549511,0.9999960175200104,0.888583808671132,"[5, 1, 0, 0, 0, 1, 1, 0, 0]","[5, 16, 16, 16, 16, 16, 16, 16, 16]",0.02933019499604994,0.026254245678620024,1.1171600721301544,0.021321426947225313
2a,H1,model_H1.pt,head,1,5,128,8,1,2,task,causal,0.95,0.001,8,0.01,0,0.001,8,16,16,76,5,0.10638297872340426,1.0,5,1.2222222222222223,10.666666666666666,133,14.777777777777779,0.6425629833177832,0.05875886095080693,3.5468842037565875,0.01606643352076084,4.3666037240339533e-13,0.01606643352081246,0.99973906704594,1.0,0.08070674228874239,0.023021255357712527,0.0861335852086147,0.02363019781760862,0.9999874316606578,0.8883851346067247,0.9999922524660806,0.8883269921500001,"[5, 1, 2, 0, 0, 1, 1, 1, 0]","[5, 16, 16, 16, 16, 16, 16, 16, 16]",0.06383933053878482,0.03693770391624064,1.7282972077405214,0.029030837140730417
2a,H1,model_H1.pt,head,1,5,128,8,1,3,task,causal,0.95,0.001,8,0.01,0,0.001,8,16,16,79,5,0.10638297872340426,1.0,5,1.2222222222222223,9.333333333333334,133,14.777777777777779,33.58073173145577,0.4665046441851314,47.24414666694368,0.016580054856478028,2.4447894780629307e-13,0.016580054856452867,0.9997241551990514,1.0,0.03745949753593868,0.012209101044067382,0.038191342877789365,0.011993386819758957,0.9999941295421946,0.8887634721275041,0.9999940283803626,0.888764255576768,"[5, 2, 0, 1, 1, 1, 1, 0, 0]","[5, 16, 16, 16, 16, 16, 16, 16, 16]",0.031844502173449085,0.029139727936554498,1.092820847290807,0.014760456409249173
2a,H2,model_H2.pt,head,2,5,128,8,2,0,task,causal,0.95,0.001,8,0.01,0,0.001,8,16,16,62,5,0.10638297872340426,1.0,5,1.0,10.11111111111111,133,14.777777777777779,5.656775742085124,0.348795442269058,16.244544798583355,0.010979592970561756,2.75650172961012e-13,0.01097959297048162,0.9998809029439055,1.0,0.028222554687609338,0.014188920796664681,0.0320087509688433,0.016191827485973274,0.9999966013771489,0.888755087513069,0.9999959738161569,0.8887103341231025,"[5, 1, 0, 0, 0, 1, 1, 1, 0]","[5, 16, 16, 16, 16, 16, 16, 16, 16]",0.029487544152185158,0.022980571072310912,1.2831510609287877,0.010364423139270747
2a,H2,model_H2.pt,head,2,5,128,8,2,1,task,causal,0.95,0.001,8,0.01,0,0.001,8,16,16,62,5,0.10638297872340426,1.0,5,1.0,10.88888888888889,133,14.777777777777779,34.422609940938614,1.8187846405954504,82.28276381962678,0.008831536692383351,3.324216080677111e-13,0.008831536692275613,0.9999216240425827,1.0,0.02440795221864978,0.012904221461718322,0.0222902581736643,0.01107740878534716,0.9999942821200459,0.888780354138131,0.9999966340554691,0.8888057942453658,"[5, 1, 0, 0, 0, 1, 1, 1, 0]","[5, 16, 16, 16, 16, 16, 16, 16, 16]",0.007863530761790694,0.007424909759986968,1.059074253557594,0.008944929690480165
2a,H2,model_H2.pt,head,2,5,128,8,2,2,task,causal,0.95,0.001,8,0.01,0,0.001,8,16,16,62,5,0.10638297872340426,1.0,5,1.0,11.333333333333334,133,14.777777777777779,352.5125335428154,2.9771919350843254,376.72797714360127,0.009135825058171024,3.004051967948914e-13,0.00913582505822166,0.9999158690635619,1.0,0.028311049658817547,0.015972061051714045,0.027180566798177652,0.015498714958986517,0.9999951121727791,0.8887234671425323,0.9999934430235616,0.888733824476885,"[5, 1, 0, 0, 0, 1, 1, 1, 0]","[5, 16, 16, 16, 16, 16, 16, 16, 16]",0.021788016186555847,0.016677301372968283,1.3064473501613014,0.009692765612760267
2a,H2,model_H2.pt,head,2,5,128,8,2,3,task,causal,0.95,0.001,8,0.01,0,0.001,8,16,16,74,5,0.10638297872340426,1.0,5,1.1111111111111112,13.0,136,15.11111111111111,1.1915595566662383,0.044176498578801765,3.540098689091205,0.007491918719852522,8.589726955574522e-14,0.0074919187198584656,0.9999435875767902,1.0,0.06867789467767672,0.02869863820498617,0.08762408571301078,0.03158392710826473,0.9999839776728722,0.8882812603625355,0.9999899395570352,0.8880488960320747,"[5, 3, 0, 0, 0, 0, 1, 1, 0]","[8, 16, 16, 16, 16, 16, 16, 16, 16]",0.005692102808031774,0.005158687596626393,1.1034013402467358,0.008481302809750133
2a,H8,model_H8.pt,head,8,5,128,8,8,0,task,causal,0.95,0.001,8,0.01,0,0.001,8,16,16,60,5,0.10638297872340426,1.0,5,0.8888888888888888,8.777777777777779,133,14.777777777777779,624.911152128495,15.645879150297207,704.2371141900301,0.008896730809647323,6.356706162405804e-13,0.008896730809683428,0.9999208553772314,1.0,0.014867836614864332,0.009063078365240555,0.017246363960896398,0.010199204718351442,0.9999957104069754,0.8888379740570119,0.9999968283406807,0.888823475823784,"[5, 1, 0, 0, 0, 1, 1, 0, 0]","[5, 16, 16, 16, 16, 16, 16, 16, 16]",0.022332943640129832,0.013260377865662672,1.684186066670112,0.01314396656594875
2a,H8,model_H8.pt,head,8,5,128,8,8,1,task,causal,0.95,0.001,8,0.01,0,0.001,8,16,16,62,5,0.10638297872340426,1.0,5,1.0,7.555555555555555,134,14.88888888888889,65.49899003887847,2.0152810281851345,109.01562593144764,0.008864812476900772,1.8276180819710658e-13,0.008864812476872042,0.9999207947914867,1.0,0.03427701418938188,0.019937297541669827,0.03526588442030183,0.020552201104711145,0.999995978617057,0.8886372748157838,0.9999958960431362,0.8886155410477546,"[5, 1, 0, 0, 0, 1, 1, 1, 0]","[6, 16, 16, 16, 16, 16, 16, 16, 16]",0.009802559092066069,0.00857505277047844,1.1431485443230855,0.006352407352818611
2a,H8,model_H8.pt,head,8,5,128,8,8,2,task,causal,0.95,0.001,8,0.01,0,0.001,8,16,16,66,5,0.10638297872340426,1.0,5,1.0,10.666666666666666,136,15.11111111111111,0.3758950458612787,0.022618381059508835,1.7000139768673355,0.017946185784482316,1.3021342435371298e-13,0.017946185784534847,0.9996811645182896,1.0,0.06433192952366444,0.03355220046481133,0.05021091835422841,0.023696568705481688,0.9999844816369482,0.8881766405395913,0.9999932122280027,0.8884900322279022,"[5, 2, 0, 0, 0, 0, 1, 1, 0]","[8, 16, 16, 16, 16, 16, 16, 16, 16]",0.006096006335594872,0.008551043278909758,0.7128962088906773,0.010101345582737946
2a,H8,model_H8.pt,head,8,5,128,8,8,3,task,causal,0.95,0.001,8,0.01,0,0.001,8,16,16,62,5,0.10638297872340426,1.0,5,1.0,9.0,133,14.777777777777779,24.801026340589832,0.7214270063984007,32.89758203716846,0.008875653447675927,9.987320811833838e-13,0.008875653447654902,0.999921413140857,1.0,0.033840097477340285,0.0193085331948905,0.04100826085258151,0.022908858448626435,0.9999948623646012,0.8886492158181777,0.9999959976327158,0.8885386562093502,"[5, 1, 0, 0, 0, 1, 1, 1, 0]","[5, 16, 16, 16, 16, 16, 16, 16, 16]",0.005565608980200365,0.006416512825356142,0.867388429149045,0.012184128154601554
