episode,r_eff_T_task,r_eff_T_task_strict,rank_tau_task,krr_risk_total,krr_signal_total,E_F_T,F_T_excess_over_krr_risk
0,24,46,0.04238617425905932,4.439737138158243,123.56026286184327,0.0283725276610526,0.018742091771955908
1,26,48,0.043411132915273216,4.649158495987843,123.35084150401323,0.03421330105604853,0.02371902557658775
2,24,48,0.04759345267870648,5.547436026098395,122.45256397390096,0.03155938143465857,0.022742242728661516
3,26,47,0.04153833341576127,4.269764966266145,123.73023503373425,0.02982981929998895,0.02122314262344057
4,24,47,0.04539436881486867,5.06645696235833,122.93354303764188,0.036474631818434654,0.01863467587576416
5,22,46,0.041459167969409357,4.2540458706556405,123.74595412934568,0.023545137441528762,0.019650812744885247
6,26,47,0.04705888419056818,5.428774171015665,122.57122582898556,0.030213058868526856,0.01957836687638412
7,26,48,0.0440283679166992,4.777335746808584,123.22266425319314,0.030469197735062414,0.018325974279507416
