name,n,point_err_mean,point_err_std,point_drift_mean,point_drift_std,E_F_T_mean,E_F_T_std,E_F_TQ_mean,E_F_TQ_std,damage_vs_base_mean,damage_vs_base_std,mse_ratio_mean,mse_ratio_std,rank_Q_mean,rank_Q_std,candidate_dim_mean,candidate_dim_std,r_T_mean,r_T_std,rho_TQ_mean,rho_TQ_std,reach_alpha_mean,reach_alpha_std
base,8,0.11107929227414608,0.08247859518575452,0.0,0.0,0.09874984342475535,0.04635335246911915,0.11524358180735281,0.05937264755382512,0.0,0.0,1.1562679925308603,0.19161532957424468,21.375,5.804862493757158,46.5,1.0690449676496976,21.0,5.477225575051661,0.04101388415292959,0.008027639640532458,1.0,0.0
keep_Q,8,0.1774775900420455,0.12417208999081641,0.1544262834275023,0.08535445230387079,0.15646788214358526,0.06880549338323831,0.1418084367937582,0.06469878248429099,0.1563805323906391,0.07215902255161498,1.1562679925308603,0.19161532957424468,21.375,5.804862493757158,46.5,1.0690449676496976,21.0,5.477225575051661,0.04101388415292959,0.008027639640532458,1.0,0.0
remove_Q,8,0.646205295807116,0.32074510079046675,0.6398878232414995,0.3277871156799088,0.5922630113118658,0.2630242459253483,0.5934647305502541,0.26348283390781363,0.5808273417176121,0.26100982507454623,1.1562679925308603,0.19161532957424468,21.375,5.804862493757158,46.5,1.0690449676496976,21.0,5.477225575051661,0.04101388415292959,0.008027639640532458,1.0,0.0
