episode,basis,layer,rank,candidate_dim,r_eff_T_task,r_eff_T_task_strict,op_excess_over_krr_risk,op_signal_error,model_excess_over_krr_risk,model_signal_error,E_F_T,F_T_excess_over_krr_risk
0,response,0,0,16,19,30,13.771586436489985,0.9999999999999961,11.160886641131794,0.9002380443577106,0.11580459465242571,0.1412975449703579
0,response,0,1,16,19,30,4.540037145528484,0.5741663243638253,4.090369598467588,0.5449909490577168,0.11580459465242571,0.1412975449703579
0,response,0,2,16,19,30,3.5992717658234983,0.5112288258060718,3.0527397636276317,0.4708178347189508,0.11580459465242571,0.1412975449703579
0,response,0,3,16,19,30,2.7680815192691774,0.4483296398501696,2.3399246105038833,0.4122009102298432,0.11580459465242571,0.1412975449703579
0,response,0,4,16,19,30,1.9884139718054552,0.379980593642539,1.7996494517352084,0.3614947322496464,0.11580459465242571,0.1412975449703579
0,response,0,5,16,19,30,1.269716792930867,0.30364172192479744,1.1828511501414223,0.2930711457001633,0.11580459465242571,0.1412975449703579
0,response,0,6,16,19,30,0.7206695010825349,0.22875789172691485,0.7123073620215779,0.22742684696387794,0.11580459465242571,0.1412975449703579
0,response,0,7,16,19,30,0.655903299133961,0.218236768126023,0.6634676238558591,0.21949158835158686,0.11580459465242571,0.1412975449703579
0,response,0,8,16,19,30,0.6072934760417565,0.20999421060076345,0.6589304766554833,0.2187398003049572,0.11580459465242571,0.1412975449703579
0,response,0,9,16,19,30,0.5625169115145612,0.20210441724473016,0.614379343796372,0.21121575829768957,0.11580459465242571,0.1412975449703579
0,response,0,10,16,19,30,0.5224885510548648,0.19478091565632122,0.563538601342819,0.2022878733755633,0.11580459465242571,0.1412975449703579
0,response,0,11,16,19,30,0.4857676188784667,0.18781154900360386,0.5243028217953515,0.19511879777465688,0.11580459465242571,0.1412975449703579
0,response,0,12,16,19,30,0.45320669040644207,0.18140788921494708,0.4892821154219277,0.18848972662957275,0.11580459465242571,0.1412975449703579
0,response,0,13,16,19,30,0.43283962971650297,0.17728480837453736,0.4644444405455419,0.18364321963057997,0.11580459465242571,0.1412975449703579
0,response,0,14,16,19,30,0.4188320090660136,0.1743925573612235,0.4415386257815042,0.17905743737205476,0.11580459465242571,0.1412975449703579
0,response,0,15,16,19,30,0.40909016044690977,0.17235247757232466,0.4375286252219699,0.17824249381911794,0.11580459465242571,0.1412975449703579
0,response,0,16,16,19,30,0.402769700321996,0.17101586830751883,0.42538996485922737,0.17575254966493162,0.11580459465242571,0.1412975449703579
0,raw,0,0,7,19,30,13.771586436489985,0.9999999999999961,11.160886641131794,0.9002380443577106,0.11580459465242571,0.1412975449703579
0,raw,0,1,7,19,30,4.546602919589365,0.5745813522854932,4.0926181517000275,0.5451407243732365,0.11580459465242571,0.1412975449703579
0,raw,0,2,7,19,30,3.581006429850699,0.5099300015315259,3.010059478239698,0.4675150031476016,0.11580459465242571,0.1412975449703579
