exp,checkpoint,checkpoint_file,episode,d_x,n_layers,n_heads,selection_mode,span_mode,kernel_family,kernel_lengthscale,kernel_signal_var,excess_risk_frac,gamma,min_explainable_frac,n_causal,causal_damage_tau,causal_max_keep,ell,s,hidden_s,candidate_rank,participation_rank,entropy_rank,val_total_norm,val_explainable_frac,val_capture,val_resid_ratio,val_full_resid_ratio,top_singular_values_json,causal_max_damage,causal_mean_damage,causal_min_kept_damage,causal_sum_kept_damage,causal_selected_indices_json,causal_damages_json
2b,dx40,/Users/fernandoruizmazo/Documents/GitHub/mech-ICL-KRR/dx40_scale_aware_gated_s122/minimal_scale_canonical_single_dx40_tau16_am2p0_2p0_inv_rank_bs16_ga1_150000_s122.best.pt,1,40,8,4,causal,seed,linear,nan,nan,0.05,0.95,0.001,8,0.05,0,1.0,1.0,38.0,40.0,9.691270855903264,11.86670695461313,15.611403675978451,0.9453626608771786,0.9536982133512327,0.31370259698073816,0.2337463136026262,"[5.751508290210779, 4.9469390103858695, 4.620619791952057, 3.96880933759625, 3.643549670600771, 3.59019571703934, 3.4308551945813033, 3.1233344883955136]",0.05930478391376629,0.00744303118906888,0.05930478391376629,0.05930478391376629,[12],"[0.0075427772170890955, 0.004326329670413342, 0.0049923219004467554, 0.004609640453285563, 0.00359071116904756, 0.003427894715924543, 0.003706566115247254, 0.008165772765539564, 0.005138133743757275, 0.0026893109772861495, 0.0065987378025633165, 0.004799210551201599, 0.05930478391376629, 0.005374957856141469, 0.012841553905219667, 0.005108559362668401, 0.00799580756065616, 0.00632546764890822, 0.0044300743977048074, 0.0059843858699993495, 0.007290172338949373, 0.004370370416655646, 0.011794157005602955, 0.011334229589702252, 0.005132756340569338, 0.013701037917191924, 0.003948149221024585, 0.004237933569227646, 0.011957032820120861, 0.007813297965081198, 0.004885594160284692, 0.003950145554155189, 0.004912902662368313, 0.007382154394880559, 0.006703427285990209, 0.003955218443814925, 0.006362642784202952, 0.004560231715422129, 0.004251873974872337, 0.002224921805771737]"
2b,dx40,/Users/fernandoruizmazo/Documents/GitHub/mech-ICL-KRR/dx40_scale_aware_gated_s122/minimal_scale_canonical_single_dx40_tau16_am2p0_2p0_inv_rank_bs16_ga1_150000_s122.best.pt,1,40,8,4,causal,seed,linear,nan,nan,0.05,0.95,0.001,8,0.05,0,2.0,0.0,38.0,40.0,10.264073526941244,12.654270938640316,13.565790580238726,0.947135463945697,0.9694140061044008,0.2860657539322749,0.22992289154039777,"[5.362404763401263, 4.556691236758079, 4.300993119515112, 3.7401901035931124, 3.5802129199626815, 3.338738425234458, 3.2341686277614854, 2.836692708461591]",0.01827995638105026,0.006551912089512548,0.0,0.0,[],"[0.006709756042757788, 0.005007085520483978, 0.004657388931059724, 0.004523731948608895, 0.003088000206439034, 0.0026778109623182833, 0.0039591132032239735, 0.007222951741567561, 0.005658936591466323, 0.006664759726854149, 0.0118609070236914, 0.0069368722371457095, 0.0065867602963691286, 0.007549499252036616, 0.01827995638105026, 0.011006393855418312, 0.004775971538866903, 0.0056060568060942945, 0.0073676664676950825, 0.006278495268231888, 0.004821236007998855, 0.013551486476217687, 0.013084378733807628, 0.005954278879815062, 0.011474832381592328, 0.00506779240843426, 0.0032697058768283173, 0.009490935229244025, 0.00808510798044507, 0.0031930362251240334, 0.00815796413945161, 0.003961206298819277, 0.004094660135170237, 0.005480288462923829, 0.007713916605662176, 0.0028716285968047447, 0.0035416261874212326, 0.005026417309489083, 0.003941503405188353, 0.0028763682386848633]"
2b,dx40,/Users/fernandoruizmazo/Documents/GitHub/mech-ICL-KRR/dx40_scale_aware_gated_s122/minimal_scale_canonical_single_dx40_tau16_am2p0_2p0_inv_rank_bs16_ga1_150000_s122.best.pt,1,40,8,4,causal,seed,linear,nan,nan,0.05,0.95,0.001,8,0.05,0,3.0,0.0,38.0,40.0,11.190043667113061,13.42939491258474,13.372701500321709,0.9426170649970494,0.9574214149866934,0.3122790992684431,0.2395473544060653,"[5.334442283704332, 4.574954656359523, 4.342833035865066, 3.849526270317762, 3.702274141389604, 3.4045259825076073, 3.2855527537324956, 3.0777455394821542]",0.018150756382420336,0.006328046713778478,0.0,0.0,[],"[0.006500430697529596, 0.004146643813027504, 0.005394902088025328, 0.003067324030195978, 0.0038476125245685447, 0.0026194120074060595, 0.005984064682998481, 0.014658961997663188, 0.015281982268605412, 0.007669988550862185, 0.0028055972507538786, 0.013000648909427906, 0.005152891238026014, 0.0034768467232955415, 0.010365235978393682, 0.005895795790115873, 0.005674681960916916, 0.0035061832199166543, 0.009484517897333037, 0.0038436418120344922, 0.007687198727102743, 0.018150756382420336, 0.010816550857936964, 0.00835687391050817, 0.009580500231628545, 0.00704831052413908, 0.006304923863013066, 0.003596407009673167, 0.003455391374718997, 0.005856002051590873, 0.004231746113019863, 0.0029069546126237376, 0.005106097769391866, 0.005149345347563184, 0.004436662521829883, 0.0036683738911750864, 0.0029695961885018145, 0.0044524134030998214, 0.0041293061531411275, 0.002841094176964515]"
2b,dx40,/Users/fernandoruizmazo/Documents/GitHub/mech-ICL-KRR/dx40_scale_aware_gated_s122/minimal_scale_canonical_single_dx40_tau16_am2p0_2p0_inv_rank_bs16_ga1_150000_s122.best.pt,1,40,8,4,causal,seed,linear,nan,nan,0.05,0.95,0.001,8,0.05,0,4.0,0.0,38.0,40.0,11.544385463439955,13.64604556985902,14.128588441334383,0.9440559588855191,0.9578972692447886,0.30934022526868565,0.23652492704676176,"[5.521422049421512, 4.7767792297532266, 4.561903813276251, 4.168453919627439, 3.9281550926395115, 3.6307254153989414, 3.5757712307588534, 3.4149096466406776]",0.021352694016782095,0.005645239539763379,0.0,0.0,[],"[0.005641216028885364, 0.00510623401470667, 0.005762948550906941, 0.005939039018539351, 0.006106103847376891, 0.018923458174261183, 0.009515431108590742, 0.002236304160569216, 0.0052313725956396285, 0.006020515338864624, 0.0020359061837407428, 0.00542385048611134, 0.0027451167321240347, 0.003123842888037495, 0.005244418324701285, 0.004594804852270291, 0.004802787557580394, 0.0036372438499897132, 0.008063741305279436, 0.0030713085421439352, 0.021352694016782095, 0.010428556687813017, 0.014495657424728576, 0.009693984822995527, 0.0025123489390129023, 0.0051184473747984925, 0.0056534942120838915, 0.004171034005111186, 0.0034459317921352083, 0.0042432852023656644, 0.0027292516651605467, 0.0033540020850340727, 0.003885495566388622, 0.0035284592227854718, 0.0022267232555329914, 0.00311331888265034, 0.004459277528123216, 0.0013935317946290433, 0.004104411141790388, 0.0026740324102946245]"
2b,dx40,/Users/fernandoruizmazo/Documents/GitHub/mech-ICL-KRR/dx40_scale_aware_gated_s122/minimal_scale_canonical_single_dx40_tau16_am2p0_2p0_inv_rank_bs16_ga1_150000_s122.best.pt,1,40,8,4,causal,seed,linear,nan,nan,0.05,0.95,0.001,8,0.05,0,5.0,0.0,38.0,40.0,11.709720163145661,13.740865113488933,16.447288935705497,0.9455264188152722,0.9624181655701597,0.30001366386495776,0.233395760854228,"[6.387998702398193, 5.518336882017261, 5.2501043403307435, 4.862531963690272, 4.59442089859487, 4.5299110097914435, 4.086571551973505, 3.999384830459443]",0.030812923279092727,0.006210958367017967,0.0,0.0,[],"[0.005787674950632226, 0.003714640019724433, 0.004720577043261594, 0.00606594581303541, 0.014478955065818611, 0.030812923279092727, 0.015411755325787594, 0.003662204680471521, 0.005041684100030453, 0.006045886771350905, 0.0025520950323811237, 0.0032971654775608567, 0.0028826937375139978, 0.003420395089219622, 0.004978207045895836, 0.004112506400881276, 0.006823323199268291, 0.0057525809090115424, 0.0065067597705894846, 0.025113611205427943, 0.012973877713709727, 0.011543227379483234, 0.005682479691648704, 0.007321992502403469, 0.0022902930954266103, 0.005649599103953382, 0.004032897334504305, 0.00509358356738494, 0.003520052789018988, 0.0036895758505209528, 0.004108323776106285, 0.003087044352831354, 0.0022231257215754923, 0.002276644301891074, 0.002339603902548266, 0.0023697704009814895, 0.002415232389703885, 0.0033725321443471225, 0.0018047974419557345, 0.0014620963037682286]"
2b,dx40,/Users/fernandoruizmazo/Documents/GitHub/mech-ICL-KRR/dx40_scale_aware_gated_s122/minimal_scale_canonical_single_dx40_tau16_am2p0_2p0_inv_rank_bs16_ga1_150000_s122.best.pt,1,40,8,4,causal,seed,linear,nan,nan,0.05,0.95,0.001,8,0.05,0,6.0,0.0,37.0,40.0,11.757829892098382,13.875410570742398,20.92749005436274,0.9461247119123207,0.9511674784308697,0.3163494009623225,0.23211050835254524,"[8.020771485983367, 7.03237885330007, 6.582903838511779, 6.3507558455992354, 5.856472656360506, 5.59517809842955, 5.311543344947956, 5.034596128683405]",0.031236243457712302,0.0057427211655622454,0.0,0.0,[],"[0.011665229196587851, 0.002927577799734796, 0.016771748122564795, 0.008941229361680217, 0.009882125796223233, 0.014988335753585392, 0.003026484281795642, 0.002571266450015053, 0.003206691719874631, 0.005996245725180275, 0.0017310770950328428, 0.005691571731651321, 0.002038333662398454, 0.00225913012720155, 0.004546262758578364, 0.003665273633686383, 0.006600798819708783, 0.00554907281279572, 0.01589614561275997, 0.031236243457712302, 0.003767265955436104, 0.006339670698603559, 0.004616206608250887, 0.0032869770245972318, 0.011753735294608, 0.00392600140746571, 0.003997972454948386, 0.003447389778884386, 0.003821510250203693, 0.0038735719829306407, 0.002279679151361442, 0.0014995578704886613, 0.0016782719073173595, 0.0033667139813938836, 0.0030715150743159513, 0.002903454136565283, 0.0018009433200123757, 0.001352605780924763, 0.0020931902228524387, 0.001641769802561489]"
2b,dx40,/Users/fernandoruizmazo/Documents/GitHub/mech-ICL-KRR/dx40_scale_aware_gated_s122/minimal_scale_canonical_single_dx40_tau16_am2p0_2p0_inv_rank_bs16_ga1_150000_s122.best.pt,1,40,8,4,causal,seed,linear,nan,nan,0.05,0.95,0.001,8,0.05,0,7.0,0.0,38.0,40.0,11.950817020524184,14.134308816774473,32.19818273882065,0.9481081762693019,0.971006690138648,0.28174566166554077,0.2277977693716452,"[12.042322619722851, 11.057674181183865, 10.145564199154814, 9.85151908166657, 9.13029717136508, 8.651672950783013, 7.8559213631382985, 7.7715265975340415]",0.04197229476549616,0.004498750808138976,0.0,0.0,[],"[0.004740017833087762, 0.001975367397913026, 0.0029636197880485867, 0.0036227388762708145, 0.0030431298825402157, 0.005498117619739516, 0.0036950070359511693, 0.0054645021605779776, 0.009035367820418791, 0.004763167807839646, 0.0010765562736092767, 0.006681161608761398, 0.002017727295339216, 0.0014068419435977221, 0.003993601594269775, 0.002144097004958431, 0.004787385334228781, 0.0025885098026322173, 0.012789018132369124, 0.04197229476549616, 0.011675308265039418, 0.005139930308191653, 0.0034658745540058922, 0.00561825579186467, 0.0010946500966539192, 0.002080159711534375, 0.0014948311311146238, 0.007416761762864908, 0.0024998804758272052, 0.001339522803780966, 0.0022716108883284996, 0.0013892714743314633, 0.001527733704414337, 0.0011387283975416232, 0.0015935794045713984, 0.0016249001978636177, 0.000817815698641011, 0.0016084417683256424, 0.000746184448575887, 0.001148361464438304]"
2b,dx40,/Users/fernandoruizmazo/Documents/GitHub/mech-ICL-KRR/dx40_scale_aware_gated_s122/minimal_scale_canonical_single_dx40_tau16_am2p0_2p0_inv_rank_bs16_ga1_150000_s122.best.pt,1,40,8,4,causal,seed,linear,nan,nan,0.05,0.95,0.001,8,0.05,0,8.0,0.0,38.0,40.0,11.881679404617458,14.154760917508025,42.467847984881224,0.9540897808367423,0.9611313581788399,0.2880874747708224,0.21426670101361334,"[16.21410501503636, 14.395918641782464, 13.725392333689527, 12.817462889692333, 12.044283056251363, 11.185561721805804, 10.359577712278895, 10.334723159797962]",0.0,0.0,0.0,0.0,[],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2b,dx40,/Users/fernandoruizmazo/Documents/GitHub/mech-ICL-KRR/dx40_scale_aware_gated_s122/minimal_scale_canonical_single_dx40_tau16_am2p0_2p0_inv_rank_bs16_ga1_150000_s122.best.pt,2,40,8,4,causal,seed,linear,nan,nan,0.05,0.95,0.001,8,0.05,0,0.0,15.0,8.0,16.0,3.623430855552344,5.001429586841348,728.5969538222599,0.9903468272208251,0.9541600434084906,0.23462870316633594,0.09825056121557231,"[466.5558165647613, 334.78168049226343, 265.85406483455864, 192.39241889214665, 140.01977035597793, 121.78141890357553, 89.93941664029964, 61.648295019876095]",0.30601084427151326,0.13265477168032846,0.053786581841860207,2.077130842541086,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15]","[0.30601084427151326, 0.2847430162756782, 0.16428414457022608, 0.1775231643490718, 0.1273701195594508, 0.17465236605990178, 0.1739655065307639, 0.07044171301002976, 0.08051518066864874, 0.19872810766572738, 0.08780881700490513, 0.055877720036006384, 0.053786581841860207, 0.04534550434416955, 0.05909545062535022, 0.062328110071952374]"
2b,dx40,/Users/fernandoruizmazo/Documents/GitHub/mech-ICL-KRR/dx40_scale_aware_gated_s122/minimal_scale_canonical_single_dx40_tau16_am2p0_2p0_inv_rank_bs16_ga1_150000_s122.best.pt,2,40,8,4,causal,seed,linear,nan,nan,0.05,0.95,0.001,8,0.05,0,1.0,7.0,13.0,32.0,1.4393573996318303,2.121347987087043,64.17145835340169,0.9999999999999998,0.9531564662845406,0.21643367047541195,2.632964365098612e-13,"[11.868241969185156, 4.00043504299769, 1.9081744543794132, 1.6786001043045353, 1.433679308879548, 1.0714336464656362, 0.8626600848726415, 0.8140561341988904]",0.07301854237179599,0.031338953670128566,0.05181601216974964,0.44201203441597886,"[1, 2, 3, 5, 6, 8, 9]","[0.044117924195879774, 0.0723014248858415, 0.0637873203550813, 0.0659452523033654, 0.049039558261400766, 0.07301854237179599, 0.05320042440053927, 0.03534943148340653, 0.061943057929605735, 0.05181601216974964, 0.03135368608822132, 0.02576083595861568, 0.030580155658472545, 0.03167470663682099, 0.02229771228042099, 0.017064445774454946, 0.0225037102076962, 0.021683897311418482, 0.01867584769981169, 0.014736969136549876, 0.01241729719583317, 0.014186442263917003, 0.011527482831705033, 0.025200965088469796, 0.017880903591824336, 0.023430079591434356, 0.018273858493229617, 0.013318145912063001, 0.020535155531725656, 0.014177103881476825, 0.010208729174247255, 0.014839438779039467]"
2b,dx40,/Users/fernandoruizmazo/Documents/GitHub/mech-ICL-KRR/dx40_scale_aware_gated_s122/minimal_scale_canonical_single_dx40_tau16_am2p0_2p0_inv_rank_bs16_ga1_150000_s122.best.pt,2,40,8,4,causal,seed,linear,nan,nan,0.05,0.95,0.001,8,0.05,0,2.0,3.0,10.0,25.0,1.5292967860667535,2.0827601790570536,34.46814593041451,0.9999999999999992,0.9567753108265751,0.20790548134530787,1.4047973717180397e-13,"[10.656931341750731, 4.701696403739364, 1.7611081464408918, 1.1289603260273338, 0.7834290488680792, 0.751179270649371, 0.6062220090377369, 0.5104128143666269]",0.05669589342480148,0.023659606772327865,0.05064936792793398,0.16041264340156658,"[0, 1, 5]","[0.05064936792793398, 0.05306738204883111, 0.029214927830062666, 0.032811869322217295, 0.036903722342886795, 0.05669589342480148, 0.028605416520956665, 0.016121452736077055, 0.018192649141595223, 0.01666232143540966, 0.020047789573526008, 0.01350477527251887, 0.03437858620723536, 0.013971294147496007, 0.020550622626339644, 0.01799423639761255, 0.016701409467271278, 0.02065577103811231, 0.019126842660066003, 0.01858728660536547, 0.010059262386327612, 0.014231695473105205, 0.008814090373093, 0.009893400834954392, 0.014048103514401012]"
2b,dx40,/Users/fernandoruizmazo/Documents/GitHub/mech-ICL-KRR/dx40_scale_aware_gated_s122/minimal_scale_canonical_single_dx40_tau16_am2p0_2p0_inv_rank_bs16_ga1_150000_s122.best.pt,2,40,8,4,causal,seed,linear,nan,nan,0.05,0.95,0.001,8,0.05,0,3.0,0.0,17.0,22.0,4.578647291780264,7.493125631193622,12.49967537169828,0.9999999999999937,0.9596968571685335,0.20075642662555077,1.3201729930752137e-13,"[2.673307779300017, 1.7254156259550975, 1.3500117179265878, 1.1412638585453874, 0.98827717917149, 0.855563153348617, 0.7421450739008025, 0.6877112533140889]",0.0410872353358013,0.019484131542334998,0.0,0.0,[],"[0.028624236341512982, 0.031764512879527126, 0.028393250671113618, 0.018735569409856993, 0.01915098558378853, 0.014411878796691285, 0.017633738274015796, 0.01371800520730834, 0.026700805388165903, 0.020713662143520908, 0.020593786580981, 0.02131330381794435, 0.013309704704212394, 0.017169251692154892, 0.0410872353358013, 0.0170426789639185, 0.017604023760275863, 0.009487463112844497, 0.00989925989781129, 0.01285449707916298, 0.013987620103667796, 0.014455424187093679]"
2b,dx40,/Users/fernandoruizmazo/Documents/GitHub/mech-ICL-KRR/dx40_scale_aware_gated_s122/minimal_scale_canonical_single_dx40_tau16_am2p0_2p0_inv_rank_bs16_ga1_150000_s122.best.pt,2,40,8,4,causal,seed,linear,nan,nan,0.05,0.95,0.001,8,0.05,0,4.0,0.0,17.0,22.0,4.899305304208052,8.008378273962693,10.665190371174475,0.9999999999999912,0.9508436966036405,0.22171220849639878,9.233082796872972e-14,"[3.439342895069416, 2.1553514984358557, 1.6846683678061338, 1.5041739014768887, 1.4068034488956378, 1.2536669686868738, 1.0769449720599882, 0.893249423087591]",0.0362865874476263,0.01755983911932381,0.0,0.0,[],"[0.02419307662064632, 0.025404869321884637, 0.021355205346452497, 0.025449606765912042, 0.019513307444600923, 0.01907692081097021, 0.01654121744645673, 0.017268130531534743, 0.01383763185807664, 0.017547294244011993, 0.01680661924684887, 0.013817418045692382, 0.016606713182154734, 0.018029407352069503, 0.01823649177664595, 0.0362865874476263, 0.01425681651787863, 0.009184948167048455, 0.00717302375234669, 0.008600726055890467, 0.014046267239390313, 0.01308418145098482]"
