selection_rank,bank_index,bank_batch_index,bank_batch_member,bank_batch_size,name,replicate,state_idx,basis_layer,certificate,sampling_mode,profile,tau_actual,log10_lambda1,gamma,n_ctx,n_tgt,r_T,rank_Q,candidate_dim,rank_to_alpha,best_rank,rho_TQ,best_rho,reach_alpha,krr_mse,base_mse,mse,mse_ratio,mse_repair_factor,point_err,point_drift,E_F_T,E_F_TQ,damage_vs_base
40,39,39,0,1,zero_context,zero_context,1,8,certified,fixed_target_rich,minimal_step,5.153290748596191,0.472490131855011,,47,40,27,27,47,27,47,0.047188040182673065,6.939118350210814e-26,1.0,0.16803868785067136,0.22779034352569463,1.1621812451538758,6.916152821823124,0.19600242602050819,0.4862049076869141,0.49170584465347666,,,
40,39,39,0,1,keep_response_svd,keep_response_svd,1,8,certified,fixed_target_rich,minimal_step,5.153290748596191,0.472490131855011,,47,40,27,27,47,27,47,0.047188040182673065,6.939118350210814e-26,1.0,0.16803868785067136,0.22779034352569463,0.2877049551944015,1.712135216445348,0.7917498097027119,0.16536678489618736,0.1252450289878887,,,
40,39,39,0,1,keep_krr_oracle,keep_krr_oracle,1,8,certified,fixed_target_rich,minimal_step,5.153290748596191,0.472490131855011,,47,40,27,27,47,27,47,0.047188040182673065,6.939118350210814e-26,1.0,0.16803868785067136,0.22779034352569463,0.1835217426970757,1.0921398223495022,1.2412171995428873,0.1022855780936115,0.11137236274955417,,,
41,40,40,0,1,base,base,1,8,certified,fixed_target_rich,minimal_step,2.955656051635742,-1.377372920513153,,47,40,23,23,47,23,47,0.04161677623062564,5.688864596575216e-29,1.0,0.1335264199263766,0.1370298563498692,0.1370298563498692,1.0262377769539865,1.0,0.21323747760100636,0.0,0.10827241079405725,0.15127239932701228,0.0
41,40,40,0,1,keep_Q,keep_Q,1,8,certified,fixed_target_rich,minimal_step,2.955656051635742,-1.377372920513153,,47,40,23,23,47,23,47,0.04161677623062564,5.688864596575216e-29,1.0,0.1335264199263766,0.1370298563498692,0.14734770431102281,1.1035097353188004,0.9299761878924518,0.31875238126305233,0.2877069242708942,0.227477569000844,0.2034035629563209,0.22365909012496624
41,40,40,0,1,remove_Q,remove_Q,1,8,certified,fixed_target_rich,minimal_step,2.955656051635742,-1.377372920513153,,47,40,23,23,47,23,47,0.04161677623062564,5.688864596575216e-29,1.0,0.1335264199263766,0.1370298563498692,0.21725565441971,1.6270611803978554,0.630730908780607,0.85377997637032,0.8351050562199848,0.6831483225605111,0.6889237157470596,0.670574931488917
41,40,40,0,1,zero_context,zero_context,1,8,certified,fixed_target_rich,minimal_step,2.955656051635742,-1.377372920513153,,47,40,23,23,47,23,47,0.04161677623062564,5.688864596575216e-29,1.0,0.1335264199263766,0.1370298563498692,0.29713867966995533,2.2253175052082637,0.46116465383124855,0.9161701237195173,0.9188555443457426,,,
41,40,40,0,1,keep_response_svd,keep_response_svd,1,8,certified,fixed_target_rich,minimal_step,2.955656051635742,-1.377372920513153,,47,40,23,23,47,23,47,0.04161677623062564,5.688864596575216e-29,1.0,0.1335264199263766,0.1370298563498692,0.17656230706996962,1.3223024115176758,0.7760991494949476,0.34241785830284477,0.36596682617770443,,,
41,40,40,0,1,keep_krr_oracle,keep_krr_oracle,1,8,certified,fixed_target_rich,minimal_step,2.955656051635742,-1.377372920513153,,47,40,23,23,47,23,47,0.04161677623062564,5.688864596575216e-29,1.0,0.1335264199263766,0.1370298563498692,0.14734770431102281,1.1035097353188004,0.9299761878924518,0.31875238126305233,0.2877069242708942,,,
42,41,41,0,1,base,base,1,8,certified,fixed_target_rich,minimal_step,13.725255966186523,-0.20074254274368286,,47,40,29,29,47,29,47,0.048459876302901175,1.1252702134323224e-26,1.0,0.44292901228719134,0.4729394432903269,0.4729394432903269,1.067754493769031,1.0,0.06370112319101974,0.0,0.08992028754769543,0.09415844136419894,0.0
42,41,41,0,1,keep_Q,keep_Q,1,8,certified,fixed_target_rich,minimal_step,13.725255966186523,-0.20074254274368286,,47,40,29,29,47,29,47,0.048459876302901175,1.1252702134323224e-26,1.0,0.44292901228719134,0.4729394432903269,11521522688764.39,26012120157290.43,4.1048345437146956e-14,1581743.3019157837,1574713.0309453139,1154239.0371531185,1154239.0352982613,1154239.0349841057
42,41,41,0,1,remove_Q,remove_Q,1,8,certified,fixed_target_rich,minimal_step,13.725255966186523,-0.20074254274368286,,47,40,29,29,47,29,47,0.048459876302901175,1.1252702134323224e-26,1.0,0.44292901228719134,0.4729394432903269,4.739317431845203,10.699948073783593,0.09979062388023942,0.9970608939572205,0.9938174195673412,2.2243573221809254,2.223843359715418,2.227201058369571
42,41,41,0,1,zero_context,zero_context,1,8,certified,fixed_target_rich,minimal_step,13.725255966186523,-0.20074254274368286,,47,40,29,29,47,29,47,0.048459876302901175,1.1252702134323224e-26,1.0,0.44292901228719134,0.4729394432903269,4.507795225012032,10.177240821807393,0.10491591114568975,0.9159144874626239,0.91536128421287,,,
42,41,41,0,1,keep_response_svd,keep_response_svd,1,8,certified,fixed_target_rich,minimal_step,13.725255966186523,-0.20074254274368286,,47,40,29,29,47,29,47,0.048459876302901175,1.1252702134323224e-26,1.0,0.44292901228719134,0.4729394432903269,0.5166974162164559,1.1665467871439268,0.9153121893921028,0.17451660126644838,0.1906773126285382,,,
42,41,41,0,1,keep_krr_oracle,keep_krr_oracle,1,8,certified,fixed_target_rich,minimal_step,13.725255966186523,-0.20074254274368286,,47,40,29,29,47,29,47,0.048459876302901175,1.1252702134323224e-26,1.0,0.44292901228719134,0.4729394432903269,11521522688764.39,26012120157290.43,4.1048345437146956e-14,1581743.3019157837,1574713.0309453139,,,
43,42,42,0,1,base,base,1,8,certified,fixed_target_rich,minimal_step,4.799027442932129,0.2528020143508911,,47,40,26,26,47,26,47,0.04550104691948323,3.030327772944811e-26,1.0,0.16024205814152023,0.30743493314799686,0.30743493314799686,1.9185658042190208,1.0,0.18482725777937664,0.0,0.0710446481377794,0.0873728828017301,0.0
43,42,42,0,1,keep_Q,keep_Q,1,8,certified,fixed_target_rich,minimal_step,4.799027442932129,0.2528020143508911,,47,40,26,26,47,26,47,0.04550104691948323,3.030327772944811e-26,1.0,0.16024205814152023,0.30743493314799686,0.46037662005836005,2.873007407654309,0.66779006524924,0.28557944089374254,0.13402261577506216,0.16446404836454287,0.15302291460625944,0.14650673232637756
43,42,42,0,1,remove_Q,remove_Q,1,8,certified,fixed_target_rich,minimal_step,4.799027442932129,0.2528020143508911,,47,40,26,26,47,26,47,0.04550104691948323,3.030327772944811e-26,1.0,0.16024205814152023,0.30743493314799686,0.34644318794680373,2.1619991153685576,0.887403602795629,0.3219704133266208,0.33468145317336895,0.362409295154516,0.36311152516083645,0.3463602709672757
43,42,42,0,1,zero_context,zero_context,1,8,certified,fixed_target_rich,minimal_step,4.799027442932129,0.2528020143508911,,47,40,26,26,47,26,47,0.04550104691948323,3.030327772944811e-26,1.0,0.16024205814152023,0.30743493314799686,1.083843605678151,6.763789845490739,0.28365248596511083,0.6989820114627898,0.7081262917400657,,,
43,42,42,0,1,keep_response_svd,keep_response_svd,1,8,certified,fixed_target_rich,minimal_step,4.799027442932129,0.2528020143508911,,47,40,26,26,47,26,47,0.04550104691948323,3.030327772944811e-26,1.0,0.16024205814152023,0.30743493314799686,0.5299944428368293,3.307461530285367,0.5800719937787114,0.33641748538667354,0.17232050108550043,,,
43,42,42,0,1,keep_krr_oracle,keep_krr_oracle,1,8,certified,fixed_target_rich,minimal_step,4.799027442932129,0.2528020143508911,,47,40,26,26,47,26,47,0.04550104691948323,3.030327772944811e-26,1.0,0.16024205814152023,0.30743493314799686,0.46037662005836005,2.873007407654309,0.66779006524924,0.28557944089374254,0.13402261577506216,,,
44,43,43,0,1,base,base,1,8,not_certified,fixed_target_rich,minimal_step,3.870126247406006,0.9916216731071472,,47,40,20,31,31,,31,0.1577035475999358,0.1577035475999358,0.0,0.04824565109029057,0.06087336354817343,0.06087336354817343,1.2617378390075078,1.0,0.05362124773662688,0.0,0.026607484239692804,0.023076557331663864,0.0
44,43,43,0,1,keep_Q,keep_Q,1,8,not_certified,fixed_target_rich,minimal_step,3.870126247406006,0.9916216731071472,,47,40,20,31,31,,31,0.1577035475999358,0.1577035475999358,0.0,0.04824565109029057,0.06087336354817343,0.06243556867715867,1.2941180659021891,0.9749789236794962,0.057229994378291425,0.009876226710382977,0.07000028833140547,0.06924155661493801,0.06926748028915641
44,43,43,0,1,remove_Q,remove_Q,1,8,not_certified,fixed_target_rich,minimal_step,3.870126247406006,0.9916216731071472,,47,40,20,31,31,,31,0.1577035475999358,0.1577035475999358,0.0,0.04824565109029057,0.06087336354817343,5.255156216386055,108.92497246127236,0.011583549763633048,0.6213246471414792,0.6107730487611398,0.781992158040874,0.7811727383314957,0.7798256400268683
44,43,43,0,1,zero_context,zero_context,1,8,not_certified,fixed_target_rich,minimal_step,3.870126247406006,0.9916216731071472,,47,40,20,31,31,,31,0.1577035475999358,0.1577035475999358,0.0,0.04824565109029057,0.06087336354817343,5.83432640946668,120.92958178858193,0.010433657508328868,0.654805304260203,0.6449393835835928,,,
44,43,43,0,1,keep_response_svd,keep_response_svd,1,8,not_certified,fixed_target_rich,minimal_step,3.870126247406006,0.9916216731071472,,47,40,20,31,31,,31,0.1577035475999358,0.1577035475999358,0.0,0.04824565109029057,0.06087336354817343,0.062393728622988066,1.2932508363545496,0.9756327261029487,0.057222064208609986,0.009851910629125814,,,
44,43,43,0,1,keep_krr_oracle,keep_krr_oracle,1,8,not_certified,fixed_target_rich,minimal_step,3.870126247406006,0.9916216731071472,,47,40,20,31,31,,31,0.1577035475999358,0.1577035475999358,0.0,0.04824565109029057,0.06087336354817343,0.11252677812634419,2.332371427960482,0.540967799503024,0.0864556929867521,0.037565755680582284,,,
45,44,44,0,1,base,base,1,8,certified,fixed_target_rich,minimal_smooth,14.692123413085938,0.3422549366950989,,47,40,25,25,47,25,47,0.03490048792810817,7.946866627612843e-26,1.0,0.07473031318342764,0.09386786175450998,0.09386786175450998,1.2560881622977906,1.0,0.1051356244637008,0.0,0.05721305200968255,0.05746443452688063,0.0
45,44,44,0,1,keep_Q,keep_Q,1,8,certified,fixed_target_rich,minimal_smooth,14.692123413085938,0.3422549366950989,,47,40,25,25,47,25,47,0.03490048792810817,7.946866627612843e-26,1.0,0.07473031318342764,0.09386786175450998,0.10014780143944142,1.3401228654512105,0.9372932845787046,0.1867981984908041,0.16298076048606983,0.11830072579120994,0.11668035217838518,0.10025140549998664
45,44,44,0,1,remove_Q,remove_Q,1,8,certified,fixed_target_rich,minimal_smooth,14.692123413085938,0.3422549366950989,,47,40,25,25,47,25,47,0.03490048792810817,7.946866627612843e-26,1.0,0.07473031318342764,0.09386786175450998,1.3895244038993206,18.593852276367343,0.06755394974791049,0.6726958178045562,0.6204407899033396,0.3837610659580865,0.3834492677790615,0.3770684803313709
45,44,44,0,1,zero_context,zero_context,1,8,certified,fixed_target_rich,minimal_smooth,14.692123413085938,0.3422549366950989,,47,40,25,25,47,25,47,0.03490048792810817,7.946866627612843e-26,1.0,0.07473031318342764,0.09386786175450998,2.9296796545153994,39.20336379862906,0.032040315947115636,0.9606167655348665,0.961699476454639,,,
45,44,44,0,1,keep_response_svd,keep_response_svd,1,8,certified,fixed_target_rich,minimal_smooth,14.692123413085938,0.3422549366950989,,47,40,25,25,47,25,47,0.03490048792810817,7.946866627612843e-26,1.0,0.07473031318342764,0.09386786175450998,0.09860715056407676,1.319506721750821,0.951937676096957,0.12996863338046097,0.0970087955980755,,,
45,44,44,0,1,keep_krr_oracle,keep_krr_oracle,1,8,certified,fixed_target_rich,minimal_smooth,14.692123413085938,0.3422549366950989,,47,40,25,25,47,25,47,0.03490048792810817,7.946866627612843e-26,1.0,0.07473031318342764,0.09386786175450998,0.10014780143944142,1.3401228654512105,0.9372932845787046,0.1867981984908041,0.16298076048606983,,,
46,45,45,0,1,base,base,1,8,certified,fixed_target_rich,minimal_smooth,5.396180152893066,-1.797632873058319,,47,40,28,28,47,28,47,0.040160966168766195,4.5775645367059726e-29,1.0,0.14286775342774294,0.1506840387440455,0.1506840387440455,1.0547099336888206,1.0,0.11428315832714414,0.0,0.12088900584691596,0.17201811533823594,0.0
46,45,45,0,1,keep_Q,keep_Q,1,8,certified,fixed_target_rich,minimal_smooth,5.396180152893066,-1.797632873058319,,47,40,28,28,47,28,47,0.040160966168766195,4.5775645367059726e-29,1.0,0.14286775342774294,0.1506840387440455,0.18488879156828417,1.2941254211139666,0.8149982347004201,0.33494911263804694,0.3269307753938045,0.3007899590434765,0.28755075299483446,0.32424571113424133
46,45,45,0,1,remove_Q,remove_Q,1,8,certified,fixed_target_rich,minimal_smooth,5.396180152893066,-1.797632873058319,,47,40,28,28,47,28,47,0.040160966168766195,4.5775645367059726e-29,1.0,0.14286775342774294,0.1506840387440455,0.34356123455660503,2.4047500315063415,0.4385944151659487,0.8634078746805982,0.8514798293523229,0.8833938222575826,0.8836499658536596,0.8854807831952478
46,45,45,0,1,zero_context,zero_context,1,8,certified,fixed_target_rich,minimal_smooth,5.396180152893066,-1.797632873058319,,47,40,28,28,47,28,47,0.040160966168766195,4.5775645367059726e-29,1.0,0.14286775342774294,0.1506840387440455,0.38229894900240735,2.6758938936893104,0.3941523750908785,0.9952761770518389,0.993912179864408,,,
46,45,45,0,1,keep_response_svd,keep_response_svd,1,8,certified,fixed_target_rich,minimal_smooth,5.396180152893066,-1.797632873058319,,47,40,28,28,47,28,47,0.040160966168766195,4.5775645367059726e-29,1.0,0.14286775342774294,0.1506840387440455,0.19160664177946066,1.3411468801206283,0.7864238804283357,0.4795940068570755,0.48084648816866743,,,
46,45,45,0,1,keep_krr_oracle,keep_krr_oracle,1,8,certified,fixed_target_rich,minimal_smooth,5.396180152893066,-1.797632873058319,,47,40,28,28,47,28,47,0.040160966168766195,4.5775645367059726e-29,1.0,0.14286775342774294,0.1506840387440455,0.18488879156828417,1.2941254211139666,0.8149982347004201,0.33494911263804694,0.3269307753938045,,,
47,46,46,0,1,base,base,1,8,certified,fixed_target_rich,minimal_smooth,11.590810775756836,-0.8255100250244141,,47,40,29,29,47,29,47,0.03621402838479071,2.848800585289649e-28,1.0,0.23798975645251302,0.18587326951742963,0.18587326951742963,0.7810137389443382,1.0,0.10347931206927406,0.0,0.11734217136400449,0.1278743549006912,0.0
47,46,46,0,1,keep_Q,keep_Q,1,8,certified,fixed_target_rich,minimal_smooth,11.590810775756836,-0.8255100250244141,,47,40,29,29,47,29,47,0.03621402838479071,2.848800585289649e-28,1.0,0.23798975645251302,0.18587326951742963,0.4883065109815676,2.0517963388857083,0.380648763301962,0.274246959294392,0.3020160216160038,0.41318682788349925,0.4080675465585969,0.405607207308803
47,46,46,0,1,remove_Q,remove_Q,1,8,certified,fixed_target_rich,minimal_smooth,11.590810775756836,-0.8255100250244141,,47,40,29,29,47,29,47,0.03621402838479071,2.848800585289649e-28,1.0,0.23798975645251302,0.18587326951742963,2.416036727595652,10.151851758702616,0.07693313077339005,0.8383266267737722,0.8484555188567096,0.8701539820531817,0.867793217448245,0.8958123325911405
47,46,46,0,1,zero_context,zero_context,1,8,certified,fixed_target_rich,minimal_smooth,11.590810775756836,-0.8255100250244141,,47,40,29,29,47,29,47,0.03621402838479071,2.848800585289649e-28,1.0,0.23798975645251302,0.18587326951742963,3.353138902981496,14.089425330583758,0.05543261847940671,0.9801522230349128,0.9832892552080481,,,
47,46,46,0,1,keep_response_svd,keep_response_svd,1,8,certified,fixed_target_rich,minimal_smooth,11.590810775756836,-0.8255100250244141,,47,40,29,29,47,29,47,0.03621402838479071,2.848800585289649e-28,1.0,0.23798975645251302,0.18587326951742963,0.6704343376798786,2.817072245769758,0.27724306329635084,0.29579997484166964,0.3129073271736324,,,
47,46,46,0,1,keep_krr_oracle,keep_krr_oracle,1,8,certified,fixed_target_rich,minimal_smooth,11.590810775756836,-0.8255100250244141,,47,40,29,29,47,29,47,0.03621402838479071,2.848800585289649e-28,1.0,0.23798975645251302,0.18587326951742963,0.4883065109815676,2.0517963388857083,0.380648763301962,0.274246959294392,0.3020160216160038,,,
48,47,47,0,1,base,base,1,8,certified,fixed_target_rich,minimal_smooth,14.685120582580566,-0.05432629585266113,,47,40,27,27,47,27,47,0.03804021427953377,6.490598094851409e-27,1.0,0.14130495893285946,0.21419654079510386,0.21419654079510386,1.5158458868869462,1.0,0.1549344747881917,0.0,0.1271318959849053,0.1302446823885451,0.0
48,47,47,0,1,keep_Q,keep_Q,1,8,certified,fixed_target_rich,minimal_smooth,14.685120582580566,-0.05432629585266113,,47,40,27,27,47,27,47,0.03804021427953377,6.490598094851409e-27,1.0,0.14130495893285946,0.21419654079510386,3.032949776444373,21.463859438121123,0.0706231743297159,0.7877502114571213,0.6564806591049079,5.072250401002568,5.074363297605341,5.05802252554502
48,47,47,0,1,remove_Q,remove_Q,1,8,certified,fixed_target_rich,minimal_smooth,14.685120582580566,-0.05432629585266113,,47,40,27,27,47,27,47,0.03804021427953377,6.490598094851409e-27,1.0,0.14130495893285946,0.21419654079510386,2.726488190744938,19.295063749605692,0.07856133084390164,0.7805764743240181,0.758371385974306,0.5911216457967877,0.5905171969166851,0.5971557943764076
48,47,47,0,1,zero_context,zero_context,1,8,certified,fixed_target_rich,minimal_smooth,14.685120582580566,-0.05432629585266113,,47,40,27,27,47,27,47,0.03804021427953377,6.490598094851409e-27,1.0,0.14130495893285946,0.21419654079510386,4.804179253440612,33.99865998845306,0.0445854597622898,0.989634521091684,0.9899774618244583,,,
48,47,47,0,1,keep_response_svd,keep_response_svd,1,8,certified,fixed_target_rich,minimal_smooth,14.685120582580566,-0.05432629585266113,,47,40,27,27,47,27,47,0.03804021427953377,6.490598094851409e-27,1.0,0.14130495893285946,0.21419654079510386,0.27755769672697694,1.964245974260942,0.7717189734637442,0.1857921420080795,0.11041194895970761,,,
48,47,47,0,1,keep_krr_oracle,keep_krr_oracle,1,8,certified,fixed_target_rich,minimal_smooth,14.685120582580566,-0.05432629585266113,,47,40,27,27,47,27,47,0.03804021427953377,6.490598094851409e-27,1.0,0.14130495893285946,0.21419654079510386,3.032949776444373,21.463859438121123,0.0706231743297159,0.7877502114571213,0.6564806591049079,,,
49,48,48,0,1,base,base,1,8,certified,fixed_target_rich,minimal_smooth,11.381142616271973,-0.6783363223075867,,47,40,28,28,47,28,47,0.03710956084422649,5.597662973111603e-28,1.0,0.2191781014575663,0.2451806307651204,0.2451806307651204,1.1186365295375473,1.0,0.09417695031324784,0.0,0.09070965754593428,0.0988506536442396,0.0
49,48,48,0,1,keep_Q,keep_Q,1,8,certified,fixed_target_rich,minimal_smooth,11.381142616271973,-0.6783363223075867,,47,40,28,28,47,28,47,0.03710956084422649,5.597662973111603e-28,1.0,0.2191781014575663,0.2451806307651204,0.3867983893150383,1.7647674961265412,0.6338719021020185,0.25597647245910493,0.21695843905630094,0.23383681219207064,0.22432664559513862,0.23217067168216765
49,48,48,0,1,remove_Q,remove_Q,1,8,certified,fixed_target_rich,minimal_smooth,11.381142616271973,-0.6783363223075867,,47,40,28,28,47,28,47,0.03710956084422649,5.597662973111603e-28,1.0,0.2191781014575663,0.2451806307651204,3.029728362796118,13.82313444020175,0.0809249547833538,0.8238227064147168,0.8093623398905953,0.82692603558041,0.8263266605027847,0.8347884182338676
49,48,48,0,1,zero_context,zero_context,1,8,certified,fixed_target_rich,minimal_smooth,11.381142616271973,-0.6783363223075867,,47,40,28,28,47,28,47,0.03710956084422649,5.597662973111603e-28,1.0,0.2191781014575663,0.2451806307651204,3.953252720219988,18.0367139505739,0.062019973959943735,0.9666049501240138,0.9628794973710358,,,
49,48,48,0,1,keep_response_svd,keep_response_svd,1,8,certified,fixed_target_rich,minimal_smooth,11.381142616271973,-0.6783363223075867,,47,40,28,28,47,28,47,0.03710956084422649,5.597662973111603e-28,1.0,0.2191781014575663,0.2451806307651204,0.41607862577404814,1.8983585632280993,0.5892651426374061,0.27742733020067384,0.2166035260808444,,,
49,48,48,0,1,keep_krr_oracle,keep_krr_oracle,1,8,certified,fixed_target_rich,minimal_smooth,11.381142616271973,-0.6783363223075867,,47,40,28,28,47,28,47,0.03710956084422649,5.597662973111603e-28,1.0,0.2191781014575663,0.2451806307651204,0.3867983893150383,1.7647674961265412,0.6338719021020185,0.25597647245910493,0.21695843905630094,,,
50,49,49,0,1,base,base,1,8,certified,fixed_target_rich,minimal_smooth,14.17860221862793,0.8321341276168823,,47,40,22,22,47,22,47,0.037504773594653394,1.5447308456133404e-24,1.0,0.09364292430083909,0.2634030200690196,0.2634030200690196,2.8128448789446803,1.0,0.048248342138325684,0.0,0.05740107964322078,0.05685334298297526,0.0
50,49,49,0,1,keep_Q,keep_Q,1,8,certified,fixed_target_rich,minimal_smooth,14.17860221862793,0.8321341276168823,,47,40,22,22,47,22,47,0.037504773594653394,1.5447308456133404e-24,1.0,0.09364292430083909,0.2634030200690196,0.29155409361980344,3.113466348863167,0.9034447666253872,0.052613659365151756,0.028602730579998955,0.07713773455851418,0.07556213322121033,0.04303753122967105
50,49,49,0,1,remove_Q,remove_Q,1,8,certified,fixed_target_rich,minimal_smooth,14.17860221862793,0.8321341276168823,,47,40,22,22,47,22,47,0.037504773594653394,1.5447308456133404e-24,1.0,0.09364292430083909,0.2634030200690196,4.4478750918128345,47.49825066892939,0.059219967879463,0.29668601947846823,0.2876817981199199,0.436099505716968,0.43586659656307547,0.42293084205060233
50,49,49,0,1,zero_context,zero_context,1,8,certified,fixed_target_rich,minimal_smooth,14.17860221862793,0.8321341276168823,,47,40,22,22,47,22,47,0.037504773594653394,1.5447308456133404e-24,1.0,0.09364292430083909,0.2634030200690196,40.425172758243995,431.69489910816213,0.006515816806628321,0.929299746965502,0.9268248630321909,,,
50,49,49,0,1,keep_response_svd,keep_response_svd,1,8,certified,fixed_target_rich,minimal_smooth,14.17860221862793,0.8321341276168823,,47,40,22,22,47,22,47,0.037504773594653394,1.5447308456133404e-24,1.0,0.09364292430083909,0.2634030200690196,0.383574772692843,4.096142613621967,0.6867057972030556,0.06530367705317569,0.022224101684298087,,,
50,49,49,0,1,keep_krr_oracle,keep_krr_oracle,1,8,certified,fixed_target_rich,minimal_smooth,14.17860221862793,0.8321341276168823,,47,40,22,22,47,22,47,0.037504773594653394,1.5447308456133404e-24,1.0,0.09364292430083909,0.2634030200690196,0.29155409361980344,3.113466348863167,0.9034447666253872,0.052613659365151756,0.028602730579998955,,,
51,50,50,0,1,base,base,1,8,certified,fixed_target_rich,minimal_smooth,9.325457572937012,0.5293751358985901,,47,40,16,16,47,16,47,0.04909438765574122,2.8440855902493306e-25,1.0,0.035946898797022994,0.04689072229134085,0.04689072229134085,1.3044441623772058,1.0,0.039495443062680394,0.0,0.03905562727161688,0.03810922856417616,0.0
51,50,50,0,1,keep_Q,keep_Q,1,8,certified,fixed_target_rich,minimal_smooth,9.325457572937012,0.5293751358985901,,47,40,16,16,47,16,47,0.04909438765574122,2.8440855902493306e-25,1.0,0.035946898797022994,0.04689072229134085,0.04174655148499061,1.161339444626804,1.1232238501951415,0.04391871668940717,0.03721130936004931,0.07632068453837174,0.07281871542234294,0.06396490227352875
51,50,50,0,1,remove_Q,remove_Q,1,8,certified,fixed_target_rich,minimal_smooth,9.325457572937012,0.5293751358985901,,47,40,16,16,47,16,47,0.04909438765574122,2.8440855902493306e-25,1.0,0.035946898797022994,0.04689072229134085,0.8302317027748638,23.096059202848977,0.056479079436040684,0.31699665157536006,0.3099575981600663,0.5793081505935416,0.5791453949721832,0.5757237960513444
51,50,50,0,1,zero_context,zero_context,1,8,certified,fixed_target_rich,minimal_smooth,9.325457572937012,0.5293751358985901,,47,40,16,16,47,16,47,0.04909438765574122,2.8440855902493306e-25,1.0,0.035946898797022994,0.04689072229134085,5.618010042271077,156.28636211411768,0.008346500262285986,0.7876995537768234,0.7893921581686784,,,
51,50,50,0,1,keep_response_svd,keep_response_svd,1,8,certified,fixed_target_rich,minimal_smooth,9.325457572937012,0.5293751358985901,,47,40,16,16,47,16,47,0.04909438765574122,2.8440855902493306e-25,1.0,0.035946898797022994,0.04689072229134085,0.49159585544107526,13.67561241421437,0.09538469816688959,0.2259030590018698,0.2162880353223978,,,
51,50,50,0,1,keep_krr_oracle,keep_krr_oracle,1,8,certified,fixed_target_rich,minimal_smooth,9.325457572937012,0.5293751358985901,,47,40,16,16,47,16,47,0.04909438765574122,2.8440855902493306e-25,1.0,0.035946898797022994,0.04689072229134085,0.04174655148499061,1.161339444626804,1.1232238501951415,0.04391871668940717,0.03721130936004931,,,
52,51,51,0,1,base,base,1,8,certified,fixed_target_rich,minimal_smooth,12.563116073608398,-1.1282953023910522,,47,40,30,30,47,30,47,0.04933422113143834,1.8417666747645334e-28,1.0,0.16317561449976575,0.3015462396579651,0.3015462396579651,1.847985929652485,1.0,0.21250160616099592,0.0,0.1246142622132677,0.15267297337709068,0.0
52,51,51,0,1,keep_Q,keep_Q,1,8,certified,fixed_target_rich,minimal_smooth,12.563116073608398,-1.1282953023910522,,47,40,30,30,47,30,47,0.04933422113143834,1.8417666747645334e-28,1.0,0.16317561449976575,0.3015462396579651,0.38117510929197806,2.33598084162585,0.7910963552108077,0.3512717342315954,0.2925532717041815,0.42505846839666434,0.42303744127092424,0.4027902213182748
52,51,51,0,1,remove_Q,remove_Q,1,8,certified,fixed_target_rich,minimal_smooth,12.563116073608398,-1.1282953023910522,,47,40,30,30,47,30,47,0.04933422113143834,1.8417666747645334e-28,1.0,0.16317561449976575,0.3015462396579651,1.08592144261915,6.654924793439088,0.27768697423513555,0.8544457064741411,0.8672164399128993,0.8809204642914287,0.8820940246051386,0.8780120603736702
52,51,51,0,1,zero_context,zero_context,1,8,certified,fixed_target_rich,minimal_smooth,12.563116073608398,-1.1282953023910522,,47,40,30,30,47,30,47,0.04933422113143834,1.8417666747645334e-28,1.0,0.16317561449976575,0.3015462396579651,1.5469274040632075,9.480138369973341,0.19493237941606983,0.9793032460336688,0.9755399971373575,,,
52,51,51,0,1,keep_response_svd,keep_response_svd,1,8,certified,fixed_target_rich,minimal_smooth,12.563116073608398,-1.1282953023910522,,47,40,30,30,47,30,47,0.04933422113143834,1.8417666747645334e-28,1.0,0.16317561449976575,0.3015462396579651,0.3932928635927522,2.4102428834016543,0.76672186955879,0.4061445481073395,0.35071419111341423,,,
52,51,51,0,1,keep_krr_oracle,keep_krr_oracle,1,8,certified,fixed_target_rich,minimal_smooth,12.563116073608398,-1.1282953023910522,,47,40,30,30,47,30,47,0.04933422113143834,1.8417666747645334e-28,1.0,0.16317561449976575,0.3015462396579651,0.38117510929197806,2.33598084162585,0.7910963552108077,0.3512717342315954,0.2925532717041815,,,
53,52,52,0,1,base,base,1,8,certified,fixed_target_rich,minimal_step,0.8185776472091675,-1.8233116269111633,,47,40,18,18,47,18,47,0.048248491898204245,1.0039855804988028e-29,1.0,0.04734330510870621,0.0458628540452647,0.0458628540452647,0.968729452664063,1.0,0.5744220257232013,0.0,0.5097923730430779,0.5909007383159012,0.0
53,52,52,0,1,keep_Q,keep_Q,1,8,certified,fixed_target_rich,minimal_step,0.8185776472091675,-1.8233116269111633,,47,40,18,18,47,18,47,0.048248491898204245,1.0039855804988028e-29,1.0,0.04734330510870621,0.0458628540452647,0.056889671811473794,1.2016413235376768,0.8061718864761469,0.35851884310800913,0.5460081185628873,0.2634683447772522,0.19294827331803785,0.5979608716067404
53,52,52,0,1,remove_Q,remove_Q,1,8,certified,fixed_target_rich,minimal_step,0.8185776472091675,-1.8233116269111633,,47,40,18,18,47,18,47,0.048248491898204245,1.0039855804988028e-29,1.0,0.04734330510870621,0.0458628540452647,0.10445814732684315,2.2063974428273236,0.4390548293161149,0.956299290628784,0.9570683662246344,0.801123788241667,0.845586457022554,0.9734564202083082
