bank_index,base_mse,krr_mse,base_mse_ratio,sampling_mode,profile,tau_actual,log10_lambda1,lambda1,gamma,n_ctx_actual,n_tgt_actual,spectrum_batch_size,bank_batch_index,bank_batch_member,bank_batch_size
139,0.22039585489670094,0.13216198313837194,1.667619156909512,fixed_target_rich,minimal_step,6.601238250732422,-0.6078351736068726,0.2466975442869536,,47,40,1,139,0,1
140,0.16225047384018504,0.12870312035089984,1.260656877609655,fixed_target_rich,minimal_step,5.2190046310424805,0.093902587890625,1.2413738366200573,,47,40,1,140,0,1
141,0.31344961174653435,0.2868005585990863,1.092918414376941,fixed_target_rich,minimal_step,8.243520736694336,-0.40075594186782837,0.39741481979553445,,47,40,1,141,0,1
142,0.06331262981226454,0.05637844102771204,1.1229936241256493,fixed_target_rich,minimal_step,3.3669931888580322,-1.3293574452400208,0.046842768493608085,,47,40,1,142,0,1
143,0.05951579054986663,0.04673097667245307,1.27358328003767,fixed_target_rich,minimal_step,5.8678388595581055,-0.7764851450920105,0.16730728623580343,,47,40,1,143,0,1
144,0.2586853619758867,0.2955693042860842,0.875210511459278,fixed_target_rich,minimal_step,10.888559341430664,-0.42406362295150757,0.37664861695174096,,47,40,1,144,0,1
145,0.3066798692037551,0.22108422421480575,1.3871630610141794,fixed_target_rich,minimal_step,13.056333541870117,0.16940176486968994,1.4770723377970063,,47,40,1,145,0,1
146,0.18514750476252265,0.16315898173949953,1.1347674690574505,fixed_target_rich,minimal_smooth,9.85541820526123,-0.6019909977912903,0.2500397190271316,,47,40,1,146,0,1
147,0.10586565789271285,0.10777731149557554,0.9822629310720822,fixed_target_rich,minimal_smooth,5.088870048522949,-0.7087025046348572,0.19556786533338136,,47,40,1,147,0,1
148,0.2069838925742971,0.229880483587828,0.9003978473675733,fixed_target_rich,minimal_step,6.578353404998779,-0.45365339517593384,0.35184112837290044,,47,40,1,148,0,1
149,0.13567303296004576,0.11721199051899855,1.1575013132982748,fixed_target_rich,minimal_smooth,7.220393657684326,-0.9189503192901611,0.12051737972125849,,47,40,1,149,0,1
150,0.15851029157983618,0.14196262209543944,1.1165635661003217,fixed_target_rich,minimal_step,10.923701286315918,-0.6809704303741455,0.20846328137836634,,47,40,1,150,0,1
151,0.09758081130221793,0.0804532220668428,1.212888791714831,fixed_target_rich,minimal_step,7.982298851013184,0.7174312472343445,5.217125058673707,,47,40,1,151,0,1
152,0.13360225676914267,0.14482652724040657,0.9224985181572984,fixed_target_rich,minimal_smooth,5.3145222663879395,-1.1129130125045776,0.07710578934954415,,47,40,1,152,0,1
153,0.07097529019322386,0.06580100078707417,1.0786354211069404,fixed_target_rich,minimal_step,2.097783327102661,-0.11562389135360718,0.7662599177198733,,47,40,1,153,0,1
154,0.1445887300674777,0.10284935169747134,1.4058302525112811,fixed_target_rich,minimal_step,4.945404529571533,0.5248647332191467,3.3486112597145525,,47,40,1,154,0,1
155,0.11941711121353382,0.12402780324692035,0.9628253350242175,fixed_target_rich,minimal_step,3.740826368331909,-1.0371021628379822,0.09181165945907145,,47,40,1,155,0,1
156,0.1423615020731907,0.1360192173033155,1.0466278581483985,fixed_target_rich,minimal_smooth,8.283549308776855,-0.6220324635505676,0.23876328004814729,,47,40,1,156,0,1
157,0.13752273203543136,0.11660198215469472,1.1794201907561166,fixed_target_rich,minimal_step,5.004236221313477,0.7088149189949036,5.114638212302717,,47,40,1,157,0,1
158,0.036454509300485854,0.044488374993179716,0.8194165173727858,fixed_target_rich,minimal_smooth,5.121529579162598,-0.22987329959869385,0.589015468755099,,47,40,1,158,0,1
159,0.22556393429058205,0.13036981552507085,1.730185268592367,fixed_target_rich,minimal_smooth,13.95160961151123,0.15202462673187256,1.4191379918341287,,47,40,1,159,0,1
160,0.09208418763718709,0.0892121311272834,1.0321935646375937,fixed_target_rich,minimal_smooth,14.234827995300293,0.9960271120071411,9.908938021864104,,47,40,1,160,0,1
