model_key,n,krr_pred_norm_mean,krr_pred_norm_std,model_pred_norm_mean,model_pred_norm_std,mse_krr_true_mean,mse_krr_true_std,mse_model_krr_mean,mse_model_krr_std,mse_model_true_mean,mse_model_true_std,ratio_model_krr_mean,ratio_model_krr_std,rel_model_krr_norm_mean,rel_model_krr_norm_std,rel_model_true_norm_mean,rel_model_true_norm_std
standard,4,6.85817443732291,2.9706953030175427,6.80749439897182,2.9799453999815513,0.014799683133831662,0.013169381308995485,0.0020716177966280088,0.00261823972106169,0.016095365831187314,0.01576143933406219,1.1876546241777013,0.49773829672076003,0.010451160942870154,0.008485790314267435,0.032660453042230975,0.014324657351534046
