episode,model_key,checkpoint,mse_model_true,mse_krr_true,ratio_model_krr,mse_model_krr,rel_model_krr_norm,rel_model_true_norm,krr_pred_norm,model_pred_norm
0,standard,/Users/fernandoruizmazo/Documents/GitHub/mech-ICL-KRR/checkpoints/model_L8.pt,0.008359665877281763,0.00483001991525686,1.730772548344078,0.0020356465439187966,0.008509923771585501,0.017111107780978522,9.183032970482738,9.12895741553662
1,standard,/Users/fernandoruizmazo/Documents/GitHub/mech-ICL-KRR/checkpoints/model_L8.pt,0.007327779846236855,0.013834011027114195,0.529693075412088,0.005785748704142012,0.022689276173791954,0.02608312731239871,5.8065713824164895,5.67550963876784
2,standard,/Users/fernandoruizmazo/Documents/GitHub/mech-ICL-KRR/checkpoints/model_L8.pt,0.039715451605170905,0.03368711840879827,1.1789506933545904,0.0002827682317496225,0.0031263491594625712,0.037175915282556315,9.316192542987313,9.316157795829358
3,standard,/Users/fernandoruizmazo/Documents/GitHub/mech-ICL-KRR/checkpoints/model_L8.pt,0.008978565996059729,0.006847583184157325,1.311202179600049,0.00018230770670160285,0.007479094666640593,0.05027166179299035,3.126900853405099,3.1093527457534607
