probe_kind,eps,n,additivity_defect_mean,additivity_defect_std,eps_mean,eps_std
isotropic,0.001,4,0.004806956757897246,0.002367796401196286,0.001,0.0
isotropic,0.01,4,0.004820789693269111,0.0027865887845437247,0.01,0.0
label,0.001,4,0.0003026349061794386,0.00020289895141761054,0.001,0.0
label,0.01,4,0.00023609063154416847,2.871529548779673e-05,0.01,0.0
