episode,lambda,basis,operator_kind,rank,point_model_to_T,point_operator_to_T,point_model_to_operator,E_model_to_T,E_model_to_operator,E_operator_to_T,E_model_to_zero,E_zero_to_T,R_use,R_sub,X_use,X_sub,cos_res
0,0.0,raw,galerkin,9,0.008509888746080706,0.0001642243203747698,0.008446091914890078,0.015742648694003998,0.015634216793496778,0.0017985947494670478,1.0016989364396531,0.9999999999999991,0.01560770030269773,0.0017985947494652506,0.9997563996912612,0.9999967650569273,0.0029749705461784982
0,0.0,raw,actLR,9,0.008509888746080706,0.01518222546375619,0.013465773717763082,0.015742648694003998,0.009572456440212812,0.015523350213014708,1.0016989364396531,0.9999999999999991,0.009556221028073282,0.015523350212999198,0.9999086786396626,0.9997590255981645,-0.28525329588467824
0,0.0,response,galerkin,9,0.008509888746080706,0.003074983552986233,0.008005592674770646,0.015742648694003998,0.016128096017062065,0.006398425234621555,1.0016989364396531,0.9999999999999991,0.016100741879960648,0.006398425234615162,0.9997407661109149,0.9999590601545171,-0.2578838104737145
0,0.0,response,actLR,9,0.008509888746080706,0.02062533004459903,0.016599323579134843,0.015742648694003998,0.014893079218428844,0.019104923770094033,1.0016989364396531,0.9999999999999991,0.01486781973768343,0.019104923770074944,0.9997789479362478,0.9996350018877396,-0.5956657840439831
0,0.1,raw,galerkin,9,0.008509888746080706,0.0001642243203747698,0.008446091914890078,0.026359497922274534,0.026222365347072712,0.0028612645722948258,1.0034602793362946,0.999999999999999,0.026131941529753913,0.0028612645722919674,0.9993171216318856,0.9999918131650474,-0.0065051314006910315
0,0.1,raw,actLR,9,0.008509888746080706,0.01518222546375619,0.013465773717763082,0.026359497922274534,0.01289272074725204,0.026306579802361733,1.0034602793362946,0.999999999999999,0.012848262171141095,0.02630657980233545,0.9998349221591816,0.9993079638591034,-0.2409388286205452
0,0.1,response,galerkin,9,0.008509888746080706,0.003074983552986233,0.008005592674770646,0.026359497922274534,0.026947583796558008,0.009422151216321301,1.0034602793362946,0.999999999999999,0.02685465917430706,0.009422151216311889,0.9992788272806318,0.999911223066457,-0.23655786480009536
0,0.1,response,actLR,9,0.008509888746080706,0.02062533004459903,0.016599323579134843,0.026359497922274534,0.01980790323240721,0.02942577399298279,1.0034602793362946,0.999999999999999,0.01973959870687532,0.029425773992953392,0.9996103482428915,0.9991341238249156,-0.4833092743606822
0,0.25,raw,galerkin,9,0.008509888746080706,0.0001642243203747698,0.008446091914890078,0.03769155800944613,0.03732622035904053,0.003977867503314567,1.004990502724747,0.9999999999999988,0.03714086875229558,0.003977867503310594,0.9986205558683248,0.9999841765701261,0.039006889243459984
0,0.25,raw,actLR,9,0.008509888746080706,0.01518222546375619,0.013465773717763082,0.03769155800944613,0.017006167662906968,0.03710997582958006,1.004990502724747,0.9999999999999988,0.01692171977424925,0.037109975829543,0.9997136553998818,0.9986228496939308,-0.19466573822523917
