probe_kind,basis,n,TQ_E_model_to_operator_mean,TQ_E_model_to_operator_std,TQ_E_operator_to_T_mean,TQ_E_operator_to_T_std,TQ_X_sub_mean,TQ_X_sub_std,TQ_X_use_mean,TQ_X_use_std,actLR_E_model_to_operator_mean,actLR_E_model_to_operator_std,actLR_E_operator_to_T_mean,actLR_E_operator_to_T_std,actLR_KRR_cost_mean,actLR_KRR_cost_std,actLR_X_sub_mean,actLR_X_sub_std,actLR_X_use_mean,actLR_X_use_std,actLR_model_fit_gain_mean,actLR_model_fit_gain_std,rank_mean,rank_std
isotropic,raw,4,0.29342618562600004,0.0752992042746471,0.05226042304873463,0.012335096873015972,0.9971547322216227,0.001407407099053689,0.9181532880067164,0.038748846570520475,0.2698741374031071,0.1016987046801991,0.2981597011816339,0.068829314941924,0.24589927813289927,0.07673250722520339,0.9075476866449239,0.0405197825442518,0.9276057843186918,0.045081423720535176,0.02355204822289292,0.056985731104601804,8.5,1.0
isotropic,response,4,3.8770906354052164,0.6898323630328667,3.759801343072996,0.6600717330376398,-13.46287715891263,4.862914787262393,-13.172010167496069,5.053840800287885,1.1730994071732477,0.09580967622275059,1.1432195658159234,0.046003940471935796,-2.616581777257073,0.6819274200468375,-0.30853824756606407,0.10541955687986013,-0.2600744754934962,0.1540729386884982,2.7039912282319682,0.7581481314144456,9.0,0.0
label,raw,4,0.011770538488516613,0.005240154535583052,0.001528990584926858,0.0005647266278263877,0.9999974230006681,1.9587239152279523e-06,0.9998416862220998,0.00012377576166991953,0.0064574433584015664,0.0016072438585844398,0.011811284526937568,0.005602657618522396,0.010282293942010709,0.005775858917117092,0.9998369512285312,0.00014355599194198075,0.9999565133238085,2.1751903926895475e-05,0.005313095130115046,0.003782807519966541,8.5,1.0
label,response,4,0.012313586842287831,0.005175600613092809,0.0036127056404822986,0.0013515045908299773,0.999985578434461,1.1207717439040928e-05,0.9998291617803357,0.00012786347066324233,0.01026933823846076,0.003081886074432137,0.013317320434191543,0.006169801852348292,0.009704614793709244,0.005141140707464209,0.9997940991352805,0.00017255047246231118,0.9998878097355859,5.881773858493201e-05,0.0020442486038270698,0.0033762824374903417,9.0,0.0
