checkpoint,episode,basis,rank,selected_rank,r_eff_T_task,r_eff_T_task_strict,excess_risk_frac,kernel_lengthscale,kernel_signal_var,point_model_to_T,point_operator_to_T,point_model_to_operator,E_model_to_T,E_model_to_operator,E_operator_to_T,E_model_to_zero,E_zero_to_T,R_use,R_sub,X_use,X_sub,cos_res,rank_tau_task,krr_risk_total,krr_signal_total,krr_risk_per_tgt,krr_signal_per_tgt,krr_risk_over_signal
rbf_elbow_scratch_nctx47_ntgt64,0,raw,10,24,18.0,27,0.05,3.0,1.0,0.025452939104991086,0.016086214229556785,0.03348714560907105,0.026685494883216854,0.15583709377805208,0.15912523559440236,0.9946194303430376,0.9999999999999998,0.15668012208865478,0.15912523559424327,0.9754513393422842,0.9746791593970766,-0.9858594509706646,0.05646690038287007,3.8366310781780433,60.163368921822034,0.059947360596531926,0.9400526394034693,0.06377021677697944
rbf_elbow_scratch_nctx47_ntgt64,0,raw,11,24,18.0,27,0.05,3.0,1.0,0.025452939104991086,0.01630134383239249,0.03355857177162737,0.026685494883216854,0.14364050174333534,0.14739726993805327,0.9946194303430376,0.9999999999999998,0.1444175504329835,0.1473972699379059,0.9791435711269366,0.9782740448148521,-0.9835160790387092,0.05646690038287007,3.8366310781780433,60.163368921822034,0.059947360596531926,0.9400526394034693,0.06377021677697944
rbf_elbow_scratch_nctx47_ntgt64,0,raw,12,24,18.0,27,0.05,3.0,1.0,0.025452939104991086,0.014121602122621708,0.030198353281096442,0.026685494883216854,0.1299146388788578,0.13385760764811178,0.9946194303430376,0.9999999999999998,0.13061743508662452,0.13385760764797794,0.9829390856513914,0.98208214087476,-0.9799722219491298,0.05646690038287007,3.8366310781780433,60.163368921822034,0.059947360596531926,0.9400526394034693,0.06377021677697944
rbf_elbow_scratch_nctx47_ntgt64,0,raw,13,24,18.0,27,0.05,3.0,1.0,0.025452939104991086,0.012142386211967508,0.028743812331198885,0.026685494883216854,0.12238539018830238,0.1265529573027215,0.9946194303430376,0.9999999999999998,0.12304745559411547,0.12655295730259497,0.9848593236718142,0.9839843489979676,-0.9775717792060522,0.05646690038287007,3.8366310781780433,60.163368921822034,0.059947360596531926,0.9400526394034693,0.06377021677697944
rbf_elbow_scratch_nctx47_ntgt64,0,raw,14,24,18.0,27,0.05,3.0,1.0,0.025452939104991086,0.012351847615047653,0.028373280497204133,0.026685494883216854,0.11410005213283919,0.11725492290932596,0.9946194303430376,0.9999999999999998,0.11471729653760347,0.11725492290920872,0.9868399418751036,0.9862512830535555,-0.9737583787580004,0.05646690038287007,3.8366310781780433,60.163368921822034,0.059947360596531926,0.9400526394034693,0.06377021677697944
rbf_elbow_scratch_nctx47_ntgt64,0,raw,15,24,18.0,27,0.05,3.0,1.0,0.025452939104991086,0.012006796919542201,0.028139298972371427,0.026685494883216854,0.10357714703152143,0.10650828328576428,0.9946194303430376,0.9999999999999998,0.10413746592070319,0.10650828328565778,0.9891553881916144,0.9886559855915421,-0.9681138826227152,0.05646690038287007,3.8366310781780433,60.163368921822034,0.059947360596531926,0.9400526394034693,0.06377021677697944
rbf_elbow_scratch_nctx47_ntgt64,0,raw,16,24,18.0,27,0.05,3.0,1.0,0.025452939104991086,0.009259299566134757,0.02794469584062145,0.026685494883216854,0.09289718028929388,0.09485378729046662,0.9946194303430376,0.9999999999999998,0.0933997240101783,0.09485378729037178,0.9912764915548226,0.9910027590366729,-0.9598096056857272,0.05646690038287007,3.8366310781780433,60.163368921822034,0.059947360596531926,0.9400526394034693,0.06377021677697944
rbf_elbow_scratch_nctx47_ntgt64,0,raw,17,24,18.0,27,0.05,3.0,1.0,0.025452939104991086,0.008606009264019963,0.027511937851096787,0.026685494883216854,0.08743050779066672,0.0892319517673383,0.9946194303430376,0.9999999999999998,0.08790347858016871,0.08923195176724907,0.9922729784535058,0.9920376587838073,-0.9545688766199617,0.05646690038287007,3.8366310781780433,60.163368921822034,0.059947360596531926,0.9400526394034693,0.06377021677697944
rbf_elbow_scratch_nctx47_ntgt64,0,raw,18,24,18.0,27,0.05,3.0,1.0,0.025452939104991086,0.008590837784905993,0.027195731105570893,0.026685494883216854,0.0782246263223394,0.07873656774593617,0.9946194303430376,0.9999999999999998,0.07864779626844974,0.07873656774585744,0.9938145241421165,0.993800552899602,-0.9422115980376569,0.05646690038287007,3.8366310781780433,60.163368921822034,0.059947360596531926,0.9400526394034693,0.06377021677697944
rbf_elbow_scratch_nctx47_ntgt64,0,raw,19,24,18.0,27,0.05,3.0,1.0,0.025452939104991086,0.008537406398374792,0.027610633259178622,0.026685494883216854,0.0735748171062067,0.07287630587202572,0.9946194303430376,0.9999999999999998,0.0739728330872817,0.07287630587195285,0.9945280199650411,0.9946890440424576,-0.9336398560417905,0.05646690038287007,3.8366310781780433,60.163368921822034,0.059947360596531926,0.9400526394034693,0.06377021677697944
rbf_elbow_scratch_nctx47_ntgt64,0,raw,20,24,18.0,27,0.05,3.0,1.0,0.025452939104991086,0.008254302414385777,0.02693810075693165,0.026685494883216854,0.06706226923973405,0.06486269727802071,0.9946194303430376,0.9999999999999998,0.06742505444171475,0.06486269727795586,0.9954538620335318,0.9957928305018282,-0.9187007367795428,0.05646690038287007,3.8366310781780433,60.163368921822034,0.059947360596531926,0.9400526394034693,0.06377021677697944
rbf_elbow_scratch_nctx47_ntgt64,0,raw,21,24,18.0,27,0.05,3.0,1.0,0.025452939104991086,0.00811932460386231,0.026888602388266687,0.026685494883216854,0.06240398324986151,0.05845374180420389,0.9946194303430376,0.9999999999999998,0.06274156863020065,0.05845374180414544,0.9960634955658219,0.9965831600690943,-0.9045285543820617,0.05646690038287007,3.8366310781780433,60.163368921822034,0.059947360596531926,0.9400526394034693,0.06377021677697944
rbf_elbow_scratch_nctx47_ntgt64,0,raw,22,24,18.0,27,0.05,3.0,1.0,0.025452939104991086,0.007834024611618574,0.026677914591657973,0.026685494883216854,0.059606416588766406,0.05462286547097165,0.9946194303430376,0.9999999999999998,0.059928868037645945,0.054622865470917034,0.9964085307757264,0.9970163425677461,-0.894455373801772,0.05646690038287007,3.8366310781780433,60.163368921822034,0.059947360596531926,0.9400526394034693,0.06377021677697944
rbf_elbow_scratch_nctx47_ntgt64,0,raw,23,24,18.0,27,0.05,3.0,1.0,0.025452939104991086,0.005000199554415559,0.027188876624267548,0.026685494883216854,0.05259326048379913,0.04679029775978098,0.9946194303430376,0.9999999999999998,0.052877773024811295,0.0467902977597342,0.9972039411199365,0.9978106680355554,-0.8621533067255704,0.05646690038287007,3.8366310781780433,60.163368921822034,0.059947360596531926,0.9400526394034693,0.06377021677697944
rbf_elbow_scratch_nctx47_ntgt64,0,raw,24,24,18.0,27,0.05,3.0,1.0,0.025452939104991086,0.003932951096809352,0.026749673745087608,0.026685494883216854,0.05044035471778127,0.04421963725660689,0.9946194303430376,0.9999999999999998,0.05071322073442102,0.04421963725656267,0.9974281692427419,0.998044623680898,-0.8490400935293236,0.05646690038287007,3.8366310781780433,60.163368921822034,0.059947360596531926,0.9400526394034693,0.06377021677697944
rbf_elbow_scratch_nctx47_ntgt64,0,raw,25,24,18.0,27,0.05,3.0,1.0,0.025452939104991086,0.0037561761242418425,0.02698644018615075,0.026685494883216854,0.04757147232567796,0.04004498897077982,0.9946194303430376,0.9999999999999998,0.04782881861580268,0.040044988970739784,0.9977124041098167,0.9983963988583333,-0.8279611547406691,0.05646690038287007,3.8366310781780433,60.163368921822034,0.059947360596531926,0.9400526394034693,0.06377021677697944
rbf_elbow_scratch_nctx47_ntgt64,0,raw,26,24,18.0,27,0.05,3.0,1.0,0.025452939104991086,0.00321902995555337,0.02705618205187623,0.026685494883216854,0.046473668142886934,0.03860369455790371,0.9946194303430376,0.9999999999999998,0.04672507566719439,0.03860369455786511,0.997816767303895,0.9985097547664831,-0.818796233157313,0.05646690038287007,3.8366310781780433,60.163368921822034,0.059947360596531926,0.9400526394034693,0.06377021677697944
rbf_elbow_scratch_nctx47_ntgt64,0,raw,27,24,18.0,27,0.05,3.0,1.0,0.025452939104991086,0.0033610777240326824,0.027109722914457755,0.026685494883216854,0.04336241449356084,0.03554344102770214,0.9946194303430376,0.9999999999999998,0.04359699114118637,0.0355434410276666,0.9980993023634354,0.9987366637999128,-0.7888144249547657,0.05646690038287007,3.8366310781780433,60.163368921822034,0.059947360596531926,0.9400526394034693,0.06377021677697944
