exp,checkpoint,checkpoint_file,episode,d_x,n_layers,n_heads,selection_mode,gamma,min_explainable_frac,n_causal,causal_damage_tau,causal_max_keep,ell,s,hidden_s,candidate_rank,participation_rank,entropy_rank,val_total_norm,val_explainable_frac,val_capture,val_resid_ratio,val_full_resid_ratio,top_singular_values_json,causal_max_damage,causal_mean_damage,causal_min_kept_damage,causal_sum_kept_damage,causal_selected_indices_json,causal_damages_json
2b,dx3,model_dx3.pt,1,3,8,4,causal,0.95,0.001,8,0.01,0,6.0,1.0,7.0,16.0,1.6587663864365905,2.917613113102658,14.283355668195977,0.9237395232126019,0.9514609960718182,0.3479911969191487,0.2761529952533435,"[7.075111723300759, 1.7103549820703468, 1.6228801644928341, 1.366470537772597, 1.2253826057769515, 1.1084972186819266, 1.039991761480465, 0.9044367905883673]",0.17191354116529456,0.011741125802533862,0.17191354116529456,0.17191354116529456,[0],"[0.17191354116529456, 0.0006605103462412063, 0.0006678977336877573, 0.0009935733493488064, 0.000305217221347789, 0.0013528717428786339, 0.000533674263810357, 0.0005471513331338409, 0.0005153474076842652, 0.0009256491157321651, 0.0007408704148758201, 0.0018834157077210903, 0.002503672647626222, 0.00190535203983392, 0.0009766634419887989, 0.0014326049093365475]"
2b,dx3,model_dx3.pt,1,3,8,4,causal,0.95,0.001,8,0.01,0,7.0,0.0,12.0,16.0,2.8392030202369916,5.317882848103506,11.274966979316604,0.8345642913554687,0.96180443102897,0.4441985666295452,0.40673788690571155,"[5.021204152168829, 1.9382619946448358, 1.7541588412538585, 1.6204242145402576, 1.3838655673031275, 1.264521008057385, 1.1766084960179135, 1.043118980813379]",0.009515105849217036,0.0016384576629435532,0.0,0.0,[],"[0.009515105849217036, 0.0007266534173982485, 0.000670380978826864, 0.0006177288549071251, 0.00040521057434318215, 0.0013184683795312375, 0.0007342201160863843, 0.0002068633295260624, 0.0007986586048806037, 0.0010113082803523787, 0.000742368312981385, 0.0025430003984985607, 0.002478775214077374, 0.0019160395625164432, 0.0008576533461239858, 0.00167288738782998]"
2b,dx3,model_dx3.pt,1,3,8,4,causal,0.95,0.001,8,0.01,0,8.0,0.0,12.0,16.0,2.550713551735867,4.836394998691091,12.262748506994372,0.8530433954628688,0.9655811131934672,0.41990166540109736,0.38334919399566325,"[5.549041853233975, 1.9849055174412675, 1.783739956110419, 1.6568478104375184, 1.4224538603263877, 1.2785985947072334, 1.2047288214226661, 1.0675102738146556]",0.0,0.0,0.0,0.0,[],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2b,dx3,model_dx3.pt,2,3,8,4,causal,0.95,0.001,8,0.01,0,0.0,3.0,3.0,4.0,1.527506811137146,1.8838970662186063,3377.6438947271577,0.9999905739867827,0.9999997388200353,0.003112425215176752,0.0030701813003972934,"[1836.155113975006, 791.3192389302745, 501.88190339922585, 2.095343635408, 1.818854056056646, 1.763579286793715, 1.6702640296874134, 1.388538547940301]",1.9968358836941782,0.876047752620989,0.34141309752026133,3.503254213975258,"[0, 1, 2]","[1.9968358836941782, 1.1650052327608182, 0.34141309752026133, 0.0009367965086977349]"
2b,dx3,model_dx3.pt,2,3,8,4,causal,0.95,0.001,8,0.01,0,1.0,2.0,14.0,16.0,5.606048550095324,8.581662746001138,9.792453241330017,0.6627165011207058,0.9606862503649521,0.6027747253189604,0.5807611375421774,"[2.8986522995572623, 2.2757283760667097, 1.4580930766105613, 1.3177846226789505, 1.3073907173839294, 1.1489200070510859, 1.0620828338516977, 1.0009726787852968]",0.10260962088953636,0.009426410061309995,0.02385626772886612,0.12646588861840247,"[0, 1]","[0.02385626772886612, 0.10260962088953636, 0.004255619329658428, 0.001016147553969058, 0.0030605057856199517, 0.0007734431749735483, 0.003438394770840136, 0.0009785403767538206, 0.0014656629261318318, 0.0013071541271239835, 0.001354627928185675, 0.001860039268146581, 0.0012122630987668115, 0.0013533845948830333, 0.0012470802238765373, 0.0010338092036280245]"
2b,dx3,model_dx3.pt,2,3,8,4,causal,0.95,0.001,8,0.01,0,2.0,1.0,14.0,16.0,6.695262665333668,9.662009959019617,6.781357591101009,0.7540028015955934,0.9532642887572533,0.5303169388355964,0.4959810464164783,"[1.8881910709990026, 1.3449868108163687, 1.186086993508731, 1.0732294509445586, 1.0524819837964217, 0.9127754365396783, 0.7191207441583349, 0.6108459574131536]",0.012292328050714745,0.0018316571804304319,0.012292328050714745,0.012292328050714745,[0],"[0.012292328050714745, 0.0008096972516608522, 0.0016299375868111627, 0.0005188072463680677, 0.001197555149381876, 0.0008308016438912504, 0.0018288744393488317, 0.001149990310363996, 0.0011832269727931892, 0.001493116151270616, 0.0014103199898611392, 0.0016994805196477397, 0.0008280246319958279, 0.0008552557444394285, 0.0006605583454509625, 0.0009185408528872224]"
2b,dx3,model_dx3.pt,2,3,8,4,causal,0.95,0.001,8,0.01,0,3.0,0.0,15.0,16.0,8.035809878719943,10.689566860124014,5.6822697790320165,0.6726626937519856,0.9738569404016676,0.5873012575674312,0.5721339932638013,"[1.3373963058788674, 1.2285611567906916, 1.057961959917349, 1.0366830967330414, 0.8973998535954852, 0.7406465695514313, 0.5803431378625065, 0.5337603248863615]",0.002062891004818914,0.000958489981688409,0.0,0.0,[],"[0.0007372199408867215, 0.0015718570697518881, 0.0004862229304772522, 0.0008588085628121913, 0.0008589873374230743, 0.0011818850008916153, 0.00041532134154166487, 0.002062891004818914, 0.0016501517363055726, 0.001089718355086058, 0.0007209564923338707, 0.001005392319361637, 0.0007700582807623221, 0.0005481082120466706, 0.0007161391730913909, 0.0006621219494236996]"
2b,dx3,model_dx3.pt,2,3,8,4,causal,0.95,0.001,8,0.01,0,4.0,0.0,15.0,16.0,9.545438587469466,12.179478159542759,5.79838137674045,0.6354884869291434,0.9517138242045647,0.6286468180676924,0.6037478886678005,"[1.467562033074453, 1.3961645650218002, 1.2907759092526374, 1.1729492478764914, 1.1416080873446475, 0.9772182836998914, 0.923851533445625, 0.78782757891806]",0.0012565783653254825,0.0008666749447302988,0.0,0.0,[],"[0.0012565783653254825, 0.0010780878579223045, 0.0010359124677145038, 0.0009041899761323139, 0.0008965503122785182, 0.0006258314547228517, 0.0006248659680689385, 0.0007881210471133237, 0.0009902444237484946, 0.0010775656125792993, 0.0011833516811139114, 0.0006577839972723942, 0.0005623771304891102, 0.000786645344477323, 0.0008724354705472306, 0.0005262580061787806]"
2b,dx3,model_dx3.pt,2,3,8,4,causal,0.95,0.001,8,0.01,0,5.0,1.0,12.0,16.0,2.9087698297150766,5.664674529561732,11.297528716557725,0.8827619431848643,0.955478021925641,0.39565182255927434,0.34240043343303156,"[5.096236626318429, 2.4666930833399068, 1.4784805107662817, 1.3375021917425638, 1.299255480123308, 1.221503151927328, 1.190609784334652, 1.0971768573518674]",0.07727239378936517,0.005537047430765155,0.07727239378936517,0.07727239378936517,[0],"[0.07727239378936517, 0.0014778722412598898, 0.0008655997749258421, 0.000373091089434145, 0.00048115020438677016, 0.0009482498445614736, 0.0005884903463140223, 0.00045582317106552725, 0.0007036488183247485, 0.0003441406320540066, 0.0008950090051541715, 0.0005536825500175085, 0.0004249204428908743, 0.0013500474661904474, 0.0009117682428928689, 0.0009468712734050394]"
2b,dx3,model_dx3.pt,2,3,8,4,causal,0.95,0.001,8,0.01,0,6.0,1.0,12.0,16.0,2.8766562281131542,5.5881614584880825,11.744155620722156,0.8872813474611387,0.9594811607416212,0.3855778298003954,0.33573598636257923,"[5.204934850599743, 2.4894280391087134, 1.510867425689686, 1.3723871681392106, 1.3151537520192513, 1.2331082031755742, 1.2209835425931654, 1.1097336313362938]",0.06128094276775741,0.00451083962287658,0.06128094276775741,0.06128094276775741,[0],"[0.06128094276775741, 0.0012842417166145062, 0.0010027181715373409, 0.00028278402929560827, 0.0004669012687110424, 0.00045672773324415846, 0.0007990783346179168, 0.00043743242048310425, 0.0009221572093072646, 0.0003743343399867683, 0.0009256343470615964, 0.0004821498015927624, 0.0005115701095046838, 0.0013100007270490602, 0.0007962758675761712, 0.0008404851216858968]"
2b,dx3,model_dx3.pt,2,3,8,4,causal,0.95,0.001,8,0.01,0,7.0,0.0,14.0,16.0,5.277986960573347,8.796125648879375,9.812318471041179,0.7843733627049926,0.9618144996037099,0.49555860061893603,0.4643561535018106,"[3.851120680805684, 2.4768023015331235, 1.754002338508765, 1.6004397008540823, 1.507453899354415, 1.4263432325220609, 1.3001665433867666, 1.2382880059473154]",0.00452759465142522,0.000852820035130715,0.0,0.0,[],"[0.00452759465142522, 0.001263334215857385, 0.0005474692081747245, 0.00025124226875742614, 0.00028941685947817306, 0.00030479811884061975, 0.0002875482424700282, 0.0006997624510780696, 0.0009432349880554859, 0.00025992293139621373, 0.0008610508468469959, 0.00045618950562734513, 0.0004187762691341489, 0.001099366607370156, 0.0008724977968014027, 0.0005629156007780458]"
2b,dx3,model_dx3.pt,2,3,8,4,causal,0.95,0.001,8,0.01,0,8.0,0.0,14.0,16.0,5.2181493406965425,8.837413288997496,10.676632236468931,0.7919652504890746,0.9621538322315949,0.4878602251133667,0.45610826512015396,"[4.163367577184514, 2.547424199492153, 1.9254307885207613, 1.7278685355691943, 1.5959277971121903, 1.491605164619401, 1.4307302295264581, 1.3480857479795456]",0.0,0.0,0.0,0.0,[],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2b,dx3,model_dx3.pt,3,3,8,4,causal,0.95,0.001,8,0.01,0,0.0,3.0,2.0,8.0,1.7843763819636487,2.0877434970913202,2142.3704577947437,0.9999865085736815,0.9586592798619229,0.20335597807567854,0.003673067698580474,"[984.6658617612179, 585.0968837765166, 253.5230911693616, 2.0876829166048902, 1.9774383213304383, 1.84371793983376, 1.636647009209259, 1.2845963080856253]",1.4034776485958647,0.4025586279640255,0.9048198278640449,3.2140474482442,"[0, 1, 2]","[0.9057499717842906, 1.4034776485958647, 0.9048198278640449, 0.0008068561798348506, 0.0022957074497338133, 0.0009662985840414882, 0.0008770435815824582, 0.0014756696728106767]"
2b,dx3,model_dx3.pt,3,3,8,4,causal,0.95,0.001,8,0.01,0,1.0,4.0,14.0,16.0,6.951778706554063,9.090718036928068,8.05441008323107,0.6687875895321516,0.9631096838259731,0.5965603038242863,0.5755105650358063,"[2.1673098535191686, 1.789240355061171, 1.4599940622737364, 1.3398419855985224, 1.2313117484716443, 1.1177923890632653, 1.0315672636694448, 0.8600384426163444]",0.0599367378818349,0.00928771206231776,0.016611979683396012,0.12994942395566067,"[0, 1, 2, 3]","[0.021491777009774966, 0.0319089293806548, 0.0599367378818349, 0.016611979683396012, 0.0009993974120666759, 0.0015090546882387324, 0.0020044666879589666, 0.001988481539523286, 0.0023677033922582733, 0.0025527635086946454, 0.0014212412925334224, 0.0013377815168731121, 0.0011753299824173115, 0.001738804641533631, 0.0010976615972032558, 0.00046128278212216297]"
2b,dx3,model_dx3.pt,3,3,8,4,causal,0.95,0.001,8,0.01,0,2.0,0.0,15.0,16.0,5.676237983136271,7.324448054958016,4.990702114950026,0.6435979998850161,0.9716311293762907,0.6120948852157817,0.5969941374209162,"[1.3056700085918616, 1.1723834151072445, 0.9022880424933052, 0.8329259353647158, 0.7803378905085037, 0.6516418898946055, 0.4015947311401442, 0.2573758742611521]",0.0052215726674604175,0.0015923505815005033,0.0,0.0,[],"[0.0052215726674604175, 0.0007334200403839272, 0.00313643848526695, 0.002089865659384545, 0.001953994834563711, 0.002625890039532104, 0.0015800147688600722, 0.0007987632630544481, 0.0005198885846774655, 0.0008666723258524499, 0.0012309995569047478, 0.000795713664019794, 0.001474663679048173, 0.0013730662733110518, 0.000567429890769517, 0.0005092155709186799]"
2b,dx3,model_dx3.pt,3,3,8,4,causal,0.95,0.001,8,0.01,0,3.0,0.0,15.0,16.0,5.768151983449669,7.400779845790462,4.9989335291412464,0.6533911435054692,0.9760751976243858,0.6018646944927047,0.588734962860616,"[1.3091358646892473, 1.1587565838163603, 0.9403675925515521, 0.8208028158342757, 0.7729624128882449, 0.6911810395524228, 0.41961849404502294, 0.26487162461842084]",0.007349926792440874,0.0015372449650111592,0.0,0.0,[],"[0.007349926792440874, 0.0008643923796073975, 0.00258931396225072, 0.0019116738582232592, 0.0008757538697982365, 0.002327366854775884, 0.0013232508433416378, 0.0007174680015638737, 0.00037421953154798577, 0.0007379032356597102, 0.0012188244956974487, 0.0010312487046848548, 0.0013256651958185272, 0.0007197225210373148, 0.0007546829788249898, 0.00047450621490583334]"
2b,dx3,model_dx3.pt,3,3,8,4,causal,0.95,0.001,8,0.01,0,4.0,0.0,16.0,16.0,5.807222835611811,7.6179010726148615,5.053483040576963,0.6495932028507984,0.9999999999999398,0.5919516848098015,0.5919516848098015,"[1.5612209192309972, 1.1971836126842155, 1.1152439121989637, 0.947580161463639, 0.8069344460289856, 0.7332031837746017, 0.6482728452627826, 0.4115908683941939]",0.007018875252185826,0.001359325105040134,0.0,0.0,[],"[0.007018875252185826, 0.0012816792013091345, 0.0009886668204311289, 0.0014353736263834566, 0.0016193482330107162, 0.0011461127163330707, 0.0016481775283476686, 0.001100045823073924, 0.0009769401919644336, 0.0004592876284439623, 0.0003514464261222748, 0.0011168151392557098, 0.0007382870291291919, 0.0006739782810767979, 0.0006145293297254005, 0.0005796384538494455]"
2b,dx3,model_dx3.pt,3,3,8,4,causal,0.95,0.001,8,0.01,0,5.0,0.0,15.0,16.0,6.242875188226176,8.490434063742159,5.32872487758986,0.630349474802429,0.9645706463129512,0.6260857766206821,0.6079889186469897,"[1.8723639235776668, 1.3302954931169535, 1.2037648804499888, 1.096484606417886, 0.9540986496557945, 0.8757566935494256, 0.8017881780427525, 0.6638388947068123]",0.00840835391512173,0.0013998309460303078,0.0,0.0,[],"[0.00840835391512173, 0.0017227156053846824, 0.00077106021417122, 0.00031257798665373064, 0.0018380884003793194, 0.0011947353487971716, 0.0009801112255513047, 0.0014182555328045596, 0.0011636026781062499, 0.0013344455012540355, 0.001017315569902315, 0.00038219415512877244, 0.00020144049246112938, 0.000564093641453559, 0.0005405003814779028, 0.0005478044878372433]"
2b,dx3,model_dx3.pt,3,3,8,4,causal,0.95,0.001,8,0.01,0,6.0,1.0,10.0,16.0,2.003953522674269,3.7758490176078965,11.359518094715892,0.8957714914373452,0.9536274192923919,0.3817954221109682,0.32284440302202405,"[6.306060355158745, 1.9001505667087524, 1.6077118979061773, 1.4705832355910649, 1.3212991034070436, 1.1938156974125544, 1.1118014728785157, 1.0906495992430716]",0.14112449019829695,0.009704360768082211,0.14112449019829695,0.14112449019829695,[0],"[0.14112449019829695, 0.0009800755747227752, 0.0007756376577177778, 0.0015641737594361143, 0.0002761080612106251, 0.0005571485837905979, 0.00043030543446835406, 0.0003519385057648967, 0.001152983381955992, 0.000609386891098842, 0.001875814105754948, 0.0010900623578865918, 0.0011969593094738557, 0.001971581682528039, 0.0009018246166975922, 0.00041128216851141815]"
2b,dx3,model_dx3.pt,3,3,8,4,causal,0.95,0.001,8,0.01,0,7.0,1.0,12.0,16.0,3.3396894884865325,6.207114262943839,9.82873020501852,0.8134278864434994,0.952792646828714,0.47431201868726836,0.43193994207122166,"[4.794097566931575, 1.9889488369915247, 1.81768797135672, 1.6530508043491738, 1.515851672475348, 1.326415898209954, 1.2551448762017379, 1.2160036175252265]",0.011811435543880788,0.001417701771823955,0.011811435543880788,0.011811435543880788,[0],"[0.011811435543880788, 0.0008803394631328079, 0.0005772505202929579, 0.00074567075664871, 0.0003143845013642531, 0.0005255381247516666, 0.0004166839920200328, 0.00038763574509824455, 0.0009884440842433452, 0.0006341778123674528, 0.0008339938852826431, 0.000922334362591832, 0.0007093925561638945, 0.0019279599374916986, 0.0007725112036338834, 0.0002354758602190687]"
