checkpoint,ell,n,candidate_rank_mean,candidate_rank_std,causal_damage_tau_mean,causal_damage_tau_std,causal_max_damage_mean,causal_max_damage_std,causal_max_keep_mean,causal_max_keep_std,causal_mean_damage_mean,causal_mean_damage_std,causal_min_kept_damage_mean,causal_min_kept_damage_std,causal_sum_kept_damage_mean,causal_sum_kept_damage_std,d_x_mean,d_x_std,ell_mean,ell_std,entropy_rank_mean,entropy_rank_std,gamma_mean,gamma_std,hidden_s_mean,hidden_s_std,min_explainable_frac_mean,min_explainable_frac_std,n_causal_mean,n_causal_std,n_heads_mean,n_heads_std,n_layers_mean,n_layers_std,participation_rank_mean,participation_rank_std,s_mean,s_std,val_capture_mean,val_capture_std,val_explainable_frac_mean,val_explainable_frac_std,val_full_resid_ratio_mean,val_full_resid_ratio_std,val_resid_ratio_mean,val_resid_ratio_std,val_total_norm_mean,val_total_norm_std
dx10,0.0,4,8.0,0.0,0.01,0.0,49.97497784214558,28.996909085377958,0.0,0.0,7.7634817217636405,3.3218252652835645,0.20658852644067868,0.09649374392305571,62.107853774109124,26.574602122268516,10.0,0.0,0.0,0.0,4.476832782805379,0.852582850076863,0.95,0.0,7.25,0.5,0.001,0.0,8.0,0.0,4.0,0.0,8.0,0.0,3.5787743711767552,0.9083623016385193,8.0,0.0,0.9811300314939067,0.01513889256898619,0.8768162498222024,0.049150605134416867,0.3449806575752565,0.07458414556048915,0.3719536808719061,0.050295813581188176,3559.702147062148,1083.6787080621996
dx10,1.0,4,16.0,0.0,0.01,0.0,0.09204772184920798,0.053557343397551666,0.0,0.0,0.018504936142334137,0.003753896038144077,0.01127283310082152,0.0015571400253795475,0.2531893096228171,0.08611640532619402,10.0,0.0,1.0,0.0,1.9415970035828436,0.02498721331452438,0.95,0.0,2.0,0.0,0.001,0.0,8.0,0.0,4.0,0.0,8.0,0.0,1.7524887106169116,0.06242546542640363,9.0,3.7416573867739413,0.9966940487051759,0.0014345708041692779,0.9995967197226016,0.0002949291325272646,0.0191435790274902,0.00700510855654092,0.059717239065827404,0.013740245930082683,789.8640436890909,307.0993233023659
dx10,2.0,4,16.0,0.0,0.01,0.0,0.004755045988027579,0.0018622117641109751,0.0,0.0,0.0024137421581323353,7.120015759991659e-05,0.0,0.0,0.0,0.0,10.0,0.0,2.0,0.0,10.762251362652533,2.2324452457427193,0.95,0.0,15.25,0.9574271077563381,0.001,0.0,8.0,0.0,4.0,0.0,8.0,0.0,7.300627155671836,1.583825837488457,0.0,0.0,0.9819153991209534,0.022409784761472158,0.8620225656002897,0.0726302277996853,0.36111146944208194,0.10050499846274565,0.37857916838608857,0.11197870181611459,3.3812886527973083,0.5768225557416585
dx10,3.0,4,16.0,0.0,0.01,0.0,0.0023872755336517603,0.0007417521679077353,0.0,0.0,0.0013246143191411037,0.00016171303852396954,0.0,0.0,0.0,0.0,10.0,0.0,3.0,0.0,12.194089822351525,2.1170704203167783,0.95,0.0,15.0,0.0,0.001,0.0,8.0,0.0,4.0,0.0,8.0,0.0,9.098133821305705,1.8045760829304385,0.0,0.0,0.9722142715312277,0.009029964360266103,0.9107366691085179,0.07229034945582052,0.25438324867339934,0.180932745095046,0.32342977296424735,0.11608507609980408,2.9895503111598263,0.7321387752010382
dx10,4.0,4,16.0,0.0,0.01,0.0,0.007632851167038929,0.005173051650526208,0.0,0.0,0.0016251105961851296,0.00035837476793156947,0.0034501298487500075,0.006900259697500014,0.0034501298487500075,0.006900259697500014,10.0,0.0,4.0,0.0,15.027370780608319,2.533406583021641,0.95,0.0,15.25,0.5,0.001,0.0,8.0,0.0,4.0,0.0,8.0,0.0,10.322487911331088,2.8723201969539383,0.25,0.5,0.97360569250398,0.021892747000361628,0.7562703374320232,0.024282032660449343,0.4932384010078413,0.024373273316555928,0.5125197811301696,0.033171029485979206,3.722936098409254,0.9042934218150661
dx10,5.0,4,16.0,0.0,0.01,0.0,0.1783123624469037,0.022945335013327278,0.0,0.0,0.012124874594149026,0.0014986117073743693,0.1783123624469037,0.022945335013327278,0.1783123624469037,0.022945335013327278,10.0,0.0,5.0,0.0,7.632514783934308,1.7249536845350504,0.95,0.0,13.25,0.9574271077563381,0.001,0.0,8.0,0.0,4.0,0.0,8.0,0.0,3.4253362653616906,0.7822135077565797,1.0,0.0,0.9614005240164164,0.008734858442659803,0.8443848609700447,0.01713348469758852,0.39400613971038845,0.022339826930055557,0.4337793700536732,0.013272165254349082,6.467045718587832,0.7003015759766157
dx10,6.0,4,16.0,0.0,0.01,0.0,0.05291579525729376,0.014272331544106592,0.0,0.0,0.004145951125288334,0.0009723722574828313,0.05291579525729376,0.014272331544106592,0.05291579525729376,0.014272331544106592,10.0,0.0,6.0,0.0,10.448812856099913,1.5008847433730008,0.95,0.0,14.5,0.5773502691896257,0.001,0.0,8.0,0.0,4.0,0.0,8.0,0.0,5.181361363937966,1.0001850960029817,1.0,0.0,0.96371062289712,0.013341080294131053,0.7514159504168184,0.021546764627287773,0.498227644816992,0.02170294982314592,0.5253052648845492,0.011767001110790218,6.3263316967120335,0.5924557779320998
dx10,7.0,4,16.0,0.0,0.01,0.0,0.008728759375606066,0.004864593177837303,0.0,0.0,0.0012972459212038162,0.0004432488887523799,0.00380435844809583,0.007608716896191659,0.00380435844809583,0.007608716896191659,10.0,0.0,7.0,0.0,13.154580567113737,1.1768965248047825,0.95,0.0,15.25,0.5,0.001,0.0,8.0,0.0,4.0,0.0,8.0,0.0,8.108610326675711,1.0607617172454782,0.25,0.5,0.9725946157440636,0.018934094392753915,0.6572446484483,0.014008159350200082,0.5853621165567339,0.01191883953511402,0.6007213193422962,0.00791750670738718,6.642757753845551,0.4994543821866171
dx10,8.0,4,16.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,8.0,0.0,9.81714045940782,1.4327836673611192,0.95,0.0,14.0,0.0,0.001,0.0,8.0,0.0,4.0,0.0,8.0,0.0,5.50393511294188,1.105424173530799,0.0,0.0,0.9579416723698623,0.005972901720565187,0.7416833945922229,0.05677278829747226,0.5059240271615371,0.05606524946784985,0.5357587551521504,0.054629722555403284,9.99087274015758,1.2613861241430402
dx15,0.0,4,8.0,0.0,0.01,0.0,0.6013230681524246,0.23481242996923726,0.0,0.0,0.2894501039948945,0.07497101454980842,0.09310084381783008,0.031191902595088306,2.3156008319591566,0.5997681163984673,15.0,0.0,0.0,0.0,4.798117299789043,0.38402599887269484,0.95,0.0,7.5,0.5773502691896257,0.001,0.0,8.0,0.0,4.0,0.0,8.0,0.0,3.8876991002431955,0.5034057697290756,8.0,0.0,0.9764601156951824,0.02718589651756852,0.7582138411717276,0.046072707874241725,0.49002525718221346,0.04706599836793574,0.5078713643741093,0.04726455051800989,4388.113492372813,1751.5862669754279
