exp,checkpoint,checkpoint_file,sweep,sweep_val,d_x,d_model,n_layers,n_heads,episode,probe_kind,selection_mode,gamma,min_explainable_frac,n_causal,causal_damage_tau,causal_max_keep,tau_sv,n_build,n_val,n_eval,B_nat,dim_R_nat,dim_over_nctx,dim_over_rT,r_eff_T_task,mean_s,mean_hidden_s,sum_candidate_rank,mean_candidate_rank,max_causal_damage,mean_causal_damage,sum_kept_causal_damage,E_F_T,E_TQ_T,E_F_TQ,X_use,X_sub,max_val_closure,mean_val_closure,max_build_closure,mean_build_closure,max_val_refinement,mean_val_refinement,max_build_refinement,mean_build_refinement,s_list,candidate_ranks,mse_model,mse_krr,mse_ratio,E_pointwise_F_T
2b,dx3,model_dx3.pt,dx,3,3,128,8,4,0,task,causal,0.95,0.001,8,0.01,0,0.001,8,16,16,42,3,0.06382978723404255,1.0,3,0.6666666666666666,10.666666666666666,131,14.555555555555555,4.973161457378627,0.27137727379035703,7.674804267915134,0.005353875475844502,1.9907381682180416e-13,0.005353875475847441,0.9999714046935807,1.0,0.016745867877072686,0.009488116233418121,0.01622950360366452,0.009239445189496105,0.9999975385713168,0.8888297106161112,0.9999975532012448,0.8888323177328864,"[3, 1, 0, 0, 0, 1, 1, 0, 0]","[3, 16, 16, 16, 16, 16, 16, 16, 16]",0.014883903564457915,0.01650283107858338,0.9019000130088931,0.004753614882735176
2b,dx3,model_dx3.pt,dx,3,3,128,8,4,1,task,causal,0.95,0.001,8,0.01,0,0.001,8,16,16,45,3,0.06382978723404255,1.0,3,0.6666666666666666,11.333333333333334,136,15.11111111111111,1.1735724001815098,0.03881079755697239,2.870799163312787,0.007295656217270803,4.391983962279211e-14,0.007295656217266892,0.9999467365451528,1.0,0.03785165010369769,0.018866095905589957,0.0381908209434235,0.019087930141494243,0.9999899241821782,0.8886575846688414,0.9999899501823372,0.8886452003390515,"[3, 1, 1, 0, 0, 0, 1, 0, 0]","[8, 16, 16, 16, 16, 16, 16, 16, 16]",0.0019225857825818172,0.0024362826635629707,0.7891472575559474,0.007305611424720733
2b,dx3,model_dx3.pt,dx,3,3,128,8,4,2,task,causal,0.95,0.001,8,0.01,0,0.001,8,16,16,57,3,0.06382978723404255,1.0,3,0.8888888888888888,12.555555555555555,132,14.666666666666666,1.9968358836941782,0.10000352131976895,3.7805657672014976,0.006348567641211033,8.889773092775721e-14,0.006348567641199581,0.9999596239632036,1.0,0.025950684539252068,0.014254927183501373,0.02771354769275787,0.014375318007371483,0.9999931018276949,0.888753593433897,0.9999934098828576,0.888746154554004,"[3, 2, 1, 0, 0, 1, 1, 0, 0]","[4, 16, 16, 16, 16, 16, 16, 16, 16]",0.01906015090790114,0.017243523224904467,1.1053513054903394,0.0054086651848543
2b,dx3,model_dx3.pt,dx,3,3,128,8,4,3,task,causal,0.95,0.001,8,0.01,0,0.001,8,16,16,64,3,0.06382978723404255,1.0,3,1.0,12.333333333333334,136,15.11111111111111,1.4034776485958647,0.04765079490709239,3.4969327979420384,0.00897273694885964,3.667072860295631e-13,0.008972736948792156,0.9999196710167118,1.0,0.03664937968254287,0.018675281315143375,0.04349445647344522,0.021194202056266122,0.9999897778562352,0.8886523998396376,0.999992034266155,0.8885713347872802,"[3, 4, 0, 0, 0, 0, 1, 1, 0]","[8, 16, 16, 16, 16, 16, 16, 16, 16]",0.005264468888637075,0.006806994134923132,0.7733911304003972,0.00959775700554823
2b,dx5,model_dx5.pt,dx,5,5,128,8,4,0,task,causal,0.95,0.001,8,0.01,0,0.001,8,16,16,62,5,0.10638297872340426,1.0,5,1.0,10.444444444444445,133,14.777777777777779,53.74143946930438,2.1862903047634195,99.36852586271226,0.012137684700355516,2.915291361750397e-13,0.01213768470036316,0.9998518486216319,1.0,0.01628977704336587,0.009292763348826064,0.014744537587676503,0.00844667491633669,0.9999965899547865,0.8888350676900195,0.9999971371229541,0.888843619937652,"[5, 1, 0, 0, 0, 1, 1, 1, 0]","[5, 16, 16, 16, 16, 16, 16, 16, 16]",0.007963216506779294,0.009346638379402642,0.8519872261590841,0.011578431727539326
2b,dx5,model_dx5.pt,dx,5,5,128,8,4,1,task,causal,0.95,0.001,8,0.01,0,0.001,8,16,16,70,5,0.10638297872340426,1.0,5,1.1111111111111112,12.666666666666666,133,14.777777777777779,580.1467300624456,13.62913941878711,613.5585996802195,0.010206951736397064,3.0110997322803403e-13,0.010206951736365768,0.9998950786961125,1.0,0.01673224386111368,0.009197708541441208,0.018115388134069637,0.009303696528116865,0.9999969024779801,0.8888345660211192,0.9999970725010933,0.888831016886634,"[5, 2, 0, 0, 0, 1, 1, 1, 0]","[5, 16, 16, 16, 16, 16, 16, 16, 16]",0.016858384935091397,0.016377206997479368,1.0293809523007242,0.007668807696538315
2b,dx5,model_dx5.pt,dx,5,5,128,8,4,2,task,causal,0.95,0.001,8,0.01,0,0.001,8,16,16,60,5,0.10638297872340426,1.0,5,0.8888888888888888,9.88888888888889,133,14.777777777777779,99.1655367183004,2.5631650528037118,115.52817990784027,0.005841241911437802,1.8621084891760075e-13,0.0058412419114415885,0.9999659412836494,1.0,0.023697804127561267,0.01311503861195422,0.027809388683904823,0.014983072664592346,0.9999952307277071,0.8887796222427149,0.9999955787469765,0.888741496722083,"[5, 1, 0, 0, 0, 1, 1, 0, 0]","[5, 16, 16, 16, 16, 16, 16, 16, 16]",0.007419675841272566,0.0037061001577739622,2.002017086804565,0.014328417401741393
2b,dx5,model_dx5.pt,dx,5,5,128,8,4,3,task,causal,0.95,0.001,8,0.01,0,0.001,8,16,16,60,5,0.10638297872340426,1.0,5,0.8888888888888888,13.222222222222221,133,14.777777777777779,2.0485675645016936,0.07867285324630563,3.907538171721276,0.005869792793828716,1.317878345149386e-12,0.005869792793861722,0.9999654188937744,1.0,0.031453641984737095,0.01654751692627318,0.024621102549420973,0.012220889165532298,0.9999935158765126,0.8887123120393243,0.9999973044890421,0.888786781540566,"[5, 1, 0, 0, 0, 1, 1, 0, 0]","[5, 16, 16, 16, 16, 16, 16, 16, 16]",0.005768602916561557,0.006003941346143602,0.9608026767727826,0.014506358234450822
2b,dx8,model_dx8.pt,dx,8,8,128,8,4,0,task,causal,0.95,0.001,8,0.01,0,0.001,8,16,16,127,8,0.1702127659574468,1.0,8,1.7777777777777777,11.0,136,15.11111111111111,14480.423166396626,216.8224603152209,15655.99575353122,0.01496801653706668,1.5348814663815705e-12,0.014968016537237382,0.9997712882745424,1.0,0.02374719605330764,0.013550566780592833,0.01978850019777703,0.011183014367375442,0.9999973891405207,0.8888094434551834,0.999997964924998,0.8888022816014323,"[8, 6, 0, 0, 0, 1, 1, 0, 0]","[8, 16, 16, 16, 16, 16, 16, 16, 16]",0.017011616328460377,0.007442037654094978,2.2858815178259335,0.010170203737376319
2b,dx8,model_dx8.pt,dx,8,8,128,8,4,1,task,causal,0.95,0.001,8,0.01,0,0.001,8,16,16,95,8,0.1702127659574468,1.0,8,1.3333333333333333,13.0,136,15.11111111111111,30.660848507667943,0.4584244165278005,33.4069473578289,0.009465436986365922,1.5894603383443254e-12,0.009465436986438905,0.9999106677519242,1.0,0.03630416991332932,0.0217593391652085,0.03776791390781437,0.020275165314834656,0.9999937053470359,0.888602233908883,0.9999970173331646,0.8885871614669092,"[8, 2, 0, 0, 0, 1, 1, 0, 0]","[8, 16, 16, 16, 16, 16, 16, 16, 16]",0.04195703131113793,0.03545306511505075,1.1834528601400411,0.008401976222376885
