exp,checkpoint,checkpoint_file,episode,d_x,n_layers,n_heads,selection_mode,span_mode,kernel_family,kernel_lengthscale,kernel_signal_var,gamma,min_explainable_frac,n_causal,causal_damage_tau,causal_max_keep,ell,s,hidden_s,candidate_rank,participation_rank,entropy_rank,val_total_norm,val_explainable_frac,val_capture,val_resid_ratio,val_full_resid_ratio,top_singular_values_json,causal_max_damage,causal_mean_damage,causal_min_kept_damage,causal_sum_kept_damage,causal_selected_indices_json,causal_damages_json
rbf,rbf_elbow_scratch_nctx47_ntgt64,/Users/fernandoruizmazo/Documents/GitHub/mech-ICL-KRR/experiments/rbf_elbow_training/results/nctx47_ntgt64_scratch_seed42/checkpoint_final.pt,0,5,8,4,causal,seed,rbf,3.0,1.0,0.95,0.001,8,0.05,0,0.0,13.0,1.0,16.0,1.0922865657170626,1.2821394979413703,279.95304105949793,0.9983165535149927,0.9604558389408546,0.20288183029836626,0.04102982433556471,"[274.137523414684, 34.5297520795645, 30.96547873574452, 23.423942418403392, 20.441068767809373, 13.28464543665086, 6.324660699703617, 4.98531132572995]",0.9226285414239808,0.14234683261567566,0.05095113264791195,2.1616891354455365,"[0, 1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 15]","[0.9226285414239808, 0.13839328744996626, 0.20999553543506272, 0.15975470206916798, 0.15295356258617843, 0.12668257618672316, 0.08484007373618774, 0.06674065038631302, 0.04442858656491283, 0.05825184012924708, 0.05859599391373442, 0.07246406899150648, 0.05095113264791195, 0.04433641396262538, 0.027095185877735715, 0.05943717048955649]"
rbf,rbf_elbow_scratch_nctx47_ntgt64,/Users/fernandoruizmazo/Documents/GitHub/mech-ICL-KRR/experiments/rbf_elbow_training/results/nctx47_ntgt64_scratch_seed42/checkpoint_final.pt,0,5,8,4,causal,seed,rbf,3.0,1.0,0.95,0.001,8,0.05,0,1.0,5.0,27.0,34.0,2.7811594418246934,3.4386133355395745,12.621548938558176,0.9999999999999938,0.9510855319888176,0.22116615475966517,3.225828026482814e-13,"[3.732201037746834, 2.925321505223062, 1.7326048868734107, 1.4173472311370976, 0.35925703414820875, 0.3212424991632584, 0.2152250148143603, 0.19242010086865038]",0.16579475524170326,0.02546641588617227,0.05170388454671491,0.3859554802449863,"[1, 4, 5, 6, 7]","[0.0471631720220994, 0.16579475524170326, 0.03435020809348048, 0.042391222352857076, 0.061159655662495246, 0.054979592627365716, 0.05170388454671491, 0.05231759216670719, 0.037284246085481344, 0.044814530717484084, 0.023534489672967684, 0.0243077071950531, 0.030080045063227034, 0.021463266707528114, 0.014000831556798338, 0.016224969133618834, 0.008655337603220287, 0.014721520490494166, 0.010051976125175726, 0.01692989281880077, 0.009458900348408624, 0.006735811247310969, 0.009990609467459574, 0.00607907697608848, 0.008298516422364028, 0.006489775250211869, 0.006532978497526541, 0.0068612856207309805, 0.005046996977227202, 0.005981376803879662, 0.0062827143287975925, 0.007679845843681018, 0.005297708183713685, 0.0031936482791841457]"
rbf,rbf_elbow_scratch_nctx47_ntgt64,/Users/fernandoruizmazo/Documents/GitHub/mech-ICL-KRR/experiments/rbf_elbow_training/results/nctx47_ntgt64_scratch_seed42/checkpoint_final.pt,0,5,8,4,causal,seed,rbf,3.0,1.0,0.95,0.001,8,0.05,0,2.0,0.0,25.0,29.0,2.446451261433492,3.663937384919782,9.802547732041116,0.9999999999999897,0.9539145394946829,0.21467524427680698,3.1956713705540035e-13,"[3.894059029596378, 1.9767898340682284, 1.8924792396985815, 0.9643357833606965, 0.7649456943414416, 0.5552535576774993, 0.489416302953512, 0.33800041800078895]",0.04713894119937497,0.015465387669654922,0.0,0.0,[],"[0.04713894119937497, 0.02677222570338498, 0.04036035126041189, 0.024981935529599847, 0.03159087340652901, 0.029951984891078462, 0.02196773248591848, 0.013359836395675298, 0.015880631348660888, 0.01875649998602974, 0.014479262805796414, 0.01764867682390304, 0.011332779569831515, 0.015854907090034752, 0.011690012726123163, 0.02112325840951335, 0.008447454958309342, 0.009793580878692571, 0.007418246026764278, 0.007361717761757333, 0.006174419281945574, 0.00818815886186709, 0.008030062579992336, 0.004812776772046691, 0.0039916941507938545, 0.005216913092691912, 0.005805631633465722, 0.0057943568498460985, 0.0045713199399541144]"
rbf,rbf_elbow_scratch_nctx47_ntgt64,/Users/fernandoruizmazo/Documents/GitHub/mech-ICL-KRR/experiments/rbf_elbow_training/results/nctx47_ntgt64_scratch_seed42/checkpoint_final.pt,0,5,8,4,causal,seed,rbf,3.0,1.0,0.95,0.001,8,0.05,0,3.0,0.0,26.0,29.0,3.41115344507299,5.4365506072836345,9.985334977010565,0.99999999999999,0.9581954607520445,0.20446158379496499,7.115577207399469e-13,"[3.9982256404656393, 2.1883626178273405, 2.1405205044398525, 1.365018874769035, 1.2993744362881592, 0.9908014963717985, 0.8995029986365435, 0.7176478328867842]",0.039206296306493645,0.013285839192571806,0.0,0.0,[],"[0.039206296306493645, 0.030661816090405917, 0.019978649314076505, 0.026772910084870254, 0.01916163614160045, 0.027272194397760453, 0.014546810388333446, 0.018537958762937175, 0.012443837685991183, 0.014474792045912397, 0.012043590583207968, 0.012313453481378646, 0.013507147372813295, 0.007300782564641929, 0.0130064430000332, 0.008829936691675795, 0.017452917474148837, 0.01058391559579593, 0.010948411956334652, 0.005396971926425802, 0.008809836928429035, 0.0061764832391418825, 0.003462684198350262, 0.00465020839748384, 0.008812212515649148, 0.003778635520016879, 0.006866844870427038, 0.005537628289995454, 0.002754330760251262]"
rbf,rbf_elbow_scratch_nctx47_ntgt64,/Users/fernandoruizmazo/Documents/GitHub/mech-ICL-KRR/experiments/rbf_elbow_training/results/nctx47_ntgt64_scratch_seed42/checkpoint_final.pt,0,5,8,4,causal,seed,rbf,3.0,1.0,0.95,0.001,8,0.05,0,4.0,0.0,27.0,29.0,4.735372309528209,7.028028433655273,10.47068837364299,0.9999999999999909,0.9635070909315009,0.19103117302809522,5.704493845731927e-13,"[4.156186808845542, 3.1540426258286387, 2.328903263916001, 1.9027875031874306, 1.685529933437154, 1.4372364160567745, 1.2188317067322567, 1.0648499222801644]",0.032516062637238344,0.011015735394005417,0.0,0.0,[],"[0.03205540983299856, 0.032516062637238344, 0.02253929399440554, 0.01853540079829223, 0.015266122667914946, 0.021205671302752967, 0.01155624591417736, 0.012401460877834336, 0.009068945154708928, 0.013623590627194558, 0.007163839383942297, 0.009802249782488576, 0.01060804925367245, 0.006574796750444786, 0.009669494337659837, 0.007939503778655127, 0.009456934733535285, 0.013753929446865192, 0.007470230108093512, 0.00439809389960817, 0.0076020809878232405, 0.004139660223078867, 0.003438453489392189, 0.007260733667398834, 0.005131678202710984, 0.004463754780473733, 0.003830379998925577, 0.005134252954117074, 0.002850006839753604]"
rbf,rbf_elbow_scratch_nctx47_ntgt64,/Users/fernandoruizmazo/Documents/GitHub/mech-ICL-KRR/experiments/rbf_elbow_training/results/nctx47_ntgt64_scratch_seed42/checkpoint_final.pt,0,5,8,4,causal,seed,rbf,3.0,1.0,0.95,0.001,8,0.05,0,5.0,0.0,27.0,29.0,5.808308363676381,8.638712140881694,10.572273876078789,0.9999999999999911,0.9593866359764363,0.20152757633523707,5.129551554872242e-13,"[4.162301535278175, 2.8410443385839623, 2.386896733938675, 2.1269663296677916, 1.866958072144046, 1.7532992798486005, 1.5594720612320636, 1.40373743516422]",0.02150510797713816,0.007669901829128594,0.0,0.0,[],"[0.02150510797713816, 0.014305507655985667, 0.014778647406639535, 0.015373749396458887, 0.010641827986073209, 0.012766775761191486, 0.008942184217933571, 0.008545692740076936, 0.00583789689247204, 0.009639195471314201, 0.006023324577508084, 0.006568510236365627, 0.007565211070891985, 0.005279038573464112, 0.0063231945990860905, 0.005378379891937451, 0.008654523426330022, 0.005323016063466084, 0.011311064599278171, 0.0033073828618879193, 0.00593209224693328, 0.003703872527642003, 0.002710482998487272, 0.0044752983157346484, 0.004912271152160213, 0.0031945121792591544, 0.0030336773648021965, 0.004128271946200236, 0.00226644290801096]"
rbf,rbf_elbow_scratch_nctx47_ntgt64,/Users/fernandoruizmazo/Documents/GitHub/mech-ICL-KRR/experiments/rbf_elbow_training/results/nctx47_ntgt64_scratch_seed42/checkpoint_final.pt,0,5,8,4,causal,seed,rbf,3.0,1.0,0.95,0.001,8,0.05,0,6.0,0.0,27.0,29.0,6.108852139206789,9.409423335551136,11.19521368169419,0.9999999999999921,0.9619855261059305,0.1949730081166662,2.2677336049507707e-13,"[4.552410355346052, 2.759822869290566, 2.4461672610814293, 2.2914861011781293, 2.216809692317127, 1.97600357276503, 1.6762947589695956, 1.5792343192745917]",0.013504719750808518,0.004093992355445814,0.0,0.0,[],"[0.010904770059491383, 0.008197550796876674, 0.00586266826836763, 0.013504719750808518, 0.009474456460350066, 0.0051026745220882335, 0.005120755217405759, 0.006147830737080185, 0.002993944591937694, 0.0029873643246527072, 0.004007121401644364, 0.003597088451507873, 0.0030666935270054823, 0.0033266756212209274, 0.0028951249537638056, 0.003039203614847782, 0.003077477114284389, 0.001772039626249058, 0.00475758585242914, 0.0017012622004717061, 0.002125334620052269, 0.002014901345952991, 0.002172178197159195, 0.00222459001078821, 0.002010378761595289, 0.0020829560729395055, 0.0018302908996193175, 0.001524266652185488, 0.001203874655152938]"
rbf,rbf_elbow_scratch_nctx47_ntgt64,/Users/fernandoruizmazo/Documents/GitHub/mech-ICL-KRR/experiments/rbf_elbow_training/results/nctx47_ntgt64_scratch_seed42/checkpoint_final.pt,0,5,8,4,causal,seed,rbf,3.0,1.0,0.95,0.001,8,0.05,0,7.0,0.0,27.0,29.0,4.829052452981838,8.448634440776337,12.686760773025396,0.9999999999999938,0.9663618277979762,0.18340712145938523,8.148422109062801e-14,"[5.380386809898496, 2.907071545034197, 2.4349927969410645, 2.2230929082067603, 2.153534710499942, 1.9187897462652637, 1.6453339276036647, 1.595656151751691]",0.0057865009186935865,0.0018529426244702314,0.0,0.0,[],"[0.005439523467007478, 0.003260727766918699, 0.003009402861070567, 0.00489691789534329, 0.0057865009186935865, 0.0028967917315876114, 0.0020326502459437723, 0.0029103536541705624, 0.0012765346957841046, 0.0014189404067077535, 0.0010445737551778732, 0.001743533708959888, 0.001658719817403365, 0.0012684273044352033, 0.0012415022609429908, 0.0015208597212562857, 0.0012226339982420893, 0.001066324947790136, 0.001840226764448234, 0.0007966149103892034, 0.0008987755433050579, 0.0006812662494106402, 0.0008886489163281076, 0.0013334908573218844, 0.0008694242995871672, 0.0007845806480569113, 0.0007493820267532598, 0.0006210539931707553, 0.0005769527434302319]"
rbf,rbf_elbow_scratch_nctx47_ntgt64,/Users/fernandoruizmazo/Documents/GitHub/mech-ICL-KRR/experiments/rbf_elbow_training/results/nctx47_ntgt64_scratch_seed42/checkpoint_final.pt,0,5,8,4,causal,seed,rbf,3.0,1.0,0.95,0.001,8,0.05,0,8.0,0.0,26.0,29.0,4.479296714626181,8.043387190671018,12.30279858354952,0.9999999999999934,0.9510596425617098,0.22122467637739598,1.3674522820039134e-13,"[5.267000112026079, 2.834984429854401, 2.3565472081833794, 2.072769571934611, 1.9346289591799593, 1.8014914080115139, 1.47334609150824, 1.4354892586949828]",0.0,0.0,0.0,0.0,[],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
rbf,rbf_elbow_scratch_nctx47_ntgt64,/Users/fernandoruizmazo/Documents/GitHub/mech-ICL-KRR/experiments/rbf_elbow_training/results/nctx47_ntgt64_scratch_seed42/checkpoint_final.pt,1,5,8,4,causal,seed,rbf,3.0,1.0,0.95,0.001,8,0.05,0,0.0,14.0,2.0,16.0,1.0429899363162711,1.1442956547619592,266.55064929259356,0.9980880210396909,0.9504294012766905,0.22668877286228722,0.043726181634224946,"[388.5636154839466, 32.87346067082127, 30.482300501723962, 24.042293787384533, 20.13793692928801, 10.548377656860326, 6.510683051802662, 4.717437205918616]",0.9599334109381628,0.15351401314690544,0.051766118907264826,2.3889485727894644,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14]","[0.9599334109381628, 0.18394132545622868, 0.19006235737173416, 0.18125568021147348, 0.16433372191762874, 0.16627391709533013, 0.10078395247597337, 0.0977746373931056, 0.054764220987226525, 0.057721051625556866, 0.06066256003787151, 0.0527599973529203, 0.0669156210189874, 0.03394777159102412, 0.051766118907264826, 0.0333278659699983]"
