exp,checkpoint,checkpoint_file,sweep,sweep_val,d_x,d_model,n_layers,n_heads,episode,probe_kind,selection_mode,span_mode,kernel_family,kernel_lengthscale,kernel_signal_var,gamma,min_explainable_frac,n_causal,causal_damage_tau,causal_max_keep,tau_sv,n_build,n_val,n_eval,B_nat,dim_R_nat,dim_over_nctx,dim_over_rT,r_eff_T_task,mean_s,mean_hidden_s,sum_candidate_rank,mean_candidate_rank,max_causal_damage,mean_causal_damage,sum_kept_causal_damage,E_F_T,E_TQ_T,E_F_TQ,X_use,X_sub,max_val_closure,mean_val_closure,max_build_closure,mean_build_closure,max_val_refinement,mean_val_refinement,max_build_refinement,mean_build_refinement,s_list,candidate_ranks,mse_model,mse_krr,mse_ratio,E_pointwise_F_T
2a,L2,model_L2.pt,depth,2,5,128,2,4,10,task,causal,seed,linear,nan,nan,0.95,0.001,8,0.05,0,0.001,16,16,16,8,8,0.1702127659574468,1.6,5,2.6666666666666665,10.666666666666666,37,12.333333333333334,0.5317629853919859,0.1508036926917904,2.4414553419543874,0.07437575700047563,0.00064497133803595,0.07439231263190041,0.994318857959002,0.9999995840119731,0.013654578015687235,0.007194383525900194,0.013657903928604978,0.00717677389005088,0.9999689615681709,0.6666304413937271,0.9999683324864708,0.6666303527343597,"[5, 3, 0]","[5, 16, 16]",0.04181459576818036,0.005916398462018793,7.067575998576741,0.08396287207477139
2a,L2,model_L2.pt,depth,2,5,128,2,4,11,task,causal,seed,linear,nan,nan,0.95,0.001,8,0.05,0,0.001,16,16,16,10,10,0.2127659574468085,2.0,5,3.3333333333333335,10.666666666666666,37,12.333333333333334,0.7336123477974755,0.15218975921575584,2.9475262185487967,0.13270259520517014,0.0011949814871892576,0.13285138094270826,0.983048322268343,0.9999985720192452,0.014530068874135105,0.007034549996764939,0.013362383933365465,0.006289185661456461,0.9999693030707455,0.6666255119605217,0.9999762695008316,0.6666330366183741,"[5, 5, 0]","[5, 16, 16]",0.28717104869198273,0.03806241745190439,7.544740137823658,0.06253117850807531
2a,L2,model_L2.pt,depth,2,5,128,2,4,12,task,causal,seed,linear,nan,nan,0.95,0.001,8,0.05,0,0.001,16,16,16,19,19,0.40425531914893614,3.8,5,6.333333333333333,10.666666666666666,47,15.666666666666666,1.1412970797094586,0.12371909944017752,5.43219828215727,0.26328919793243144,0.0020977839042919085,0.2631381696560857,0.9180982283870266,0.9999955993026909,0.024859132015198997,0.011921462641762021,0.022766316769212366,0.009971014424280852,0.9999178321192752,0.6665535554359928,0.9999240184222665,0.6665694043590293,"[5, 14, 0]","[15, 16, 16]",0.3707694071848717,0.008356347981672053,44.36979024785455,0.19005047841664247
2a,L2,model_L2.pt,depth,2,5,128,2,4,13,task,causal,seed,linear,nan,nan,0.95,0.001,8,0.05,0,0.001,16,16,16,20,20,0.425531914893617,4.0,5,6.666666666666667,10.333333333333334,44,14.666666666666666,1.0507050267363842,0.11939587682909801,4.754011656055624,0.17900539969226031,0.0012284603809716362,0.17914700316795676,0.9682395142854415,0.9999984908850924,0.021859061581595243,0.009757252916429418,0.021078896794382993,0.008928024486161798,0.9999394713298958,0.6665891029637474,0.9999405325962903,0.6665913436832289,"[5, 15, 0]","[12, 16, 16]",0.5045806956182118,0.0084926258310595,59.41397933402922,0.18890170202951923
2a,L2,model_L2.pt,depth,2,5,128,2,4,14,task,causal,seed,linear,nan,nan,0.95,0.001,8,0.05,0,0.001,16,16,16,13,13,0.2765957446808511,2.6,5,4.333333333333333,10.333333333333334,37,12.333333333333334,0.6824132004067999,0.19294727190266603,3.6205983038945746,0.12225797209902652,0.0006100547928146302,0.12228142341556425,0.9848691051978127,0.9999996278331498,0.018653161520630786,0.008357960084377282,0.01782926755566755,0.007620805773433911,0.9999696716755716,0.6666058094165713,0.9999756207174247,0.6666121880050562,"[5, 8, 0]","[5, 16, 16]",0.08682807553197713,0.007587858592236001,11.443027631118586,0.06369334783813695
2a,L2,model_L2.pt,depth,2,5,128,2,4,15,task,causal,seed,linear,nan,nan,0.95,0.001,8,0.05,0,0.001,16,16,16,13,13,0.2765957446808511,2.6,5,4.333333333333333,10.0,37,12.333333333333334,0.7497956095040644,0.2054573989171368,4.048308999476715,0.12851787079888113,0.0013455085442739473,0.1286687770776502,0.9841953152839602,0.9999981896067572,0.01597190068398159,0.007190772879093415,0.01586208294925164,0.006871682900276492,0.9999778483347321,0.6666224776643831,0.9999774020728026,0.6666226897383672,"[5, 8, 0]","[5, 16, 16]",0.13386052596478326,0.031641696855436816,4.2305103476706485,0.15053091028078183
2a,L4,model_L4.pt,depth,4,5,128,4,4,0,task,causal,seed,linear,nan,nan,0.95,0.001,8,0.05,0,0.001,16,16,16,7,7,0.14893617021276595,1.4,5,1.4,12.8,69,13.8,0.593969145157431,0.08091258984275722,2.200611306704858,0.02032704507404,0.002963598370663358,0.02077525154543474,0.9995667481278326,0.9999912170846974,0.01420545241592383,0.009147340482710143,0.012745080161239321,0.007382177806004822,0.9999818553894944,0.7999510980816252,0.9999874767234763,0.7999703300025908,"[5, 1, 1, 0, 0]","[5, 16, 16, 16, 16]",0.015738730509540638,0.011966152430003402,1.3152707690801297,0.022567593085149093
2a,L4,model_L4.pt,depth,4,5,128,4,4,1,task,causal,seed,linear,nan,nan,0.95,0.001,8,0.05,0,0.001,16,16,16,6,6,0.1276595744680851,1.2,5,1.2,10.8,69,13.8,0.564390031078762,0.09109231343403812,2.3789119423066887,0.02431082968139892,0.0009110162431833281,0.024488410733390576,0.9993940559649164,0.9999991700494046,0.013438605030941138,0.007115791043979811,0.01208153546447955,0.0065248369785948,0.9999882103397917,0.7999691077405421,0.9999896267201169,0.7999748009070426,"[5, 1, 0, 0, 0]","[5, 16, 16, 16, 16]",0.08058853176561433,0.027755444956583542,2.9035215213330194,0.031020114307920916
2a,L4,model_L4.pt,depth,4,5,128,4,4,2,task,causal,seed,linear,nan,nan,0.95,0.001,8,0.05,0,0.001,16,16,16,6,6,0.1276595744680851,1.2,5,1.2,11.6,69,13.8,0.5245185368946468,0.07973232890994707,1.99214334722693,0.019148632865626722,0.0014216477404626168,0.019027284053072597,0.999633909541677,0.999997978917702,0.013086580055292087,0.0077898321465165316,0.013956471784551661,0.007973551776201977,0.9999833311406447,0.7999656411187539,0.99998569512772,0.799963619291683,"[5, 1, 0, 0, 0]","[5, 16, 16, 16, 16]",0.014588385394036285,0.0018422291245971537,7.918876756020441,0.023596632475217413
2a,L4,model_L4.pt,depth,4,5,128,4,4,3,task,causal,seed,linear,nan,nan,0.95,0.001,8,0.05,0,0.001,16,16,16,6,6,0.1276595744680851,1.2,5,1.2,12.2,70,14.0,0.49617637477634086,0.06727255853211012,2.07822027447021,0.019785702499263674,0.0013734807333628377,0.019796235340525693,0.9996049899120664,0.9999981135506751,0.010430738461800496,0.0064171610503911385,0.01129983862331103,0.006880146988481939,0.9999932109289772,0.7999785931546477,0.9999904659227128,0.7999760279934529,"[5, 1, 0, 0, 0]","[6, 16, 16, 16, 16]",0.00462765766105,0.0032648066621366076,1.4174369694594697,0.014426511961890882
2a,L4,model_L4.pt,depth,4,5,128,4,4,4,task,causal,seed,linear,nan,nan,0.95,0.001,8,0.05,0,0.001,16,16,16,6,6,0.1276595744680851,1.2,5,1.2,10.2,69,13.8,0.7744566614012536,0.11152863845959504,2.8378566662395333,0.018149718420762045,0.0004451222222817056,0.018163296498636246,0.9996744251139623,0.9999998018662072,0.010623736701566073,0.0055257874608264385,0.010071976626943228,0.005153222849417311,0.999988245284742,0.7999797970874842,0.9999896810596581,0.7999829112526123,"[5, 1, 0, 0, 0]","[5, 16, 16, 16, 16]",0.05328297926366471,0.03064582714758896,1.7386699666175176,0.021045420336692225
2a,L4,model_L4.pt,depth,4,5,128,4,4,5,task,causal,seed,linear,nan,nan,0.95,0.001,8,0.05,0,0.001,16,16,16,6,6,0.1276595744680851,1.2,5,1.2,10.2,69,13.8,0.7199867578020043,0.10578029969654963,2.8788406072109387,0.023262832099565946,0.001855368407488229,0.023353018011043333,0.9994490827898829,0.9999965576080725,0.019504097205930618,0.010210502985831229,0.01870428354962795,0.009315762038215306,0.9999722843102119,0.7999331242258261,0.9999820129644403,0.7999456078469876,"[5, 1, 0, 0, 0]","[5, 16, 16, 16, 16]",0.03473331276249869,0.00618100029016019,5.6193675994146455,0.02578272387979046
2a,L4,model_L4.pt,depth,4,5,128,4,4,6,task,causal,seed,linear,nan,nan,0.95,0.001,8,0.05,0,0.001,16,16,16,6,6,0.1276595744680851,1.2,5,1.2,10.8,69,13.8,0.6708336198556376,0.09076122415902317,2.462431106666723,0.015426116693621723,0.0014180015656031224,0.015525959132057158,0.999758560175558,0.9999979892715599,0.011423107272197915,0.00705245282250805,0.011063357002151034,0.006833938029587987,0.9999863447413586,0.7999705277054252,0.9999849540423631,0.7999722579451204,"[5, 1, 0, 0, 0]","[5, 16, 16, 16, 16]",0.008659554270668224,0.006582559714591369,1.3155299224210366,0.009286969104788722
2a,L4,model_L4.pt,depth,4,5,128,4,4,7,task,causal,seed,linear,nan,nan,0.95,0.001,8,0.05,0,0.001,16,16,16,6,6,0.1276595744680851,1.2,5,1.2,11.4,69,13.8,0.5787115296840225,0.10697857120063221,2.822263714221001,0.019348365130841393,0.0008418758333437846,0.01931556071876961,0.9996277429027488,0.9999992912450812,0.008070090015009494,0.005239979889228827,0.008295955360954151,0.005129357565015011,0.9999860752158419,0.7999831377795372,0.9999840561026725,0.7999827822643459,"[5, 1, 0, 0, 0]","[5, 16, 16, 16, 16]",0.006617894979316308,0.008530056046705262,0.7758325318240403,0.020129250506599937
2a,L4,model_L4.pt,depth,4,5,128,4,4,8,task,causal,seed,linear,nan,nan,0.95,0.001,8,0.05,0,0.001,16,16,16,6,6,0.1276595744680851,1.2,5,1.2,11.6,69,13.8,0.5477595586838399,0.08525060543121744,2.1767226909149393,0.024679989587741712,0.001787555991276741,0.024587731912611602,0.9993934889401037,0.9999968046435781,0.013609928155915598,0.008365530194829253,0.01273805428274023,0.0074985651612885455,0.9999846647628771,0.7999613680209665,0.9999811199510914,0.7999684867196061,"[5, 1, 0, 0, 0]","[5, 16, 16, 16, 16]",0.006972477821188692,0.007783304779331076,0.8958248480394122,0.01899251858840718
2a,L4,model_L4.pt,depth,4,5,128,4,4,9,task,causal,seed,linear,nan,nan,0.95,0.001,8,0.05,0,0.001,16,16,16,7,7,0.14893617021276595,1.4,5,1.4,11.2,69,13.8,0.6330101791324825,0.09526290762603769,2.5481697107458072,0.02787131260178726,0.001073239294918406,0.027745149096615466,0.9992557971870889,0.9999988481574158,0.013110655339593264,0.007804330672947575,0.015803492218601955,0.007776010652810916,0.9999830357290568,0.7999631104926481,0.9999815208525861,0.7999593861594665,"[5, 1, 1, 0, 0]","[5, 16, 16, 16, 16]",0.04798781992942308,0.026880625806835097,1.7852195954909997,0.019031824644781075
2a,L4,model_L4.pt,depth,4,5,128,4,4,10,task,causal,seed,linear,nan,nan,0.95,0.001,8,0.05,0,0.001,16,16,16,7,7,0.14893617021276595,1.4,5,1.4,11.0,69,13.8,0.6643126054736087,0.10188298907607056,2.9288101778563247,0.018938287049007997,0.001491402415543994,0.01903580333760357,0.9996364043494766,0.999997775718835,0.013783819212306104,0.007431701163300962,0.013417798960156452,0.006858105602887366,0.999980171835806,0.7999654179986972,0.9999837118094836,0.7999700971735593,"[5, 2, 0, 0, 0]","[5, 16, 16, 16, 16]",0.006474115136020622,0.002067175284114277,3.1318655876802377,0.015291918131235264
2a,L4,model_L4.pt,depth,4,5,128,4,4,11,task,causal,seed,linear,nan,nan,0.95,0.001,8,0.05,0,0.001,16,16,16,6,6,0.1276595744680851,1.2,5,1.2,9.8,69,13.8,0.7655100084596328,0.10903417379790417,2.7645446128412736,0.08505344019196769,0.0005604982827345895,0.08501835195256965,0.9922606677252245,0.9999996858416751,0.010373883085158827,0.005353988967067558,0.009992249178992513,0.0050662096930204435,0.9999888879598698,0.7999800942371175,0.9999894285370959,0.7999806275088147,"[5, 1, 0, 0, 0]","[5, 16, 16, 16, 16]",0.46595279713158866,0.018400447022331026,25.322906371030125,0.13741282676498479
2a,L4,model_L4.pt,depth,4,5,128,4,4,12,task,causal,seed,linear,nan,nan,0.95,0.001,8,0.05,0,0.001,16,16,16,6,6,0.1276595744680851,1.2,5,1.2,12.0,73,14.6,0.5310204594040875,0.048190654834821135,2.1259557491428676,0.015681266144064874,0.0020449644350439373,0.01607784824795363,0.9997423048353434,0.9999958181204595,0.014712384165808567,0.009319306977202907,0.014991374644367008,0.009101627790911542,0.9999779680849464,0.799951235604294,0.999967876083249,0.7999531058808358,"[5, 1, 0, 0, 0]","[9, 16, 16, 16, 16]",0.00834332738945287,0.008174156617322428,1.0206958075371275,0.00907501917258646
2a,L4,model_L4.pt,depth,4,5,128,4,4,13,task,causal,seed,linear,nan,nan,0.95,0.001,8,0.05,0,0.001,16,16,16,6,6,0.1276595744680851,1.2,5,1.2,10.0,69,13.8,0.5922988919956884,0.09428452310959201,2.5191604902662443,0.020704257884703193,0.0006161882536162972,0.020657994873495084,0.9995673508970455,0.9999996203120362,0.013600280656507509,0.006824321789390232,0.013760340175379386,0.006723510024877434,0.9999885289314615,0.7999708073929173,0.9999880541809093,0.799971137538804,"[5, 1, 0, 0, 0]","[5, 16, 16, 16, 16]",0.026906920601654782,0.014368970047446892,1.8725712777469155,0.010994225484115204
2a,L4,model_L4.pt,depth,4,5,128,4,4,14,task,causal,seed,linear,nan,nan,0.95,0.001,8,0.05,0,0.001,16,16,16,6,6,0.1276595744680851,1.2,5,1.2,10.2,69,13.8,0.6720339477944102,0.08470346820728816,2.230613872265203,0.034060482999731745,0.0004602576951112027,0.0340785364254011,0.9988176418940259,0.9999997881628541,0.011320506751486483,0.0055393698305153515,0.010861954745838833,0.0050981380229196665,0.999988743317474,0.7999801681967961,0.9999917376604386,0.7999815734480361,"[5, 1, 0, 0, 0]","[5, 16, 16, 16, 16]",0.018394217576028105,0.01115355535457524,1.649179745047189,0.019868033450981617
2a,L4,model_L4.pt,depth,4,5,128,4,4,15,task,causal,seed,linear,nan,nan,0.95,0.001,8,0.05,0,0.001,16,16,16,6,6,0.1276595744680851,1.2,5,1.2,12.0,69,13.8,0.6747070966712659,0.0857968179813293,2.180446770225679,0.0177742912225738,0.0010986531518544862,0.0177756186584663,0.999682698846448,0.9999987929612519,0.009798671253462192,0.006014421612169439,0.009196604883231081,0.005491679644181265,0.9999951292611967,0.7999805110694773,0.9999951781096275,0.799983673286128,"[5, 1, 0, 0, 0]","[5, 16, 16, 16, 16]",0.004912012427523371,0.0017646916014563492,2.7834962343956464,0.03621198302712955
2a,L6,model_L6.pt,depth,6,5,128,6,4,0,task,causal,seed,linear,nan,nan,0.95,0.001,8,0.05,0,0.001,16,16,16,6,6,0.1276595744680851,1.2,5,0.8571428571428571,12.142857142857142,101,14.428571428571429,0.7255009969425364,0.09051568337146705,3.185471570196884,0.010988675816577146,0.0006237264493774997,0.011031472897197258,0.999877359477937,0.9999996109653163,0.010646933409779109,0.0062822685033245155,0.00962887250262758,0.005632881226118004,0.9999905366961487,0.8571188085239505,0.9999923332840767,0.8571258573915167,"[5, 1, 0, 0, 0, 0, 0]","[5, 16, 16, 16, 16, 16, 16]",0.012215868031741295,0.004764701333419864,2.5638266025319485,0.014045552752516385
2a,L6,model_L6.pt,depth,6,5,128,6,4,1,task,causal,seed,linear,nan,nan,0.95,0.001,8,0.05,0,0.001,16,16,16,6,6,0.1276595744680851,1.2,5,0.8571428571428571,13.0,101,14.428571428571429,1.024495885860277,0.10120003200941384,3.7085277799113006,0.01014266468468651,0.0012786315212292303,0.01010991768998172,0.9998976051021401,0.9999983651014329,0.01527664060493893,0.008923868774728037,0.014419227111295799,0.00824255762049873,0.9999935375445823,0.8570976445496068,0.9999933552432594,0.8571097305527282,"[5, 1, 0, 0, 0, 0, 0]","[5, 16, 16, 16, 16, 16, 16]",0.008832107504603066,0.0066694034755154525,1.3242724835927648,0.009429011824905277
2a,L6,model_L6.pt,depth,6,5,128,6,4,2,task,causal,seed,linear,nan,nan,0.95,0.001,8,0.05,0,0.001,16,16,16,6,6,0.1276595744680851,1.2,5,0.8571428571428571,13.714285714285714,101,14.428571428571429,0.79469134347174,0.07802287662126885,2.9875299595428517,0.008607142858226963,0.001005366621704547,0.008558122740862406,0.9999267715649981,0.9999989892379559,0.017574811250551308,0.009917792501682912,0.01692440388568513,0.009508832978157375,0.9999955668575552,0.8570886399816127,0.9999951561714958,0.8571009062770324,"[5, 1, 0, 0, 0, 0, 0]","[5, 16, 16, 16, 16, 16, 16]",0.007067627632973375,0.007254018616419457,0.974305141287591,0.004569011683275565
2a,L6,model_L6.pt,depth,6,5,128,6,4,3,task,causal,seed,linear,nan,nan,0.95,0.001,8,0.05,0,0.001,16,16,16,6,6,0.1276595744680851,1.2,5,0.8571428571428571,13.285714285714286,111,15.857142857142858,1.1899325130430602,0.030393967768520186,3.114800972081899,0.012863760172661986,0.003288141168196527,0.013125103717419146,0.9998276458595015,0.999989188127658,0.02588519071340776,0.014221994059438284,0.03600701413232123,0.018275590007482617,0.9999866623962558,0.8570243926646047,0.9999842166829493,0.8569822454971376,"[5, 1, 0, 0, 0, 0, 0]","[15, 16, 16, 16, 16, 16, 16]",0.006303955663539418,0.003605010025050489,1.748665224155966,0.009767509167923927
2a,L6,model_L6.pt,depth,6,5,128,6,4,4,task,causal,seed,linear,nan,nan,0.95,0.001,8,0.05,0,0.001,16,16,16,6,6,0.1276595744680851,1.2,5,0.8571428571428571,12.714285714285714,101,14.428571428571429,0.5412086471377882,0.06649040462429938,2.4612771304778285,0.011674172752738441,0.0011403208202667998,0.011832414758924104,0.9998616664330314,0.9999986996684269,0.013169189889002494,0.007912769312813563,0.01430517836915793,0.008096359893738598,0.9999909553540733,0.8571068788578151,0.9999914007553944,0.8571078911785391,"[5, 1, 0, 0, 0, 0, 0]","[5, 16, 16, 16, 16, 16, 16]",0.022567970757620515,0.015168769500206165,1.4877917920312378,0.006118604938239176
2a,L6,model_L6.pt,depth,6,5,128,6,4,5,task,causal,seed,linear,nan,nan,0.95,0.001,8,0.05,0,0.001,16,16,16,6,6,0.1276595744680851,1.2,5,0.8571428571428571,11.857142857142858,101,14.428571428571429,0.7190847890924413,0.07160040796223185,2.623624600961464,0.01120650778643915,0.0009341035185676574,0.011093046599257757,0.9998769948658465,0.9999991274506166,0.013610963601295907,0.007906126800757998,0.0144927959415324,0.008249016615951706,0.9999891071322802,0.8571059450178041,0.9999908312472553,0.8571087323809301,"[5, 1, 0, 0, 0, 0, 0]","[5, 16, 16, 16, 16, 16, 16]",0.03341993166117213,0.023832733395985583,1.4022701930950743,0.008842455934125245
2a,L6,model_L6.pt,depth,6,5,128,6,4,6,task,causal,seed,linear,nan,nan,0.95,0.001,8,0.05,0,0.001,16,16,16,6,6,0.1276595744680851,1.2,5,0.8571428571428571,14.0,106,15.142857142857142,0.6841778504645053,0.031839495195227274,2.2649012923970493,0.012763815848593568,0.0036072624676084008,0.014456281456674649,0.999788813470989,0.9999869876574898,0.03350417674502851,0.018091922410477048,0.029236343465176735,0.015292204610167726,0.9999813135448077,0.8569445848158075,0.9999861650939993,0.8570263231788272,"[5, 1, 0, 0, 0, 0, 0]","[10, 16, 16, 16, 16, 16, 16]",0.010324814367167257,0.006073277237001776,1.7000400219279892,0.008438562329977823
2a,L6,model_L6.pt,depth,6,5,128,6,4,7,task,causal,seed,linear,nan,nan,0.95,0.001,8,0.05,0,0.001,16,16,16,6,6,0.1276595744680851,1.2,5,0.8571428571428571,12.285714285714286,101,14.428571428571429,0.8169452694452198,0.08931426314947155,3.2566890200545626,0.011272382816255758,0.0006947888222410376,0.011194465633831745,0.999874302458474,0.9999995172684925,0.015626157215474477,0.008921777509006551,0.013939386546627727,0.008090042955140247,0.9999914028554204,0.8570949459823825,0.9999912997080571,0.8571092810530503,"[5, 1, 0, 0, 0, 0, 0]","[5, 16, 16, 16, 16, 16, 16]",0.007707030805126001,0.0072691241109453,1.0602420164378998,0.009862642134509289
2a,L6,model_L6.pt,depth,6,5,128,6,4,8,task,causal,seed,linear,nan,nan,0.95,0.001,8,0.05,0,0.001,16,16,16,6,6,0.1276595744680851,1.2,5,0.8571428571428571,11.571428571428571,101,14.428571428571429,38.350695254198314,0.42508813221835834,41.19846349386542,0.014558941803455972,0.0005637890442585166,0.01459359580968657,0.9997842528243243,0.9999996821419136,0.009641425906367384,0.0061367628016617696,0.009257037800825199,0.005627441444917886,0.9999897867693608,0.857121612426001,0.9999899275240711,0.8571264821041484,"[5, 1, 0, 0, 0, 0, 0]","[5, 16, 16, 16, 16, 16, 16]",0.02199446225160534,0.023918636898354172,0.9195533317836673,0.008545826136710021
