checkpoint,probe_kind,n,B_nat_mean,B_nat_std,E_F_T_mean,E_F_T_std,E_F_TQ_mean,E_F_TQ_std,E_TQ_T_mean,E_TQ_T_std,E_pointwise_F_T_mean,E_pointwise_F_T_std,X_sub_mean,X_sub_std,X_use_mean,X_use_std,causal_damage_tau_mean,causal_damage_tau_std,causal_max_keep_mean,causal_max_keep_std,d_model_mean,d_model_std,d_x_mean,d_x_std,dim_R_nat_mean,dim_R_nat_std,dim_over_nctx_mean,dim_over_nctx_std,dim_over_rT_mean,dim_over_rT_std,gamma_mean,gamma_std,kernel_lengthscale_mean,kernel_lengthscale_std,kernel_signal_var_mean,kernel_signal_var_std,max_build_closure_mean,max_build_closure_std,max_build_refinement_mean,max_build_refinement_std,max_causal_damage_mean,max_causal_damage_std,max_val_closure_mean,max_val_closure_std,max_val_refinement_mean,max_val_refinement_std,mean_build_closure_mean,mean_build_closure_std,mean_build_refinement_mean,mean_build_refinement_std,mean_candidate_rank_mean,mean_candidate_rank_std,mean_causal_damage_mean,mean_causal_damage_std,mean_hidden_s_mean,mean_hidden_s_std,mean_s_mean,mean_s_std,mean_val_closure_mean,mean_val_closure_std,mean_val_refinement_mean,mean_val_refinement_std,min_explainable_frac_mean,min_explainable_frac_std,mse_krr_mean,mse_krr_std,mse_model_mean,mse_model_std,mse_ratio_mean,mse_ratio_std,n_build_mean,n_build_std,n_causal_mean,n_causal_std,n_eval_mean,n_eval_std,n_heads_mean,n_heads_std,n_layers_mean,n_layers_std,n_val_mean,n_val_std,r_eff_T_task_mean,r_eff_T_task_std,sum_candidate_rank_mean,sum_candidate_rank_std,sum_kept_causal_damage_mean,sum_kept_causal_damage_std,sweep_val_mean,sweep_val_std,tau_sv_mean,tau_sv_std
dx40,task,1,43.0,0.0,0.1837255134848718,0.0,0.21748217632668024,0.0,0.11748412457034224,0.0,0.2929576758054575,0.0,0.9861974804739677,0.0,0.9534358121433837,0.0,0.05,0.0,0.0,0.0,128.0,0.0,40.0,0.0,43.0,0.0,0.9148936170212766,0.0,1.162162162162162,0.0,0.95,0.0,nan,0.0,nan,0.0,0.1415335598011412,0.0,0.9999999999999888,0.0,0.282701681140267,0.0,0.3295087863705476,0.0,0.9999999999999875,0.0,0.05842052309269166,0.0,0.8888637947300565,0.0,8.88888888888889,0.0,0.03935207278504655,0.0,7.777777777777778,0.0,4.777777777777778,0.0,0.20924531766694635,0.0,0.8867618882849309,0.0,0.001,0.0,0.09076000883354989,0.0,0.11012447894019935,0.0,1.2133590592984969,0.0,16.0,0.0,8.0,0.0,16.0,0.0,4.0,0.0,8.0,0.0,16.0,0.0,37.0,0.0,80.0,0.0,4.299600203408631,0.0,40.0,0.0,0.001,0.0
