basis,layer,n,best_model_excess_mean,best_model_excess_std,best_op_excess_mean,best_op_excess_std,best_op_signal_error_mean,best_op_signal_error_std,best_rank_mean,best_rank_std,candidate_dim_mean,candidate_dim_std,layer_mean,layer_std,model_excess_at_oracle_mean,model_excess_at_oracle_std,model_excess_at_strict_mean,model_excess_at_strict_std,op_excess_at_oracle_mean,op_excess_at_oracle_std,op_excess_at_strict_mean,op_excess_at_strict_std,op_signal_error_at_oracle_mean,op_signal_error_at_oracle_std,op_signal_error_at_strict_mean,op_signal_error_at_strict_std,r_eff_T_task_mean,r_eff_T_task_std,r_eff_T_task_strict_mean,r_eff_T_task_strict_std,rank_at_oracle_mean,rank_at_oracle_std,rank_at_strict_mean,rank_at_strict_std,rank_to_alpha_mean,rank_to_alpha_std,reach_alpha_mean,reach_alpha_std
combined,0,8,0.2401429327694802,0.2577665217989748,0.1307450020310271,0.21184261663324538,0.055809749143190736,0.024327700706812994,33.375,10.622583758873624,33.375,10.622583758873624,0.0,0.0,0.26189612011795327,0.2447877783890055,0.24020240485952843,0.2577163792431204,0.15929840093360054,0.19614014561969284,0.13092873735297486,0.21175074319481124,0.09160475355046285,0.03259262810672836,0.05611291024664394,0.024121033373787553,21.0,5.477225575051661,31.375,5.9985117201805025,20.0,5.5805785670356025,29.375,8.314144574157945,19.0,4.96655480858378,0.5,0.5345224838248488
combined,1,8,0.19479900841247824,0.1720231274180698,0.09123186267050165,0.1456480062304192,0.05033692747030273,0.02319892235157773,34.75,9.452890714334048,34.75,9.452890714334048,1.0,0.0,0.21782410783353284,0.1580617160919349,0.19490835786402036,0.17197032430309186,0.12093397663165148,0.12969881879663878,0.0915785494628132,0.14546253843265938,0.08723452404722022,0.03583261412469817,0.050737056474610784,0.02292184942046061,21.0,5.477225575051661,31.375,5.9985117201805025,20.625,5.343554194407635,30.125,7.039429765866794,20.2,5.06951674225463,0.625,0.5175491695067657
combined,2,8,0.15112899823205478,0.1005952900587999,0.04476576810854825,0.06245152254412971,0.04539002823658095,0.023478625300845143,36.875,5.841660722773962,36.875,5.841660722773962,2.0,0.0,0.17621550615233145,0.0913041588580745,0.15058809952747726,0.09910072499151175,0.07818501231425479,0.05462449230066239,0.04574009602882405,0.062285044549463355,0.08262094245973245,0.04081601416008849,0.04590742973797015,0.02313210847382136,21.0,5.477225575051661,31.375,5.9985117201805025,21.0,5.477225575051661,31.125,6.057757718118856,19.833333333333332,4.622409184253019,0.75,0.4629100498862757
combined,3,8,0.14438265882419035,0.08977173959775356,0.02281264897227484,0.020148605811951027,0.042258687894736385,0.02614755733766363,38.625,2.8753881725529062,38.625,2.8753881725529062,3.0,0.0,0.17081242828431747,0.08260909276998742,0.1441650353059104,0.08843198241726179,0.05928975309831322,0.021195768461555745,0.02461201378780204,0.02044105208509137,0.0798765175033619,0.04458922487113079,0.04305821757685123,0.0255417380185402,21.0,5.477225575051661,31.375,5.9985117201805025,21.0,5.477225575051661,31.375,5.9985117201805025,21.428571428571427,6.553806600166116,0.875,0.3535533905932738
combined,4,8,0.1432456876044987,0.08925122538358753,0.019640526030594053,0.018975328834261552,0.04190568705019923,0.028461627445522497,39.75,0.7071067811865476,39.75,0.7071067811865476,4.0,0.0,0.1697729030553489,0.08174761543244295,0.1429109949932697,0.0872637860544395,0.056796357150854127,0.021051676965327153,0.021729561071647984,0.01845437219752697,0.07973978081265519,0.04593444035176405,0.04297437077991488,0.027446588842489374,21.0,5.477225575051661,31.375,5.9985117201805025,21.0,5.477225575051661,31.375,5.9985117201805025,20.571428571428573,4.995235825502231,0.875,0.3535533905932738
combined,5,8,0.14388160099465502,0.08873989740047677,0.02128211843520735,0.020449767888552708,0.04374207507473176,0.029639780539807873,39.75,0.7071067811865476,39.75,0.7071067811865476,5.0,0.0,0.17013550106559103,0.08170754127080003,0.14360231671237694,0.08688657380129933,0.058177991237669556,0.022551892225442127,0.023305242660043777,0.01991917211220002,0.08057274712668319,0.046391092702516436,0.044719598842467775,0.02869533218508681,21.0,5.477225575051661,31.375,5.9985117201805025,21.0,5.477225575051661,31.375,5.9985117201805025,20.714285714285715,5.122313465427046,0.875,0.3535533905932738
combined,6,8,0.14930766101720605,0.0903923726484258,0.030232637225594425,0.03391637678128539,0.05176894357436423,0.038258854627371865,40.0,0.0,40.0,0.0,6.0,0.0,0.17451499953034214,0.08381010006768976,0.14898620096955556,0.08867030664415891,0.0661348175705051,0.03463245983303726,0.03226559326017655,0.03311416146419206,0.08524527401236126,0.05015319860700656,0.05273515049841128,0.037294724899602553,21.0,5.477225575051661,31.375,5.9985117201805025,21.0,5.477225575051661,31.375,5.9985117201805025,21.428571428571427,5.826867164470197,0.875,0.3535533905932738
combined,7,8,0.1534611347330886,0.0907547090792024,0.04103132683118892,0.045978952990758486,0.0599427773153533,0.044752977234006466,40.0,0.0,40.0,0.0,7.0,0.0,0.17851784906060103,0.0840593540412299,0.15296763778812858,0.08912559611522582,0.07562059024302561,0.046060271338584306,0.04297915792894828,0.04515844205871291,0.09009264052336244,0.05374566693700668,0.06081987258561419,0.043863503506614526,21.0,5.477225575051661,31.375,5.9985117201805025,21.0,5.477225575051661,31.375,5.9985117201805025,21.166666666666668,5.845225972250061,0.75,0.4629100498862757
combined,8,8,0.1545572901684239,0.0912416383506771,0.04297692281843206,0.04558942828763141,0.062205099111788856,0.044393562885247595,40.0,0.0,40.0,0.0,8.0,0.0,0.1792485861657843,0.08479185833312931,0.154167781122391,0.08960262431079576,0.07739739312568664,0.04584178398834971,0.04491127744235171,0.04474254896892329,0.0912594828805741,0.05403385103885744,0.06305390138745168,0.043492195236033385,21.0,5.477225575051661,31.375,5.9985117201805025,21.0,5.477225575051661,31.375,5.9985117201805025,21.5,6.348228099241551,0.75,0.4629100498862757
raw,0,8,0.1746902804697874,0.15585476986521876,0.09206735738595978,0.17741912884118632,0.03010615577638072,0.025211682117083224,33.25,10.402609562714815,33.25,10.402609562714815,0.0,0.0,0.20003662486557558,0.14072231116638936,0.17480821797351595,0.1557687908184109,0.12223388406540929,0.1620557427059921,0.09223845872201776,0.17732056894608586,0.0817592365157525,0.030629142261806644,0.031918250332407805,0.0234751810869368,21.0,5.477225575051661,31.375,5.9985117201805025,20.125,5.488624600025037,29.5,8.088792952509753,21.0,7.106335201775948,0.625,0.5175491695067657
raw,1,8,0.16029827674060304,0.1274916602264267,0.05658876981068558,0.11471936231237692,0.025144036502661747,0.02067777367261284,34.625,8.927285621700953,34.625,8.927285621700953,1.0,0.0,0.18513597235872764,0.11232998626846305,0.16042598032831662,0.12740000367558976,0.08793587198453962,0.09964228942735938,0.056951457315660155,0.11454668916352881,0.07768278412464856,0.034455615061437725,0.026901045237997055,0.019290128954884286,21.0,5.477225575051661,31.375,5.9985117201805025,20.875,5.409977554746151,30.375,6.696214282285605,21.5,6.473020933072903,0.75,0.4629100498862757
raw,2,8,0.1349210038471051,0.09060703416394357,0.029295356531400883,0.055682580447662805,0.021868767166233545,0.016637613651176164,36.0,7.708992893275452,36.0,7.708992893275452,2.0,0.0,0.16196146583969406,0.08141768917516184,0.13502989920959835,0.09008416000866869,0.06380413805205626,0.044718834350417874,0.029938638009315163,0.055465652932589135,0.0748223221123792,0.03730986087054049,0.023696978254807398,0.015325787349196483,21.0,5.477225575051661,31.375,5.9985117201805025,21.0,5.477225575051661,31.0,6.117889458675388,20.857142857142858,5.9841059323447645,0.875,0.3535533905932738
raw,3,8,0.13338429363206344,0.089514898317209,0.010634285254613296,0.015884565640906345,0.01889930320318727,0.015160057707245765,37.25,5.7507763451058125,37.25,5.7507763451058125,3.0,0.0,0.16223018835192354,0.0811006652968221,0.13319664965509037,0.0879795546387047,0.04890411953612997,0.01516391079159133,0.012368105630945776,0.016606082114526688,0.07256016928774331,0.04039432133957292,0.020981258961713718,0.014069275644782228,21.0,5.477225575051661,31.375,5.9985117201805025,21.0,5.477225575051661,31.375,5.9985117201805025,22.0,6.697547525560595,1.0,0.0
raw,4,8,0.1343127415194041,0.09003754480672517,0.007153521294563151,0.009473054833223617,0.018247936380818886,0.015960373328364943,38.0,4.566962103755937,38.0,4.566962103755937,4.0,0.0,0.16318780751629433,0.08161032816015516,0.13426882588263392,0.08876563116531745,0.04625495492302616,0.011270711834182405,0.009336546169418428,0.010259110084634884,0.07215086543552468,0.041281728028030235,0.020563041976794986,0.014833534907786805,21.0,5.477225575051661,31.375,5.9985117201805025,21.0,5.477225575051661,31.375,5.9985117201805025,21.5,6.187545093630776,1.0,0.0
raw,5,8,0.13371420120917415,0.08914460466829657,0.006232427576071939,0.008880777455391153,0.01840080014491512,0.017125043225979728,38.25,4.949747468305833,38.25,4.949747468305833,5.0,0.0,0.1627723890405507,0.08079955638931983,0.13378864101716745,0.08789443454021358,0.045866250322163765,0.010585899978168773,0.00852384241788679,0.009345538251761796,0.07226486560727222,0.04166604230634381,0.020771584152121828,0.016039383393505826,21.0,5.477225575051661,31.375,5.9985117201805025,21.0,5.477225575051661,31.375,5.9985117201805025,21.375,6.093028803476971,1.0,0.0
raw,6,8,0.13419546467219765,0.09034718002223867,0.00656950142058184,0.010929415696754121,0.01929551555774666,0.019226366540604757,38.875,3.181980515339464,38.875,3.181980515339464,6.0,0.0,0.163234355790164,0.08194873977665793,0.13428668446986555,0.0891455570810016,0.04625053190614505,0.01272508562804728,0.00894638570383456,0.010920250170374018,0.07269763562226864,0.042091981036026606,0.02169574009912568,0.018069620406092692,21.0,5.477225575051661,31.375,5.9985117201805025,21.0,5.477225575051661,31.375,5.9985117201805025,21.5,6.369570517030843,1.0,0.0
