checkpoint,probe_kind,n,B_nat_mean,B_nat_std,E_F_T_mean,E_F_T_std,E_F_TQ_mean,E_F_TQ_std,E_TQ_T_mean,E_TQ_T_std,E_pointwise_F_T_mean,E_pointwise_F_T_std,X_sub_mean,X_sub_std,X_use_mean,X_use_std,d_model_mean,d_model_std,d_x_mean,d_x_std,dim_R_nat_mean,dim_R_nat_std,dim_over_nctx_mean,dim_over_nctx_std,dim_over_rT_mean,dim_over_rT_std,gamma_mean,gamma_std,max_build_closure_mean,max_build_closure_std,max_build_refinement_mean,max_build_refinement_std,max_val_closure_mean,max_val_closure_std,max_val_refinement_mean,max_val_refinement_std,mean_build_closure_mean,mean_build_closure_std,mean_build_refinement_mean,mean_build_refinement_std,mean_candidate_rank_mean,mean_candidate_rank_std,mean_s_mean,mean_s_std,mean_val_closure_mean,mean_val_closure_std,mean_val_refinement_mean,mean_val_refinement_std,min_explainable_frac_mean,min_explainable_frac_std,mse_krr_mean,mse_krr_std,mse_model_mean,mse_model_std,mse_ratio_mean,mse_ratio_std,n_build_mean,n_build_std,n_eval_mean,n_eval_std,n_heads_mean,n_heads_std,n_layers_mean,n_layers_std,n_val_mean,n_val_std,r_eff_T_task_mean,r_eff_T_task_std,sum_candidate_rank_mean,sum_candidate_rank_std,sweep_val_mean,sweep_val_std,tau_sv_mean,tau_sv_std
dx10,task,4,623.0,8.445906306213285,0.014489391064134244,0.0035155158708968163,0.014489391064436048,0.0035155158712234093,4.403665657351386e-12,6.347051608971242e-12,0.010393461386936281,0.0038227608758997457,1.0,0.0,0.9997819330302626,0.00010329225053093362,128.0,0.0,10.0,0.0,10.0,0.0,0.2127659574468085,0.0,1.0,0.0,0.95,0.0,0.036589871144068246,0.018511823176166307,0.9999997906197042,3.7363957140259845e-07,0.3399571126815987,0.06235324131256795,0.999999627835436,4.87229050344323e-07,0.013466157370966542,0.004006709074032505,0.8888190103240917,1.852968228996596e-05,27.13888888888889,2.2903896554216607,18.944444444444446,0.29397236789606457,0.047563476021211304,0.007750116738465191,0.8888185715508545,1.9168209026725372e-05,0.001,0.0,0.03889271577324537,0.04637399110006358,0.033973934944767116,0.024794653901502435,1.355234162977417,0.9663027161999446,8.0,0.0,16.0,0.0,4.0,0.0,8.0,0.0,16.0,0.0,10.0,0.0,244.25,20.61350689879494,10.0,0.0,0.001,0.0
dx15,task,4,552.75,25.863423336183992,0.017216484876757924,0.0062162745529225575,0.27002289139329144,0.10919523578230929,0.26986825974722767,0.11034584176731016,0.013333422000479572,0.0022091467726003096,0.9180389687846646,0.06783889083969538,0.9173050152083784,0.06882700758569701,128.0,0.0,15.0,0.0,13.75,0.5,0.2925531914893617,0.010638297872340413,0.9166666666666667,0.033333333333333326,0.95,0.0,0.12505341485921115,0.02986680619283919,0.999999834986442,7.021016297217343e-08,0.5228657234858648,0.07557290654593761,0.9999995757260931,1.5911797987756633e-07,0.0336371658193796,0.005623546189299309,0.888765725686097,0.00011415946065713604,22.888888888888893,0.8364140585656467,14.5,1.7320508075688772,0.08771459083584124,0.010955587808320314,0.8884777953856107,0.0004306889442654051,0.001,0.0,0.029238056494170248,0.019371416672107573,0.04076976406058942,0.025439661260120015,1.4243168823939878,0.6139445370531814,8.0,0.0,16.0,0.0,4.0,0.0,8.0,0.0,16.0,0.0,15.0,0.0,206.0,7.52772652709081,15.0,0.0,0.001,0.0
dx3,task,4,615.75,66.28411071541454,0.006031978295773691,0.0009292621118905031,0.00603197829576361,0.0009292621118810478,1.1748338624455675e-13,8.462511434078531e-14,0.00676641212446461,0.002175781791247297,1.0,0.0,0.9999629616867869,1.1352466560477597e-05,128.0,0.0,3.0,0.0,3.0,0.0,0.06382978723404255,0.0,1.0,0.0,0.95,0.0,0.06817126714822447,0.08479606441476654,0.9999999983652064,2.2559263907949064e-09,0.06963656115862463,0.0829074787703007,0.9999988033927548,2.248766887446832e-06,0.018317056808762222,0.012990204156854618,0.8887480260611791,6.31496175782312e-05,27.61111111111111,3.917356125289821,18.416666666666664,1.2969575033254168,0.020061241361533037,0.014180359202015574,0.888703956103664,0.00010730230954479707,0.001,0.0,0.010747407775493488,0.007301280107277561,0.010282777285894487,0.008026806585303829,0.8924474266138943,0.15303892710208006,8.0,0.0,16.0,0.0,4.0,0.0,8.0,0.0,16.0,0.0,3.0,0.0,248.5,35.25620512760839,3.0,0.0,0.001,0.0
dx5,task,4,587.5,56.84188596448925,0.008587106236966648,0.0030673688996399715,0.0085871062369832,0.0030673688996347465,2.6829928833746324e-13,6.162792159613108e-14,0.012020503765067464,0.0031957588643135052,1.0,0.0,0.9999186986634763,5.442825876954865e-05,128.0,0.0,5.0,0.0,5.0,0.0,0.10638297872340426,0.0,1.0,0.0,0.95,0.0,0.038580996766730304,0.04108545055871177,0.9999999871704814,1.2139559415906741e-08,0.05413565171970723,0.07143872019747408,0.9999992861745137,1.229370726449262e-06,0.012758179437411987,0.007666237168687315,0.8888130806922601,3.3881189258585484e-05,27.11111111111111,2.509242175696937,16.944444444444443,2.770360467401592,0.015502987204568254,0.012380865751621496,0.8887953085097358,6.117150582445032e-05,0.001,0.0,0.008858471720199892,0.005521623047337603,0.009502470049926205,0.004991946205409503,1.211046985509289,0.5323477477502945,8.0,0.0,16.0,0.0,4.0,0.0,8.0,0.0,16.0,0.0,5.0,0.0,244.0,22.58317958127243,5.0,0.0,0.001,0.0
dx8,task,4,523.5,5.972157622389639,0.0113215355202656,0.0031918209640094345,0.01132153552046261,0.003191820963807786,2.457940978135894e-12,3.5069587870631157e-12,0.011269639962962943,0.0024801525257104927,1.0,0.0,0.9998628906399143,7.432640923920217e-05,128.0,0.0,8.0,0.0,8.0,0.0,0.1702127659574468,0.0,1.0,0.0,0.95,0.0,0.03163379936109411,0.010726886084039464,0.9999996491916954,6.568200136889419e-07,0.0977867975770382,0.07000817966232092,0.9999988789276701,1.2945801478431175e-06,0.017721088951118496,0.00725218451344731,0.8886720446950638,0.0001399674268243761,27.5,1.1203321083151245,14.88888888888889,0.8935065245788756,0.028840507514058186,0.011898194364766274,0.888585692065035,0.00017603311833802113,0.001,0.0,0.027150724453481483,0.02371462467285346,0.030349363019245047,0.021385195374806744,1.3406750412250048,0.6399575350610348,8.0,0.0,16.0,0.0,4.0,0.0,8.0,0.0,16.0,0.0,8.0,0.0,247.5,10.082988974836116,8.0,0.0,0.001,0.0
