episode,probe_kind,basis,rank,TQ_E_model_to_operator,actLR_E_model_to_operator,actLR_model_fit_gain,TQ_E_operator_to_T,actLR_E_operator_to_T,actLR_KRR_cost,TQ_rho_operator_to_T,actLR_rho_operator_to_T,actLR_rho_KRR_cost,TQ_X_use,actLR_X_use,TQ_X_sub,actLR_X_sub
0,isotropic,raw,6,0.3223169953447289,0.17267545666002782,0.1496415386847011,0.043705496521061774,0.2696240207813376,0.22591852426027587,0.0018356770883213268,0.12086579594781337,0.11903011885949204,0.9054858824389987,0.9728736414077767,0.9980898295738513,0.9273028874178494
0,isotropic,response,6,0.32777139542549316,0.1839286192585739,0.14384277616691926,0.05776528546413125,0.27802543609742325,0.22026015063329202,0.003059676937813602,0.12728962305008787,0.12422994611227427,0.902259991557507,0.9692228151203429,0.9966631717952541,0.9227018568829913
0,label,raw,6,0.017128398420063494,0.008263103870737882,0.008865294549325612,0.0019416463002454097,0.014869959257684145,0.012928312957438735,0.0018356770883213268,0.12086579594781337,0.11903011885949204,0.9997057798239447,0.9999315260530137,0.9999962300096448,0.9997788843116753
0,label,response,6,0.017471785668164718,0.008816277041862072,0.008655508626302646,0.0025007546784425318,0.01496467694301539,0.012463922264572857,0.003059676937813602,0.12728962305008787,0.12422994611227427,0.9996938646191595,0.9999220512067639,0.9999937462260382,0.9997760584439916
1,isotropic,raw,6,0.39832442470919266,0.2705975418699261,0.1277268828392666,0.07544136429774093,0.31677723896025506,0.24133587466251413,0.005803766669311045,0.24321574619384437,0.23741197952453333,0.8668721148024956,0.9385611819574304,0.9943086005529067,0.8996521808769149
1,isotropic,response,6,0.39744664449912065,0.2674483840721926,0.12999826042692803,0.06267279240709511,0.30755559474555294,0.24488280233845783,0.004299043644136291,0.21776314119897022,0.21346409755483392,0.8674582112503041,0.9399828851150671,0.9960721210919049,0.9054095561408954
1,label,raw,6,0.01786497834887438,0.008298168355836773,0.009566809993037608,0.002148945317077161,0.014761146993279494,0.012612201676202334,0.005803766669311045,0.24321574619384437,0.23741197952453333,0.9996864513439311,0.9999323505237474,0.9999953820340243,0.9997821085394433
1,label,response,6,0.017799065950965212,0.00849017485017872,0.009308891100786492,0.001965305455206724,0.014079915053572048,0.012114609598365324,0.004299043644136291,0.21776314119897022,0.21346409755483392,0.9996887607359336,0.9999291837013157,0.9999961375744677,0.9998017559920845
2,isotropic,raw,6,0.22034523451145385,0.21220426729896452,0.00814096721248933,0.0732878258074857,0.08658981621035451,0.013301990402868807,0.00437535924666086,0.10340499868011388,0.09902963943345303,0.9533599560392455,0.9567426557656662,0.9946288945884223,0.9925022037286719
2,isotropic,response,6,0.26436385050652766,0.2577295874229868,0.00663426308354087,0.13677150427949203,0.13961613649245527,0.002844632212963244,0.015581337437785087,0.11626420585355303,0.10068286841576794,0.9328639533205044,0.9361912578466975,0.981293555617162,0.9805073344309587
2,label,raw,6,0.007543372247000492,0.004388757589222079,0.0031546146577784125,0.0012570532042039822,0.006089940970393162,0.00483288776618918,0.00437535924666086,0.10340499868011388,0.09902963943345303,0.9999428691972121,0.9999806615156018,0.9999984198172418,0.9999629126189772
2,label,response,6,0.007662030485718247,0.004827956652949059,0.002834073832769188,0.0023662794472848075,0.0065034548818772775,0.0041371754345924695,0.015581337437785087,0.11626420585355303,0.10068286841576794,0.9999410577108342,0.9999765972996528,0.9999944007215774,0.9999577050745995
3,isotropic,raw,6,0.19170129954644372,0.13198090095298393,0.05972039859345979,0.07409785121939019,0.14857871436110784,0.07448086314171765,0.005562525539666386,0.03689804598298673,0.031335520443320344,0.964648992056329,0.9832438644658527,0.9945095084446799,0.9779243656388438
3,isotropic,response,6,0.21337892983629567,0.16461848998315767,0.04876043985313799,0.0671540911385135,0.14528976968222007,0.07813567854370657,0.004978657067081952,0.035609937024197735,0.030631279957115783,0.9562019522740944,0.973931927842106,0.9954903280433691,0.978890882825729
3,label,raw,6,0.007529451806644359,0.004786621958975871,0.002742829847668488,0.002657085272118835,0.006571892696193159,0.003914807424074324,0.005562525539666386,0.03689804598298673,0.031335520443320344,0.9999435209002272,0.9999771745521328,0.9999929398978568,0.9999568102263898
3,label,response,6,0.008248211084778299,0.006239997944352876,0.002008213140425423,0.002458034991383918,0.006431499402738366,0.003973464411354448,0.004978657067081952,0.035609937024197735,0.030631279957115783,0.9999322232744118,0.9999612090921947,0.9999939580639812,0.9999586358154327
