exp,checkpoint,checkpoint_file,episode,d_x,n_layers,n_heads,selection_mode,span_mode,kernel_family,kernel_lengthscale,kernel_signal_var,excess_risk_frac,gamma,min_explainable_frac,n_causal,causal_damage_tau,causal_max_keep,ell,s,hidden_s,candidate_rank,participation_rank,entropy_rank,val_total_norm,val_explainable_frac,val_capture,val_resid_ratio,val_full_resid_ratio,top_singular_values_json,causal_max_damage,causal_mean_damage,causal_min_kept_damage,causal_sum_kept_damage,causal_selected_indices_json,causal_damages_json
rbf,rbf_elbow_scratch_nctx128_ntgt128,/Users/fernandoruizmazo/Documents/GitHub/mech-ICL-KRR/experiments/rbf_elbow_training/results/nctx128_ntgt128_scratch_seed42/checkpoint_final.pt,0,5,8,4,causal,seed,rbf,3.0,1.0,0.05,0.95,0.001,8,0.05,0,0.0,15.0,1.0,16.0,1.075840883489068,1.233789179107293,876.4434520665892,0.9988421230345245,0.9719670659179781,0.17075816923019865,0.03402759123822301,"[721.218246718056, 90.95739176495451, 72.43786782635348, 50.117192549578256, 41.34682163226439, 34.72925869811943, 11.194638974102267, 10.165511174263514]",0.8804891069438453,0.15628009810206916,0.06482218436968812,2.471654742590744,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15]","[0.8804891069438453, 0.19167400028632064, 0.20982397232009603, 0.18872807103489986, 0.1681633129801267, 0.15087056547870023, 0.07764868686189745, 0.08132500844237991, 0.07732397164003675, 0.07655145383096021, 0.09865031205821428, 0.06694341969161897, 0.06482218436968812, 0.06824253174761229, 0.0288268270423626, 0.07039814490434726]"
rbf,rbf_elbow_scratch_nctx128_ntgt128,/Users/fernandoruizmazo/Documents/GitHub/mech-ICL-KRR/experiments/rbf_elbow_training/results/nctx128_ntgt128_scratch_seed42/checkpoint_final.pt,0,5,8,4,causal,seed,rbf,3.0,1.0,0.05,0.95,0.001,8,0.05,0,1.0,7.0,73.0,111.0,2.7683842586393888,3.805753253200803,27.869904577326146,0.9983383929447347,0.9502497313506159,0.2265595072100436,0.040762814614106496,"[3.8844452181137226, 3.2299685653102355, 1.5223567568975065, 1.0692907821569422, 0.8785692148510442, 0.5719480258296885, 0.45292931986763685, 0.3260632189820852]",0.11757120394840928,0.011872829544215962,0.05276707376295956,0.5700638737233537,"[0, 1, 2, 3, 4, 5, 6]","[0.08871686519887374, 0.11757120394840928, 0.10699282325716034, 0.07492962495174567, 0.07235430449112942, 0.05276707376295956, 0.056731978113075766, 0.04318340592128221, 0.036088422443343426, 0.03366005008463388, 0.02004212656069715, 0.017600637541814183, 0.026165814230154617, 0.026016366285702277, 0.028696309517252466, 0.02249789043665793, 0.024062737114844246, 0.02262420475175875, 0.021957325091645063, 0.016230058475757977, 0.01203313734472294, 0.015705477511144282, 0.012653381159069468, 0.008834894108967158, 0.012932814327665352, 0.011998793159963491, 0.009031244876397806, 0.00680635579641212, 0.013337612520901414, 0.005893995901429928, 0.008002199130884048, 0.013911979756651788, 0.006475910117026298, 0.005198381898614127, 0.009570694297778034, 0.008301946712832117, 0.006571069339579789, 0.006076294087144061, 0.006043177313396099, 0.00822338497869099, 0.005134003000148572, 0.006142037166880557, 0.004879387976007537, 0.002896009387532744, 0.005450549255451754, 0.005073447967741141, 0.005809715144257719, 0.004902422443847296, 0.005998776497063853, 0.0028503589124589702, 0.003836989983677324, 0.003310987038573861, 0.005134244025583145, 0.0030969523370000655, 0.004096957646712783, 0.0027736622631646785, 0.0061137217022116325, 0.003298695418478626, 0.003982496059613916, 0.0028247519877628888, 0.005796508200286728, 0.002617264359024378, 0.0029525431022299066, 0.0034598622127406144, 0.0036489277298301886, 0.002848658174363061, 0.0048789778979912105, 0.003592967726603525, 0.0034048535800228845, 0.0024917330493486357, 0.003410098928057525, 0.003538950347621512, 0.003648828269352165, 0.003951637521538282, 0.0030376657675071296, 0.003076019740671096, 0.0035544848541817155, 0.0024736373989113027, 0.0038174564051699244, 0.002667164261284208, 0.0032955539550757113, 0.0024224974117033797, 0.0017001465719148528, 0.0016069716892346958, 0.003958530400941657, 0.0011731402504449144, 0.001681064347344035, 0.00343744458005024, 0.004942187719933135, 0.0015127347720899154, 0.0021181285539213822, 0.001990841154903681, 0.002346507265962892, 0.0019440153540253046, 0.001953933230585282, 0.0030239611594246236, 0.001534472970559439, 0.0016177061079811089, 0.001554188056362969, 0.0023066271216497553, 0.0022701719378740537, 0.0013287076657772857, 0.0018068014793623495, 0.0013364199188260141, 0.002908562011348041, 0.001835900629538898, 0.0015612205509440045, 0.0012417687442681056, 0.0013245011076892734, 0.0013782199894614626, 0.0018047804396989268]"
rbf,rbf_elbow_scratch_nctx128_ntgt128,/Users/fernandoruizmazo/Documents/GitHub/mech-ICL-KRR/experiments/rbf_elbow_training/results/nctx128_ntgt128_scratch_seed42/checkpoint_final.pt,0,5,8,4,causal,seed,rbf,3.0,1.0,0.05,0.95,0.001,8,0.05,0,2.0,0.0,92.0,106.0,5.678754937097055,10.030701168744914,17.88026470288983,0.9999999999999968,0.9506942525586691,0.22204897532149914,2.474299534504405e-12,"[2.062048006629779, 1.5387074140298325, 1.055571862369607, 0.9639841710760021, 0.8312221695973256, 0.7328918451126504, 0.6784905487974582, 0.5803649069599873]",0.03265985224279405,0.0062529670068137205,0.0,0.0,[],"[0.021108453077086316, 0.03265985224279405, 0.0127788175585775, 0.01338506202289639, 0.025092990924663584, 0.02582648937654456, 0.01425388786172291, 0.018497246557675134, 0.018907750833951895, 0.013904344588928084, 0.019807389570277088, 0.02351804538373413, 0.01496361348340022, 0.014143057604682785, 0.020807599363253763, 0.013826264332964279, 0.011234407254132803, 0.009080348844502423, 0.012164218404664418, 0.016536977170491064, 0.012247919304297845, 0.006959265127022894, 0.0037156653739217975, 0.008753131498984056, 0.007585113731726381, 0.010739855619360517, 0.004923681413050189, 0.008526555394712735, 0.008054523334655351, 0.004196027499220407, 0.005082608571164503, 0.0066837701468024325, 0.00455558441530307, 0.005015632512163391, 0.005916302286173831, 0.006027576276126488, 0.0035837604785542536, 0.00600105412435132, 0.006110651146872405, 0.0031756530808697203, 0.00768191829193051, 0.005688768245841928, 0.004069295411072038, 0.0021896059972700086, 0.0028498126135030042, 0.002421421397189603, 0.007037122992781021, 0.0030292983274189797, 0.0030514538794698884, 0.0046247000636891475, 0.003013433684157284, 0.005821293819581012, 0.004453723911185367, 0.003046941789786726, 0.0034606290791774283, 0.004435898100676631, 0.00351448372505198, 0.0034273841886411993, 0.002972371799740335, 0.00251047876378628, 0.005343778805766715, 0.0034580108110286068, 0.0027486084801979674, 0.0030575437070780856, 0.0016966578409491752, 0.002719443563082925, 0.0034032768349478164, 0.00255164012963831, 0.003156467436035842, 0.0023725531862790862, 0.002379812382565291, 0.003285688240294965, 0.0024004581702553587, 0.0038877971064523306, 0.002341157708028027, 0.002407666153413365, 0.0020374915654578314, 0.0020166124555242495, 0.0025121703783896054, 0.0024068252992361125, 0.002277398938807792, 0.0020474693084413698, 0.002506716501994449, 0.002065952555513772, 0.0025154694943419244, 0.0020141674191496758, 0.0015795286712349703, 0.002072689433749599, 0.0015649469493902513, 0.0022057704935810373, 0.0020953554491356056, 0.0017082234011674207, 0.0011806574277863566, 0.0025304527725341155, 0.0019213851545248713, 0.0018783910352713365, 0.001313666872004423, 0.0013139928276170376, 0.0014926620114694956, 0.001919247493155579, 0.0010216897326804886, 0.0020795114753854676, 0.0012733113074748685, 0.0011884585959540392, 0.001823711299049991, 0.0013888319719894667]"
rbf,rbf_elbow_scratch_nctx128_ntgt128,/Users/fernandoruizmazo/Documents/GitHub/mech-ICL-KRR/experiments/rbf_elbow_training/results/nctx128_ntgt128_scratch_seed42/checkpoint_final.pt,0,5,8,4,causal,seed,rbf,3.0,1.0,0.05,0.95,0.001,8,0.05,0,3.0,0.0,96.0,106.0,8.428757287519351,12.649276649310394,18.84300131621848,0.9999999999999971,0.953383641710442,0.21590821728122175,3.2988013877345162e-12,"[2.690485654383399, 2.345796958247954, 1.9337334292478434, 1.7703365658808206, 1.4975077426783117, 1.340262414408117, 1.2285536246285615, 1.1055251566287696]",0.023578571968152908,0.005767444770798899,0.0,0.0,[],"[0.023578571968152908, 0.021752682689259933, 0.016550963487711085, 0.012091944328502248, 0.020009840490763882, 0.0168368764033952, 0.01107218647604486, 0.01642546569912292, 0.013449173762618236, 0.01930453682127292, 0.014291134563314023, 0.013882425025220413, 0.011418121676746832, 0.020710304092241318, 0.021034340371057877, 0.01276108089581956, 0.011438686363266927, 0.007824791335425782, 0.012171345050309345, 0.011679006375969086, 0.010741955296281585, 0.006292295159445069, 0.008043001084544976, 0.008993277073332246, 0.00861392599711475, 0.009565673670046303, 0.006867790062967511, 0.004818561330707562, 0.00860213739799312, 0.0036809724646190804, 0.004911196414775502, 0.005309760554724453, 0.0051635873519337945, 0.006287922331504159, 0.005090260201427369, 0.0035291431034778246, 0.006693736705207109, 0.004005739732393538, 0.007720397938685395, 0.0043404502214825814, 0.0035453849096646786, 0.005290412976549075, 0.003956656538550643, 0.005666994304239107, 0.0038253575144471747, 0.006913702047731986, 0.007687588589603091, 0.0030638867808654878, 0.0026258282022913575, 0.003951799986914449, 0.00321581032082449, 0.004353619348755369, 0.003558761869428976, 0.003860663939251899, 0.0033174823052676676, 0.00259072044881143, 0.0022987451379341793, 0.0036902498142024802, 0.004033436302639146, 0.002637629006430478, 0.0031248284627052223, 0.0034335509921263343, 0.003068873706419949, 0.0034398854059549825, 0.001978690644250218, 0.0023117528658321822, 0.002525125204993267, 0.0024477693863757303, 0.002044435992946335, 0.003025836452151456, 0.0019128634578758038, 0.0026998557954365033, 0.002221819188039159, 0.003090385862584513, 0.001896859640745367, 0.001964653436370357, 0.0023137838107654776, 0.0019513946682157212, 0.0013424085186055162, 0.0027453188487819263, 0.0029663374404887066, 0.002127023104918132, 0.003107632619658032, 0.0016099454942582196, 0.0017212286585001053, 0.0020727641828761417, 0.0025160341127056065, 0.0020360038242404803, 0.0018536300478569068, 0.001596502742707308, 0.0016454245396823755, 0.0017675524496763367, 0.001016351489194091, 0.0017716770935468935, 0.0011775828376544323, 0.0019426059153575751, 0.001561138115412517, 0.0015076286444433591, 0.0012693521292669542, 0.0017657656779380508, 0.0010812622807780626, 0.0016752497834794918, 0.0015408637834418448, 0.0010872356192093975, 0.000861569810076699, 0.0008906986528570841]"
rbf,rbf_elbow_scratch_nctx128_ntgt128,/Users/fernandoruizmazo/Documents/GitHub/mech-ICL-KRR/experiments/rbf_elbow_training/results/nctx128_ntgt128_scratch_seed42/checkpoint_final.pt,0,5,8,4,causal,seed,rbf,3.0,1.0,0.05,0.95,0.001,8,0.05,0,4.0,0.0,97.0,106.0,9.524976979061714,13.45367937800472,20.135871085560225,0.9999999999999974,0.9529581291923969,0.21689138020585472,4.3304857876329184e-12,"[3.7381551587682114, 3.2320579777808556, 2.867846039448125, 2.8004855551529912, 2.3252572872803166, 2.0246328437588907, 1.953147177570497, 1.718932392000429]",0.020554607853034142,0.004485716243164651,0.0,0.0,[],"[0.01251945572399847, 0.020554607853034142, 0.009017182273289829, 0.010289666728271453, 0.01205115350963005, 0.009597989054134103, 0.009919084114170997, 0.009569856254440477, 0.011381178875411782, 0.012791859393438793, 0.0060001414206856995, 0.012326751521898863, 0.01273174519294244, 0.014939694932925898, 0.015815762608515714, 0.010608257202261983, 0.007861068263704583, 0.008378443749778183, 0.01459000101358646, 0.004133706156668294, 0.00855021590226514, 0.004634508673636448, 0.0047776358538563985, 0.006101398637559175, 0.007318718609147541, 0.007023266198366683, 0.0039176254354502385, 0.005439980080780094, 0.0055632879237701455, 0.004634669790219529, 0.008780043446807249, 0.0051122670183460775, 0.004567444743930343, 0.006414906730575955, 0.004849418711661825, 0.003966654283960583, 0.0022443461943289613, 0.0032985031145117403, 0.004350713473475164, 0.002348462097470073, 0.006163866805067486, 0.004250213675995466, 0.003081211510103677, 0.003498717061676037, 0.003338925819836302, 0.006783647143120264, 0.004073005276838343, 0.002703477683715336, 0.003339435122771408, 0.002982567916700341, 0.0018524860424016984, 0.0034121319056333883, 0.003711114701705555, 0.0021538119257885555, 0.002637205750603655, 0.002145003300280781, 0.003432339648080477, 0.0019595832551754767, 0.0028065709351630403, 0.002333749162960086, 0.0026988146686504374, 0.0030750076910705, 0.0024908606068774018, 0.0014647352684312549, 0.0022461220759331523, 0.0021542979889488684, 0.0018624277007226835, 0.0025962818803902513, 0.0019494574807800088, 0.0024836220968051485, 0.002049851132519401, 0.0016928805816499878, 0.001668393819524124, 0.0019630097725419926, 0.002425150098868308, 0.0029475087655008287, 0.0013920480756458517, 0.0018846295420702301, 0.0018516007552429692, 0.0014602489783326136, 0.0022940010231443106, 0.0016342122925001332, 0.0018881532098408592, 0.0021890247659369093, 0.0014450269138267771, 0.0020662678719148317, 0.0012901361162769266, 0.0017063116956824824, 0.001142373368767454, 0.0016722417816220816, 0.0018181330457790416, 0.0013362807432346945, 0.0012630294987369456, 0.0009917463658430296, 0.0018304471045372023, 0.0015428644596998846, 0.0012399919238428887, 0.0016601728237518858, 0.0012528382639517453, 0.0010076442253530505, 0.0009177178856843816, 0.0012717396909783499, 0.0013269689398875185, 0.0006830517947670483, 0.0012438841841745964, 0.0007839753986870069]"
rbf,rbf_elbow_scratch_nctx128_ntgt128,/Users/fernandoruizmazo/Documents/GitHub/mech-ICL-KRR/experiments/rbf_elbow_training/results/nctx128_ntgt128_scratch_seed42/checkpoint_final.pt,0,5,8,4,causal,seed,rbf,3.0,1.0,0.05,0.95,0.001,8,0.05,0,5.0,0.0,97.0,106.0,10.859706712532867,14.628660581076753,20.48452236358268,0.9999999999999976,0.9527606290776126,0.21734620061640125,3.9304531257806875e-12,"[3.975935042530278, 3.627744682621066, 3.3290991478776903, 3.2560007101839887, 2.834854400172031, 2.464474808042558, 2.425463160521609, 2.0918734512124733]",0.014091938009064792,0.0034275103201085173,0.0,0.0,[],"[0.009211303435789178, 0.014091938009064792, 0.006761000795014905, 0.008259092449802037, 0.007796091413008191, 0.009163696416658623, 0.00658735818116649, 0.007209549817412256, 0.007475014343901242, 0.0052636353247465465, 0.008759075052963586, 0.009373600718247357, 0.008359665738008872, 0.008349753724566433, 0.011157716219822056, 0.007166373587551487, 0.005930609298246029, 0.010456710511782255, 0.007110316753150568, 0.003985078527007412, 0.004831232966239736, 0.005771837634419187, 0.004371614251334203, 0.00333806262953369, 0.0026927938473869707, 0.005539574442995973, 0.0049625494093865795, 0.0036871217809390047, 0.003733106604248812, 0.003969813427728576, 0.0037661415277655303, 0.006600648753406122, 0.004426480162291899, 0.003513709468610672, 0.004257514654288686, 0.004369176518474451, 0.003398127962377515, 0.002529535487132756, 0.002672770316709304, 0.002021519770886193, 0.004295699153846926, 0.00427769901365996, 0.002854775986457414, 0.0022864130003896013, 0.002545341212696504, 0.0043194431086825, 0.003783772178155124, 0.0027281526180501616, 0.00211472839958959, 0.002507083882183334, 0.0021603941051848126, 0.002479116416019725, 0.003386374442976958, 0.0019154848369780195, 0.002249052525612853, 0.0017154371639831747, 0.0028686427537326026, 0.0018718651946003884, 0.0015172083212337897, 0.002116001046385185, 0.0012103554380425271, 0.0017042412504533957, 0.0016696792113220433, 0.0019269228243669334, 0.0019531685706190164, 0.002327307520029551, 0.0013038679434957691, 0.0023656930603080093, 0.001403309545541587, 0.002187860768436421, 0.001611175587429004, 0.0011710025132436839, 0.0016109050886768401, 0.0015297087573624478, 0.002068223255204494, 0.0017341446609834606, 0.002684542790893602, 0.001753849462362069, 0.0015365585795274483, 0.0014870153778615673, 0.0016873226805333376, 0.0016518528696378675, 0.0019444718151259807, 0.0012689130515148306, 0.0014801218784973608, 0.0011656846009493193, 0.0013874311141536624, 0.0013691003025151599, 0.0007482674083890737, 0.0011219196212362134, 0.0015914382960634044, 0.0010658259840509031, 0.0014227067735921024, 0.0019124412548975828, 0.0007799754888232045, 0.0011467756630153079, 0.001003396621944468, 0.0014404285224479992, 0.0008551736932070054, 0.0008635584248146986, 0.0007280472229531288, 0.0011328521472319525, 0.0009440802339882442, 0.0008983483992769506, 0.000948018813238655, 0.0006048115487597365]"
rbf,rbf_elbow_scratch_nctx128_ntgt128,/Users/fernandoruizmazo/Documents/GitHub/mech-ICL-KRR/experiments/rbf_elbow_training/results/nctx128_ntgt128_scratch_seed42/checkpoint_final.pt,0,5,8,4,causal,seed,rbf,3.0,1.0,0.05,0.95,0.001,8,0.05,0,6.0,0.0,96.0,106.0,12.215728396962477,15.682610256106356,20.846708850014135,0.9999999999999977,0.9523636697066438,0.21825748622522403,5.513116252662172e-12,"[4.496510425056411, 4.232770234976399, 3.89440933837597, 3.781001163254672, 3.5686357262531168, 3.2245708224541527, 3.041035571974954, 2.7793743263590476]",0.008093887623203358,0.0017731405946775922,0.0,0.0,[],"[0.007225753104832952, 0.008093887623203358, 0.006146073082885259, 0.0065972068173916565, 0.0053264483111686274, 0.004611749088344321, 0.0047417651440495295, 0.005075993978104943, 0.005919818250460347, 0.004626155859148411, 0.0036239694732473505, 0.004528699446179635, 0.002990700850816707, 0.0032013558538027237, 0.0028634982643946376, 0.0023207178720145703, 0.0027833343680324397, 0.0026282023002402754, 0.0037679071110913818, 0.002253520065832184, 0.0015155472486129643, 0.0013685923537751085, 0.002825363490310798, 0.0014605558920773047, 0.0019530502117862177, 0.002273536247100972, 0.0019461531860837, 0.0019494361780349233, 0.0013593471540511981, 0.0013637712153213525, 0.0016776290763659562, 0.0012831634799892265, 0.0021417525054308285, 0.002248350632811084, 0.0016625680332259351, 0.0015061602810867724, 0.0024788486218297275, 0.0022499342653682862, 0.0013172906146025555, 0.0011026217337168672, 0.001991606899451339, 0.002137508143550173, 0.0011135576593720232, 0.0012296311947121788, 0.0009831483032092345, 0.001470062096148194, 0.0013662580062339374, 0.001987023559137064, 0.0014073954824953443, 0.0016543255984195705, 0.0012722670383257535, 0.0012340199255769701, 0.0008687498957314961, 0.001532992625024907, 0.0009788420995469256, 0.0009357030095612349, 0.0014871819976198036, 0.001172674003832076, 0.0007561163153216789, 0.0010271502926687303, 0.0008699108916960947, 0.001359220471810268, 0.0008403097804471495, 0.0010110962330166728, 0.0012296134040786497, 0.0007306695428100444, 0.0008026823987767699, 0.0009602769558535061, 0.0009792263858212204, 0.0008520955087125058, 0.0009737273744494433, 0.001019462635248474, 0.0010415640704335594, 0.0006672388802216558, 0.0012585795637461564, 0.0007112001653949065, 0.0009426170765717638, 0.0009954185796931642, 0.000838843426123374, 0.0012354401283147492, 0.0006922477940013498, 0.0008088333806821888, 0.0006844232648531313, 0.0007457381334146459, 0.0010045691291277919, 0.000822996227229244, 0.000651882122744355, 0.0007061938575465314, 0.0007089923254267324, 0.00044409689031324077, 0.0007195059941024619, 0.0005539067224665322, 0.000782204572606412, 0.00043415286022799554, 0.001120288054574465, 0.0006563292230686851, 0.0005350230192167862, 0.0005653130091104633, 0.0006270157013736897, 0.0005433776959115908, 0.0004855907369671161, 0.0006631817532472607, 0.0006517971816021552, 0.0005003633723281754, 0.0005490654966821744, 0.0003599776110177344]"
rbf,rbf_elbow_scratch_nctx128_ntgt128,/Users/fernandoruizmazo/Documents/GitHub/mech-ICL-KRR/experiments/rbf_elbow_training/results/nctx128_ntgt128_scratch_seed42/checkpoint_final.pt,0,5,8,4,causal,seed,rbf,3.0,1.0,0.05,0.95,0.001,8,0.05,0,7.0,0.0,96.0,106.0,13.49057021105267,17.425914349477083,20.687276492830446,0.9999999999999976,0.9515495000209666,0.22011474275711543,1.2373487119340025e-12,"[4.009354958374181, 3.6933833493279766, 3.524020933176819, 3.315962041429634, 3.242843706230462, 2.8870787855855173, 2.7745566640545767, 2.531235845996833]",0.0029770311899725223,0.0007736406532044242,0.0,0.0,[],"[0.0014353254579692013, 0.0029624827987110532, 0.0018306508335097704, 0.0014863636958038207, 0.0027965954413815006, 0.0020266681418738652, 0.001495929647366545, 0.0018982738593923392, 0.0014780800439128199, 0.0017644788425179507, 0.001465615030367766, 0.0029770311899725223, 0.0017498294329647529, 0.0012891741429286207, 0.001354589359296343, 0.001361607197334332, 0.0014055869188135512, 0.001523117191448114, 0.002199183948825275, 0.0015376736867387959, 0.0007952101361545169, 0.001286967263331675, 0.001766509159647075, 0.0007093362840252627, 0.0012545124499799452, 0.0010478742260364726, 0.0007563481265252531, 0.0008102052662073168, 0.0010349434505806119, 0.0005328937235726041, 0.0008429851882056988, 0.0010245927393829925, 0.0009772834537714954, 0.000827898152915973, 0.0011620431906062092, 0.0012002574701987334, 0.0009601486314655387, 0.0008528972124591126, 0.0005267939912937858, 0.0005818563363145197, 0.0009121317361574014, 0.0007509119649766323, 0.0006343100295252865, 0.0007730817408917323, 0.00048378004427258365, 0.0005090818538757363, 0.0007477657851846304, 0.0006315389329628846, 0.0009299348109377583, 0.0004837988381282431, 0.0007138068055815891, 0.000467929460939725, 0.00039464801063491, 0.0005574792128097842, 0.0005120114080160892, 0.0008239564009996437, 0.0006720464228365668, 0.0003979500029746968, 0.0004613787503660945, 0.0004408415137231546, 0.0006508936636046396, 0.0004901231615860534, 0.0003242241360937905, 0.0003666551977269188, 0.0002522101030600406, 0.0003808395565713256, 0.000529438812087381, 0.00043572184097087613, 0.00042761784211012635, 0.0004139504402829699, 0.00045675106325573255, 0.0003736700168019398, 0.0005044638254544055, 0.0003295025188813277, 0.000317391747918998, 0.0002466618645915869, 0.0003497988932123649, 0.00036761884635176195, 0.00041273779416241453, 0.00045270239917242095, 0.0003095689626868654, 0.0002914244118301635, 0.0004445017542854606, 0.0003184737162387201, 0.00037065132241342517, 0.0003258123052722708, 0.0002667620034406853, 0.0003577686248698236, 0.0003215460843293444, 0.00016017086171598755, 0.0003025624876928166, 0.00016696397833179574, 0.00032659794151851433, 0.00032605723553193, 0.0002982727277718007, 0.0003173546744427426, 0.00017336945069286247, 0.00016333050959381257, 0.0002149467991749048, 0.0001555389045966797, 0.00029650201905474577, 0.0001666144293765293, 0.00014080471714909026, 0.00014491258431561623, 0.00011738442501879837, 0.00015684554482763772]"
rbf,rbf_elbow_scratch_nctx128_ntgt128,/Users/fernandoruizmazo/Documents/GitHub/mech-ICL-KRR/experiments/rbf_elbow_training/results/nctx128_ntgt128_scratch_seed42/checkpoint_final.pt,0,5,8,4,causal,seed,rbf,3.0,1.0,0.05,0.95,0.001,8,0.05,0,8.0,0.0,97.0,106.0,13.847668956725945,18.326800261212433,21.676006048521803,0.9999999999999978,0.9553872964995079,0.2112171950871657,1.541409344850421e-12,"[4.014578661956535, 3.4558394523845952, 3.3229866052717063, 3.150616040848421, 2.985254648682376, 2.801280487019426, 2.678996521158051, 2.4816313052756507]",0.0,0.0,0.0,0.0,[],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
rbf,rbf_elbow_scratch_nctx128_ntgt128,/Users/fernandoruizmazo/Documents/GitHub/mech-ICL-KRR/experiments/rbf_elbow_training/results/nctx128_ntgt128_scratch_seed42/checkpoint_final.pt,1,5,8,4,causal,seed,rbf,3.0,1.0,0.05,0.95,0.001,8,0.05,0,0.0,14.0,1.0,16.0,1.1101236366189076,1.3242214371657375,866.4969439357667,0.9988647859272873,0.9524789192097926,0.220459402755375,0.03369293802434961,"[643.1600514943347, 98.73689715455612, 68.9049870924722, 57.178918683380516, 52.54601804158527, 35.748571066715165, 14.012872804610343, 9.814404831973345]",0.8795681395665217,0.18196503068417824,0.059152785806356856,2.824809090490879,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14]","[0.8795681395665217, 0.3210897497687575, 0.22505232033436767, 0.29329244505194935, 0.2167808396460696, 0.1976891649666763, 0.14449654668629494, 0.08692513571090768, 0.09336338987281897, 0.07402014041128681, 0.10080554859249527, 0.06645995185983458, 0.06611293221654127, 0.04441934240905394, 0.059152785806356856, 0.04221205804691909]"
