checkpoint,probe_kind,n,B_nat_mean,B_nat_std,E_F_T_mean,E_F_T_std,E_F_TQ_mean,E_F_TQ_std,E_TQ_T_mean,E_TQ_T_std,E_pointwise_F_T_mean,E_pointwise_F_T_std,X_sub_mean,X_sub_std,X_use_mean,X_use_std,causal_damage_tau_mean,causal_damage_tau_std,causal_max_keep_mean,causal_max_keep_std,d_model_mean,d_model_std,d_x_mean,d_x_std,dim_R_nat_mean,dim_R_nat_std,dim_over_nctx_mean,dim_over_nctx_std,dim_over_rT_mean,dim_over_rT_std,dim_over_rT_strict_mean,dim_over_rT_strict_std,excess_risk_frac_mean,excess_risk_frac_std,gamma_mean,gamma_std,kernel_lengthscale_mean,kernel_lengthscale_std,kernel_signal_var_mean,kernel_signal_var_std,krr_risk_over_signal_mean,krr_risk_over_signal_std,krr_risk_per_tgt_mean,krr_risk_per_tgt_std,krr_risk_total_mean,krr_risk_total_std,krr_signal_per_tgt_mean,krr_signal_per_tgt_std,krr_signal_total_mean,krr_signal_total_std,max_build_closure_mean,max_build_closure_std,max_build_refinement_mean,max_build_refinement_std,max_causal_damage_mean,max_causal_damage_std,max_val_closure_mean,max_val_closure_std,max_val_refinement_mean,max_val_refinement_std,mean_build_closure_mean,mean_build_closure_std,mean_build_refinement_mean,mean_build_refinement_std,mean_candidate_rank_mean,mean_candidate_rank_std,mean_causal_damage_mean,mean_causal_damage_std,mean_hidden_s_mean,mean_hidden_s_std,mean_s_mean,mean_s_std,mean_val_closure_mean,mean_val_closure_std,mean_val_refinement_mean,mean_val_refinement_std,min_explainable_frac_mean,min_explainable_frac_std,mse_krr_mean,mse_krr_std,mse_model_mean,mse_model_std,mse_ratio_mean,mse_ratio_std,n_build_mean,n_build_std,n_causal_mean,n_causal_std,n_eval_mean,n_eval_std,n_heads_mean,n_heads_std,n_layers_mean,n_layers_std,n_val_mean,n_val_std,r_eff_T_task_mean,r_eff_T_task_std,r_eff_T_task_strict_mean,r_eff_T_task_strict_std,rank_tau_task_mean,rank_tau_task_std,sum_candidate_rank_mean,sum_candidate_rank_std,sum_kept_causal_damage_mean,sum_kept_causal_damage_std,sweep_val_mean,sweep_val_std,tau_sv_mean,tau_sv_std
rbf_elbow_scratch_nctx128_ntgt128,task,8,23.0,1.3093073414159542,0.04097877109892916,0.01042930552367795,0.16075918363055347,0.015933190797533827,0.16480467641241778,0.014431050929016085,0.03731339037206526,0.012075556890989542,0.9726571953056016,0.004856634743155481,0.9732570528474634,0.0055944378635129416,0.05,0.0,0.0,0.0,128.0,0.0,5.0,0.0,23.0,1.3093073414159542,0.1796875,0.010228963604812142,0.8561319698819698,0.04450684963417916,0.4588655462184874,0.025852171763593668,0.05,0.0,0.95,0.0,3.0,0.0,1.0,0.0,0.04063625950047675,0.004350579103154165,0.03903476863452769,0.004009708197557841,9.992900770439089,1.0264852985748072,0.9609652313654735,0.004009708197556942,246.00709922956122,1.0264852985745772,0.022008068570616643,0.004493401612055823,0.9999990898754416,4.936935822053201e-07,0.8621523303835441,0.0677323597664322,0.04293993368064765,0.008645396827053085,0.9999627375799373,2.401412201255914e-05,0.009542963872661667,0.001807283927399651,0.8888803377206944,2.5844213185050652e-06,94.94444444444444,1.4092163256779693,0.02381686534386937,0.0018623679784938942,81.66666666666666,1.7356110390903658,2.5555555555555554,0.14547859349066147,0.026636728770486,0.005581917063203714,0.8887201890276264,8.517083686910098e-05,0.001,0.0,0.03849971969243009,0.007703684546207552,0.038521100874526266,0.007016460548417797,1.0073750002625654,0.08847558201777687,16.0,0.0,8.0,0.0,16.0,0.0,4.0,0.0,8.0,0.0,16.0,0.0,26.875,0.9910312089651149,50.125,0.6408699444616557,0.04502018557034534,0.00238946885562636,854.5,12.682946931101732,3.4656658302758188,0.3015308183303056,47.0,0.0,0.001,0.0
