selection_rank,bank_index,name,replicate,state_idx,basis_layer,n_ctx,n_tgt,r_T,rank_Q,candidate_dim,rank_to_alpha,best_rank,rho_TQ,best_rho,reach_alpha,krr_mse,base_mse,mse,mse_ratio,mse_repair_factor,point_err,point_drift,E_F_T,E_F_TQ,damage_vs_base
40,23,keep_random_A,keep_random_A_00,1,8,47,40,3,29,29,,29,0.07357255252669796,0.07357255252669796,0.0,0.006675875076989265,48553.654524044454,15.896056593501424,2381.119540162268,3054.4465061790233,71.47398267702933,0.9939422907343125,,,
40,23,keep_random_A,keep_random_A_01,1,8,47,40,3,29,29,,29,0.07357255252669796,0.07357255252669796,0.0,0.006675875076989265,48553.654524044454,799.8374275735746,119810.1250172421,60.70440423291914,507.9837267900416,0.9664984288317152,,,
40,23,keep_random_A,keep_random_A_02,1,8,47,40,3,29,29,,29,0.07357255252669796,0.07357255252669796,0.0,0.006675875076989265,48553.654524044454,472.3315617853203,70752.00724072503,102.7957021134078,389.98524422964033,0.9640656566516257,,,
40,23,keep_random_A,keep_random_A_03,1,8,47,40,3,29,29,,29,0.07357255252669796,0.07357255252669796,0.0,0.006675875076989265,48553.654524044454,13640.219507546484,2043210.7177323112,3.5595948069004337,2097.793814585515,0.8367791694818496,,,
40,23,keep_random_A,keep_random_A_04,1,8,47,40,3,29,29,,29,0.07357255252669796,0.07357255252669796,0.0,0.006675875076989265,48553.654524044454,340.22672132916125,50963.61411882488,142.70970350112492,331.21275260113896,0.9744031085954109,,,
41,73,base,base,1,8,47,40,7,33,33,,33,0.050408675620708825,0.050408675620708825,0.0,0.005042704121844861,22122.9110487431,22122.9110487431,4387112.651108605,1.0,3401.9676474768066,0.0,35553.613329556916,35553.654511683715,0.0
41,73,keep_Q,keep_Q,1,8,47,40,7,33,33,,33,0.050408675620708825,0.050408675620708825,0.0,0.005042704121844861,22122.9110487431,16860.917523614688,3343626.1807575896,1.312082276528468,2970.090835837355,0.4549320671552802,3731.2673245427195,3731.2907021043757,35458.70606094529
41,73,remove_Q,remove_Q,1,8,47,40,7,33,33,,33,0.050408675620708825,0.050408675620708825,0.0,0.005042704121844861,22122.9110487431,0.005576770513926506,1.1059087305495645,3966975.329807277,0.8931271419285168,0.9999889185244178,1.4414556763030395,1.6333210795069453,35553.66058079523
41,73,zero_context,zero_context,1,8,47,40,7,33,33,,33,0.050408675620708825,0.050408675620708825,0.0,0.005042704121844861,22122.9110487431,0.007201188260176633,1.4280410046231495,3072119.5238132076,0.9562539231767787,1.0000049304414536,,,
41,73,keep_response_svd,keep_response_svd,1,8,47,40,7,33,33,,33,0.050408675620708825,0.050408675620708825,0.0,0.005042704121844861,22122.9110487431,16860.926778565838,3343628.0160727156,1.312081556327406,2970.0916509692997,0.4549319726680049,,,
41,73,keep_krr_oracle,keep_krr_oracle,1,8,47,40,7,33,33,,33,0.050408675620708825,0.050408675620708825,0.0,0.005042704121844861,22122.9110487431,75.54478980715109,14981.00780489838,292.84496131656374,198.74249730308264,0.9799048555079679,,,
41,73,keep_random_A,keep_random_A_00,1,8,47,40,7,33,33,,33,0.050408675620708825,0.050408675620708825,0.0,0.005042704121844861,22122.9110487431,11461.222133971538,2272832.5630531893,1.9302401428177431,2448.6026968106776,0.512807472112799,,,
41,73,keep_random_A,keep_random_A_01,1,8,47,40,7,33,33,,33,0.050408675620708825,0.050408675620708825,0.0,0.005042704121844861,22122.9110487431,10139.968970398584,2010819.7358779204,2.181753328173497,2303.4202692161857,0.5069675165375878,,,
41,73,keep_random_A,keep_random_A_02,1,8,47,40,7,33,33,,33,0.050408675620708825,0.050408675620708825,0.0,0.005042704121844861,22122.9110487431,9731.738119470112,1929864.9859928286,2.2732743911883726,2256.2960330447427,0.7648752092019548,,,
41,73,keep_random_A,keep_random_A_03,1,8,47,40,7,33,33,,33,0.050408675620708825,0.050408675620708825,0.0,0.005042704121844861,22122.9110487431,2072.5209040356267,410993.9536324412,10.674397061889806,1041.3945617354916,0.9358303825929895,,,
41,73,keep_random_A,keep_random_A_04,1,8,47,40,7,33,33,,33,0.050408675620708825,0.050408675620708825,0.0,0.005042704121844861,22122.9110487431,4729.870712109329,937963.1637754939,4.677276060020927,1573.0321418638555,0.6634072123303081,,,
42,26,base,base,1,8,47,40,4,34,34,,34,0.1603857541930084,0.1603857541930084,0.0,0.0024328909455457555,10306.454939921085,10306.454939921085,4236299.600189889,1.0,1428.8860763002542,0.0,3961.801607257097,3961.770212913859,0.0
42,26,keep_Q,keep_Q,1,8,47,40,4,34,34,,34,0.1603857541930084,0.1603857541930084,0.0,0.0024328909455457555,10306.454939921085,545.3013999753812,224137.21460624578,18.90047401379566,328.72743540996646,0.898207331707079,973.3340315959017,973.3764332126466,3963.8162665213003
42,26,remove_Q,remove_Q,1,8,47,40,4,34,34,,34,0.1603857541930084,0.1603857541930084,0.0,0.0024328909455457555,10306.454939921085,0.0166673765912262,6.85085232519015,618360.9570174625,1.654795554469101,1.0002435018965117,0.8036678266984042,1.0864073778734435,3961.8383412477083
42,26,zero_context,zero_context,1,8,47,40,4,34,34,,34,0.1603857541930084,0.1603857541930084,0.0,0.0024328909455457555,10306.454939921085,0.006790339705107293,2.7910579870171937,1517811.3890486476,0.8698774450881476,1.000005596819457,,,
42,26,keep_response_svd,keep_response_svd,1,8,47,40,4,34,34,,34,0.1603857541930084,0.1603857541930084,0.0,0.0024328909455457555,10306.454939921085,545.3011249066876,224137.1015437618,18.900483547846584,328.7273528650638,0.8982070861941391,,,
42,26,keep_krr_oracle,keep_krr_oracle,1,8,47,40,4,34,34,,34,0.1603857541930084,0.1603857541930084,0.0,0.0024328909455457555,10306.454939921085,24.071130320923498,9894.044106248983,428.16663789827686,69.01283421085894,0.9810935760765516,,,
42,26,keep_random_A,keep_random_A_00,1,8,47,40,4,34,34,,34,0.1603857541930084,0.1603857541930084,0.0,0.0024328909455457555,10306.454939921085,2.8498270438446447,1171.3747585202018,3616.5194523583623,23.774273825012447,0.9911708990617502,,,
