exp,checkpoint,checkpoint_file,sweep,sweep_val,d_x,d_model,n_layers,n_heads,episode,probe_kind,smax,tau_sv,B_nat,dim_R_nat,dim_over_nctx,r_eff_T_task,E_F_T,E_TQ_T,E_F_TQ,X_use,X_sub,max_closure,mean_closure,max_refinement,mean_refinement,s_list,mse_model,mse_krr,mse_ratio,E_pointwise_F_T
2b,dx3,model_dx3.pt,dx,3,3,128,8,4,0,task,1,0.001,45,3,0.06382978723404255,3,0.005331594045771133,6.400452333691571e-13,0.005331594045731383,0.9999716237169226,1.0,0.6434908906973161,0.08370512151430973,0.9999921435106465,0.8833443416423497,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.014883896987565107,0.016502830034625885,0.9018996715312484,0.004753603324729377
2b,dx3,model_dx3.pt,dx,3,3,128,8,4,1,task,1,0.001,45,3,0.06382978723404255,3,0.006487224176572549,6.395733221903017e-14,0.006487224176554146,0.9999578047448795,1.0,0.5745927694965829,0.08252805301859258,0.9999686867074529,0.8747471575354964,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.0019225906824496342,0.002436283230954717,0.7891490849757317,0.007305614453903944
2b,dx3,model_dx3.pt,dx,3,3,128,8,4,2,task,1,0.001,45,3,0.06382978723404255,3,0.005512837666915615,3.5643145929163284e-13,0.0055128376669309545,0.9999695962618002,1.0,0.5390141809852547,0.0768473016242468,0.9999826751204783,0.8856969272752906,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.019060193588219754,0.01724355022435968,1.105352049909869,0.00540868817650079
2b,dx3,model_dx3.pt,dx,3,3,128,8,4,3,task,1,0.001,45,3,0.06382978723404255,3,0.007417780493534861,1.1155654042393861e-11,0.007417780493874804,0.9999451947080181,1.0,0.5221047124529633,0.08402347629701885,0.999971452719214,0.8761972184493424,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.005264496078689729,0.006807002074329599,0.7733942227729104,0.009597735591605178
2b,dx3,model_dx3.pt,dx,3,3,128,8,4,4,task,1,0.001,45,3,0.06382978723404255,3,0.00432476963896004,5.465790837117498e-13,0.0043247696390547935,0.9999813586035423,1.0,0.483316542426843,0.0650626466285508,0.9999882050749808,0.8857614333264419,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.0033770401766884395,0.003655114322640567,0.9239219019143461,0.006060432790050872
2b,dx3,model_dx3.pt,dx,3,3,128,8,4,5,task,1,0.001,45,3,0.06382978723404255,3,0.006090937309683801,1.8187022952405124e-13,0.006090937309691221,0.9999629897755513,1.0,0.6621053335398521,0.08339108572839869,0.9999896305107054,0.8722674350700719,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.006723980494958259,0.0020234023553281975,3.3231059938484773,0.014235994950803632
2b,dx3,model_dx3.pt,dx,3,3,128,8,4,6,task,1,0.001,45,3,0.06382978723404255,3,0.005271104700040418,3.2429931351943875e-14,0.005271104700044858,0.9999721502125628,1.0,0.769310386463015,0.11923925882092928,0.9999363310555481,0.8677933226325523,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.0014003430656863852,0.0013895693865100698,1.00775325023774,0.004322128879963214
2b,dx3,model_dx3.pt,dx,3,3,128,8,4,7,task,1,0.001,45,3,0.06382978723404255,3,0.00783227823287079,2.5650353543527595e-13,0.00783227823292673,0.9999390557998921,1.0,0.5957468052143711,0.07703241757028181,0.9999948229298138,0.8786965405878069,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.002517185860874349,0.0010883962545831368,2.3127476323762695,0.005427225710754353
2b,dx3,model_dx3.pt,dx,3,3,128,8,4,8,task,1,0.001,45,3,0.06382978723404255,3,0.006342044629439176,1.3988907169402147e-13,0.006342044629453509,0.9999598297312955,1.0,0.6433274660714247,0.08635869962061565,0.9999844661399657,0.8771000785959656,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.001821651740949553,0.003820838750881375,0.4767675004681478,0.010744769095924424
2b,dx3,model_dx3.pt,dx,3,3,128,8,4,9,task,1,0.001,45,3,0.06382978723404255,3,0.005476256142645212,5.226093495581098e-13,0.005476256142680808,0.9999699891121845,1.0,0.473967558696673,0.06741134703837319,0.9999872799170674,0.8808406798004854,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.0026504279235377995,0.0013553418061215843,1.9555420717982606,0.010250972465965255
