rank,lambda,multi_index
774,3.36437112594012e-08,4 1 0 2 0
775,3.364371125940119e-08,0 1 2 4 0
776,3.364371125940119e-08,0 1 4 0 2
777,3.364371125940119e-08,0 1 4 2 0
778,3.364371125940119e-08,1 0 2 4 0
779,3.364371125940119e-08,1 0 4 0 2
780,3.364371125940119e-08,1 0 4 2 0
781,3.364371125940119e-08,1 2 0 4 0
782,3.364371125940119e-08,1 2 4 0 0
783,3.364371125940119e-08,1 4 2 0 0
784,3.364371125940119e-08,2 1 0 4 0
785,3.364371125940119e-08,2 1 4 0 0
786,3.364371125940119e-08,2 4 0 0 1
787,3.364371125940119e-08,2 4 0 1 0
788,3.364371125940119e-08,2 4 1 0 0
789,3.364371125940119e-08,4 1 2 0 0
790,3.364371125940119e-08,4 2 0 0 1
791,3.364371125940119e-08,4 2 0 1 0
792,3.364371125940119e-08,4 2 1 0 0
793,3.084222864906351e-09,0 0 0 8 0
794,3.084222864906351e-09,0 0 8 0 0
795,3.0842228649063505e-09,0 0 0 0 8
796,3.08422286490635e-09,0 8 0 0 0
797,3.08422286490635e-09,8 0 0 0 0
798,3.0842228628396096e-09,0 0 0 7 1
799,3.0842228628396096e-09,0 0 1 0 7
800,3.0842228628396096e-09,0 0 7 0 1
801,3.0842228628396096e-09,0 7 0 0 1
802,3.0842228628396096e-09,7 0 0 0 1
803,3.084222862839609e-09,0 0 0 1 7
804,3.084222862839609e-09,0 0 1 7 0
805,3.084222862839609e-09,0 0 7 1 0
806,3.084222862839609e-09,0 7 0 1 0
807,3.084222862839609e-09,0 7 1 0 0
808,3.084222862839609e-09,1 7 0 0 0
809,3.084222862839609e-09,7 0 0 1 0
810,3.084222862839609e-09,7 0 1 0 0
811,3.084222862839609e-09,7 1 0 0 0
812,3.0842228628396087e-09,0 1 0 0 7
813,3.0842228628396087e-09,0 1 0 7 0
814,3.0842228628396087e-09,0 1 7 0 0
815,3.0842228628396087e-09,1 0 0 0 7
816,3.0842228628396087e-09,1 0 0 7 0
817,3.0842228628396087e-09,1 0 7 0 0
818,3.0842228626926737e-09,0 0 3 0 5
819,3.0842228626926733e-09,0 0 0 5 3
820,3.0842228626926733e-09,0 0 3 5 0
821,3.084222862692673e-09,0 0 0 3 5
822,3.084222862692673e-09,0 0 5 0 3
823,3.084222862692673e-09,0 0 5 3 0
824,3.084222862692673e-09,0 3 0 0 5
825,3.084222862692673e-09,0 3 0 5 0
826,3.084222862692673e-09,0 3 5 0 0
827,3.084222862692673e-09,0 5 0 0 3
828,3.084222862692673e-09,0 5 0 3 0
829,3.084222862692673e-09,0 5 3 0 0
830,3.084222862692673e-09,3 0 0 0 5
831,3.084222862692673e-09,3 0 0 5 0
832,3.084222862692673e-09,3 0 5 0 0
833,3.084222862692673e-09,3 5 0 0 0
834,3.084222862692673e-09,5 0 0 0 3
835,3.084222862692673e-09,5 0 0 3 0
836,3.084222862692673e-09,5 0 3 0 0
837,3.084222862692673e-09,5 3 0 0 0
838,3.0842228626926605e-09,1 1 5 0 1
839,3.0842228626926605e-09,1 5 0 1 1
840,3.0842228626926605e-09,1 5 1 0 1
841,3.0842228626926605e-09,5 1 0 1 1
842,3.0842228626926605e-09,5 1 1 0 1
843,3.08422286269266e-09,1 1 0 1 5
844,3.08422286269266e-09,1 1 1 0 5
845,3.08422286269266e-09,1 1 1 5 0
846,3.08422286269266e-09,1 1 5 1 0
847,3.08422286269266e-09,1 5 1 1 0
848,3.08422286269266e-09,5 1 1 1 0
849,3.0842228626926597e-09,0 1 1 1 5
850,3.0842228626926597e-09,0 5 1 1 1
851,3.0842228626926597e-09,1 0 1 1 5
852,3.0842228626926597e-09,1 1 0 5 1
853,3.0842228626926597e-09,5 0 1 1 1
854,3.0842228626926593e-09,0 1 1 5 1
855,3.0842228626926593e-09,0 1 5 1 1
856,3.0842228626926593e-09,1 0 1 5 1
857,3.0842228626926593e-09,1 0 5 1 1
858,3.084222862692654e-09,0 0 1 2 5
859,3.084222862692654e-09,0 0 1 5 2
860,3.084222862692654e-09,0 0 2 1 5
861,3.084222862692654e-09,0 0 2 5 1
862,3.084222862692654e-09,0 0 5 2 1
863,3.084222862692654e-09,0 2 0 1 5
864,3.084222862692654e-09,0 2 0 5 1
865,3.084222862692654e-09,0 2 1 0 5
866,3.084222862692654e-09,0 2 1 5 0
867,3.084222862692654e-09,0 5 0 2 1
868,3.084222862692654e-09,1 5 0 0 2
869,3.084222862692654e-09,1 5 0 2 0
870,3.084222862692654e-09,1 5 2 0 0
871,3.084222862692654e-09,2 0 0 1 5
872,3.084222862692654e-09,2 0 0 5 1
873,3.084222862692654e-09,2 0 1 0 5
874,3.084222862692654e-09,2 0 1 5 0
875,3.084222862692654e-09,5 0 0 2 1
876,3.084222862692654e-09,5 1 0 0 2
877,3.084222862692654e-09,5 1 0 2 0
878,3.084222862692654e-09,5 1 2 0 0
879,3.0842228626926535e-09,0 0 5 1 2
880,3.0842228626926535e-09,0 1 0 5 2
881,3.0842228626926535e-09,0 2 5 1 0
882,3.0842228626926535e-09,0 5 0 1 2
883,3.0842228626926535e-09,0 5 1 0 2
884,3.0842228626926535e-09,0 5 1 2 0
885,3.0842228626926535e-09,0 5 2 1 0
886,3.0842228626926535e-09,1 0 0 5 2
887,3.0842228626926535e-09,2 0 5 1 0
888,3.0842228626926535e-09,2 5 0 1 0
889,3.0842228626926535e-09,5 0 0 1 2
890,3.0842228626926535e-09,5 0 1 0 2
891,3.0842228626926535e-09,5 0 1 2 0
892,3.0842228626926535e-09,5 0 2 1 0
893,3.0842228626926535e-09,5 2 0 1 0
894,3.084222862692653e-09,0 1 0 2 5
895,3.084222862692653e-09,0 1 2 0 5
896,3.084222862692653e-09,0 1 2 5 0
897,3.084222862692653e-09,0 1 5 0 2
898,3.084222862692653e-09,0 1 5 2 0
899,3.084222862692653e-09,0 2 5 0 1
900,3.084222862692653e-09,0 5 2 0 1
901,3.084222862692653e-09,1 0 0 2 5
902,3.084222862692653e-09,1 0 2 0 5
903,3.084222862692653e-09,1 0 2 5 0
904,3.084222862692653e-09,1 0 5 0 2
905,3.084222862692653e-09,1 0 5 2 0
906,3.084222862692653e-09,1 2 0 0 5
907,3.084222862692653e-09,1 2 0 5 0
908,3.084222862692653e-09,1 2 5 0 0
909,3.084222862692653e-09,2 0 5 0 1
910,3.084222862692653e-09,2 1 0 0 5
911,3.084222862692653e-09,2 1 0 5 0
912,3.084222862692653e-09,2 1 5 0 0
913,3.084222862692653e-09,2 5 0 0 1
914,3.084222862692653e-09,2 5 1 0 0
915,3.084222862692653e-09,5 0 2 0 1
916,3.084222862692653e-09,5 2 0 0 1
917,3.084222862692653e-09,5 2 1 0 0
918,3.084222862692633e-09,1 3 1 3 0
919,3.084222862692633e-09,3 1 1 3 0
920,3.0842228626926324e-09,0 1 3 3 1
921,3.0842228626926324e-09,0 3 1 3 1
922,3.0842228626926324e-09,0 3 3 1 1
923,3.0842228626926324e-09,1 0 3 3 1
924,3.0842228626926324e-09,1 1 0 3 3
925,3.0842228626926324e-09,1 3 0 1 3
926,3.0842228626926324e-09,1 3 0 3 1
927,3.0842228626926324e-09,1 3 1 0 3
928,3.0842228626926324e-09,1 3 3 0 1
929,3.0842228626926324e-09,1 3 3 1 0
930,3.0842228626926324e-09,3 0 1 3 1
931,3.0842228626926324e-09,3 0 3 1 1
932,3.0842228626926324e-09,3 1 0 1 3
933,3.0842228626926324e-09,3 1 0 3 1
934,3.0842228626926324e-09,3 1 1 0 3
935,3.0842228626926324e-09,3 1 3 0 1
936,3.0842228626926324e-09,3 1 3 1 0
937,3.0842228626926324e-09,3 3 0 1 1
938,3.0842228626926324e-09,3 3 1 0 1
939,3.0842228626926324e-09,3 3 1 1 0
940,3.084222862692632e-09,0 1 1 3 3
941,3.084222862692632e-09,0 1 3 1 3
942,3.084222862692632e-09,0 3 1 1 3
943,3.084222862692632e-09,1 0 1 3 3
944,3.084222862692632e-09,1 0 3 1 3
945,3.084222862692632e-09,1 1 3 0 3
946,3.084222862692632e-09,1 1 3 3 0
947,3.084222862692632e-09,3 0 1 1 3
948,3.084222862692626e-09,0 0 3 3 2
949,3.084222862692626e-09,0 3 3 2 0
950,3.084222862692626e-09,3 0 3 2 0
951,3.084222862692626e-09,3 3 0 2 0
952,3.084222862692626e-09,3 3 2 0 0
953,3.0842228626926258e-09,0 0 2 3 3
954,3.0842228626926258e-09,0 0 3 2 3
955,3.0842228626926258e-09,0 2 0 3 3
956,3.0842228626926258e-09,0 2 3 0 3
957,3.0842228626926258e-09,0 2 3 3 0
958,3.0842228626926258e-09,0 3 2 0 3
959,3.0842228626926258e-09,0 3 2 3 0
960,3.0842228626926258e-09,0 3 3 0 2
961,3.0842228626926258e-09,2 0 0 3 3
962,3.0842228626926258e-09,2 0 3 0 3
963,3.0842228626926258e-09,2 0 3 3 0
964,3.0842228626926258e-09,2 3 0 0 3
965,3.0842228626926258e-09,2 3 0 3 0
966,3.0842228626926258e-09,3 0 2 0 3
967,3.0842228626926258e-09,3 0 2 3 0
968,3.0842228626926258e-09,3 0 3 0 2
969,3.0842228626926258e-09,3 2 0 0 3
970,3.0842228626926258e-09,3 2 0 3 0
971,3.0842228626926258e-09,3 3 0 0 2
972,3.0842228626926254e-09,0 3 0 2 3
973,3.0842228626926254e-09,0 3 0 3 2
974,3.0842228626926254e-09,2 3 3 0 0
975,3.0842228626926254e-09,3 0 0 2 3
976,3.0842228626926254e-09,3 0 0 3 2
977,3.0842228626926254e-09,3 2 3 0 0
978,3.084222862692613e-09,1 1 1 2 3
979,3.084222862692613e-09,1 1 1 3 2
980,3.084222862692613e-09,1 1 2 1 3
981,3.084222862692613e-09,1 2 1 1 3
982,3.084222862692613e-09,1 3 1 1 2
983,3.084222862692613e-09,1 3 1 2 1
984,3.084222862692613e-09,1 3 2 1 1
985,3.084222862692613e-09,2 1 1 1 3
986,3.084222862692613e-09,3 1 1 1 2
987,3.084222862692613e-09,3 1 1 2 1
988,3.084222862692613e-09,3 1 2 1 1
989,3.0842228626926125e-09,1 1 2 3 1
990,3.0842228626926125e-09,1 1 3 1 2
991,3.0842228626926125e-09,1 1 3 2 1
992,3.0842228626926125e-09,1 2 1 3 1
993,3.0842228626926125e-09,1 2 3 1 1
994,3.0842228626926125e-09,2 1 1 3 1
995,3.0842228626926125e-09,2 1 3 1 1
996,3.0842228626926125e-09,2 3 1 1 1
997,3.0842228626926125e-09,3 2 1 1 1
998,3.0842228626926063e-09,0 2 1 2 3
999,3.0842228626926063e-09,0 2 1 3 2
1000,3.0842228626926063e-09,0 2 2 1 3
