episode,probe_kind,basis,rank,is_predeclared_rank,point_model_to_T,point_operator_to_T,point_model_to_operator,E_model_to_T,E_model_to_operator,E_operator_to_T,E_model_to_zero,E_zero_to_T,R_use,R_sub,X_use,X_sub,cos_res
0,isotropic,raw,0,0,0.07301471096269083,0.9999999999993247,1.0245177093322557,0.26993775220687416,1.0457543404010246,0.9999999999999898,1.0457543404010246,0.9999999999999898,0.9999999999990437,0.9999999999989999,1.9126922268242197e-12,2.000177801164682e-12,-0.9661617802256185
0,isotropic,raw,1,0,0.07301471096269083,1.1258696951355385,1.1749042189409602,0.26993775220687416,1.0655174707761825,0.9920096473233659,1.0457543404010246,0.9999999999999898,1.0188984445109357,0.992009647322384,-0.03815404022680435,0.015916859619319434,-0.9680876255795667
0,isotropic,raw,2,0,0.07301471096269083,0.9070069900851009,0.9514442058406061,0.26993775220687416,1.0727876817179678,1.0029016027565198,1.0457543404010246,0.9999999999999898,1.0258505657318626,1.002901602755527,-0.0523693832123826,-0.005811624809604954,-0.9684067778778465
0,isotropic,raw,3,0,0.07301471096269083,0.7132505683120358,0.7628392001285494,0.26993775220687416,1.060697182734748,0.9915229737175657,1.0457543404010246,0.9999999999999898,1.014289056000455,0.9915229737165843,-0.02878228912229397,0.01688219259222179,-0.9676329016097978
0,isotropic,raw,4,0,0.07301471096269083,0.7663911926489552,0.8225196926138191,0.26993775220687416,1.0438312015413274,0.9917552739239629,1.0457543404010246,0.9999999999999898,0.9981610032237992,0.9917552739229812,0.003674611643258774,0.016421476645952393,-0.9661163123447608
0,isotropic,raw,5,0,0.07301471096269083,0.17122772127619848,0.2219534633520166,0.26993775220687416,0.998597797066276,0.9536222837834277,1.0457543404010246,0.9999999999999898,0.9549066721371484,0.9536222837824838,0.0881532475079565,0.09060453987347994,-0.9628033703393045
0,isotropic,raw,6,0,0.07301471096269083,0.29431372741533773,0.35096449454936457,0.26993775220687416,0.9665340396895258,0.9502087321712863,1.0457543404010246,0.9999999999999898,0.9242457834963,0.9502087321703457,0.1457697316893105,0.09710336530722419,-0.9604751980191089
0,isotropic,raw,7,0,0.07301471096269083,0.26156600757250803,0.3229827770736462,0.26993775220687416,0.9801775698899016,0.9645537908611043,1.0457543404010246,0.9999999999999898,0.9372923754857063,0.9645537908601495,0.12148300285636171,0.06963598453731501,-0.9615931475356331
0,isotropic,raw,8,0,0.07301471096269083,0.25007912534842774,0.3126560601271276,0.26993775220687416,0.9837751801675163,0.9649582929287377,1.0457543404010246,0.9999999999999898,0.94073258141039,0.9649582929277825,0.11502221027294401,0.0688554929099,-0.9618075631308153
0,isotropic,raw,9,1,0.07301471096269083,0.2579938785997683,0.3268098960963894,0.26993775220687416,0.993868013109522,0.9722913020763306,1.0457543404010246,0.9999999999999898,0.9503838279336658,0.9722913020753682,0.0967705796021523,0.05464962390858519,-0.962538214840483
0,isotropic,raw,10,0,0.07301471096269083,0.26054634025108575,0.32860807708916845,0.26993775220687416,0.9874783936444816,0.9675922314639218,1.0457543404010246,0.9999999999999898,0.9442737701331082,0.967592231462964,0.10834704703860598,0.06376527361252182,-0.9620760235841077
0,isotropic,raw,11,0,0.07301471096269083,0.26212095836321275,0.33089756633766765,0.26993775220687416,0.9828517861707017,0.963944818370409,1.0457543404010246,0.9999999999999898,0.9398495881861307,0.9639448183694548,0.11668275158636043,0.07081038713867882,-0.9617332819718531
