model_key,n,krr_pred_norm_mean,krr_pred_norm_std,model_pred_norm_mean,model_pred_norm_std,mse_krr_true_mean,mse_krr_true_std,mse_model_krr_mean,mse_model_krr_std,mse_model_true_mean,mse_model_true_std,ratio_model_krr_mean,ratio_model_krr_std,rel_model_krr_norm_mean,rel_model_krr_norm_std,rel_model_true_norm_mean,rel_model_true_norm_std
dx40,4,1.6365936300304649,2.0149311413984403,1.5520682706428484,1.9390592597806822,0.11402020143685819,0.12843621533441782,0.008226469888312942,0.00974626924595442,0.11602420918071499,0.14533345320139113,0.9217636876089,0.13888952965729523,0.33183062645520395,0.44276659104837,0.43601241946795627,0.31221336888687773
