basis,rank,n,E_model_to_T_mean,E_model_to_T_std,E_model_to_operator_mean,E_model_to_operator_std,E_model_to_zero_mean,E_model_to_zero_std,E_operator_to_T_mean,E_operator_to_T_std,E_zero_to_T_mean,E_zero_to_T_std,R_sub_mean,R_sub_std,R_use_mean,R_use_std,X_sub_mean,X_sub_std,X_use_mean,X_use_std,cos_res_mean,cos_res_std,kernel_lengthscale_mean,kernel_lengthscale_std,kernel_signal_var_mean,kernel_signal_var_std,point_model_to_T_mean,point_model_to_T_std,point_model_to_operator_mean,point_model_to_operator_std,point_operator_to_T_mean,point_operator_to_T_std,r_eff_T_task_mean,r_eff_T_task_std,rank_mean,rank_std,selected_rank_mean,selected_rank_std
raw,0,16,0.04801825657243142,0.008279356378425447,0.9872828528436385,0.014393410755380306,0.9872828528436385,0.014393410755380306,0.9999999999999998,9.064933036736789e-17,0.9999999999999998,9.064933036736789e-17,0.9999999999989999,9.064933036736789e-17,0.9999999999989869,1.480153955412733e-14,2.000039023286604e-12,1.1102230246251565e-16,2.026143142153103e-12,2.9603075638471355e-14,-0.9989779739919136,0.00027834634253406216,3.0,0.0,1.0,0.0,0.04492652236109592,0.015719145588904436,0.9906960205595995,0.010700468132069865,0.9999999999998981,4.179965360046763e-14,30.5625,1.5041608956491324,0.0,0.0,17.9375,1.4361406616345072
raw,1,16,0.04801825657243142,0.008279356378425447,0.5887671122147804,0.06539700564934799,0.9872828528436385,0.014393410755380306,0.5990286052591501,0.06642827925408665,0.9999999999999998,9.064933036736789e-17,0.5990286052585512,0.06642827925402021,0.5963825133801138,0.06574443825130134,0.6370278085651353,0.08354802588149784,0.6402757122710003,0.08306639742008096,-0.9969114476456954,0.0008366527251538816,3.0,0.0,1.0,0.0,0.04492652236109592,0.015719145588904436,0.5889276482234846,0.2808797544229104,0.597231035051452,0.281557344282649,30.5625,1.5041608956491324,1.0,0.0,17.9375,1.4361406616345072
raw,10,16,0.04801825657243142,0.008279356378425447,0.19781547182366466,0.020246784688217896,0.9872828528436385,0.014393410755380306,0.2053066878752815,0.020497844561813184,0.9999999999999998,9.064933036736789e-17,0.20530668787507622,0.020497844561792686,0.20034722218647247,0.02013101669111566,0.9574552623840666,0.008169467721671564,0.9594810613437099,0.007835032965943524,-0.9714890882466474,0.009847935985785155,3.0,0.0,1.0,0.0,0.04492652236109592,0.015719145588904436,0.07299252432780634,0.027678702599185284,0.044417389556280745,0.0221773979486278,30.5625,1.5041608956491324,10.0,0.0,17.9375,1.4361406616345072
raw,11,16,0.04801825657243142,0.008279356378425447,0.18573243879921056,0.021046202277459135,0.9872828528436385,0.014393410755380306,0.19294054726449716,0.02130544997399503,0.9999999999999998,9.064933036736789e-17,0.19294054726430424,0.02130544997397373,0.18810066991883767,0.020933407942723508,0.9623483931601693,0.008030930986514634,0.964207318380994,0.007686807673024639,-0.9673118379812806,0.012368700978292855,3.0,0.0,1.0,0.0,0.04492652236109592,0.015719145588904436,0.0675182204625804,0.025557297940981116,0.03547730239069502,0.017068577759188578,30.5625,1.5041608956491324,11.0,0.0,17.9375,1.4361406616345072
raw,12,16,0.04801825657243142,0.008279356378425447,0.17329550942273178,0.020140828121044025,0.9872828528436385,0.014393410755380306,0.18045045925902217,0.020655284665659326,0.9999999999999998,9.064933036736789e-17,0.18045045925884173,0.02065528466563867,0.17552221443674032,0.020184530612850447,0.9670376560176932,0.007362490357414273,0.9688100004179157,0.007002793217800409,-0.9626662443856868,0.013568840851599746,3.0,0.0,1.0,0.0,0.04492652236109592,0.015719145588904436,0.06601615886411746,0.025578659023807196,0.03287712039918937,0.0163484230302106,30.5625,1.5041608956491324,12.0,0.0,17.9375,1.4361406616345072
raw,13,16,0.04801825657243142,0.008279356378425447,0.16115875449666722,0.018966675687493904,0.9872828528436385,0.014393410755380306,0.1682072529696762,0.01977363536385582,0.9999999999999998,9.064933036736789e-17,0.16820725296950803,0.019773635363836053,0.16323486063800888,0.01903640666585159,0.9713397606839189,0.006547824737161466,0.9730146445424139,0.006110919105552276,-0.956928359185266,0.015735903067856792,3.0,0.0,1.0,0.0,0.04492652236109592,0.015719145588904436,0.06298134137683978,0.02458535075128265,0.028716727304231325,0.013784909996145234,30.5625,1.5041608956491324,13.0,0.0,17.9375,1.4361406616345072
raw,14,16,0.04801825657243142,0.008279356378425447,0.14984825026431736,0.01871528101689191,0.9872828528436385,0.014393410755380306,0.1562757213518221,0.019458680830648042,0.9999999999999998,9.064933036736789e-17,0.15627572135166584,0.019458680830628586,0.15179229020516172,0.018901097860055956,0.9752229236725776,0.006072615963183271,0.9766241773527262,0.005720129902473927,-0.950101995272763,0.017556263970394684,3.0,0.0,1.0,0.0,0.04492652236109592,0.015719145588904436,0.06198671736391006,0.02469598709464046,0.026405347731475338,0.012603234347598347,30.5625,1.5041608956491324,14.0,0.0,17.9375,1.4361406616345072
raw,15,16,0.04801825657243142,0.008279356378425447,0.13874468285942804,0.017149609880995616,0.9872828528436385,0.014393410755380306,0.14435876513229223,0.017627060908529862,0.9999999999999998,9.064933036736789e-17,0.14435876513214788,0.017627060908512238,0.14054472978838217,0.017318494074956187,0.978869253233016,0.005140759470868609,0.9799659943315004,0.004931402631835143,-0.9413838134429423,0.020746935041677152,3.0,0.0,1.0,0.0,0.04492652236109592,0.015719145588904436,0.059857152938263616,0.023698929791207628,0.023632644868907895,0.012189352259815716,30.5625,1.5041608956491324,15.0,0.0,17.9375,1.4361406616345072
raw,16,16,0.04801825657243142,0.008279356378425447,0.12970389527738563,0.01675378180302755,0.9872828528436385,0.014393410755380306,0.13481295181233083,0.017187232465284464,0.9999999999999998,9.064933036736789e-17,0.13481295181219605,0.01718723246526728,0.131380229716133,0.016879949020014114,0.9815485296238557,0.004710627846591237,0.9824721108532501,0.004503595401182422,-0.9323092308004385,0.02445936328598158,3.0,0.0,1.0,0.0,0.04492652236109592,0.015719145588904436,0.05905975888896423,0.02405227728566829,0.021972572488275426,0.012722480183678497,30.5625,1.5041608956491324,16.0,0.0,17.9375,1.4361406616345072
raw,17,16,0.04801825657243142,0.008279356378425447,0.12026492941933095,0.015022439145449653,0.9872828528436385,0.014393410755380306,0.12388323303174807,0.015179208921366302,0.9999999999999998,9.064933036736789e-17,0.12388323303162421,0.015179208921351122,0.12182118841114042,0.015158216398648606,0.9844369367141216,0.0037796474082865987,0.9849441872499834,0.0037207344219623373,-0.9200883466346732,0.028444074268825892,3.0,0.0,1.0,0.0,0.04492652236109592,0.015719145588904436,0.05704904397398537,0.023274684999185828,0.019898730375955256,0.011833610699016516,30.5625,1.5041608956491324,17.0,0.0,17.9375,1.4361406616345072
raw,18,16,0.04801825657243142,0.008279356378425447,0.11089548800373984,0.013820445525334448,0.9872828528436385,0.014393410755380306,0.11255817220204117,0.014559974966657825,0.9999999999999998,9.064933036736789e-17,0.11255817220192865,0.014559974966643267,0.11231687474482263,0.013828220073944353,0.987131914553971,0.0032881597612179534,0.9872056512065432,0.0031248495343482556,-0.9031110779219862,0.03674945043217807,3.0,0.0,1.0,0.0,0.04492652236109592,0.015719145588904436,0.0553967062226537,0.022881878373736186,0.017261584872643974,0.010567350633391386,30.5625,1.5041608956491324,18.0,0.0,17.9375,1.4361406616345072
raw,19,16,0.04801825657243142,0.008279356378425447,0.10247628591728963,0.011902180022056431,0.9872828528436385,0.014393410755380306,0.10182838607689045,0.012730062371322336,0.9999999999999998,9.064933036736789e-17,0.10182838607678864,0.012730062371309607,0.10378785055689292,0.011863027950054362,0.9894790537065177,0.002632193572683526,0.9890961463591452,0.0025084944144163684,-0.8840303210803313,0.046496941415958115,3.0,0.0,1.0,0.0,0.04492652236109592,0.015719145588904436,0.05322077035849707,0.020126281042386084,0.01423489902796448,0.007739744429692927,30.5625,1.5041608956491324,19.0,0.0,17.9375,1.4361406616345072
raw,2,16,0.04801825657243142,0.008279356378425447,0.5384449150809643,0.06214698989319345,0.9872828528436385,0.014393410755380306,0.5491027351513958,0.06322794446492379,0.9999999999999998,9.064933036736789e-17,0.5491027351508468,0.06322794446486057,0.5454677793267263,0.06303262334557655,0.6947382740986857,0.07047643632398122,0.6987401095859087,0.07050834437052503,-0.9963206204061458,0.0009751543212749085,3.0,0.0,1.0,0.0,0.04492652236109592,0.015719145588904436,0.510318716892775,0.26677862432677096,0.5181917369552345,0.2654133971756182,30.5625,1.5041608956491324,2.0,0.0,17.9375,1.4361406616345072
raw,20,16,0.04801825657243142,0.008279356378425447,0.0944329759908746,0.012006602779912242,0.9872828528436385,0.014393410755380306,0.0918326850242461,0.01365628339230866,0.9999999999999998,9.064933036736789e-17,0.09183268502415429,0.013656283392295005,0.09565510768619098,0.012094548268695236,0.9913919197649195,0.002568685293451484,0.9907129646568333,0.0023782663310173958,-0.8609664502591603,0.054341133925131346,3.0,0.0,1.0,0.0,0.04492652236109592,0.015719145588904436,0.05276649233034135,0.019603114766409087,0.013212617669820102,0.0076363215022722565,30.5625,1.5041608956491324,20.0,0.0,17.9375,1.4361406616345072
raw,21,16,0.04801825657243142,0.008279356378425447,0.08728559020719726,0.009748728491722935,0.9872828528436385,0.014393410755380306,0.08180827452664707,0.010608803124816622,0.9999999999999998,9.064933036736789e-17,0.08180827452656526,0.010608803124806016,0.08842761768123852,0.009921373349984497,0.9932018936842291,0.0017872198522620166,0.9920882748851427,0.0017872069691817186,-0.8349726049290527,0.05829483129692838,3.0,0.0,1.0,0.0,0.04492652236109592,0.015719145588904436,0.05143879572818728,0.019418822755805958,0.011558064657771231,0.007111589909893201,30.5625,1.5041608956491324,21.0,0.0,17.9375,1.4361406616345072
raw,22,16,0.04801825657243142,0.008279356378425447,0.08165688928106675,0.00822176914703494,0.9872828528436385,0.014393410755380306,0.07318167381019143,0.009153964227411548,0.9999999999999998,9.064933036736789e-17,0.07318167381011825,0.009153964227402394,0.08272551592148408,0.008386202131227559,0.9945658847485901,0.0013711666307537592,0.9930905561534751,0.0014120610187178424,-0.8063880940572996,0.06924143650229235,3.0,0.0,1.0,0.0,0.04492652236109592,0.015719145588904436,0.050831233129044806,0.01942037743615128,0.010279864861559906,0.007173058789340921,30.5625,1.5041608956491324,22.0,0.0,17.9375,1.4361406616345072
raw,23,16,0.04801825657243142,0.008279356378425447,0.07648265778136781,0.008120810796387852,0.9872828528436385,0.014393410755380306,0.06469887477368096,0.008590174409207703,0.9999999999999998,9.064933036736789e-17,0.06469887477361627,0.008590174409199115,0.07749892013186956,0.008442130469424184,0.9957448764501712,0.0011756503433708217,0.9939271021594602,0.0013510979070556512,-0.7750001928785457,0.0705064344896578,3.0,0.0,1.0,0.0,0.04492652236109592,0.015719145588904436,0.048044271417323606,0.01753885420227275,0.006334084133786543,0.003921850663530925,30.5625,1.5041608956491324,23.0,0.0,17.9375,1.4361406616345072
raw,24,16,0.04801825657243142,0.008279356378425447,0.07176942480168427,0.006958724574496903,0.9872828528436385,0.014393410755380306,0.05763723364439378,0.0074146813249638885,0.9999999999999998,9.064933036736789e-17,0.05763723364433615,0.007414681324956475,0.07273508422076427,0.007421311048367409,0.9966264078923744,0.0008583616719483035,0.9946579739068265,0.0010860525145005217,-0.7404297608980717,0.07604817813156767,3.0,0.0,1.0,0.0,0.04492652236109592,0.015719145588904436,0.047658604538553,0.017132152981889023,0.005541584500889509,0.003385176671404181,30.5625,1.5041608956491324,24.0,0.0,17.9375,1.4361406616345072
raw,25,16,0.04801825657243142,0.008279356378425447,0.06885130196287843,0.006758149737177938,0.9872828528436385,0.014393410755380306,0.05220866262382484,0.006061107266214688,0.9999999999999998,9.064933036736789e-17,0.05220866262377265,0.006061107266208627,0.06979027467529896,0.007338362506739393,0.9972398145895753,0.000631315665079041,0.9950788317192336,0.0010321866144544505,-0.7132222886163202,0.07940885167148733,3.0,0.0,1.0,0.0,0.04492652236109592,0.015719145588904436,0.04729685753034994,0.016717744765103244,0.004911198129422651,0.002837391392445294,30.5625,1.5041608956491324,25.0,0.0,17.9375,1.4361406616345072
raw,26,16,0.04801825657243142,0.008279356378425447,0.06621743428800902,0.0067282983691461335,0.9872828528436385,0.014393410755380306,0.047681559297279526,0.005537956214895686,0.9999999999999998,9.064933036736789e-17,0.04768155929723185,0.005537956214890148,0.06713004884727475,0.007368838822683986,0.9976977167538864,0.000536212135973189,0.9954426504927675,0.000996435927989651,-0.6854887835063761,0.08114799103304236,3.0,0.0,1.0,0.0,0.04492652236109592,0.015719145588904436,0.0468079326187939,0.016618933368570482,0.00424473304191709,0.0025398287767059804,30.5625,1.5041608956491324,26.0,0.0,17.9375,1.4361406616345072
