n_ctx,n_tgt,cap,r_T,r_T_over_cap,top_sval,tail_at_32,tail_at_48,tail_at_64,participation_rank,entropy_rank,episode
96.0,256.0,96.0,47.0,0.4895833333333333,12.621675099022296,0.027599919622381543,0.008766375724984291,0.0013629134863124162,2.262362534820909,4.226752465302967,31
128.0,64.0,64.0,39.0,0.609375,6.295549134014574,0.018013313244378912,0.0035187465005780934,0.0,2.3128515363751765,4.21875287005032,0
128.0,64.0,64.0,36.0,0.5625,6.55687043672833,0.013800101579375832,0.0023770171564942533,0.0,2.0382195231658216,3.6319113983550255,1
128.0,64.0,64.0,40.0,0.625,6.156763781659661,0.019271288481908528,0.0035492308258444362,0.0,2.4708921321976542,4.5452725978018815,2
128.0,64.0,64.0,37.0,0.578125,6.430460516268102,0.016494425694669315,0.002579515965051769,0.0,2.1663123374236615,3.9436866669342585,3
128.0,64.0,64.0,40.0,0.625,6.194909427001222,0.01953977698680292,0.003976030445304943,0.0,2.440642447121686,4.491591757772691,4
128.0,64.0,64.0,39.0,0.609375,6.3227680208902095,0.01831224362016269,0.0031574123241558407,0.0,2.2929149498962573,4.176003777040275,5
128.0,64.0,64.0,39.0,0.609375,6.354062673700795,0.017689839315669132,0.003021743475604184,0.0,2.262184449614168,4.13816937785001,6
128.0,64.0,64.0,43.0,0.671875,6.071162163956214,0.022819096879569692,0.0050841384087509925,0.0,2.596586156201254,4.8506984739339805,7
128.0,64.0,64.0,40.0,0.625,6.296741782167584,0.018755285573432375,0.0031642742962603456,0.0,2.30033263265749,4.2140763165355155,8
128.0,64.0,64.0,37.0,0.578125,6.4814895353853474,0.015059740234482389,0.002907540583140936,0.0,2.119837264684589,3.8266141357930636,9
128.0,64.0,64.0,39.0,0.609375,6.1471932372320115,0.018591086766867174,0.0033927564096409672,0.0,2.4750956729021443,4.586866772178955,10
128.0,64.0,64.0,40.0,0.625,6.244452444448321,0.020555640873195558,0.003651931127611274,0.0,2.3815310298318195,4.453590348755773,11
128.0,64.0,64.0,38.0,0.59375,6.267026955256406,0.016566504962589025,0.002660260563500086,0.0,2.3218872715162897,4.302637125679811,12
128.0,64.0,64.0,39.0,0.609375,6.355172749048314,0.016970442088886782,0.002960897893862613,0.0,2.2552650656489774,4.0907229735421895,13
128.0,64.0,64.0,36.0,0.5625,6.485415452463292,0.013331212538097334,0.002259593172827503,0.0,2.11195405038139,3.7742412934385987,14
128.0,64.0,64.0,40.0,0.625,6.171375299061637,0.01948074631355256,0.0035116061294374577,0.0,2.4489812996142546,4.470256158508937,15
128.0,64.0,64.0,39.0,0.609375,6.284899583030341,0.0181809428513423,0.003189567495738968,0.0,2.3307533293772615,4.308604118860702,16
128.0,64.0,64.0,40.0,0.625,6.115209416040747,0.020285443935796035,0.003577463597241765,0.0,2.5426100460081447,4.730440617226148,17
128.0,64.0,64.0,37.0,0.578125,6.444338230881008,0.014551213767524052,0.002351850667648054,0.0,2.1302659574840686,3.8550412040944053,18
128.0,64.0,64.0,38.0,0.59375,6.407238659099482,0.016119434173127972,0.002714307635110229,0.0,2.1794884578480884,3.883866217425732,19
128.0,64.0,64.0,40.0,0.625,6.190378670961112,0.021919635769549313,0.0038678177662724174,0.0,2.4407642162580814,4.522726719346634,20
128.0,64.0,64.0,38.0,0.59375,6.40386797197773,0.015883082923396744,0.0030091628706821628,0.0,2.1866198016204,3.9924730297611055,21
128.0,64.0,64.0,41.0,0.640625,6.080703628060552,0.021642396438664842,0.0035026842916305286,0.0,2.5796955954533076,4.8363583175579,22
128.0,64.0,64.0,39.0,0.609375,6.346248024233605,0.01824673566047333,0.0030813341113522645,0.0,2.258206519565622,4.177719166580517,23
128.0,64.0,64.0,39.0,0.609375,6.29907638368904,0.017811443047558106,0.003481426514491349,0.0,2.316500457039531,4.305363520203864,24
128.0,64.0,64.0,41.0,0.640625,6.054013742145236,0.022504918644168342,0.004182995040262761,0.0,2.61188249910465,4.890898934477242,25
128.0,64.0,64.0,38.0,0.59375,6.356568830921437,0.016427435755268237,0.0028214301767056724,0.0,2.2439864106701024,4.1030196762644575,26
128.0,64.0,64.0,36.0,0.5625,6.47020548836536,0.014402134118318323,0.002304296729051146,0.0,2.125753789158018,3.8564491981256253,27
128.0,64.0,64.0,37.0,0.578125,6.518186925348967,0.0146548524127449,0.002629673221587881,0.0,2.0498796103874604,3.6956859379183378,28
128.0,64.0,64.0,39.0,0.609375,6.403658200313226,0.01729166634809451,0.0031259613676799915,0.0,2.205838581805549,3.9991217655132996,29
128.0,64.0,64.0,38.0,0.59375,6.370104717569592,0.015677711192611445,0.0029424418556888996,0.0,2.2257535028859197,4.064175883008162,30
128.0,64.0,64.0,40.0,0.625,6.17648398395714,0.020886703815984516,0.003997768798826427,0.0,2.46840702455327,4.601362586783861,31
128.0,128.0,128.0,46.0,0.359375,8.826480125190521,0.026668250517706438,0.007627673292009117,0.0014167745809123351,2.3844930667854998,4.490041662856431,0
128.0,128.0,128.0,48.0,0.375,8.914329099237658,0.030681363343307684,0.009511777164027822,0.0017393698301191706,2.309377788783848,4.375127138984526,1
128.0,128.0,128.0,48.0,0.375,8.735511874178377,0.03032987834906998,0.009424553721577692,0.0014657299219471898,2.4554768003896195,4.6643560977443785,2
128.0,128.0,128.0,48.0,0.375,8.859756961058402,0.02912489778306884,0.00930013134055203,0.001577457364693346,2.3495673889773236,4.410695512757665,3
128.0,128.0,128.0,48.0,0.375,8.86803785221117,0.030845403008329796,0.009633458187129997,0.0017475682449456353,2.3511464116089766,4.452679176505578,4
128.0,128.0,128.0,49.0,0.3828125,8.700973452096806,0.03212596886122057,0.010178997039090545,0.0018058494768752968,2.4987215039594086,4.735029065251681,5
128.0,128.0,128.0,48.0,0.375,8.850250119837101,0.03051960410645144,0.009283734303340395,0.0015770290142840834,2.3496808585531492,4.442931342482626,6
128.0,128.0,128.0,47.0,0.3671875,8.917197312556876,0.027705038445484016,0.008261327805942744,0.0014127573671275954,2.31138838871434,4.345808416687523,7
128.0,128.0,128.0,45.0,0.3515625,9.134425237990786,0.022813817736016175,0.006949980026560995,0.0011105187889035222,2.1316267389756516,3.889336844766031,8
128.0,128.0,128.0,46.0,0.359375,8.911413393766722,0.02587715080813906,0.0077429397777723785,0.0013961619306022456,2.3123358024219316,4.323041979739531,9
128.0,128.0,128.0,46.0,0.359375,8.738771440043553,0.029314590941883902,0.0082243871864319,0.0015259162602960564,2.4791721499484947,4.701210438311966,10
128.0,128.0,128.0,47.0,0.3671875,9.068301282284668,0.02725455259071776,0.00863758893199105,0.0013143739319401515,2.188711354817052,4.072484056225368,11
128.0,128.0,128.0,47.0,0.3671875,8.864429349544952,0.027277427136744962,0.00839525636550306,0.0013254751094115573,2.3344059605190415,4.378073243061707,12
128.0,128.0,128.0,47.0,0.3671875,8.925155923470436,0.028093139332396246,0.008665493017558862,0.0014325106311106081,2.310060208050757,4.3454520349445644,13
128.0,128.0,128.0,48.0,0.375,8.917644626545723,0.028856096094160642,0.009099396045271923,0.0016169058188080726,2.3099362289661367,4.367999530249084,14
128.0,128.0,128.0,48.0,0.375,8.863989266533363,0.030841619338655524,0.00922509202422727,0.0016961731225656918,2.3600343594272966,4.475205030154599,15
128.0,128.0,128.0,46.0,0.359375,8.91657570915959,0.025857762021331557,0.007741412395920896,0.0011630466912089003,2.3016085593923945,4.298453115593004,16
128.0,128.0,128.0,47.0,0.3671875,8.917379470333517,0.025839224444329626,0.008543692717104381,0.0012025938716262985,2.312349109067507,4.328163415689121,17
128.0,128.0,128.0,46.0,0.359375,9.025713363525545,0.026040534606826444,0.007988812309384464,0.0010887881237398372,2.219750988972741,4.114445088730933,18
128.0,128.0,128.0,47.0,0.3671875,8.99074002228532,0.030204985124469085,0.008997596225476944,0.0014900280766897056,2.245502138383736,4.216021928262635,19
128.0,128.0,128.0,47.0,0.3671875,8.860960342255488,0.029445349564811745,0.008548989192493462,0.001511440080154721,2.3425565609059156,4.446987309874978,20
128.0,128.0,128.0,48.0,0.375,8.793838037114815,0.03126724074844101,0.009495040194123616,0.0016302723955050058,2.4150700056073275,4.57096959366676,21
128.0,128.0,128.0,45.0,0.3515625,8.954397877587722,0.028263232102164672,0.007580077685992008,0.0013967771315404024,2.254719439126587,4.258741227932049,22
128.0,128.0,128.0,47.0,0.3671875,8.734976362735155,0.029611046981235522,0.009037401637339425,0.001663763363040887,2.4533391916982747,4.692094344703336,23
128.0,128.0,128.0,47.0,0.3671875,8.822635057798918,0.029529605049866455,0.008535562041281869,0.0015739129269153956,2.368985763496799,4.481795005494628,24
128.0,128.0,128.0,46.0,0.359375,8.943982090674707,0.0283110021698933,0.008136195178633331,0.0013547751280238174,2.301911973567116,4.2995167275706425,25
128.0,128.0,128.0,46.0,0.359375,8.93628969803373,0.027172396077643116,0.007985420780980678,0.0011885524140034715,2.287360329292176,4.30669961677982,26
128.0,128.0,128.0,47.0,0.3671875,8.758965396159223,0.028975084223440733,0.008274158324659461,0.0013507147653730373,2.41853461945666,4.585824083856578,27
128.0,128.0,128.0,48.0,0.375,8.742140032018224,0.029137571440827893,0.009125393837073673,0.0015122298072207244,2.4329663238128925,4.5827611543350155,28
128.0,128.0,128.0,48.0,0.375,8.883954438403658,0.03057488150306244,0.00997863042585312,0.0016306781942444616,2.3321810399416445,4.409510455429547,29
128.0,128.0,128.0,47.0,0.3671875,9.100011966130987,0.02878558532028252,0.008733694578338445,0.001601016115331443,2.1709066531751002,4.057528842655081,30
128.0,128.0,128.0,47.0,0.3671875,8.930547129208259,0.02849117898210628,0.008410607808221527,0.00118714996282866,2.288074293540363,4.299323368215083,31
128.0,256.0,128.0,51.0,0.3984375,12.56499130810697,0.03452207616776132,0.012460312554871946,0.002276972327425128,2.3344252514775414,4.4157401656860715,0
128.0,256.0,128.0,50.0,0.390625,12.519857602796991,0.03453623621502652,0.012054801651608436,0.002062693988822484,2.3486030394017985,4.461871588977996,1
128.0,256.0,128.0,52.0,0.40625,12.573646005208495,0.03668111622998501,0.013704032837072078,0.0026599446759309774,2.3306774208565115,4.455290592779041,2
128.0,256.0,128.0,49.0,0.3828125,12.750886177301588,0.03133833302202285,0.010899309533731675,0.0020914702516455037,2.2413815591501214,4.202357834976221,3
128.0,256.0,128.0,51.0,0.3984375,12.601003823965593,0.03521365899706058,0.012591996564377561,0.0024392513022201165,2.3205893569770994,4.412781012688883,4
128.0,256.0,128.0,52.0,0.40625,12.495500706148901,0.03712020129421399,0.01355324231123351,0.002536901511333829,2.3775763532075365,4.5382690572838005,5
128.0,256.0,128.0,50.0,0.390625,12.50440354055507,0.03352256462226625,0.011916958204389429,0.002184979294865057,2.370637749809091,4.509526344025937,6
128.0,256.0,128.0,49.0,0.3828125,12.477041422537587,0.031826272299663484,0.010571371423359257,0.0019183069587293117,2.3753985601925276,4.481125178530166,7
128.0,256.0,128.0,51.0,0.3984375,12.718065140712714,0.0350103351927939,0.012047369781496209,0.002329885133465524,2.2545072851118197,4.271462662291682,8
128.0,256.0,128.0,52.0,0.40625,12.540167401637339,0.036042842339406946,0.013732427933186324,0.00236478640348588,2.3619377356057822,4.481464629873321,9
128.0,256.0,128.0,53.0,0.4140625,12.294903905755582,0.04061987127331034,0.014941104795152007,0.0028779009591115923,2.5051185657185777,4.857385771187788,10
128.0,256.0,128.0,52.0,0.40625,12.491597280459729,0.038700296242737714,0.014406070057729096,0.0031179453787402007,2.390778359498605,4.60383979699882,11
128.0,256.0,128.0,50.0,0.390625,12.624350819421325,0.033882446672698616,0.011536069291310503,0.0024566317254214346,2.30354968516434,4.369363902882968,12
128.0,256.0,128.0,50.0,0.390625,12.60938481881278,0.034738073936255914,0.01221693843113652,0.0023012350021796666,2.31634065252783,4.397993906466435,13
128.0,256.0,128.0,50.0,0.390625,12.698447998251067,0.03389089078401798,0.011704775242721989,0.0023788293404851915,2.270061280817798,4.286952633147428,14
128.0,256.0,128.0,51.0,0.3984375,12.61646608495837,0.035532405413897,0.012338476262586603,0.002448924661297658,2.3018742527624325,4.36977535441236,15
128.0,256.0,128.0,51.0,0.3984375,12.830296496605886,0.035373734426591995,0.012351941648501863,0.0025308771815400807,2.180580465501734,4.1277331983158305,16
128.0,256.0,128.0,49.0,0.3828125,12.724754899421336,0.030116694582391388,0.010234380278390668,0.0019283094827445813,2.236027615452447,4.193823802959396,17
128.0,256.0,128.0,51.0,0.3984375,12.500408870004486,0.03557149711514343,0.012430997865335735,0.002343949533363815,2.374117459339629,4.532888549579555,18
128.0,256.0,128.0,49.0,0.3828125,12.687697283291946,0.02924325815964438,0.01010586757149918,0.0017729961846892751,2.2565168396476607,4.225494194547859,19
128.0,256.0,128.0,51.0,0.3984375,12.674950897847507,0.036396560613455864,0.012626293453697627,0.0026860576055797126,2.2703931194510893,4.318249897695285,20
128.0,256.0,128.0,52.0,0.40625,12.537991810431736,0.03778500591482575,0.014550100550108918,0.002621454684313115,2.358807627975316,4.506381871322763,21
128.0,256.0,128.0,50.0,0.390625,12.711024356769018,0.03226488002840985,0.011517014034282388,0.002039137460839743,2.259747579716847,4.250497860058574,22
128.0,256.0,128.0,51.0,0.3984375,12.574148584411208,0.037681748208198654,0.013037030589056397,0.002657732725659831,2.3289641941787806,4.456094551124976,23
128.0,256.0,128.0,51.0,0.3984375,12.77293352989663,0.03547639272458073,0.01277557435107759,0.0025410409747398817,2.2222462366826616,4.1906179081243575,24
128.0,256.0,128.0,51.0,0.3984375,12.667122723998242,0.034249195118200085,0.012693271675311797,0.0022563055706526914,2.2861558560826873,4.310756348010694,25
128.0,256.0,128.0,51.0,0.3984375,12.644670159273767,0.03634597217741674,0.013143842381740772,0.002643457337907188,2.3017386749257533,4.378923143399808,26
128.0,256.0,128.0,51.0,0.3984375,12.452296269257193,0.037896665695060845,0.013228627210016882,0.0027677985571491546,2.4012848442875643,4.620341319192574,27
128.0,256.0,128.0,51.0,0.3984375,12.382675506365656,0.037831871497468514,0.012725027872445682,0.002617717112673505,2.445592706054437,4.701756099866933,28
128.0,256.0,128.0,52.0,0.40625,12.470192550381498,0.04039998647694854,0.01511569007245974,0.0030216611976721063,2.3901657124098477,4.626221484520509,29
128.0,256.0,128.0,51.0,0.3984375,12.509890041032603,0.03691728357146893,0.012898445050939303,0.002640134622214862,2.375348780074795,4.535154277929364,30
128.0,256.0,128.0,49.0,0.3828125,12.676939569225222,0.032099307877450196,0.010669897136394392,0.0021684132714573693,2.266636094889449,4.2755689344565635,31
192.0,64.0,64.0,41.0,0.640625,6.2728187744958275,0.02382678770468366,0.00453512792197346,0.0,2.3754033926963274,4.517648716692675,0
192.0,64.0,64.0,39.0,0.609375,6.490246230881268,0.0188201135416951,0.0032118527019008663,0.0,2.1330459654283156,3.9113605390131605,1
192.0,64.0,64.0,41.0,0.640625,6.349306915632852,0.022368630236461524,0.0039477484379753375,0.0,2.283028166616324,4.2472863972497805,2
192.0,64.0,64.0,41.0,0.640625,6.263322062896028,0.022002418789800676,0.0038717420625678455,0.0,2.3633685463886835,4.452726993297863,3
192.0,64.0,64.0,43.0,0.671875,6.283698331783412,0.02438724725725366,0.005382164932504563,0.0,2.3815369171713434,4.454656302777687,4
192.0,64.0,64.0,42.0,0.65625,6.3048461286019455,0.022708087309316144,0.004722505644320288,0.0,2.3608370589993632,4.419699954623032,5
192.0,64.0,64.0,40.0,0.625,6.326707444873366,0.021238243891389043,0.003839906888736047,0.0,2.3098106095183675,4.277959463584177,6
192.0,64.0,64.0,41.0,0.640625,6.363639580989377,0.020651761603830688,0.004526182132833338,0.0,2.28008665232458,4.230374233972703,7
192.0,64.0,64.0,41.0,0.640625,6.405024234044021,0.021541975888832075,0.004278899128943953,0.0,2.2302523030182337,4.057955869521724,8
192.0,64.0,64.0,43.0,0.671875,6.233626573814805,0.02683643275118278,0.004745217386705136,0.0,2.434190005308949,4.593471005428873,9
192.0,64.0,64.0,39.0,0.609375,6.471670519818576,0.018812190174257726,0.003792651161068273,0.0,2.1559363851229416,3.9480739471120283,10
192.0,64.0,64.0,41.0,0.640625,6.399123454647071,0.02126323100146881,0.004227887536027687,0.0,2.239665784958425,4.100390191567256,11
192.0,64.0,64.0,40.0,0.625,6.400602796929357,0.019333082039821,0.003495130102598482,0.0,2.2317465529659652,4.136783860875686,12
192.0,64.0,64.0,42.0,0.65625,6.317225695143825,0.0235369451103561,0.004207661404107832,0.0,2.3328754332936383,4.3700829985423955,13
192.0,64.0,64.0,40.0,0.625,6.41451273390751,0.019421465299621576,0.003871369617575116,0.0,2.2357811660750384,4.095228348168969,14
192.0,64.0,64.0,40.0,0.625,6.422972935566883,0.020628536511417626,0.0039507144359467025,0.0,2.211400663387245,4.078451137688013,15
192.0,64.0,64.0,43.0,0.671875,6.247449042382029,0.023795061498673675,0.005132582380504351,0.0,2.41275686807452,4.573287183950207,16
192.0,64.0,64.0,43.0,0.671875,6.275054317796037,0.02366834244813563,0.005046126905251791,0.0,2.367117704518333,4.376497306532546,17
192.0,64.0,64.0,42.0,0.65625,6.365959540812948,0.021918242221670155,0.004717448382829562,0.0,2.262616013563724,4.171415609508034,18
192.0,64.0,64.0,41.0,0.640625,6.423686567274449,0.02284563226382459,0.0040291933251246975,0.0,2.2083524632630818,4.1023950064034675,19
192.0,64.0,64.0,43.0,0.671875,6.070629978967213,0.025720217506359326,0.005934890865406132,0.0,2.650051401900043,4.943984533586199,20
192.0,64.0,64.0,40.0,0.625,6.319874265994277,0.02127751892825726,0.0035372103111056246,0.0,2.331610221458857,4.347974097451121,21
192.0,64.0,64.0,43.0,0.671875,6.20568983310862,0.024560058214689807,0.004721603258860395,0.0,2.452409892409101,4.588904957504609,22
192.0,64.0,64.0,41.0,0.640625,6.32371155855482,0.021439939537631226,0.004225070218962259,0.0,2.330105777959147,4.310545971031037,23
192.0,64.0,64.0,38.0,0.59375,6.5982359662302414,0.01648377947995133,0.003188710952672306,0.0,2.0183892230403977,3.619177192492573,24
192.0,64.0,64.0,42.0,0.65625,6.270844800021937,0.025162384185513826,0.004492768493169619,0.0,2.386084081659259,4.5144394611781635,25
192.0,64.0,64.0,40.0,0.625,6.378044790347537,0.019453103472752396,0.0036018849156141783,0.0,2.255806988144975,4.151505215046986,26
192.0,64.0,64.0,40.0,0.625,6.483399970659862,0.019202364716021474,0.003996678078270694,0.0,2.146190710035164,3.889234491237114,27
192.0,64.0,64.0,43.0,0.671875,6.235040026285603,0.02375532918107924,0.005241602510956121,0.0,2.4265860050681103,4.556201678882465,28
192.0,64.0,64.0,42.0,0.65625,6.1957439616236085,0.023201637140721605,0.004432443216623363,0.0,2.4170878170428787,4.523608395458864,29
192.0,64.0,64.0,40.0,0.625,6.418344675269104,0.01837799439353253,0.0037311815891502742,0.0,2.2038925278555546,4.065984042735036,30
192.0,64.0,64.0,41.0,0.640625,6.2930192030186065,0.021849785846287852,0.004314170340742928,0.0,2.365008199515165,4.38004286315806,31
192.0,128.0,128.0,49.0,0.3828125,8.930508336290833,0.032659474751156284,0.01070371312348163,0.0021150266842759288,2.3335797826973486,4.398923721865076,0
192.0,128.0,128.0,50.0,0.390625,9.02584033501298,0.03305161951180665,0.011299102569928885,0.002134300723759043,2.2419988122718486,4.261331410727825,1
192.0,128.0,128.0,50.0,0.390625,8.87779303932086,0.035737801889457,0.012158682845434978,0.002493669089258324,2.3797548081772337,4.555180920098418,2
192.0,128.0,128.0,50.0,0.390625,8.937233531483598,0.03621092306458952,0.011819814476430802,0.002599016180262251,2.3275366526133907,4.467485881365466,3
192.0,128.0,128.0,51.0,0.3984375,8.771921005678477,0.036935146385613585,0.012911153348150566,0.00259454907087236,2.478687348811221,4.7189173211120155,4
192.0,128.0,128.0,51.0,0.3984375,8.902551962758817,0.03622666466316191,0.012423281981832323,0.0024276168876684466,2.3538825903270313,4.489267258184388,5
192.0,128.0,128.0,50.0,0.390625,8.904748726403055,0.034989252069621384,0.011347959613759714,0.002384500454209622,2.347471923800784,4.525776816890622,6
192.0,128.0,128.0,49.0,0.3828125,9.027916420053257,0.03313200935145841,0.01100280070966283,0.002066285906028514,2.2552689377972173,4.262256396965369,7
192.0,128.0,128.0,51.0,0.3984375,8.847736333419215,0.0361983063328498,0.012797039492714034,0.0024112496266847565,2.400675186327547,4.594095835479623,8
192.0,128.0,128.0,51.0,0.3984375,9.042842158472302,0.03548550821795693,0.012383848586491922,0.002373711585003894,2.243033699954473,4.22991614902588,9
192.0,128.0,128.0,51.0,0.3984375,8.975308320188102,0.03426377944527484,0.012547078819574169,0.00226428612110962,2.308522364916313,4.356619595157458,10
192.0,128.0,128.0,53.0,0.4140625,8.856887311224913,0.038560757035241804,0.014945508712728614,0.002606880019379406,2.3893767505784806,4.5940756567024215,11
192.0,128.0,128.0,49.0,0.3828125,8.937429688896858,0.03459679896987044,0.01116388120417532,0.0023860160552282616,2.3349022808486617,4.462588821990741,12
192.0,128.0,128.0,50.0,0.390625,8.999909974360303,0.03292801447403638,0.01143879551635315,0.002132911191604606,2.2886066544865256,4.301191881555865,13
192.0,128.0,128.0,51.0,0.3984375,8.805571457282355,0.04115918153980463,0.013587347441661839,0.00282217646886197,2.4428073504339802,4.730555780543871,14
192.0,128.0,128.0,50.0,0.390625,8.883415410675408,0.036384124507143525,0.012144018381079116,0.002231469970103339,2.372377802410537,4.565474272769151,15
192.0,128.0,128.0,50.0,0.390625,8.973025086595563,0.03494232465170839,0.011680355480796602,0.0022326446122717756,2.297963938385172,4.383837846540475,16
192.0,128.0,128.0,52.0,0.40625,8.665463103786463,0.03974502825277059,0.014291189384708719,0.0028069622528574846,2.5735635908330545,4.9945099813012614,17
192.0,128.0,128.0,49.0,0.3828125,8.980566398532643,0.033460601342041936,0.010948215396000192,0.0020676274428297016,2.2826476926080104,4.335834943001352,18
192.0,128.0,128.0,51.0,0.3984375,8.97911878463288,0.03748815559906411,0.01266798404484887,0.0028571067008907373,2.3131636046990502,4.415699852342824,19
192.0,128.0,128.0,50.0,0.390625,9.088796751699993,0.03351905611875336,0.011105761817940351,0.002157972855308579,2.2133815624441424,4.162085665106751,20
192.0,128.0,128.0,51.0,0.3984375,8.867024304596745,0.03814056967057541,0.012562541662130538,0.0027291335975251152,2.3965819457701594,4.5882985960315805,21
192.0,128.0,128.0,51.0,0.3984375,8.857196801885992,0.03706259330496121,0.012734904459351893,0.0027358093925710955,2.39782795619474,4.559967729645522,22
192.0,128.0,128.0,52.0,0.40625,8.81882249907914,0.04025946992258288,0.013860090647939105,0.0026252509597721662,2.443212108575994,4.718788512158164,23
192.0,128.0,128.0,50.0,0.390625,8.871098766196772,0.03540929292970234,0.01199549622285958,0.002566936206541321,2.3796101340611386,4.575038952475601,24
192.0,128.0,128.0,51.0,0.3984375,8.846784136223576,0.03871187501066991,0.013510718923511406,0.002765947196488642,2.418993770832081,4.6474680906538985,25
192.0,128.0,128.0,48.0,0.375,9.113531781551755,0.028827483019734586,0.0097207878620794,0.0016841766906366545,2.1772054905823035,4.060014915929437,26
192.0,128.0,128.0,50.0,0.390625,8.892001330903621,0.03605818240120578,0.011509292617416664,0.002248986167599584,2.3479181958783952,4.544314687566693,27
192.0,128.0,128.0,53.0,0.4140625,8.726035277293686,0.04224829354659947,0.015384504250263449,0.0030146116212664267,2.5136834514255266,4.889706724509766,28
192.0,128.0,128.0,50.0,0.390625,8.935832389176758,0.034828937363352935,0.01163785358809623,0.0024779350012312943,2.328653680779261,4.434176248810806,29
192.0,128.0,128.0,48.0,0.375,9.012129201503173,0.030766531810100386,0.009809184840390084,0.001968410316164628,2.2561814589752966,4.270229506118941,30
192.0,128.0,128.0,51.0,0.3984375,9.031025607921597,0.03701648271048436,0.01302425874682244,0.0024492820368029124,2.2606330888584396,4.310383286434393,31
192.0,256.0,192.0,54.0,0.28125,12.696398756258034,0.042011084494484145,0.01705236729590268,0.0038249993296748867,2.2984812754165405,4.417785589310151,0
192.0,256.0,192.0,54.0,0.28125,12.553744737720294,0.04388483543124382,0.01806387307879288,0.003746968493624019,2.3866632522907083,4.622779373137804,1
192.0,256.0,192.0,54.0,0.28125,12.638077855469056,0.04534706678005106,0.018370705570624892,0.004472450331954488,2.349656573942748,4.5333209298562505,2
192.0,256.0,192.0,55.0,0.2864583333333333,12.639906169246464,0.04820357374891673,0.019735676523376957,0.004655606812700036,2.347881502714781,4.568263781353417,3
192.0,256.0,192.0,52.0,0.2708333333333333,12.703330975540753,0.03947361707252146,0.01487809297802967,0.003421427662936835,2.2911745847491867,4.376597231006909,4
192.0,256.0,192.0,54.0,0.28125,12.538856037824628,0.04625450212136133,0.019180169160584872,0.004343353808635808,2.4006074363022525,4.659446673474385,5
192.0,256.0,192.0,54.0,0.28125,12.68711900526242,0.04334595104527752,0.017365156420633632,0.00394667014336932,2.3128648660775384,4.429769140263681,6
192.0,256.0,192.0,54.0,0.28125,12.611476957242829,0.04622439409514674,0.018794565030583032,0.004165064752216285,2.340020693519738,4.561594599009265,7
192.0,256.0,192.0,55.0,0.2864583333333333,12.521690149997411,0.049709948953295,0.019790643371303613,0.0048587203158586955,2.4097209871216947,4.747543051538412,8
192.0,256.0,192.0,53.0,0.2760416666666667,12.628439622551044,0.043769387377669645,0.016609987916175885,0.004133507928694881,2.3493723940032636,4.5055795983136075,9
192.0,256.0,192.0,54.0,0.28125,12.586737584816555,0.04327647911676067,0.01699372792310283,0.004024880713498051,2.3510915173188356,4.561716171094606,10
192.0,256.0,192.0,54.0,0.28125,12.567493961708434,0.04576260843169643,0.019094781655142348,0.004288648500627671,2.3895215356067596,4.6243750368433965,11
192.0,256.0,192.0,54.0,0.28125,12.517476264406989,0.046235304009319515,0.01898867116665907,0.004351508985713168,2.4116902889811955,4.67678295541212,12
192.0,256.0,192.0,55.0,0.2864583333333333,12.453057272340416,0.05164036649729865,0.022014106365096008,0.005349261156414803,2.457573414751968,4.829155165013597,13
192.0,256.0,192.0,54.0,0.28125,12.655294166994956,0.0451416728409578,0.018749646592499093,0.004170303094956079,2.3322837855488365,4.495460335109101,14
192.0,256.0,192.0,55.0,0.2864583333333333,12.616533080954147,0.0513498737852523,0.020858898292840655,0.005301892953204406,2.359437038694339,4.629797226295838,15
192.0,256.0,192.0,53.0,0.2760416666666667,12.829495068594111,0.03979129470035155,0.015907759950599717,0.0034147177587664944,2.220109962744274,4.225566776718699,16
192.0,256.0,192.0,54.0,0.28125,12.67146694394946,0.04604300846437411,0.019027769866889494,0.004432771138595078,2.3186857874846756,4.494503368734148,17
192.0,256.0,192.0,54.0,0.28125,12.65213782272047,0.04275448480019086,0.017232260890977652,0.003989421954478405,2.3276563746974714,4.473104719493779,18
192.0,256.0,192.0,55.0,0.2864583333333333,12.488583788686352,0.049247125138733666,0.019875025172517775,0.004508508459787763,2.4216983344109164,4.739578870397708,19
192.0,256.0,192.0,53.0,0.2760416666666667,12.63316671525313,0.04206205662708195,0.017031734668245327,0.0035564970692425323,2.336058482804607,4.477434136491464,20
192.0,256.0,192.0,55.0,0.2864583333333333,12.498889387746992,0.050200168173451146,0.02119457034092071,0.005036659005914005,2.4335652921546633,4.757998170172615,21
192.0,256.0,192.0,55.0,0.2864583333333333,12.538399848140036,0.046195567929803574,0.018802839694486657,0.004380426141264856,2.3972523551678235,4.653184423799782,22
192.0,256.0,192.0,54.0,0.28125,12.51358228879957,0.043076353586615386,0.01743969781305365,0.0035672359109406825,2.4002129609140015,4.637058895032198,23
192.0,256.0,192.0,53.0,0.2760416666666667,12.662314724002297,0.04126912351903296,0.015835365759244855,0.0034887903429942106,2.31592733848767,4.428973588451626,24
192.0,256.0,192.0,54.0,0.28125,12.56052093340347,0.04474000322840421,0.018695179255274863,0.004259761352572108,2.3931151191758935,4.629424567514047,25
192.0,256.0,192.0,54.0,0.28125,12.491625600706886,0.04537722502297155,0.017827450339147174,0.004102960733879259,2.4189893353031895,4.698360614134183,26
