n_ctx,n_tgt,cap,r_T,r_T_over_cap,top_sval,tail_at_32,tail_at_48,tail_at_64,participation_rank,entropy_rank,episode
47.0,64.0,47.0,29.0,0.6170212765957447,6.204729975617747,0.005635524509499184,0.0,0.0,2.249522198463832,3.9746109788932347,17
47.0,64.0,47.0,27.0,0.574468085106383,6.3203892354648294,0.004274968489932187,0.0,0.0,2.064383798930008,3.6130127032372767,18
47.0,64.0,47.0,28.0,0.5957446808510638,6.286824840294509,0.005942771810915954,0.0,0.0,2.1293864670722757,3.717425305828404,19
47.0,64.0,47.0,28.0,0.5957446808510638,6.1842235086381905,0.005063729418423682,0.0,0.0,2.216601396209572,3.8910905155325985,20
47.0,64.0,47.0,26.0,0.5531914893617021,6.3425056816195475,0.004676924221710739,0.0,0.0,2.0955280232727955,3.6254935751729747,21
47.0,64.0,47.0,28.0,0.5957446808510638,6.349201989261353,0.005088038625164344,0.0,0.0,2.0958168075924393,3.683207543758534,22
47.0,64.0,47.0,27.0,0.574468085106383,6.238695968751097,0.0048509187123469,0.0,0.0,2.187899450052421,3.838395756016603,23
47.0,64.0,47.0,27.0,0.574468085106383,6.274276527128226,0.004987730139971756,0.0,0.0,2.166541280293224,3.76776816288584,24
47.0,64.0,47.0,28.0,0.5957446808510638,6.167813255628927,0.00588350595161047,0.0,0.0,2.2521590718313003,3.98298349493485,25
47.0,64.0,47.0,28.0,0.5957446808510638,6.1003673108027865,0.005277163478885881,0.0,0.0,2.3463967916143726,4.140592212991402,26
47.0,64.0,47.0,29.0,0.6170212765957447,6.133438502498943,0.0066976796786611635,0.0,0.0,2.3015998384650422,4.0896455475296865,27
47.0,64.0,47.0,26.0,0.5531914893617021,6.511108772214495,0.004131584779848373,0.0,0.0,1.9482313889069929,3.335213609418288,28
47.0,64.0,47.0,29.0,0.6170212765957447,6.254272932930252,0.006275019838724262,0.0,0.0,2.1635110702111846,3.815486602795993,29
47.0,64.0,47.0,28.0,0.5957446808510638,6.261287310125901,0.005582630575503129,0.0,0.0,2.2104403120961367,3.901070992651587,30
47.0,64.0,47.0,26.0,0.5531914893617021,6.467489694840333,0.004179788524816794,0.0,0.0,1.9911965221106107,3.407318175015861,31
47.0,128.0,47.0,32.0,0.6808510638297872,8.831576354022642,0.009063095824033801,0.0,0.0,2.1997037054488864,3.910078589148668,0
47.0,128.0,47.0,32.0,0.6808510638297872,8.99150613616639,0.009778151001089338,0.0,0.0,2.1379540723318624,3.807631163739867,1
47.0,128.0,47.0,31.0,0.6595744680851063,8.897009599510678,0.008182426128585421,0.0,0.0,2.1285425659914092,3.748433572349942,2
47.0,128.0,47.0,31.0,0.6595744680851063,9.056226434732707,0.008107239848691137,0.0,0.0,2.067645965238777,3.6404724452679997,3
47.0,128.0,47.0,29.0,0.6170212765957447,8.955798159180203,0.006167862035572725,0.0,0.0,2.09600841149948,3.66463148067212,4
47.0,128.0,47.0,29.0,0.6170212765957447,9.000241405427634,0.006135995869870362,0.0,0.0,2.0716341637908244,3.6367997386716757,5
47.0,128.0,47.0,29.0,0.6170212765957447,8.922027480791638,0.007154765336755099,0.0,0.0,2.1284930335322394,3.733781548841592,6
47.0,128.0,47.0,30.0,0.6382978723404256,8.815719748082472,0.007028533635116678,0.0,0.0,2.2152739709180813,3.9250345879310364,7
47.0,128.0,47.0,30.0,0.6382978723404256,8.869622452924977,0.007163517718986594,0.0,0.0,2.1925309846215244,3.8975691976067743,8
47.0,128.0,47.0,29.0,0.6170212765957447,8.954066131796345,0.006865108236213163,0.0,0.0,2.112884439343113,3.7058884387868325,9
47.0,128.0,47.0,32.0,0.6808510638297872,8.817167575154711,0.009540043128377834,0.0,0.0,2.22049835230653,3.9520885426243137,10
47.0,128.0,47.0,32.0,0.6808510638297872,9.021211187257075,0.009282525033073313,0.0,0.0,2.089689384600237,3.728099802332842,11
47.0,128.0,47.0,29.0,0.6170212765957447,8.785181550153133,0.006905698699393555,0.0,0.0,2.2083360081422416,3.9000295306166137,12
47.0,128.0,47.0,30.0,0.6382978723404256,8.904021994035931,0.007902224080411448,0.0,0.0,2.1240230285931347,3.752483062106852,13
47.0,128.0,47.0,33.0,0.7021276595744681,8.73960125958467,0.010263929175914194,0.0,0.0,2.243226380926532,4.032434472523529,14
47.0,128.0,47.0,29.0,0.6170212765957447,8.769240074396674,0.006129085647690577,0.0,0.0,2.2122256256167137,3.8852532014795247,15
47.0,128.0,47.0,33.0,0.7021276595744681,8.897598883662054,0.010207618480737916,0.0,0.0,2.1614676542193103,3.869179967503225,16
47.0,128.0,47.0,31.0,0.6595744680851063,8.901636722574873,0.008673262535875548,0.0,0.0,2.1610923953871426,3.8842514736963154,17
47.0,128.0,47.0,30.0,0.6382978723404256,8.819314005084484,0.007189578425155993,0.0,0.0,2.2012492853124423,3.8937351316144047,18
47.0,128.0,47.0,29.0,0.6170212765957447,8.973533791634805,0.006448588247935176,0.0,0.0,2.07549233342409,3.612405333644972,19
47.0,128.0,47.0,32.0,0.6808510638297872,8.62589497899183,0.008800174780670631,0.0,0.0,2.3322213168569834,4.146071530117641,20
47.0,128.0,47.0,31.0,0.6595744680851063,8.850757730970242,0.008696793077785116,0.0,0.0,2.2098574566577103,3.925994866718653,21
47.0,128.0,47.0,32.0,0.6808510638297872,8.872860300505652,0.008984957990317288,0.0,0.0,2.196384239706217,3.9083572479505437,22
47.0,128.0,47.0,33.0,0.7021276595744681,8.756858297840001,0.011053604028831217,0.0,0.0,2.2663030456205426,4.093206716381906,23
47.0,128.0,47.0,34.0,0.723404255319149,8.756944740274909,0.011735501043567055,0.0,0.0,2.273958971714727,4.105960247102608,24
47.0,128.0,47.0,31.0,0.6595744680851063,8.902141243631853,0.008239565443301107,0.0,0.0,2.1603715715165728,3.8029986992970723,25
47.0,128.0,47.0,30.0,0.6382978723404256,8.830371704145538,0.007563613194068214,0.0,0.0,2.187797751229396,3.8410870830643757,26
47.0,128.0,47.0,30.0,0.6382978723404256,8.90720358131534,0.00715920531571053,0.0,0.0,2.131923266911352,3.7763058066247304,27
47.0,128.0,47.0,31.0,0.6595744680851063,8.89705485031698,0.008446109571813049,0.0,0.0,2.136038123400469,3.7573189160078235,28
47.0,128.0,47.0,32.0,0.6808510638297872,8.784666012007774,0.00990588564799543,0.0,0.0,2.2464356327917256,4.031553725915669,29
47.0,128.0,47.0,30.0,0.6382978723404256,8.874944985026922,0.0074926393017675655,0.0,0.0,2.1485409534685918,3.7758245620434767,30
47.0,128.0,47.0,29.0,0.6170212765957447,8.93062992706337,0.00636257878005841,0.0,0.0,2.1376600561041723,3.77689066562127,31
47.0,256.0,47.0,33.0,0.7021276595744681,12.331534049571811,0.010564899036656153,0.0,0.0,2.2493994282255105,4.052874232570921,0
47.0,256.0,47.0,32.0,0.6808510638297872,12.414749118218774,0.009521008751690763,0.0,0.0,2.265417418787819,4.103057814927736,1
47.0,256.0,47.0,30.0,0.6382978723404256,12.876953217883136,0.007890967927349233,0.0,0.0,2.0220836954009433,3.544820669991668,2
47.0,256.0,47.0,32.0,0.6808510638297872,12.613462072534148,0.009349032689876583,0.0,0.0,2.152816422026264,3.823518325715337,3
47.0,256.0,47.0,31.0,0.6595744680851063,12.702571098081535,0.00784440734826335,0.0,0.0,2.0848604211351702,3.6784794926978797,4
47.0,256.0,47.0,31.0,0.6595744680851063,12.658741429518626,0.008397110426285789,0.0,0.0,2.136915098771868,3.801734346056948,5
47.0,256.0,47.0,29.0,0.6170212765957447,12.635486636093018,0.007130730665098203,0.0,0.0,2.1109292459066302,3.715303099904211,6
47.0,256.0,47.0,33.0,0.7021276595744681,12.518210468546515,0.01038745525317238,0.0,0.0,2.182030372603743,3.9079275263804027,7
47.0,256.0,47.0,34.0,0.723404255319149,12.356627326420027,0.011432425910261975,0.0,0.0,2.271214900830705,4.104686956636434,8
47.0,256.0,47.0,31.0,0.6595744680851063,12.46247196077763,0.008760866280636301,0.0,0.0,2.197169693281351,3.9011473927029447,9
47.0,256.0,47.0,33.0,0.7021276595744681,12.47486962101708,0.010447076991873297,0.0,0.0,2.2276285274194954,3.9954431143801195,10
47.0,256.0,47.0,32.0,0.6808510638297872,12.486022189610422,0.009474179530827622,0.0,0.0,2.169736820128715,3.8688172154395706,11
47.0,256.0,47.0,32.0,0.6808510638297872,12.53688358158921,0.009090662459916488,0.0,0.0,2.1810086911375506,3.8811411181898845,12
47.0,256.0,47.0,32.0,0.6808510638297872,12.512697080801228,0.009241802528283749,0.0,0.0,2.188165108172529,3.913496409161178,13
47.0,256.0,47.0,32.0,0.6808510638297872,12.533311522534898,0.00925816450395651,0.0,0.0,2.1978888553309712,3.9299086358079367,14
47.0,256.0,47.0,34.0,0.723404255319149,12.607299112889255,0.01153452416380298,0.0,0.0,2.179489883659088,3.9113168627788513,15
47.0,256.0,47.0,32.0,0.6808510638297872,12.518149100597066,0.009309237673214801,0.0,0.0,2.1907752874798208,3.920422880061336,16
47.0,256.0,47.0,31.0,0.6595744680851063,12.729723774268539,0.008996711359309016,0.0,0.0,2.0855159104466425,3.6914257966489417,17
47.0,256.0,47.0,34.0,0.723404255319149,12.588191297688232,0.012566778505476037,0.0,0.0,2.1745818413148257,3.93734152749333,18
47.0,256.0,47.0,32.0,0.6808510638297872,12.537742927447537,0.009392083551134094,0.0,0.0,2.1572794554512758,3.8209919284733664,19
47.0,256.0,47.0,33.0,0.7021276595744681,12.524492852691628,0.010764200351357566,0.0,0.0,2.188905592961296,3.9217709712748547,20
47.0,256.0,47.0,31.0,0.6595744680851063,12.45954745472105,0.008269721120727368,0.0,0.0,2.198449368840156,3.9181908864423303,21
47.0,256.0,47.0,30.0,0.6382978723404256,12.451663990208997,0.007425186878735201,0.0,0.0,2.200174417811513,3.920114062969188,22
47.0,256.0,47.0,33.0,0.7021276595744681,12.689487830045486,0.010085923178188027,0.0,0.0,2.1346573162398874,3.808033137547172,23
47.0,256.0,47.0,33.0,0.7021276595744681,12.484802003601414,0.010519272998313832,0.0,0.0,2.2002603954917084,3.9689681131643795,24
47.0,256.0,47.0,32.0,0.6808510638297872,12.56767541331942,0.009526967881829483,0.0,0.0,2.1975563294196565,3.9517339414710637,25
47.0,256.0,47.0,33.0,0.7021276595744681,12.698109583233936,0.010147801010357026,0.0,0.0,2.115088105508489,3.7604941494813957,26
47.0,256.0,47.0,35.0,0.7446808510638298,12.43362405332753,0.013697908918553617,0.0,0.0,2.239335168874096,4.055146016934825,27
47.0,256.0,47.0,34.0,0.723404255319149,12.403088762875901,0.011225835675609025,0.0,0.0,2.2330774509560913,4.022781262346758,28
47.0,256.0,47.0,32.0,0.6808510638297872,12.636060406826255,0.009201268682408968,0.0,0.0,2.143677860641033,3.8127829424589006,29
47.0,256.0,47.0,33.0,0.7021276595744681,12.57534222416339,0.010297318684532295,0.0,0.0,2.1655914892841626,3.8743570866925507,30
47.0,256.0,47.0,34.0,0.723404255319149,12.475297240370082,0.011266296846722701,0.0,0.0,2.232545910037233,4.0148910156893205,31
96.0,64.0,64.0,33.0,0.515625,6.512653069955577,0.010378048017726729,0.0013916233885948191,0.0,2.05091266143309,3.618977846134676,0
96.0,64.0,64.0,38.0,0.59375,6.1618612413827725,0.01725075405925785,0.00291476924506839,0.0,2.422729550475224,4.528388262400321,1
96.0,64.0,64.0,36.0,0.5625,6.337924253708937,0.014434904922157325,0.0021465970155511113,0.0,2.20323536329282,3.9718369609409785,2
96.0,64.0,64.0,34.0,0.53125,6.357108592932688,0.011601205364934704,0.001711530083678909,0.0,2.2070869939383737,3.9721282178619957,3
96.0,64.0,64.0,36.0,0.5625,6.321000345388184,0.013635470232192047,0.002232173189504282,0.0,2.260542725486668,4.076208745829393,4
96.0,64.0,64.0,37.0,0.578125,6.301116718016414,0.014800448830039859,0.0025292235264422957,0.0,2.2524827853758587,4.093084035054855,5
96.0,64.0,64.0,33.0,0.515625,6.496136957065382,0.010953128715997278,0.001632777479465544,0.0,2.0557734717323726,3.6801838037858072,6
96.0,64.0,64.0,39.0,0.609375,6.1398422403132376,0.018882384056966704,0.0030722374567033446,0.0,2.449889935524656,4.536114693254669,7
96.0,64.0,64.0,35.0,0.546875,6.26662997564646,0.013442501348437554,0.0019626145553437693,0.0,2.3075118319971613,4.164288735802929,8
96.0,64.0,64.0,37.0,0.578125,6.35112982351593,0.014620150333375999,0.0023187971344631195,0.0,2.2109984022233986,4.023272934750975,9
96.0,64.0,64.0,34.0,0.53125,6.424972597851893,0.011955561709559828,0.0014866703418580352,0.0,2.10827566327273,3.782697229665968,10
96.0,64.0,64.0,38.0,0.59375,6.229757848731718,0.016711736212995962,0.002857485360836463,0.0,2.3504548354285064,4.301404431185825,11
96.0,64.0,64.0,33.0,0.515625,6.4740544906831206,0.010103757222334891,0.0015481612726736618,0.0,2.051204424591826,3.669616002354986,12
96.0,64.0,64.0,36.0,0.5625,6.323916742491149,0.014008752319485014,0.0025807802432621847,0.0,2.251796896277057,4.077233627848203,13
96.0,64.0,64.0,35.0,0.546875,6.326693062375093,0.012861185050512583,0.0021479221943821536,0.0,2.241008474241303,4.054024420351286,14
96.0,64.0,64.0,38.0,0.59375,6.419257075085337,0.015738399148932377,0.0022499482188117308,0.0,2.1444739362527474,3.9126966619875825,15
96.0,64.0,64.0,34.0,0.53125,6.4654138050324645,0.012014725903154576,0.0018721115290505834,0.0,2.098393119131972,3.7753710573979387,16
96.0,64.0,64.0,37.0,0.578125,6.194650630318562,0.015358424838946534,0.002510863129444874,0.0,2.3997483939224593,4.389621107238741,17
96.0,64.0,64.0,36.0,0.5625,6.328006248454438,0.013891354074988862,0.0021610495057326996,0.0,2.2500780067135295,4.055056615576032,18
96.0,64.0,64.0,38.0,0.59375,6.1254526928967445,0.01670505171979823,0.002733746083664676,0.0,2.4636495296937224,4.539727608282517,19
96.0,64.0,64.0,36.0,0.5625,6.426209382542352,0.014146735024208485,0.0020392510535210714,0.0,2.1501236707258533,3.8654745239615003,20
96.0,64.0,64.0,35.0,0.546875,6.362471707418295,0.013188205263386965,0.0015928643408236263,0.0,2.174315235800102,3.9755141448929936,21
96.0,64.0,64.0,36.0,0.5625,6.328495434291034,0.013713786329471329,0.002304545083481561,0.0,2.2081001989671516,3.9868477767565147,22
96.0,64.0,64.0,34.0,0.53125,6.552041424192045,0.01120142762016468,0.001466925243648781,0.0,2.01088281882083,3.5806574519875563,23
96.0,64.0,64.0,38.0,0.59375,6.201529444263212,0.016214384379699475,0.002669647983790851,0.0,2.3751829810454166,4.378502363535015,24
96.0,64.0,64.0,38.0,0.59375,6.256551483428497,0.017022415382223464,0.002560730726376645,0.0,2.330373658180288,4.315718146398972,25
96.0,64.0,64.0,36.0,0.5625,6.4423755988733475,0.013506243623726637,0.0020050759653305558,0.0,2.123474712313409,3.82541576416346,26
96.0,64.0,64.0,34.0,0.53125,6.406087466476147,0.01160750042534061,0.002038158094100317,0.0,2.1535545840089156,3.8221916691081983,27
96.0,64.0,64.0,36.0,0.5625,6.343404521435325,0.014391639614600974,0.002068984336789244,0.0,2.2201774832282384,4.029865843923643,28
96.0,64.0,64.0,36.0,0.5625,6.482930151517459,0.014228508848237089,0.0020299950392982566,0.0,2.0856752623078942,3.7707528651200226,29
96.0,64.0,64.0,33.0,0.515625,6.473488913017759,0.010019866388330637,0.0012402649123084476,0.0,2.065188917895913,3.634585795603088,30
96.0,64.0,64.0,38.0,0.59375,6.192572592637476,0.015991146437176054,0.0026737411288940338,0.0,2.370830075989848,4.377158023860542,31
96.0,128.0,96.0,45.0,0.46875,8.795623748528318,0.026391996786095235,0.006858583111803794,0.001111203633564236,2.3626064561898894,4.458304922841559,0
96.0,128.0,96.0,44.0,0.4583333333333333,8.979692259501709,0.0230934465014755,0.00611120697788605,0.0009420801517200133,2.2508883769325085,4.1738034577565655,1
96.0,128.0,96.0,44.0,0.4583333333333333,8.817300482763752,0.024257507276724682,0.006119749634803381,0.0007972058857266824,2.350354047607818,4.400743252622706,2
96.0,128.0,96.0,42.0,0.4375,8.813428480425102,0.021362545472552646,0.005017881297042226,0.0008130893282588919,2.3565217800326144,4.375103914947065,3
96.0,128.0,96.0,46.0,0.4791666666666667,8.728417606251147,0.027665524027081008,0.007932015374771272,0.0010337591951670717,2.4418513360940297,4.600269598949203,4
96.0,128.0,96.0,43.0,0.4479166666666667,8.955899164209594,0.02125691484795524,0.005618010868106393,0.0006847206617144145,2.224919431783695,4.105972672893282,5
96.0,128.0,96.0,45.0,0.46875,8.752586431218498,0.02587768976248444,0.006809180512536818,0.001012824532135094,2.392589043358041,4.521753652684598,6
96.0,128.0,96.0,43.0,0.4479166666666667,8.983954199710462,0.02135763772436884,0.005812632226311046,0.0007327739658750339,2.2299921230103594,4.087225786536301,7
96.0,128.0,96.0,43.0,0.4479166666666667,8.882879618559352,0.022810626048486295,0.005828346682060145,0.0008706553887729817,2.3074207448144444,4.274502693482367,8
96.0,128.0,96.0,43.0,0.4479166666666667,8.932567631450134,0.0217869097091481,0.005562029929277309,0.0007829764574733099,2.250533817084467,4.178759047085429,9
96.0,128.0,96.0,44.0,0.4583333333333333,8.902942211597638,0.022719437576538715,0.005883392096568098,0.0007677425780048136,2.269210520298982,4.247649438967428,10
96.0,128.0,96.0,43.0,0.4479166666666667,8.843397983001038,0.021619364344918013,0.005766574010713577,0.0007345731678110937,2.309412267213836,4.299189115063617,11
96.0,128.0,96.0,41.0,0.4270833333333333,9.063760054363291,0.018420945358709553,0.004754295793468084,0.0005534689754872552,2.135764934204407,3.8988667808878104,12
96.0,128.0,96.0,42.0,0.4375,8.909534344196988,0.021908634552669476,0.00566265566081657,0.0006634888750280991,2.268181192569023,4.19161010983452,13
96.0,128.0,96.0,41.0,0.4270833333333333,9.020978867010623,0.018736007083081162,0.004849633089352789,0.0005892547027984762,2.1802047971144662,3.9924476683535706,14
96.0,128.0,96.0,43.0,0.4479166666666667,8.843316018138541,0.02179316876552839,0.005591336912442832,0.000681494325275861,2.318080719171561,4.280547231348208,15
96.0,128.0,96.0,43.0,0.4479166666666667,8.997753934110799,0.02214725204167467,0.00605261026375611,0.0007630143826321201,2.221136050420292,4.083268928798362,16
96.0,128.0,96.0,42.0,0.4375,8.741645653275288,0.022119924317517612,0.00543414724994177,0.0008657524807360003,2.401264791868548,4.46278622640777,17
96.0,128.0,96.0,44.0,0.4583333333333333,8.949256412509765,0.024830520203597734,0.005905916954916907,0.0009282555157139789,2.244383607593855,4.191947773313726,18
96.0,128.0,96.0,45.0,0.46875,8.806889641645853,0.02766705567992376,0.007037916065100966,0.0010144812296029226,2.368867348487976,4.486457655718932,19
96.0,128.0,96.0,44.0,0.4583333333333333,8.958432054085513,0.02326015391857541,0.006551537874384686,0.0009668612858163836,2.2507955180597103,4.150033991954681,20
96.0,128.0,96.0,43.0,0.4479166666666667,8.97359910416625,0.022851651943908282,0.005965969904651922,0.0007642363035300347,2.219293364015999,4.092916327722748,21
96.0,128.0,96.0,45.0,0.46875,8.91683282665382,0.025515752871442192,0.006898614462197414,0.0009213745776308602,2.2764137860635407,4.25346976102883,22
96.0,128.0,96.0,43.0,0.4479166666666667,9.125773999399698,0.021628716877056062,0.0055921025512011245,0.0007796688538052718,2.12431488748507,3.906843788522901,23
96.0,128.0,96.0,43.0,0.4479166666666667,8.91395251359854,0.022257698757200177,0.005847213812487407,0.0008095830017007929,2.2868746026187763,4.248503070374703,24
96.0,128.0,96.0,44.0,0.4583333333333333,8.86823247543995,0.0236883497767359,0.006706766108645921,0.0008366072102428988,2.306802377491035,4.294786748664029,25
96.0,128.0,96.0,46.0,0.4791666666666667,8.804056861480403,0.026573295833712374,0.007665310047294306,0.0010539002140839656,2.3609362237942997,4.416202188926431,26
96.0,128.0,96.0,43.0,0.4479166666666667,8.874668089241624,0.02203307482225734,0.00570202099412715,0.0007096077125316589,2.282984042181205,4.240433798368662,27
96.0,128.0,96.0,46.0,0.4791666666666667,8.977090643947365,0.025263851002785973,0.007668055119136015,0.0010420715104722473,2.2439954898916668,4.180375314237979,28
96.0,128.0,96.0,45.0,0.46875,8.87569391249207,0.02576957017258411,0.007354526066766898,0.0009842908901486033,2.319413531873258,4.339197684116401,29
96.0,128.0,96.0,43.0,0.4479166666666667,8.856944184016363,0.022260715523991087,0.005851708129892042,0.0007876246699414134,2.324328540364721,4.332555528104917,30
96.0,128.0,96.0,44.0,0.4583333333333333,8.833719314495433,0.023140711759334968,0.006336656278279242,0.0008544462087787148,2.3221566017696094,4.304653259714893,31
96.0,256.0,96.0,48.0,0.5,12.561540779496815,0.030210730512020834,0.009623829234677724,0.0014664726686161064,2.3188235465759464,4.364894197116166,0
96.0,256.0,96.0,46.0,0.4791666666666667,12.64380321435172,0.02539061506452246,0.007612308859287819,0.0012654236799805772,2.2600397246386614,4.194171936873481,1
96.0,256.0,96.0,48.0,0.5,12.515821949497434,0.03054278472218534,0.009301182431449822,0.0015176937157312105,2.319872654098794,4.39073393442778,2
96.0,256.0,96.0,46.0,0.4791666666666667,12.65597056106325,0.02702693858802535,0.007949822320159314,0.0013080275622639494,2.262446815184044,4.2066373769509635,3
96.0,256.0,96.0,44.0,0.4583333333333333,12.630349436569627,0.022702096377338686,0.00660649801621266,0.0010065527184886574,2.2471005547215324,4.165073608428513,4
96.0,256.0,96.0,46.0,0.4791666666666667,12.63525690452765,0.027160640703544396,0.0076112645473216094,0.0013068537949651362,2.2731106468199935,4.237873775556557,5
96.0,256.0,96.0,44.0,0.4583333333333333,12.68845931846268,0.023582136227554864,0.006322592616013182,0.001003637131901687,2.201046199053525,4.0866470983470675,6
96.0,256.0,96.0,48.0,0.5,12.675139985584474,0.02923754089205817,0.009279118341689246,0.0014267620304772323,2.240557413163039,4.2111207226753535,7
96.0,256.0,96.0,49.0,0.5104166666666666,12.424004376459282,0.03099800346926528,0.010167616741487055,0.0014326829068990279,2.3848849438119526,4.50101722318198,8
96.0,256.0,96.0,48.0,0.5,12.460549201827172,0.02875675508617025,0.00920106339054797,0.0015524264470627908,2.353882210518002,4.462726480047142,9
96.0,256.0,96.0,45.0,0.46875,12.652332514096514,0.025107703436385333,0.007484220589246255,0.0011789442618627554,2.2466273161251786,4.16195087473117,10
96.0,256.0,96.0,46.0,0.4791666666666667,12.575544606129277,0.027095862789538957,0.007764971546535638,0.001355517887650705,2.2897394329359684,4.288276352447397,11
96.0,256.0,96.0,46.0,0.4791666666666667,12.763684741231726,0.025644897336619416,0.007702606856280176,0.0010898365911372538,2.1898533387430468,4.0521531059159255,12
96.0,256.0,96.0,46.0,0.4791666666666667,12.725213141074306,0.025212790449335887,0.007547354176831757,0.001143546273003445,2.207475102345935,4.103630024446495,13
96.0,256.0,96.0,47.0,0.4895833333333333,12.528308636016321,0.028046649759899654,0.00832168985749034,0.001381101532846265,2.3097063940279483,4.352847188315797,14
96.0,256.0,96.0,46.0,0.4791666666666667,12.715090437426797,0.02605436489588837,0.007968862674925813,0.0011899839919531459,2.2139671917868156,4.1230369410249095,15
96.0,256.0,96.0,47.0,0.4895833333333333,12.478971777638236,0.03121713186511197,0.008649333614187573,0.0016845301295029694,2.3542076367625504,4.4725169449212725,16
96.0,256.0,96.0,48.0,0.5,12.570986922590539,0.028836586504374383,0.00907650298694897,0.001449392643695223,2.3050819661409303,4.345760086346865,17
96.0,256.0,96.0,46.0,0.4791666666666667,12.763125022640594,0.024928921099437278,0.007493251517713558,0.0012106752283569183,2.1778653448907805,4.033668610222338,18
96.0,256.0,96.0,49.0,0.5104166666666666,12.54844412643032,0.03223430409221524,0.010232118526434035,0.001793817218383024,2.3160224377722916,4.393995376991854,19
96.0,256.0,96.0,46.0,0.4791666666666667,12.590720299448005,0.02604495749236318,0.00790655900005666,0.0013501307130479529,2.2726512898499536,4.24647809155035,20
96.0,256.0,96.0,46.0,0.4791666666666667,12.598353037773524,0.027184653533889755,0.00772882010774936,0.0013104628208762013,2.296307615470154,4.280927427992586,21
96.0,256.0,96.0,47.0,0.4895833333333333,12.553043950220456,0.027715703027479468,0.008248448908642358,0.001265612185065047,2.3087495758031844,4.308961546354569,22
96.0,256.0,96.0,47.0,0.4895833333333333,12.4145199718923,0.03063349431517705,0.009014630161641059,0.0015244829996381218,2.3749380478862294,4.491619837542173,23
96.0,256.0,96.0,46.0,0.4791666666666667,12.662721934363505,0.025908184129379577,0.00776656429750796,0.00109059605579351,2.2501491147425736,4.180289168904337,24
96.0,256.0,96.0,48.0,0.5,12.496236154181432,0.03078789181690851,0.009160628153944491,0.0016491866924968667,2.345729120333923,4.4524427450446815,25
96.0,256.0,96.0,47.0,0.4895833333333333,12.796979856615842,0.02825144238210741,0.008334540928378117,0.0013306411262112249,2.1808098528316253,4.042579522117167,26
96.0,256.0,96.0,46.0,0.4791666666666667,12.522535662578207,0.026918790691693423,0.007815891844840241,0.0013041569238162094,2.3144785166632835,4.335338773694224,27
96.0,256.0,96.0,47.0,0.4895833333333333,12.48306879347747,0.02899516259786053,0.009041163997831206,0.001511128292596178,2.343647621677332,4.42204499905402,28
96.0,256.0,96.0,47.0,0.4895833333333333,12.621826286307046,0.027710635994226886,0.008717905869758938,0.0011861034495059047,2.2755825791562065,4.237895920932603,29
96.0,256.0,96.0,45.0,0.46875,12.761257518490806,0.02529761975310799,0.0072878270931547445,0.0009931015421224454,2.1791522943488046,4.036069525627212,30
