episode,probe_kind,basis,rank,TQ_E_model_to_operator,actLR_E_model_to_operator,actLR_model_fit_gain,TQ_E_operator_to_T,actLR_E_operator_to_T,actLR_KRR_cost,TQ_rho_operator_to_T,actLR_rho_operator_to_T,actLR_rho_KRR_cost,TQ_X_use,actLR_X_use,TQ_X_sub,actLR_X_sub
0,isotropic,raw,6,0.32225585989494676,0.17276237329115313,0.14949348660379363,0.043705496521061774,0.2700375554035222,0.22633205888246044,0.0018356770883213268,0.12103758726381428,0.11920191017549295,0.905517882592833,0.9728452196725056,0.9980898295738513,0.9270797186718347
0,isotropic,response,6,0.3276998665592213,0.18401017230091496,0.14368969425830633,0.05774892564238721,0.2784144518286799,0.2206655261862927,0.003058227350116467,0.12746689035588873,0.12440866300577227,0.9022986645467529,0.9691942607618479,0.9966650615871566,0.9224853930130898
0,label,raw,6,0.017117029126621438,0.00824574025540847,0.008871288871212968,0.0019416463002454097,0.014879800384666743,0.012938154084421333,0.0018356770883213268,0.12103758726381428,0.11920191017549295,0.9997061730832603,0.9999318141750876,0.9999962300096448,0.999778591540513
0,label,response,6,0.017461811988154993,0.008800716974287881,0.008661095013867111,0.002500207838348112,0.014971980504801205,0.012471772666453093,0.003058227350116467,0.12746689035588873,0.12440866300577227,0.9996942169457189,0.9999223268518669,0.9999937489607651,0.9997758397997643
1,isotropic,raw,6,0.3983204964860758,0.2707604904083185,0.1275600060777573,0.07544136429774093,0.31672158556517904,0.24128022126743812,0.005803766669311045,0.24372781435977356,0.23792404769046252,0.866888598468603,0.938493568456136,0.9943086005529067,0.8996874372372764
1,isotropic,response,6,0.3974024090339256,0.2675353707939622,0.12986703823996337,0.06271090394275189,0.3075204866435534,0.24480958270080153,0.004301350112731874,0.21823411704000825,0.2139327669272764,0.8675015072708463,0.9399500896692167,0.9960673425266907,0.9054311502946981
1,label,raw,6,0.017891084621737226,0.008305123019318232,0.009585961602418994,0.002148945317077161,0.014785072554757988,0.012636127237680827,0.005803766669311045,0.24372781435977356,0.23792404769046252,0.999685552540787,0.9999322410153153,0.9999953820340243,0.999781401629551
1,label,response,6,0.01782303044657932,0.008496054110517176,0.009326976336062142,0.0019660568375704382,0.014103891940040482,0.012137835102470042,0.004301350112731874,0.21823411704000825,0.2139327669272764,0.9996879401839334,0.9999290897054045,0.9999961346205114,0.9998010802321441
2,isotropic,raw,6,0.22037606934164364,0.21220143698009053,0.008174632361553108,0.0732878258074857,0.08663752457358524,0.013349698766099538,0.00437535924666086,0.10327325960324968,0.09889790035658882,0.9533371471657881,0.9567347654443762,0.9946288945884223,0.9924939393357763
2,isotropic,response,6,0.2643967171827681,0.2577315768404038,0.006665140342364262,0.1367752824117987,0.13963794909555205,0.0028626666837533454,0.01558339286661807,0.11613875398482278,0.1005553611182047,0.9328332184552877,0.9361769311041497,0.9812925221212099,0.9805012431724267
2,label,raw,6,0.007549943195759981,0.004392074490022459,0.0031578687057375217,0.0012570532042039822,0.006086479951221757,0.004829426747017775,0.00437535924666086,0.10327325960324968,0.09889790035658882,0.9999427694650965,0.999980632220538,0.9999984198172418,0.9999629547618034
2,label,response,6,0.007668798245536358,0.004831044905231051,0.0028377533403053067,0.0023662971243475083,0.006500081918743794,0.004133784794396286,0.01558339286661807,0.11613875398482278,0.1005553611182047,0.9999409533774102,0.9999765672863458,0.9999944006379193,0.9999577489350497
3,isotropic,raw,6,0.19173026627999548,0.13191927164506345,0.05981099463493203,0.07409785121939019,0.14916925933954184,0.07507140812015164,0.005562525539666386,0.037075681844947535,0.03151315630528115,0.9646344627199994,0.9832576892264047,0.9945095084446799,0.9777485320681363
3,isotropic,response,6,0.21340847661638135,0.1645702848681393,0.048838191748242055,0.06715693235163285,0.14587897380772974,0.07872204145609689,0.004977860284889546,0.035711831579044485,0.03073397129415494,0.9561850580293378,0.9739443596305949,0.9954899464371271,0.9787193250008456
3,label,raw,6,0.007520689763319217,0.004778444687488869,0.002742245075830348,0.002657085272118835,0.006587876421629072,0.003930791149510237,0.005562525539666386,0.037075681844947535,0.03151315630528115,0.9999436517065186,0.9999772522447705,0.9999929398978568,0.9999565998842534
3,label,response,6,0.008237438287213484,0.006224340064439513,0.0020130982227739708,0.0024575633658437757,0.006442628122692287,0.003985064756848511,0.004977860284889546,0.035711831579044485,0.03073397129415494,0.9999323995218141,0.9999614031338045,0.9999939603823029,0.9999584925428727
