basis,operator_kind,lambda,n,E_model_to_T_mean,E_model_to_T_std,E_model_to_operator_mean,E_model_to_operator_std,E_model_to_zero_mean,E_model_to_zero_std,E_operator_to_T_mean,E_operator_to_T_std,E_zero_to_T_mean,E_zero_to_T_std,R_sub_mean,R_sub_std,R_use_mean,R_use_std,X_sub_mean,X_sub_std,X_use_mean,X_use_std,cos_res_mean,cos_res_std,lambda_mean,lambda_std,point_model_to_T_mean,point_model_to_T_std,point_model_to_operator_mean,point_model_to_operator_std,point_operator_to_T_mean,point_operator_to_T_std,rank_mean,rank_std,rho_operator_to_T_mean,rho_operator_to_T_std
matched_response,actLR,0.0,4,0.012706187625030098,0.005674847745550743,0.006381190837339598,0.00198461019818755,1.001703666423147,0.004095262361135486,0.011562377488888501,0.00540893618811494,0.9999999999999998,1.1102230246251565e-16,0.011562377488876941,0.005408936188109533,0.006365360155054431,0.001956883721528504,0.9998443689837895,0.00012560496812689324,0.9999566101446717,2.5732857307738252e-05,-0.10684089637738378,0.08325546129398578,0.0,0.0,0.010451135401294463,0.008485950681648823,0.009340203902837725,0.0030612796344236083,0.010372976880645698,0.0025360573491393728,6.0,0.0,0.12987128314895247,0.07196382205964166
matched_response,actLR,0.1,4,0.015879186147416034,0.007005727626106372,0.009818239112409106,0.0033468724862567942,1.0017014717679793,0.003307534297167117,0.014068708750699745,0.00632003197182265,0.9999999999999997,1.6958936828758672e-16,0.014068708750685681,0.0063200319718163325,0.00979499669598098,0.0033121229189093547,0.9997721143309948,0.00017679398620843264,0.9998958304210532,6.721816589311533e-05,-0.17436152327669,0.12182434997920578,0.1,0.0,0.010451135401294463,0.008485950681648823,0.007553480004124213,0.004271794786624027,0.010989573994489564,0.004748990827684965,6.0,0.0,0.13472622580988125,0.08140552406932927
matched_response,actLR,0.25,4,0.021287682797180192,0.010130390840497524,0.01591738047572255,0.005886061446110905,1.0017547530060298,0.0028213699645317485,0.019054880076593894,0.009077775248143535,0.9999999999999997,2.3111135221866393e-16,0.019054880076574843,0.00907777524813446,0.015878956778062846,0.005835261236866563,0.9995751070426756,0.00034740266397576626,0.9997223210263635,0.00019137393884086125,-0.3038361172677201,0.1322233138701609,0.25,0.0,0.010451135401294463,0.008485950681648823,0.006637493682632873,0.005183320783588051,0.011826237296783362,0.006317793573065996,6.0,0.0,0.1624186273387547,0.1024006077961349
matched_response,actLR,0.5,4,0.032654793933567114,0.01673773982149293,0.033397477507858965,0.012348954563416104,1.0019462963927497,0.002358645835508156,0.03363195188754507,0.016713678450044994,0.9999999999999994,3.3917873657517345e-16,0.03363195188751145,0.016713678450028288,0.03331266696630372,0.012265057528010487,0.9986593815267379,0.00118523890816162,0.998777442492468,0.0007841310928668171,-0.5682371917526527,0.10841119365105918,0.5,0.0,0.010451135401294463,0.008485950681648823,0.008922307714387935,0.0033891212321071557,0.015755126926123124,0.012110514483542058,7.75,2.0615528128088303,0.31059921737471824,0.19742588199285663
matched_response,actLR,0.75,4,0.053855220528309225,0.028910058858745834,0.06607523449716401,0.03836999979968765,1.0026148467153382,0.003174104422529903,0.0637822671455556,0.033350244989240795,0.9999999999999989,6.568167990716596e-16,0.06378226714549189,0.03335024498920748,0.06583135240334201,0.03805606414242865,0.9950976432671509,0.004332175565029378,0.9945800350272376,0.005507398949482897,-0.6625712772851521,0.11671218950478256,0.75,0.0,0.010451135401294463,0.008485950681648823,0.03487159781544737,0.02525066202021803,0.0432896711400497,0.0322944122717014,17.25,4.856267428111155,1.5049323518085613,1.04421916122571
matched_response,actLR,0.9,4,0.0899511147128686,0.04918024440106779,0.15496225155395618,0.09649011607895679,1.0045601191369091,0.006754158170880697,0.13755725449742565,0.07471952917658031,0.9999999999999977,1.4232233556883715e-15,0.13755725449728845,0.0747195291765058,0.15385246661848573,0.09490443977011145,0.9768907457048992,0.01944018906722941,0.9695742789993487,0.03077154188801986,-0.7861395829219017,0.10049597722604785,0.9,0.0,0.010451135401294463,0.008485950681648823,0.07397817354293001,0.07359859038956415,0.081022390801382,0.08452737046369244,20.0,0.0,7.072174701533371,4.945722908707427
matched_response,actLR,1.0,4,0.30115958764453776,0.11216319993947217,0.6989786054916143,0.05063264366991813,1.0323506899487325,0.031190460310423787,0.7040303671108696,0.061736822251125645,0.9999999999999754,1.1857057158180406e-14,0.7040303671101827,0.06173682225106136,0.6765837924229107,0.03415766425686584,0.5014826657704571,0.0852196245196773,0.5413593123100182,0.04557357747026038,-0.9036167471606812,0.055706137935536706,1.0,0.0,0.010451135401294463,0.008485950681648823,0.5882749188767461,0.32501558045845913,0.596359934508438,0.33392492514682676,20.0,0.0,797.6369058580563,592.7528838441982
matched_response,galerkin,0.0,4,0.012706187625030098,0.005674847745550743,0.012871561860201629,0.005677192083019639,1.001703666423147,0.004095262361135486,0.0029326129191672066,0.0006717993958295393,0.9999999999999998,1.1102230246251565e-16,0.002932612919164275,0.0006717993958288675,0.012838752990075152,0.005631541565057382,0.9999910612956451,4.0943706174694525e-06,0.9998113807263606,0.00014545943316987404,-0.17677991282979458,0.13736021654427238,0.0,0.0,0.010451135401294463,0.008485950681648823,0.0118357902701129,0.007192202309317566,0.0026121227786300187,0.0034066879359828787,6.0,0.0,0.008485127507056819,0.006973793212945849
matched_response,galerkin,0.1,4,0.015879186147416034,0.007005727626106372,0.016567026532801274,0.007117911527617507,1.0017014717679793,0.003307534297167117,0.005655305430990242,0.002062621199336299,0.9999999999999997,1.6958936828758672e-16,0.0056553054309845885,0.002062621199334236,0.016527128168493825,0.007070380692591722,0.9999648267158234,2.5409095643450544e-05,0.9996893613221486,0.00023208425248107998,-0.29982263796324354,0.17304970605867634,0.1,0.0,0.010451135401294463,0.008485950681648823,0.012315330248378005,0.006454354727343871,0.002959009611940931,0.0032478687899206906,6.0,0.0,0.011717258937887177,0.006352946858780836
matched_response,galerkin,0.25,4,0.021287682797180192,0.010130390840497524,0.023982857906686736,0.010986739947389893,1.0017547530060298,0.0028213699645317485,0.010687005708182346,0.004302899070418195,0.9999999999999997,2.3111135221866393e-16,0.010687005708171663,0.004302899070413893,0.023923375195947946,0.010920380840116458,0.9998719017036859,9.741647688990717e-05,0.999338231080964,0.0005155311035165522,-0.4754491706077292,0.1503263368432552,0.25,0.0,0.010451135401294463,0.008485950681648823,0.013072759499538702,0.006593482500272733,0.0037073444248080767,0.0029104188349453083,6.0,0.0,0.017670822560039295,0.0055384679839294475
