episode,probe_kind,basis,rank,is_selected_rank,point_model_to_T,point_operator_to_T,point_model_to_operator,E_model_to_T,E_model_to_operator,E_operator_to_T,E_model_to_zero,E_zero_to_T,R_use,R_sub,X_use,X_sub,cos_res,rho_operator_to_T
0,isotropic,raw,0,0,0.008509888746080706,0.9999999999998911,0.9941112725359517,0.3262946480631101,1.0484014229375063,0.9999999999999942,1.0484014229375063,0.9999999999999942,0.9999999999990461,0.9999999999989999,1.907807245515869e-12,2.000177801164682e-12,-0.9503408249291923,484.8505348546102
0,isotropic,raw,1,0,0.008509888746080706,0.9523405415474137,0.9481153886037567,0.3262946480631101,1.1722952777221531,1.0217982381078128,1.0484014229375063,0.9999999999999942,1.1181740620271112,1.0217982381067967,-0.25031323299021,-0.04407163939815395,-0.9650127766621507,413.4397250627731
0,isotropic,raw,2,0,0.008509888746080706,0.33969429452602756,0.33935830963704966,0.3262946480631101,1.1079930312444857,0.950400922690055,1.0484014229375063,0.9999999999999942,1.0568404496618797,0.95040092268911,-0.11691173604152416,0.09673808615168833,-0.9612393115232565,328.4435590308499
0,isotropic,raw,3,0,0.008509888746080706,0.29419114359862525,0.29294121818617774,0.3262946480631101,1.1061192843057477,0.9482313712295392,1.0484014229375063,0.9999999999999942,1.0550532077736667,0.9482313712285964,-0.11313727123350392,0.10085726661793593,-0.9611293037011184,306.7862480329942
0,isotropic,raw,4,0,0.008509888746080706,0.1038394369739613,0.10489145982661877,0.3262946480631101,1.072777230171001,0.9094945787313398,1.0484014229375063,0.9999999999999942,1.0232504522591863,0.9094945787304355,-0.0470414880486294,0.17281961125994771,-0.9591020836865419,263.5007449202984
0,isotropic,raw,5,0,0.008509888746080706,0.01608338610398036,0.02354738313911345,0.3262946480631101,0.7148265496635333,0.46082530577540437,1.0484014229375063,0.9999999999999942,0.6818252379513045,0.4608253057749462,0.5351143448926471,0.7876400375574273,-0.9363232071614408,0.2567160197081315
0,isotropic,raw,6,1,0.008509888746080706,0.0036522821834902484,0.01173794347675546,0.3262946480631101,0.3223144365616052,0.043705496521061774,1.0484014229375063,0.9999999999999942,0.3074341845685481,0.043705496521018315,0.9054842221586719,0.9980898295738513,0.02383172725485883,0.0018356770883213268
0,isotropic,raw,7,0,0.008509888746080706,0.00014222328378851146,0.008452249068979715,0.3262946480631101,0.32108172368582,0.03646950242475131,1.0484014229375063,0.9999999999999942,0.3062583822004722,0.03646950242471505,0.9062058033319496,0.9986699753928937,0.08730800474400267,0.001397786950966178
0,isotropic,raw,8,0,0.008509888746080706,0.00014188678388488176,0.008447433169934158,0.3262946480631101,0.3212899924177332,0.03424997289616827,1.0484014229375063,0.9999999999999942,0.306457035814781,0.03424997289613421,0.906084085199618,0.998826939356614,0.09395878197558119,0.0012514546339938237
0,isotropic,raw,9,0,0.008509888746080706,0.0001642243203747698,0.008446091914890078,0.3262946480631101,0.32189183055045467,0.034039297943474295,1.0484014229375063,0.9999999999999942,0.30703108895850395,0.03403929794344045,0.9057319104129552,0.9988413261955177,0.0773559057428685,0.001209846568098108
0,isotropic,raw,10,0,0.008509888746080706,0.00015994130202784035,0.00843748749316843,0.3262946480631101,0.321709744630504,0.031957634111497504,1.0484014229375063,0.9999999999999942,0.3068574093774134,0.03195763411146573,0.9058385303101826,0.9989787096219976,0.09482207844452929,0.0011005544281223743
0,isotropic,raw,11,0,0.008509888746080706,0.00012164340717846068,0.00846179911406192,0.3262946480631101,0.3248964344053554,0.029923542924205463,1.0484014229375063,0.9999999999999942,0.30989697962706036,0.02992354292417571,0.9039638620180254,0.9991045815788651,0.0007758569670602561,0.0009513881786279521
0,isotropic,raw,12,0,0.008509888746080706,7.566469438662624e-05,0.008480004381616255,0.3262946480631101,0.3262016331715862,0.02672953793082406,1.0484014229375063,0.9999999999999942,0.3111419214381584,0.026729537930797485,0.9031907047237708,0.9992855318020061,-0.037490532847757614,0.0007093837466134613
0,isotropic,raw,13,0,0.008509888746080706,4.398818180582851e-05,0.00850195023806476,0.3262946480631101,0.326903837042037,0.024887582798648805,1.0484014229375063,0.9999999999999942,0.3118117067466165,0.024887582798624058,0.902773459535762,0.9993806082224417,-0.06252042238605485,0.0006543356950146468
0,isotropic,raw,14,0,0.008509888746080706,4.84158487128939e-05,0.008499227922621012,0.3262946480631101,0.3269621803043509,0.024566360433310914,1.0484014229375063,0.9999999999999942,0.3118673564825262,0.024566360433286485,0.9027387519606009,0.9993964939350618,-0.06471246360630531,0.00061979630297694
0,isotropic,raw,15,0,0.008509888746080706,1.9970979132313273e-05,0.008502415538083953,0.3262946480631101,0.32708508387386864,0.023289188057429848,1.0484014229375063,0.9999999999999942,0.3119845859776687,0.023289188057406693,0.9026656181123427,0.9994576137196267,-0.06950013918340896,0.000531998466872806
0,isotropic,raw,16,0,0.008509888746080706,1.8639499615181653e-05,0.008500361748300492,0.3262946480631101,0.32647511225440656,0.019945597220267727,1.0484014229375063,0.9999999999999942,0.31140277484491347,0.019945597220247895,0.9030283118188881,0.9996021731515277,-0.039592207992290844,0.00040740789058919607
0,isotropic,raw,17,0,0.008509888746080706,2.3405736511093826e-05,0.008502892279796066,0.3262946480631101,0.3265384399042582,0.019199418261296754,1.0484014229375063,0.9999999999999942,0.31146317885473834,0.019199418261277666,0.9029906882177012,0.9996313823384285,-0.04209154084283693,0.0003744885107825178
0,isotropic,raw,18,0,0.008509888746080706,1.88257459050899e-05,0.00850277668504956,0.3262946480631101,0.3282487212750187,0.0158651469278136,1.0484014229375063,0.9999999999999942,0.31309450187027454,0.015865146927797825,0.9019718328986046,0.9997482971129594,-0.14696741167901387,0.00022702733771992606
0,isotropic,raw,19,0,0.008509888746080706,1.7638367530872015e-05,0.008502551564635353,0.3262946480631101,0.32798138232755,0.015422657844776203,1.0484014229375063,0.9999999999999942,0.3128395051279777,0.015422657844760868,0.902131444031282,0.9997621416250034,-0.13259754619010186,0.00021666645646438337
0,isotropic,raw,20,0,0.008509888746080706,9.684585299189785e-06,0.008506486236556282,0.3262946480631101,0.32774468005698537,0.01455180609232113,1.0484014229375063,0.9999999999999942,0.3126137306627913,0.014551806092306661,0.9022726554010918,0.999788244939452,-0.12162566818761228,0.00018763139434216087
0,isotropic,response,0,0,0.008509888746080706,0.9999999999998911,0.9941112725359517,0.3262946480631101,1.0484014229375063,0.9999999999999942,1.0484014229375063,0.9999999999999942,0.9999999999990461,0.9999999999989999,1.907807245515869e-12,2.000177801164682e-12,-0.9503408249291923,484.8505348546102
