n_ctx,n_tgt,cap,r_T,r_T_strict,r_T_over_cap,r_T_strict_over_cap,rank_tau_task,krr_risk_total,krr_signal_total,krr_risk_per_tgt,krr_signal_per_tgt,krr_risk_over_signal,top_sval,tail_at_32,tail_at_48,tail_at_64,participation_rank,entropy_rank,episode
47.0,64.0,47.0,18.0,28.0,0.3829787234042553,0.5957446808510638,0.061393758084971155,4.486367940264852,59.51363205973526,0.07009949906663832,0.9299005009333634,0.07538387063591921,6.261287310125901,0.005582630575503129,0.0,0.0,2.2104403120961367,3.901070992651587,30
47.0,64.0,47.0,17.0,26.0,0.3617021276595745,0.5531914893617021,0.05796011699065538,4.029282758456208,59.97071724154367,0.06295754310087825,0.9370424568991198,0.06718750323140918,6.467489694840333,0.004179788524816794,0.0,0.0,1.9911965221106107,3.407318175015861,31
47.0,128.0,47.0,19.0,32.0,0.40425531914893614,0.6808510638297872,0.06496314534777228,9.962833229889132,118.03716677011062,0.07783463460850884,0.9221653653914892,0.08440420506951576,8.831576354022642,0.009063095824033801,0.0,0.0,2.1997037054488864,3.910078589148668,0
47.0,128.0,47.0,19.0,32.0,0.40425531914893614,0.6808510638297872,0.05627108923221809,7.623301020422379,120.376698979577,0.059557039222049836,0.9404429607779453,0.06332870966760501,8.99150613616639,0.009778151001089338,0.0,0.0,2.1379540723318624,3.807631163739867,1
47.0,128.0,47.0,18.0,31.0,0.3829787234042553,0.6595744680851063,0.06637040137905463,10.36381858593567,117.63618141406465,0.08096733270262242,0.9190326672973801,0.08810060358433633,8.897009599510678,0.008182426128585421,0.0,0.0,2.1285425659914092,3.748433572349942,2
47.0,128.0,47.0,19.0,31.0,0.40425531914893614,0.6595744680851063,0.058042269690848844,8.079983063136961,119.92001693686379,0.06312486768075751,0.9368751323192483,0.0673781014173046,9.056226434732707,0.008107239848691137,0.0,0.0,2.067645965238777,3.6404724452679997,3
47.0,128.0,47.0,17.0,29.0,0.3617021276595745,0.6170212765957447,0.06453168002286293,9.841073506560356,118.15892649343901,0.07688338677000278,0.9231166132299923,0.08328675453146332,8.955798159180203,0.006167862035572725,0.0,0.0,2.09600841149948,3.66463148067212,4
47.0,128.0,47.0,18.0,29.0,0.3829787234042553,0.6170212765957447,0.06305026819886712,9.427325212708627,118.57267478729091,0.07365097822428615,0.9263490217757102,0.07950672639898149,9.000241405427634,0.006135995869870362,0.0,0.0,2.0716341637908244,3.6367997386716757,5
47.0,128.0,47.0,18.0,29.0,0.3829787234042553,0.6170212765957447,0.06401064417648467,9.69478702462752,118.30521297537256,0.0757405236299025,0.9242594763700981,0.08194725135777059,8.922027480791638,0.007154765336755099,0.0,0.0,2.1284930335322394,3.733781548841592,6
47.0,128.0,47.0,18.0,30.0,0.3829787234042553,0.6382978723404256,0.06478084881234718,9.91132071577605,118.08867928422504,0.07743219309200039,0.9225678069080081,0.08393116745696365,8.815719748082472,0.007028533635116678,0.0,0.0,2.2152739709180813,3.9250345879310364,7
47.0,128.0,47.0,18.0,30.0,0.3829787234042553,0.6382978723404256,0.06222172240495225,9.198872826002704,118.80112717399749,0.07186619395314613,0.9281338060468554,0.07743085478077874,8.869622452924977,0.007163517718986594,0.0,0.0,2.1925309846215244,3.8975691976067743,8
47.0,128.0,47.0,18.0,29.0,0.3829787234042553,0.6170212765957447,0.06253377771430359,9.284663226202685,118.71533677379671,0.07253643145470848,0.9274635685452868,0.07820946710443863,8.954066131796345,0.006865108236213163,0.0,0.0,2.112884439343113,3.7058884387868325,9
47.0,128.0,47.0,19.0,32.0,0.40425531914893614,0.6808510638297872,0.06412390514036913,9.726516127759114,118.27348387224121,0.07598840724811808,0.9240115927518845,0.08223750420902115,8.817167575154711,0.009540043128377834,0.0,0.0,2.22049835230653,3.9520885426243137,10
47.0,128.0,47.0,19.0,32.0,0.40425531914893614,0.6808510638297872,0.0591841430087133,8.380009049687873,119.61999095031145,0.0654688207006865,0.9345311792993082,0.07005525567351654,9.021211187257075,0.009282525033073313,0.0,0.0,2.089689384600237,3.728099802332842,11
47.0,128.0,47.0,18.0,29.0,0.3829787234042553,0.6170212765957447,0.06827397397148095,10.915411068931773,117.08458893106823,0.08527664897602948,0.9147233510239705,0.09322671043716917,8.785181550153133,0.006905698699393555,0.0,0.0,2.2083360081422416,3.9000295306166137,12
47.0,128.0,47.0,18.0,30.0,0.3829787234042553,0.6382978723404256,0.06626417284297334,10.33334579070756,117.66665420929209,0.08072926398990281,0.9192707360100945,0.08781881205126892,8.904021994035931,0.007902224080411448,0.0,0.0,2.1240230285931347,3.752483062106852,13
47.0,128.0,47.0,19.0,33.0,0.40425531914893614,0.7021276595744681,0.06922699926730562,11.19543154589633,116.80456845410373,0.08746430895231508,0.9125356910476854,0.09584754855111065,8.73960125958467,0.010263929175914194,0.0,0.0,2.243226380926532,4.032434472523529,14
47.0,128.0,47.0,17.0,29.0,0.3617021276595745,0.6170212765957447,0.06905708747101705,11.14532185822227,116.85467814177733,0.08707282701736148,0.9129271729826354,0.09537762659959398,8.769240074396674,0.006129085647690577,0.0,0.0,2.2122256256167137,3.8852532014795247,15
47.0,128.0,47.0,19.0,33.0,0.40425531914893614,0.7021276595744681,0.06296233329799292,9.402977751439712,118.5970222485608,0.07346076368312275,0.9265392363168813,0.07928510828655093,8.897598883662054,0.010207618480737916,0.0,0.0,2.1614676542193103,3.869179967503225,16
47.0,128.0,47.0,19.0,31.0,0.40425531914893614,0.6595744680851063,0.0626834951186364,9.32593177671903,118.67406822328039,0.07285884200561742,0.927141157994378,0.07858441120576228,8.901636722574873,0.008673262535875548,0.0,0.0,2.1610923953871426,3.8842514736963154,17
47.0,128.0,47.0,18.0,30.0,0.3829787234042553,0.6382978723404256,0.0658054892460314,10.202147831730995,117.79785216826936,0.0797042799353984,0.9202957200646044,0.08660724829819107,8.819314005084484,0.007189578425155993,0.0,0.0,2.2012492853124423,3.8937351316144047,18
47.0,128.0,47.0,18.0,29.0,0.3829787234042553,0.6170212765957447,0.06483440207272294,9.92644319367571,118.07355680632385,0.07755033745059148,0.9224496625494051,0.08406999384255001,8.973533791634805,0.006448588247935176,0.0,0.0,2.07549233342409,3.612405333644972,19
47.0,128.0,47.0,18.0,32.0,0.3829787234042553,0.6808510638297872,0.07045182179025099,11.55900276470851,116.44099723529216,0.09030470909928523,0.90969529090072,0.09926918387130565,8.62589497899183,0.008800174780670631,0.0,0.0,2.3322213168569834,4.146071530117641,20
47.0,128.0,47.0,18.0,31.0,0.3829787234042553,0.6595744680851063,0.061901754141664364,9.111224772541261,118.8887752274593,0.0711814435354786,0.9288185564645258,0.07663654331630122,8.850757730970242,0.008696793077785116,0.0,0.0,2.2098574566577103,3.925994866718653,21
47.0,128.0,47.0,19.0,32.0,0.40425531914893614,0.6808510638297872,0.06138808348619136,8.971193513050551,119.02880648694969,0.07008744932070743,0.9299125506792945,0.075369935882152,8.872860300505652,0.008984957990317288,0.0,0.0,2.196384239706217,3.9083572479505437,22
47.0,128.0,47.0,19.0,33.0,0.40425531914893614,0.7021276595744681,0.06539325145668103,10.084764944886887,117.91523505511346,0.0787872261319288,0.9212127738680739,0.08552554672153427,8.756858297840001,0.011053604028831217,0.0,0.0,2.2663030456205426,4.093206716381906,23
47.0,128.0,47.0,19.0,34.0,0.40425531914893614,0.723404255319149,0.06446622426978076,9.822650891179073,118.17734910882085,0.07673946008733651,0.9232605399126629,0.08311788143203341,8.756944740274909,0.011735501043567055,0.0,0.0,2.273958971714727,4.105960247102608,24
47.0,128.0,47.0,18.0,31.0,0.3829787234042553,0.6595744680851063,0.06213905066445622,9.1761958816989,118.82380411830117,0.07168903032577266,0.9283109696742279,0.07722523234959712,8.902141243631853,0.008239565443301107,0.0,0.0,2.1603715715165728,3.8029986992970723,25
47.0,128.0,47.0,17.0,30.0,0.3617021276595745,0.6382978723404256,0.06602356116202256,10.264446088219763,117.73555391178083,0.0801909850642169,0.9198090149357877,0.08718221257030667,8.830371704145538,0.007563613194068214,0.0,0.0,2.187797751229396,3.8410870830643757,26
47.0,128.0,47.0,18.0,30.0,0.3829787234042553,0.6382978723404256,0.06512280529434471,10.008031064181823,117.99196893581899,0.0781877426889205,0.9218122573110858,0.08481959538810262,8.90720358131534,0.00715920531571053,0.0,0.0,2.131923266911352,3.7763058066247304,27
47.0,128.0,47.0,18.0,31.0,0.3829787234042553,0.6595744680851063,0.06550169737781325,10.115595575677906,117.88440442432145,0.07902809043498364,0.9209719095650113,0.08580944718749252,8.89705485031698,0.008446109571813049,0.0,0.0,2.136038123400469,3.7573189160078235,28
47.0,128.0,47.0,19.0,32.0,0.40425531914893614,0.6808510638297872,0.06449567940397097,9.830939478051315,118.16906052194824,0.0768042146722759,0.9231957853277206,0.08319385323559608,8.784666012007774,0.00990588564799543,0.0,0.0,2.2464356327917256,4.031553725915669,29
47.0,128.0,47.0,18.0,30.0,0.3829787234042553,0.6382978723404256,0.06615252989335282,10.301355442766214,117.6986445572335,0.08047933939661105,0.9195206606033867,0.08752314422581878,8.874944985026922,0.0074926393017675655,0.0,0.0,2.1485409534685918,3.7758245620434767,30
47.0,128.0,47.0,18.0,29.0,0.3829787234042553,0.6170212765957447,0.06232352731975818,9.226827527333798,118.77317247266645,0.0720845900572953,0.9279154099427066,0.07768444115153288,8.93062992706337,0.00636257878005841,0.0,0.0,2.1376600561041723,3.77689066562127,31
47.0,256.0,47.0,19.0,33.0,0.40425531914893614,0.7021276595744681,0.07049971397947324,23.146604013972393,232.85339598602752,0.09041642192957966,0.90958357807042,0.0994041934237507,12.331534049571811,0.010564899036656153,0.0,0.0,2.2493994282255105,4.052874232570921,0
47.0,256.0,47.0,19.0,32.0,0.40425531914893614,0.6808510638297872,0.0633883433088592,19.042308980553234,236.95769101944805,0.07438401945528607,0.9256159805447189,0.08036164134883589,12.414749118218774,0.009521008751690763,0.0,0.0,2.265417418787819,4.103057814927736,1
47.0,256.0,47.0,19.0,30.0,0.40425531914893614,0.6382978723404256,0.05885234101038763,16.58476292882341,239.41523707117676,0.06478423019071644,0.9352157698092842,0.06927196084805909,12.876953217883136,0.007890967927349233,0.0,0.0,2.0220836954009433,3.544820669991668,2
47.0,256.0,47.0,19.0,32.0,0.40425531914893614,0.6808510638297872,0.0617405646323765,18.13438594042721,237.86561405957252,0.0708374450797938,0.9291625549202052,0.07623794642249321,12.613462072534148,0.009349032689876583,0.0,0.0,2.152816422026264,3.823518325715337,3
47.0,256.0,47.0,18.0,31.0,0.3829787234042553,0.6595744680851063,0.06348785585728252,19.097680719205986,236.90231928079245,0.07460031530939838,0.9253996846905955,0.08061415682710163,12.702571098081535,0.00784440734826335,0.0,0.0,2.0848604211351702,3.6784794926978797,4
47.0,256.0,47.0,19.0,31.0,0.40425531914893614,0.6595744680851063,0.060556053581319956,17.492322971620734,238.5076770283789,0.06832938660789349,0.9316706133921051,0.07334071250687386,12.658741429518626,0.008397110426285789,0.0,0.0,2.136915098771868,3.801734346056948,5
47.0,256.0,47.0,18.0,29.0,0.3829787234042553,0.6170212765957447,0.06492516077371659,19.904182990793828,236.09581700920654,0.07775071480778839,0.922249285192213,0.08430553002985894,12.635486636093018,0.007130730665098203,0.0,0.0,2.1109292459066302,3.715303099904211,6
47.0,256.0,47.0,19.0,33.0,0.40425531914893614,0.7021276595744681,0.06520708038725472,20.063838178158193,235.93616182184186,0.07837436788343044,0.9216256321165698,0.08503926665259794,12.518210468546515,0.01038745525317238,0.0,0.0,2.182030372603743,3.9079275263804027,7
47.0,256.0,47.0,19.0,34.0,0.40425531914893614,0.723404255319149,0.06672423417384299,20.931113891730778,235.06888610827042,0.08176216363957335,0.9182378363604313,0.08904246852171675,12.356627326420027,0.011432425910261975,0.0,0.0,2.271214900830705,4.104686956636434,8
47.0,256.0,47.0,18.0,31.0,0.3829787234042553,0.6595744680851063,0.06701529800793525,21.09903992032004,234.90096007967827,0.08241812468875015,0.9175818753112432,0.08982100334184742,12.46247196077763,0.008760866280636301,0.0,0.0,2.197169693281351,3.9011473927029447,9
47.0,256.0,47.0,19.0,33.0,0.40425531914893614,0.7021276595744681,0.06322865792565112,18.953582874163377,237.0464171258352,0.07403743310220069,0.9259625668977938,0.07995726366158008,12.47486962101708,0.010447076991873297,0.0,0.0,2.2276285274194954,3.9954431143801195,10
47.0,256.0,47.0,18.0,32.0,0.3829787234042553,0.6808510638297872,0.06851239738527844,21.970453245750825,234.02954675424996,0.08582208299121416,0.9141779170087889,0.09387897190956615,12.486022189610422,0.009474179530827622,0.0,0.0,2.169736820128715,3.8688172154395706,11
47.0,256.0,47.0,19.0,32.0,0.40425531914893614,0.6808510638297872,0.06390050365303729,19.327939186616593,236.67206081338455,0.07549976244772107,0.9245002375522834,0.08166548734223662,12.53688358158921,0.009090662459916488,0.0,0.0,2.1810086911375506,3.8811411181898845,12
47.0,256.0,47.0,19.0,32.0,0.40425531914893614,0.6808510638297872,0.06490289948850424,19.891596386751065,236.1084036132474,0.07770154838574635,0.9222984516142476,0.08424772724029768,12.512697080801228,0.009241802528283749,0.0,0.0,2.188165108172529,3.913496409161178,13
47.0,256.0,47.0,19.0,32.0,0.40425531914893614,0.6808510638297872,0.06247037980352974,18.53441829460853,237.4655817053927,0.07240007146331456,0.9275999285366903,0.07805096705594512,12.533311522534898,0.00925816450395651,0.0,0.0,2.1978888553309712,3.9299086358079367,14
47.0,256.0,47.0,19.0,34.0,0.40425531914893614,0.723404255319149,0.05939795799505043,16.87333875380092,239.12666124620094,0.06591147950703484,0.9340885204929724,0.0705623482796355,12.607299112889255,0.01153452416380298,0.0,0.0,2.179489883659088,3.9113168627788513,15
47.0,256.0,47.0,19.0,32.0,0.40425531914893614,0.6808510638297872,0.06425472078857702,19.526423196584936,236.47357680341585,0.07627509061165991,0.9237249093883432,0.08257338287235987,12.518149100597066,0.009309237673214801,0.0,0.0,2.1907752874798208,3.920422880061336,16
47.0,256.0,47.0,19.0,31.0,0.40425531914893614,0.6595744680851063,0.06153570065157859,18.022699022625112,237.97730097737485,0.07040116805712934,0.9295988319428705,0.07573284909361377,12.729723774268539,0.008996711359309016,0.0,0.0,2.0855159104466425,3.6914257966489417,17
47.0,256.0,47.0,20.0,34.0,0.425531914893617,0.723404255319149,0.06143619767476434,17.96854859872358,238.03145140127683,0.07018964296376398,0.9298103570362376,0.07548812769465438,12.588191297688232,0.012566778505476037,0.0,0.0,2.1745818413148257,3.93734152749333,18
47.0,256.0,47.0,18.0,32.0,0.3829787234042553,0.6808510638297872,0.06631701808798054,20.697001775917325,235.302998224083,0.08084766318717705,0.9191523368128243,0.08795893776163079,12.537742927447537,0.009392083551134094,0.0,0.0,2.1572794554512758,3.8209919284733664,19
47.0,256.0,47.0,19.0,33.0,0.40425531914893614,0.7021276595744681,0.06408413591290925,19.430741327796042,236.56925867220468,0.07590133331170329,0.9240986666882995,0.08213552951408451,12.524492852691628,0.010764200351357566,0.0,0.0,2.188905592961296,3.9217709712748547,20
47.0,256.0,47.0,18.0,31.0,0.3829787234042553,0.6595744680851063,0.06726255567680196,21.242077199835215,234.75792280016373,0.08297686406185631,0.9170231359381396,0.09048502792349768,12.45954745472105,0.008269721120727368,0.0,0.0,2.198449368840156,3.9181908864423303,21
47.0,256.0,47.0,18.0,30.0,0.3829787234042553,0.6382978723404256,0.0676045843931029,21.440518470845312,234.55948152915448,0.0837520252767395,0.9162479747232597,0.09140759661928345,12.451663990208997,0.007425186878735201,0.0,0.0,2.200174417811513,3.920114062969188,22
47.0,256.0,47.0,19.0,33.0,0.40425531914893614,0.7021276595744681,0.058699563500346046,16.504312453911776,239.49568754608862,0.06446997052309288,0.9355300294769087,0.06891277510262314,12.689487830045486,0.010085923178188027,0.0,0.0,2.1346573162398874,3.808033137547172,23
47.0,256.0,47.0,19.0,33.0,0.40425531914893614,0.7021276595744681,0.0656096803839773,20.292658613710024,235.70734138628904,0.07926819770980478,0.9207318022901916,0.0860926032017531,12.484802003601414,0.010519272998313832,0.0,0.0,2.2002603954917084,3.9689681131643795,24
47.0,256.0,47.0,20.0,32.0,0.425531914893617,0.6808510638297872,0.06017181532976006,17.285985339860705,238.71401466013893,0.06752338023383088,0.9324766197661677,0.07241294720157497,12.56767541331942,0.009526967881829483,0.0,0.0,2.1975563294196565,3.9517339414710637,25
47.0,256.0,47.0,19.0,33.0,0.40425531914893614,0.7021276595744681,0.06036474131351022,17.389467875245792,238.61053212475386,0.06792760888767888,0.9320723911123198,0.07287803987694015,12.698109583233936,0.010147801010357026,0.0,0.0,2.115088105508489,3.7604941494813957,26
47.0,256.0,47.0,19.0,35.0,0.40425531914893614,0.7446808510638298,0.06495675776814806,19.922053141341166,236.07794685865838,0.07782052008336393,0.9221794799166343,0.08438760759499728,12.43362405332753,0.013697908918553617,0.0,0.0,2.239335168874096,4.055146016934825,27
47.0,256.0,47.0,19.0,34.0,0.40425531914893614,0.723404255319149,0.06749384420826675,21.376194826952826,234.62380517304743,0.08350076104278448,0.9164992389572165,0.09110838012019566,12.403088762875901,0.011225835675609025,0.0,0.0,2.2330774509560913,4.022781262346758,28
47.0,256.0,47.0,19.0,32.0,0.40425531914893614,0.6808510638297872,0.061298102066765316,17.89350019806199,238.10649980193864,0.06989648514867965,0.9301035148513228,0.07514914633975157,12.636060406826255,0.009201268682408968,0.0,0.0,2.143677860641033,3.8127829424589006,29
47.0,256.0,47.0,19.0,33.0,0.40425531914893614,0.7021276595744681,0.06314292592965956,18.906012525973406,237.09398747402724,0.07385161142958362,0.9261483885704189,0.07974058189916945,12.57534222416339,0.010297318684532295,0.0,0.0,2.1655914892841626,3.8743570866925507,30
47.0,256.0,47.0,19.0,34.0,0.40425531914893614,0.723404255319149,0.06266303601557255,18.640576482751076,237.3594235172498,0.07281475188574639,0.9271852481142571,0.07853312165377886,12.475297240370082,0.011266296846722701,0.0,0.0,2.232545910037233,4.0148910156893205,31
96.0,64.0,64.0,20.0,33.0,0.3125,0.515625,0.04253293808451131,2.234730240706666,61.765269759293176,0.03491766001104166,0.9650823399889559,0.036181016442017454,6.512653069955577,0.010378048017726729,0.0013916233885948191,0.0,2.05091266143309,3.618977846134676,0
96.0,64.0,64.0,22.0,38.0,0.34375,0.59375,0.053050209314827824,3.410377436971121,60.58962256302869,0.053287147452673767,0.9467128525473233,0.05628649416694089,6.1618612413827725,0.01725075405925785,0.00291476924506839,0.0,2.422729550475224,4.528388262400321,1
96.0,64.0,64.0,20.0,36.0,0.3125,0.5625,0.05084728443052419,3.1466608521776536,60.853339147823036,0.04916657581527584,0.9508334241847349,0.05170892667917255,6.337924253708937,0.014434904922157325,0.0021465970155511113,0.0,2.20323536329282,3.9718369609409785,2
96.0,64.0,64.0,20.0,34.0,0.3125,0.53125,0.047310528904621486,2.742247571001389,61.257752428999694,0.042847618296896706,0.9571523817031202,0.0447657229047005,6.357108592932688,0.011601205364934704,0.001711530083678909,0.0,2.2070869939383737,3.9721282178619957,3
96.0,64.0,64.0,20.0,36.0,0.3125,0.5625,0.04572652218460885,2.568942197008196,61.43105780299177,0.04013972182825306,0.9598602781717465,0.0418182966219905,6.321000345388184,0.013635470232192047,0.002232173189504282,0.0,2.260542725486668,4.076208745829393,4
96.0,64.0,64.0,21.0,37.0,0.328125,0.578125,0.050915655974786776,3.1547114184076,60.84528858159281,0.04929236591261875,0.9507076340873877,0.05184808046685681,6.301116718016414,0.014800448830039859,0.0025292235264422957,0.0,2.2524827853758587,4.093084035054855,5
