n_ctx,n_tgt,cap,r_T,r_T_strict,r_T_over_cap,r_T_strict_over_cap,rank_tau_task,krr_risk_total,krr_signal_total,krr_risk_per_tgt,krr_signal_per_tgt,krr_risk_over_signal,top_sval,tail_at_32,tail_at_48,tail_at_64,participation_rank,entropy_rank,episode
96.0,64.0,64.0,20.0,33.0,0.3125,0.515625,0.04533029076610063,2.52636390146822,61.4736360985314,0.03947443596044094,0.9605255640395531,0.04109670521878457,6.496136957065382,0.010953128715997278,0.001632777479465544,0.0,2.0557734717323726,3.6801838037858072,6
96.0,64.0,64.0,21.0,39.0,0.328125,0.609375,0.053262345289114034,3.4362393103173665,60.563760689683015,0.05369123922370885,0.9463087607762971,0.056737548513936156,6.1398422403132376,0.018882384056966704,0.0030722374567033446,0.0,2.449889935524656,4.536114693254669,7
96.0,64.0,64.0,20.0,35.0,0.3125,0.546875,0.04889629022544482,2.920628866377614,61.07937113362381,0.04563482603715022,0.954365173962872,0.047816943956218605,6.26662997564646,0.013442501348437554,0.0019626145553437693,0.0,2.3075118319971613,4.164288735802929,8
96.0,64.0,64.0,21.0,37.0,0.328125,0.578125,0.048301772416558704,2.8531852429869655,61.14681475701326,0.044581019421671336,0.9554189805783322,0.046661224371620624,6.35112982351593,0.014620150333375999,0.0023187971344631195,0.0,2.2109984022233986,4.023272934750975,9
96.0,64.0,64.0,20.0,34.0,0.3125,0.53125,0.049905029059200856,3.036601423360357,60.96339857663978,0.04744689724000558,0.9525531027599966,0.04981023850799363,6.424972597851893,0.011955561709559828,0.0014866703418580352,0.0,2.10827566327273,3.782697229665968,10
96.0,64.0,64.0,21.0,38.0,0.328125,0.59375,0.05000929307512477,3.04869805269767,60.951301947302326,0.047635907073401096,0.9523640929265988,0.05001858787747444,6.229757848731718,0.016711736212995962,0.002857485360836463,0.0,2.3504548354285064,4.301404431185825,11
96.0,64.0,64.0,20.0,33.0,0.3125,0.515625,0.04987023247741841,3.032568903211475,60.96743109678934,0.047383889112679295,0.9526161108873334,0.049740801747035164,6.4740544906831206,0.010103757222334891,0.0015481612726736618,0.0,2.051204424591826,3.669616002354986,12
96.0,64.0,64.0,21.0,36.0,0.328125,0.5625,0.04712547044906092,2.721747093889254,61.27825290611198,0.04252729834201959,0.9574727016579997,0.04441619930090628,6.323916742491149,0.014008752319485014,0.0025807802432621847,0.0,2.251796896277057,4.077233627848203,13
96.0,64.0,64.0,20.0,35.0,0.3125,0.546875,0.048082387077686965,2.8284687711175804,61.17153122888247,0.044194824548712194,0.9558051754512886,0.04623831894177037,6.326693062375093,0.012861185050512583,0.0021479221943821536,0.0,2.241008474241303,4.054024420351286,14
96.0,64.0,64.0,21.0,38.0,0.328125,0.59375,0.04602162195776685,2.6008551139512157,61.39914488604858,0.040638361155487746,0.9593616388445091,0.042359793752472154,6.419257075085337,0.015738399148932377,0.0022499482188117308,0.0,2.1444739362527474,3.9126966619875825,15
96.0,64.0,64.0,21.0,34.0,0.328125,0.53125,0.044222395632233076,2.408973215322608,61.59102678467665,0.03764020648941575,0.9623597935105727,0.03911240550907494,6.4654138050324645,0.012014725903154576,0.0018721115290505834,0.0,2.098393119131972,3.7753710573979387,16
96.0,64.0,64.0,21.0,37.0,0.328125,0.578125,0.05012386701385818,3.0620143924676393,60.937985607532134,0.047843974882306864,0.9521560251176896,0.05024804088845881,6.194650630318562,0.015358424838946534,0.002510863129444874,0.0,2.3997483939224593,4.389621107238741,17
96.0,64.0,64.0,21.0,36.0,0.328125,0.5625,0.046424454645516686,2.6446958307593373,61.35530416924126,0.041323372355614646,0.9586766276443947,0.0431045997826727,6.328006248454438,0.013891354074988862,0.0021610495057326996,0.0,2.2500780067135295,4.055056615576032,18
96.0,64.0,64.0,20.0,38.0,0.3125,0.59375,0.05380205595399902,3.5024010760658113,60.49759892393428,0.0547250168135283,0.9452749831864731,0.057893224497544825,6.1254526928967445,0.01670505171979823,0.002733746083664676,0.0,2.4636495296937224,4.539727608282517,19
96.0,64.0,64.0,21.0,36.0,0.328125,0.5625,0.04340606540847666,2.3240562764571884,61.675943723542694,0.03631337931964357,0.9636866206803546,0.03768173028489909,6.426209382542352,0.014146735024208485,0.0020392510535210714,0.0,2.1501236707258533,3.8654745239615003,20
96.0,64.0,64.0,20.0,35.0,0.3125,0.546875,0.051195847860024,3.1877938909942354,60.81220610900603,0.04980927954678493,0.9501907204532192,0.05242029676213447,6.362471707418295,0.013188205263386965,0.0015928643408236263,0.0,2.174315235800102,3.9755141448929936,21
96.0,64.0,64.0,20.0,36.0,0.3125,0.5625,0.05187761770982067,3.2688968351650143,60.73110316483467,0.05107651304945335,0.9489234869505417,0.05382574438492598,6.328495434291034,0.013713786329471329,0.002304545083481561,0.0,2.2081001989671516,3.9868477767565147,22
96.0,64.0,64.0,20.0,34.0,0.3125,0.53125,0.042601437613113094,2.2416818021127813,61.75831819788769,0.03502627815801221,0.9649737218419951,0.03629764973407933,6.552041424192045,0.01120142762016468,0.001466925243648781,0.0,2.01088281882083,3.5806574519875563,23
96.0,64.0,64.0,21.0,38.0,0.328125,0.59375,0.052058774003571555,3.29059076649281,60.70940923350751,0.051415480726450156,0.9485845192735548,0.054202319015098754,6.201529444263212,0.016214384379699475,0.002669647983790851,0.0,2.3751829810454166,4.378502363535015,24
96.0,64.0,64.0,21.0,38.0,0.328125,0.59375,0.04897125543649418,2.9291810454848513,61.07081895451549,0.0457684538357008,0.9542315461643045,0.047963677180527214,6.256551483428497,0.017022415382223464,0.002560730726376645,0.0,2.330373658180288,4.315718146398972,25
96.0,64.0,64.0,21.0,36.0,0.328125,0.5625,0.04471759958825884,2.4611404861077837,61.53885951389221,0.03845532009543412,0.9615446799045658,0.03999327425871694,6.4423755988733475,0.013506243623726637,0.0020050759653305558,0.0,2.123474712313409,3.82541576416346,26
96.0,64.0,64.0,20.0,34.0,0.3125,0.53125,0.045987255330208504,2.5971297589484648,61.402870241051346,0.04058015248356976,0.9594198475164273,0.0422965530561158,6.406087466476147,0.01160750042534061,0.002038158094100317,0.0,2.1535545840089156,3.8221916691081983,27
96.0,64.0,64.0,21.0,36.0,0.328125,0.5625,0.047717007823273955,2.7875100799670505,61.212489920033214,0.043554844999485164,0.956445155000519,0.04553825671212775,6.343404521435325,0.014391639614600974,0.002068984336789244,0.0,2.2201774832282384,4.029865843923643,28
96.0,64.0,64.0,21.0,36.0,0.328125,0.5625,0.04331900851900718,2.3150800736788577,61.68491992632134,0.03617312615123215,0.963826873848771,0.037530729981396324,6.482930151517459,0.014228508848237089,0.0020299950392982566,0.0,2.0856752623078942,3.7707528651200226,29
96.0,64.0,64.0,19.0,33.0,0.296875,0.515625,0.04704211677811903,2.712535087549472,61.287464912450965,0.0423833607429605,0.9576166392570463,0.04425921501932376,6.473488913017759,0.010019866388330637,0.0012402649123084476,0.0,2.065188917895913,3.634585795603088,30
96.0,64.0,64.0,20.0,38.0,0.3125,0.59375,0.054256696134492396,3.5585382934935783,60.44146170650739,0.05560216083583716,0.944397839164178,0.05887578150861285,6.192572592637476,0.015991146437176054,0.0026737411288940338,0.0,2.370830075989848,4.377158023860542,31
96.0,128.0,96.0,23.0,45.0,0.23958333333333334,0.46875,0.05147818708726375,6.442553757432678,121.55744624256725,0.050332451229942794,0.9496675487700567,0.05300007491582657,8.795623748528318,0.026391996786095235,0.006858583111803794,0.001111203633564236,2.3626064561898894,4.458304922841559,0
96.0,128.0,96.0,23.0,44.0,0.23958333333333334,0.4583333333333333,0.043289171183442825,4.6240143446883515,123.37598565531275,0.036125112067877746,0.9638748879321308,0.037479046834988324,8.979692259501709,0.0230934465014755,0.00611120697788605,0.0009420801517200133,2.2508883769325085,4.1738034577565655,1
96.0,128.0,96.0,21.0,44.0,0.21875,0.4583333333333333,0.05030884555151098,6.167130953552595,121.83286904644635,0.04818071057462965,0.9518192894253621,0.05061959881451572,8.817300482763752,0.024257507276724682,0.006119749634803381,0.0007972058857266824,2.350354047607818,4.400743252622706,2
96.0,128.0,96.0,21.0,42.0,0.21875,0.4375,0.049690982211636744,6.023664038215812,121.97633596178429,0.04705987529856103,0.9529401247014397,0.04938387426314398,8.813428480425102,0.021362545472552646,0.005017881297042226,0.0008130893282588919,2.3565217800326144,4.375103914947065,3
96.0,128.0,96.0,22.0,46.0,0.22916666666666666,0.4791666666666667,0.04964981916647991,6.014157110420196,121.98584288957845,0.04698560242515778,0.9530143975748316,0.04930209086528311,8.728417606251147,0.027665524027081008,0.007932015374771272,0.0010337591951670717,2.4418513360940297,4.600269598949203,4
96.0,128.0,96.0,21.0,43.0,0.21875,0.4479166666666667,0.04988314059317197,6.068129076293827,121.93187092370712,0.047407258408545525,0.9525927415914619,0.04976655430876322,8.955899164209594,0.02125691484795524,0.005618010868106393,0.0006847206617144145,2.224919431783695,4.105972672893282,5
96.0,128.0,96.0,22.0,45.0,0.22916666666666666,0.46875,0.052844978573692705,6.770869423499001,121.22913057650224,0.05289741737108594,0.9471025826289238,0.055851835209080825,8.752586431218498,0.02587768976248444,0.006809180512536818,0.001012824532135094,2.392589043358041,4.521753652684598,6
96.0,128.0,96.0,21.0,43.0,0.21875,0.4479166666666667,0.04553084690707312,5.0957527108806255,122.90424728911873,0.03981056805375489,0.9601894319462401,0.0414611604015066,8.983954199710462,0.02135763772436884,0.005812632226311046,0.0007327739658750339,2.2299921230103594,4.087225786536301,7
96.0,128.0,96.0,22.0,43.0,0.22916666666666666,0.4479166666666667,0.047510088895164455,5.528858161929785,122.47114183807159,0.04319420439007644,0.9568057956099343,0.045144170936528574,8.882879618559352,0.022810626048486295,0.005828346682060145,0.0008706553887729817,2.3074207448144444,4.274502693482367,8
96.0,128.0,96.0,21.0,43.0,0.21875,0.4479166666666667,0.049245413236386114,5.921097132376636,122.07890286762337,0.04625857134669247,0.9537414286533076,0.04850221449644864,8.932567631450134,0.0217869097091481,0.005562029929277309,0.0007829764574733099,2.250533817084467,4.178759047085429,9
96.0,128.0,96.0,21.0,44.0,0.21875,0.4583333333333333,0.05068213434943918,6.254501480164494,121.74549851983603,0.04886329281378511,0.951136707186219,0.051373574844292044,8.902942211597638,0.022719437576538715,0.005883392096568098,0.0007677425780048136,2.269210520298982,4.247649438967428,10
96.0,128.0,96.0,22.0,43.0,0.22916666666666666,0.4479166666666667,0.05217827091717297,6.609867414044504,121.39013258595597,0.05163958917222269,0.948360410827781,0.05445143911811797,8.843397983001038,0.021619364344918013,0.005766574010713577,0.0007345731678110937,2.309412267213836,4.299189115063617,11
96.0,128.0,96.0,21.0,41.0,0.21875,0.4270833333333333,0.04915340128100671,5.900010346061331,122.09998965394007,0.046093830828604146,0.9539061691714068,0.048321137149833444,9.063760054363291,0.018420945358709553,0.004754295793468084,0.0005534689754872552,2.135764934204407,3.8988667808878104,12
96.0,128.0,96.0,21.0,42.0,0.21875,0.4375,0.04937144536830102,5.950032616843393,122.04996738315714,0.046484629819089004,0.9535153701809151,0.04875079235510264,8.909534344196988,0.021908634552669476,0.00566265566081657,0.0006634888750280991,2.268181192569023,4.19161010983452,13
96.0,128.0,96.0,21.0,41.0,0.21875,0.4270833333333333,0.04794272377054876,5.625564458121011,122.3744355418791,0.0439497223290704,0.9560502776709304,0.04597009525078283,9.020978867010623,0.018736007083081162,0.004849633089352789,0.0005892547027984762,2.1802047971144662,3.9924476683535706,14
96.0,128.0,96.0,21.0,43.0,0.21875,0.4479166666666667,0.050509896714453786,6.214123533432266,121.78587646656803,0.04854784010493958,0.9514521598950627,0.051024993322095785,8.843316018138541,0.02179316876552839,0.005591336912442832,0.000681494325275861,2.318080719171561,4.280547231348208,15
96.0,128.0,96.0,21.0,43.0,0.21875,0.4479166666666667,0.044944208879741834,4.970353222189996,123.02964677780818,0.03883088454835935,0.9611691154516264,0.04039963823651729,8.997753934110799,0.02214725204167467,0.00605261026375611,0.0007630143826321201,2.221136050420292,4.083268928798362,16
96.0,128.0,96.0,22.0,42.0,0.22916666666666666,0.4375,0.05239269198021642,6.661471095883373,121.33852890411742,0.05204274293658885,0.9479572570634174,0.054899883458676677,8.741645653275288,0.022119924317517612,0.00543414724994177,0.0008657524807360003,2.401264791868548,4.46278622640777,17
96.0,128.0,96.0,23.0,44.0,0.23958333333333334,0.4583333333333333,0.048173219841003555,5.6773819579967455,122.32261804200323,0.044354546546849574,0.9556454534531502,0.04641318219699317,8.949256412509765,0.024830520203597734,0.005905916954916907,0.0009282555157139789,2.244383607593855,4.191947773313726,18
96.0,128.0,96.0,24.0,45.0,0.25,0.46875,0.04939115306710793,5.9545627155551255,122.0454372844442,0.04652002121527442,0.9534799787847204,0.04878972002596971,8.806889641645853,0.02766705567992376,0.007037916065100966,0.0010144812296029226,2.368867348487976,4.486457655718932,19
96.0,128.0,96.0,22.0,44.0,0.22916666666666666,0.4583333333333333,0.04575610987444322,5.1442682509695805,122.85573174902999,0.04018959571069985,0.9598104042892968,0.04187243181684241,8.958432054085513,0.02326015391857541,0.006551537874384686,0.0009668612858163836,2.2507955180597103,4.150033991954681,20
96.0,128.0,96.0,21.0,43.0,0.21875,0.4479166666666667,0.048197069245016995,5.682755184845169,122.31724481515445,0.04439652488160288,0.9556034751183942,0.046459149676179264,8.97359910416625,0.022851651943908282,0.005965969904651922,0.0007642363035300347,2.219293364015999,4.092916327722748,21
96.0,128.0,96.0,23.0,45.0,0.23958333333333334,0.46875,0.04773105918111848,5.578160917381213,122.42183908261866,0.04357938216704073,0.9564206178329583,0.0455650802110287,8.91683282665382,0.025515752871442192,0.006898614462197414,0.0009213745776308602,2.2764137860635407,4.25346976102883,22
96.0,128.0,96.0,22.0,43.0,0.22916666666666666,0.4479166666666667,0.04329403661772158,4.625016264702662,123.3749837352976,0.03613293956798955,0.9638670604320125,0.03748747213313234,9.125773999399698,0.021628716877056062,0.0055921025512011245,0.0007796688538052718,2.12431488748507,3.906843788522901,23
96.0,128.0,96.0,22.0,43.0,0.22916666666666666,0.4479166666666667,0.04664690204033769,5.338083396540397,122.66191660346061,0.04170377653547185,0.958296223464536,0.043518669399217204,8.91395251359854,0.022257698757200177,0.005847213812487407,0.0008095830017007929,2.2868746026187763,4.248503070374703,24
96.0,128.0,96.0,21.0,44.0,0.21875,0.4583333333333333,0.04951543533125173,5.98316466989832,122.01683533010116,0.04674347398358063,0.9532565260164153,0.049035566720867445,8.86823247543995,0.0236883497767359,0.006706766108645921,0.0008366072102428988,2.306802377491035,4.294786748664029,25
96.0,128.0,96.0,22.0,46.0,0.22916666666666666,0.4791666666666667,0.05027441494945297,6.159098505460513,121.84090149453915,0.048117957073910256,0.9518820429260871,0.050550335970195606,8.804056861480403,0.026573295833712374,0.007665310047294306,0.0010539002140839656,2.3609362237942997,4.416202188926431,26
96.0,128.0,96.0,21.0,43.0,0.21875,0.4479166666666667,0.05178752004227802,6.516259624951735,121.48374037504945,0.05090827831993543,0.9490917216800738,0.053638944642586936,8.874668089241624,0.02203307482225734,0.00570202099412715,0.0007096077125316589,2.282984042181205,4.240433798368662,27
96.0,128.0,96.0,24.0,46.0,0.25,0.4791666666666667,0.04470159074854668,4.918892675387397,123.08110732461252,0.03842884902646404,0.9615711509735353,0.03996464430901108,8.977090643947365,0.025263851002785973,0.007668055119136015,0.0010420715104722473,2.2439954898916668,4.180375314237979,28
96.0,128.0,96.0,23.0,45.0,0.23958333333333334,0.46875,0.04705654077582968,5.428256434395669,122.5717435656023,0.042408253393716164,0.957591746606268,0.04428636059574642,8.87569391249207,0.02576957017258411,0.007354526066766898,0.0009842908901486033,2.319413531873258,4.339197684116401,29
96.0,128.0,96.0,22.0,43.0,0.22916666666666666,0.4479166666666667,0.04850714886951589,5.752814394375322,122.24718560562691,0.0449438624560572,0.9550561375439602,0.04705886982898753,8.856944184016363,0.022260715523991087,0.005851708129892042,0.0007876246699414134,2.324328540364721,4.332555528104917,30
96.0,128.0,96.0,21.0,44.0,0.21875,0.4583333333333333,0.051493285148151234,6.446143046465087,121.55385695353507,0.05036049255050849,0.9496395074494928,0.053031168306976254,8.833719314495433,0.023140711759334968,0.006336656278279242,0.0008544462087787148,2.3221566017696094,4.304653259714893,31
96.0,256.0,96.0,24.0,48.0,0.25,0.5,0.04660574734090731,10.658120746528539,245.3418792534709,0.041633284166127105,0.9583667158338707,0.04344191370408977,12.561540779496815,0.030210730512020834,0.009623829234677724,0.0014664726686161064,2.3188235465759464,4.364894197116166,0
96.0,256.0,96.0,22.0,46.0,0.22916666666666666,0.4791666666666667,0.04699683564073015,10.830145697826344,245.169854302171,0.04230525663213416,0.9576947433678554,0.04417405120483607,12.64380321435172,0.02539061506452246,0.007612308859287819,0.0012654236799805772,2.2600397246386614,4.194171936873481,1
96.0,256.0,96.0,23.0,48.0,0.23958333333333334,0.5,0.05054904493153837,12.446582784528829,243.55341721547137,0.04861946400206574,0.951380535997935,0.0511041188698137,12.515821949497434,0.03054278472218534,0.009301182431449822,0.0015176937157312105,2.319872654098794,4.39073393442778,2
96.0,256.0,96.0,22.0,46.0,0.22916666666666666,0.4791666666666667,0.04568253881383212,10.256801847675858,245.74319815232454,0.04006563221748382,0.9599343677825177,0.04173788704954556,12.65597056106325,0.02702693858802535,0.007949822320159314,0.0013080275622639494,2.262446815184044,4.2066373769509635,3
96.0,256.0,96.0,21.0,44.0,0.21875,0.4583333333333333,0.049935694286493366,12.160628225758614,243.83937177424352,0.04750245400686959,0.9524975459931387,0.04987147127748251,12.630349436569627,0.022702096377338686,0.00660649801621266,0.0010065527184886574,2.2471005547215324,4.165073608428513,4
96.0,256.0,96.0,23.0,46.0,0.23958333333333334,0.4791666666666667,0.046103083934366594,10.438779717252624,245.56122028274953,0.04077648327051806,0.9592235167294904,0.04250988696518502,12.63525690452765,0.027160640703544396,0.0076112645473216094,0.0013068537949651362,2.2731106468199935,4.237873775556557,5
96.0,256.0,96.0,21.0,44.0,0.21875,0.4583333333333333,0.051306922844961994,12.803795394036477,243.1962046059597,0.05001482575795499,0.9499851742420301,0.052648006636377656,12.68845931846268,0.023582136227554864,0.006322592616013182,0.001003637131901687,2.201046199053525,4.0866470983470675,6
96.0,256.0,96.0,23.0,48.0,0.23958333333333334,0.5,0.04737587839262582,10.998011160004305,245.00198883999167,0.042960981093766816,0.9570390189062175,0.04488947706945739,12.675139985584474,0.02923754089205817,0.009279118341689246,0.0014267620304772323,2.240557413163039,4.2111207226753535,7
96.0,256.0,96.0,23.0,49.0,0.23958333333333334,0.5104166666666666,0.04993442608366323,12.160039892999427,243.83996010699897,0.04750015583202901,0.9524998441679647,0.049868938166096534,12.424004376459282,0.03099800346926528,0.010167616741487055,0.0014326829068990279,2.3848849438119526,4.50101722318198,8
96.0,256.0,96.0,22.0,48.0,0.22916666666666666,0.5,0.05099722982377346,12.657311523546484,243.34268847645257,0.049442623138853455,0.9505573768611428,0.05201434899397537,12.460549201827172,0.02875675508617025,0.00920106339054797,0.0015524264470627908,2.353882210518002,4.462726480047142,9
96.0,256.0,96.0,21.0,45.0,0.21875,0.46875,0.04817169258675993,11.35407588990653,244.64592411009517,0.044351858944947385,0.9556481410550592,0.04641023933346603,12.652332514096514,0.025107703436385333,0.007484220589246255,0.0011789442618627554,2.2466273161251786,4.16195087473117,10
96.0,256.0,96.0,23.0,46.0,0.23958333333333334,0.4791666666666667,0.0491307021542822,11.789626465274752,244.21037353472775,0.0460532283799795,0.9539467716200303,0.04827651788345579,12.575544606129277,0.027095862789538957,0.007764971546535638,0.001355517887650705,2.2897394329359684,4.288276352447397,11
96.0,256.0,96.0,22.0,46.0,0.22916666666666666,0.4791666666666667,0.046395582424461346,10.566172062793662,245.4338279372093,0.04127410962028774,0.9587258903797238,0.043051001370099734,12.763684741231726,0.025644897336619416,0.007702606856280176,0.0010898365911372538,2.1898533387430468,4.0521531059159255,12
96.0,256.0,96.0,22.0,46.0,0.22916666666666666,0.4791666666666667,0.04735066203671099,10.986808965505807,245.0131910344969,0.04291722252150706,0.9570827774785036,0.044841703906296465,12.725213141074306,0.025212790449335887,0.007547354176831757,0.001143546273003445,2.207475102345935,4.103630024446495,13
96.0,256.0,96.0,22.0,47.0,0.22916666666666666,0.4895833333333333,0.050745881237446354,12.538947617843416,243.46105238215966,0.04898026413220084,0.9510197358678112,0.05150288925130019,12.528308636016321,0.028046649759899654,0.00832168985749034,0.001381101532846265,2.3097063940279483,4.352847188315797,14
96.0,256.0,96.0,21.0,46.0,0.21875,0.4791666666666667,0.04741459817962166,11.01522177571014,244.98477822429038,0.043028210061367735,0.9569717899386343,0.04496288241069963,12.715090437426797,0.02605436489588837,0.007968862674925813,0.0011899839919531459,2.2139671917868156,4.1230369410249095,15
96.0,256.0,96.0,24.0,47.0,0.25,0.4895833333333333,0.04936096947364304,11.895250361030236,244.10474963897025,0.04646582172277436,0.9535341782772275,0.0487301061475584,12.478971777638236,0.03121713186511197,0.008649333614187573,0.0016845301295029694,2.3542076367625504,4.4725169449212725,16
96.0,256.0,96.0,24.0,48.0,0.25,0.5,0.04769011881935053,11.138024125411889,244.86197587458432,0.04350790673989019,0.956492093260095,0.045486948660075424,12.570986922590539,0.028836586504374383,0.00907650298694897,0.001449392643695223,2.3050819661409303,4.345760086346865,17
96.0,256.0,96.0,21.0,46.0,0.21875,0.4791666666666667,0.04812009070245784,11.330839854121052,244.6691601458797,0.04426109318016036,0.9557389068198425,0.046310862584255374,12.763125022640594,0.024928921099437278,0.007493251517713558,0.0012106752283569183,2.1778653448907805,4.033668610222338,18
96.0,256.0,96.0,25.0,49.0,0.2604166666666667,0.5104166666666666,0.04835348367813188,11.436098497011683,244.56390150298887,0.044672259753951886,0.9553277402460503,0.04676118767622733,12.54844412643032,0.03223430409221524,0.010232118526434035,0.001793817218383024,2.3160224377722916,4.393995376991854,19
96.0,256.0,96.0,21.0,46.0,0.21875,0.4791666666666667,0.0500794264474652,12.227385469151567,243.77261453085043,0.04776322448887331,0.9522367755111345,0.050158979066141536,12.590720299448005,0.02604495749236318,0.00790655900005666,0.0013501307130479529,2.2726512898499536,4.24647809155035,20
96.0,256.0,96.0,24.0,46.0,0.25,0.4791666666666667,0.04600624137200557,10.396750258695494,245.60324974130617,0.040612305698029275,0.9593876943019772,0.04233148490358473,12.598353037773524,0.027184653533889755,0.00772882010774936,0.0013104628208762013,2.296307615470154,4.280927427992586,21
96.0,256.0,96.0,22.0,47.0,0.22916666666666666,0.4895833333333333,0.048436016005185566,11.473420143365052,244.52657985663535,0.044818047435019735,0.9551819525649818,0.04692095292909185,12.553043950220456,0.027715703027479468,0.008248448908642358,0.001265612185065047,2.3087495758031844,4.308961546354569,22
96.0,256.0,96.0,23.0,47.0,0.23958333333333334,0.4895833333333333,0.05206673592152297,13.16618242104175,242.83381757895938,0.051430400082194336,0.9485695999178101,0.054218899790432214,12.4145199718923,0.03063349431517705,0.009014630161641059,0.0015244829996381218,2.3749380478862294,4.491619837542173,23
96.0,256.0,96.0,22.0,46.0,0.22916666666666666,0.4791666666666667,0.0467431702593579,10.718431546144492,245.28156845385544,0.04186887322712692,0.9581311267728728,0.043698479317906415,12.662721934363505,0.025908184129379577,0.00776656429750796,0.00109059605579351,2.2501491147425736,4.180289168904337,24
96.0,256.0,96.0,24.0,48.0,0.25,0.5,0.048965160948773054,11.713941498118803,244.28605850188302,0.045757583977026575,0.9542424160229805,0.047951739734785,12.496236154181432,0.03078789181690851,0.009160628153944491,0.0016491866924968667,2.345729120333923,4.4524427450446815,25
96.0,256.0,96.0,24.0,47.0,0.25,0.4895833333333333,0.044757722493070445,9.861555120420535,246.13844487957945,0.038521699689142715,0.9614783003108572,0.04006507445533408,12.796979856615842,0.02825144238210741,0.008334540928378117,0.0013306411262112249,2.1808098528316253,4.042579522117167,26
96.0,256.0,96.0,22.0,46.0,0.22916666666666666,0.4791666666666667,0.050336984591724,12.34739783082879,243.65260216917287,0.04823202277667496,0.9517679772233315,0.050676240355749184,12.522535662578207,0.026918790691693423,0.007815891844840241,0.0013041569238162094,2.3144785166632835,4.335338773694224,27
96.0,256.0,96.0,24.0,47.0,0.25,0.4895833333333333,0.05014585225488351,12.25828976938772,243.74171023061555,0.04788394441167078,0.952116055588342,0.05029212996737211,12.48306879347747,0.02899516259786053,0.009041163997831206,0.001511128292596178,2.343647621677332,4.42204499905402,28
96.0,256.0,96.0,23.0,47.0,0.23958333333333334,0.4895833333333333,0.046852564506311534,10.766547067856287,245.2334529321428,0.04205682448381362,0.9579431755161828,0.043903256016361664,12.621826286307046,0.027710635994226886,0.008717905869758938,0.0011861034495059047,2.2755825791562065,4.237895920932603,29
96.0,256.0,96.0,21.0,45.0,0.21875,0.46875,0.048175551424391616,11.355814325938953,244.64418567406096,0.044358649710699034,0.9556413502893006,0.04641767510088402,12.761257518490806,0.02529761975310799,0.0072878270931547445,0.0009931015421224454,2.1791522943488046,4.036069525627212,30
96.0,256.0,96.0,22.0,47.0,0.22916666666666666,0.4895833333333333,0.0488667497094045,11.669047070579841,244.3309529294193,0.045582215119452506,0.9544177848805442,0.0477591845432317,12.621675099022296,0.027599919622381543,0.008766375724984291,0.0013629134863124162,2.262362534820909,4.226752465302967,31
128.0,64.0,64.0,22.0,39.0,0.34375,0.609375,0.0432019763441445,2.3030374936719347,61.696962506327225,0.03598496083862398,0.9640150391613629,0.037328215200800416,6.295549134014574,0.018013313244378912,0.0035187465005780934,0.0,2.3128515363751765,4.21875287005032,0
128.0,64.0,64.0,21.0,36.0,0.328125,0.5625,0.03670668279856103,1.6793915293984907,62.32060847060112,0.026240492646851417,0.9737595073531425,0.026947611241483517,6.55687043672833,0.013800101579375832,0.0023770171564942533,0.0,2.0382195231658216,3.6319113983550255,1
128.0,64.0,64.0,21.0,40.0,0.328125,0.625,0.04748239778045144,2.7613465381247138,61.23865346187581,0.04314603965819865,0.9568539603418096,0.0450915619796204,6.156763781659661,0.019271288481908528,0.0035492308258444362,0.0,2.4708921321976542,4.5452725978018815,2
128.0,64.0,64.0,21.0,37.0,0.328125,0.578125,0.04031028947247758,2.014431114355819,61.98556888564585,0.031475486161809674,0.9685245138382164,0.03249838874709873,6.430460516268102,0.016494425694669315,0.002579515965051769,0.0,2.1663123374236615,3.9436866669342585,3
128.0,64.0,64.0,22.0,40.0,0.34375,0.625,0.044961416242105263,2.487005965450454,61.512994034549756,0.038859468210163346,0.9611405317898399,0.040430579009916943,6.194909427001222,0.01953977698680292,0.003976030445304943,0.0,2.440642447121686,4.491591757772691,4
128.0,64.0,64.0,22.0,39.0,0.34375,0.609375,0.04092132674474613,2.073970814444576,61.926029185556345,0.0324057939756965,0.9675942060243179,0.033491099651005496,6.3227680208902095,0.01831224362016269,0.0031574123241558407,0.0,2.2929149498962573,4.176003777040275,5
128.0,64.0,64.0,23.0,39.0,0.359375,0.609375,0.03998977079955899,1.9835127163346,62.016487283664624,0.030992386192728125,0.9690076138072597,0.03198363537202522,6.354062673700795,0.017689839315669132,0.003021743475604184,0.0,2.262184449614168,4.13816937785001,6
128.0,64.0,64.0,23.0,43.0,0.359375,0.671875,0.04753887411810024,2.7676349945146743,61.232365005485875,0.043244296789291786,0.9567557032107168,0.04519889104833161,6.071162163956214,0.022819096879569692,0.0050841384087509925,0.0,2.596586156201254,4.8506984739339805,7
128.0,64.0,64.0,21.0,40.0,0.328125,0.625,0.04544098746981276,2.53822779231382,61.46177220768604,0.039659809254903436,0.9603401907450944,0.041297666844633596,6.296741782167584,0.018755285573432375,0.0031642742962603456,0.0,2.30033263265749,4.2140763165355155,8
128.0,64.0,64.0,22.0,37.0,0.34375,0.578125,0.037741033488488916,1.7727130403734281,62.227286959627776,0.027698641255834815,0.972301358744184,0.028487712175584833,6.4814895353853474,0.015059740234482389,0.002907540583140936,0.0,2.119837264684589,3.8266141357930636,9
