episode,probe_kind,basis,rank,TQ_E_model_to_operator,actLR_E_model_to_operator,actLR_model_fit_gain,TQ_E_operator_to_T,actLR_E_operator_to_T,actLR_KRR_cost,TQ_rho_operator_to_T,actLR_rho_operator_to_T,actLR_rho_KRR_cost,TQ_X_use,actLR_X_use,TQ_X_sub,actLR_X_sub
0,isotropic,raw,6,0.32280068601597345,0.17245021393743068,0.15035047207854277,0.043705496521061774,0.26993969678158625,0.2262342002605245,0.0018356770883213268,0.11846847815325304,0.11663280106493171,0.9048341968823834,0.972839391599756,0.9980898295738513,0.9271325601016102
0,isotropic,response,6,0.32773996048521475,0.18284212813787712,0.14489783234733764,0.057550431037643034,0.2780076995084036,0.22045726847076055,0.003025378482939883,0.1246941144709368,0.12166873598799692,0.9018995921336629,0.9694673461604114,0.9966879478873881,0.9227117190141989
0,label,raw,6,0.016957126305718793,0.008292981533562253,0.00866414477215654,0.0019416463002454097,0.014699499346194675,0.012757853045949265,0.0018356770883213268,0.11846847815325304,0.11663280106493171,0.9997117273165557,0.9999310522056805,0.9999962300096448,0.9997839247189717
0,label,response,6,0.01730095925391639,0.008846923278894744,0.008454035975021645,0.002488372860865015,0.014785956190510924,0.012297583329645909,0.003025378482939883,0.1246941144709368,0.12166873598799692,0.999699918413384,0.9999215336406461,0.9999938080005053,0.9997813754995327
1,isotropic,raw,6,0.40107608949224843,0.270510890960821,0.13056519853142745,0.07544136429774093,0.318439075782493,0.24299771148475205,0.005803766669311045,0.23436961044250668,0.22856584377319564,0.8654284664431066,0.9387834053021273,0.9943086005529067,0.8985965550149912
1,isotropic,response,6,0.400406553304248,0.26739268085752466,0.13301387244672336,0.06049319560306295,0.30769952986190235,0.2472063342588394,0.003999543876826415,0.20934183483213703,0.20534229095531062,0.8658773852858177,0.9401865726186456,0.9963405732857368,0.9053209993229506
1,label,raw,6,0.017690853924902845,0.008384983401637573,0.009305870523265272,0.002148945317077161,0.014471953077916386,0.012323007760839225,0.005803766669311045,0.23436961044250668,0.22856584377319564,0.9996922740612959,0.9999308693044286,0.9999953820340243,0.999790562574111
1,label,response,6,0.017609606711710857,0.008542722788239717,0.00906688392347114,0.0019051511821063336,0.013796508037657964,0.01189135685555163,0.003999543876826415,0.20934183483213703,0.20534229095531062,0.9996950941018782,0.9999282438482596,0.9999963703989734,0.9998096563659672
2,isotropic,raw,6,0.2191081821182823,0.2114378919961798,0.007670290122102519,0.0732878258074857,0.08582686069948219,0.012539034891996481,0.00437535924666086,0.10073397715665906,0.09635861790999821,0.9538299646733829,0.9570059204036149,0.9946288945884223,0.9926337499824863
2,isotropic,response,6,0.26112155844701396,0.25509967828413554,0.0060218801628784124,0.12770680863874276,0.13081258212126534,0.0031057734825225836,0.013593522796908857,0.11091885563440335,0.09732533283749449,0.9344264835642798,0.9374160691518971,0.9836909710273399,0.9828880683588012
2,label,raw,6,0.007538162963274353,0.00437176258502509,0.0031664003782492624,0.0012570532042039822,0.005984993694010218,0.004727940489806236,0.00437535924666086,0.10073397715665906,0.09635861790999821,0.999942924891737,0.9999808032001072,0.9999984198172418,0.9999641798504827
2,label,response,6,0.007634555223818877,0.004763614642457218,0.002870940581361659,0.0022083373285728763,0.006329256455041176,0.0041209191264683,0.013593522796908857,0.11091885563440335,0.09732533283749449,0.9999414558935604,0.9999772076585162,0.9999951232462433,0.9999599405127264
3,isotropic,raw,6,0.1923909563616764,0.13319388252096215,0.059197073840714265,0.07409785121939019,0.14858674823637572,0.07448889701698552,0.005562525539666386,0.03660419515174229,0.031041669612075905,0.9642801864568346,0.9828798157903912,0.9945095084446799,0.9779219782485833
3,isotropic,response,6,0.21390925455693602,0.16546127059931817,0.048447983957617846,0.06484268292422202,0.14415139175378763,0.07930870882956562,0.004646069129513547,0.03551586239878223,0.030869793269268683,0.9558430544213896,0.9735800138108768,0.9957954264711971,0.979220376255487
3,label,raw,6,0.00754172995419002,0.004821802181115318,0.002719927773074702,0.002657085272118835,0.006551072289342947,0.003893987017224112,0.005562525539666386,0.03660419515174229,0.031041669612075905,0.9999433050241385,0.9999768249116945,0.9999929398978568,0.9999570834518599
3,label,response,6,0.008234395915008696,0.006258900650632486,0.00197549526437621,0.002382655601306317,0.006447690755703206,0.004065035154396889,0.004646069129513547,0.03551586239878223,0.030869793269268683,0.9999324125427125,0.9999609520053327,0.9999943229522856,0.9999584272839189
