episode,lambda,basis,operator_kind,rank,point_model_to_T,point_operator_to_T,point_model_to_operator,E_model_to_T,E_model_to_operator,E_operator_to_T,E_model_to_zero,E_zero_to_T,R_use,R_sub,X_use,X_sub,cos_res,rho_operator_to_T
0,0.0,matched_response,galerkin,6,0.008509888746080706,0.00055332741179646,0.008331728467844444,0.016789280706708178,0.01676449913259149,0.0038341358500694725,1.0000849008599335,0.9999999999999998,0.01676307593301288,0.0038341358500656388,0.9997189992852641,0.9999852994022832,-0.10788464784257855,0.005592106957432826
0,0.0,matched_response,actLR,6,0.008509888746080706,0.010219723322205072,0.006147603814079843,0.016789280706708178,0.007064696665888378,0.015519158176101121,1.0000849008599335,0.9999999999999998,0.007064096917978323,0.015519158176085604,0.9999500985347334,0.9997591557295057,-0.040470690311463456,0.12390655478201622
0,0.1,matched_response,galerkin,6,0.008509888746080706,0.0012332036462855786,0.00857005498382734,0.022032196076459305,0.02210394844481346,0.00847477278471035,1.0009111761846634,0.9999999999999998,0.022083826188302347,0.008474772784701877,0.9995123046208848,0.9999281782262477,-0.2001555320250946,0.010710597353078433
0,0.1,matched_response,actLR,6,0.008509888746080706,0.009950642699858224,0.0037749417905435377,0.022032196076459305,0.011284365967034712,0.020088670650393128,1.0009111761846634,0.9999999999999998,0.01127409328172146,0.020088670650373043,0.9998728948206751,0.9995964453115008,-0.10030076051123202,0.13738945443317724
0,0.25,matched_response,galerkin,6,0.008509888746080706,0.0023063827728902926,0.008947849143852141,0.03083443880940228,0.03249534227772472,0.016112990774473965,1.001585963732981,0.9999999999999998,0.032443887448841496,0.016112990774457853,0.9989473941672069,0.9997403715283022,-0.34837195401148013,0.01953784698957721
0,0.25,matched_response,actLR,6,0.008509888746080706,0.010579328221227764,0.002934760597405702,0.03083443880940228,0.018405546352550532,0.028725126634597784,1.001585963732981,0.9999999999999998,0.01837640204534556,0.028725126634569064,0.9996623078478678,0.999174867099828,-0.2015639823679029,0.17988394344196607
0,0.5,matched_response,galerkin,10,0.008509888746080706,0.004261829998814987,0.009523634934646186,0.04893746648134489,0.0636745380825443,0.03907768607652775,1.0029936308821248,0.9999999999999997,0.06348448895580679,0.039077686076488684,0.9959697196620201,0.9984729344509075,-0.6403359991864802,0.04973601403065499
0,0.5,matched_response,actLR,10,0.008509888746080706,0.014103231033339459,0.006045783214910767,0.04893746648134489,0.041670355003984166,0.054297418211493004,1.0029936308821248,0.9999999999999997,0.041545981670186555,0.05429741821143873,0.9982739314070606,0.9970517903755721,-0.5060019181520302,0.5755416968041172
0,0.75,matched_response,galerkin,20,0.008509888746080706,0.0016840344817316201,0.008719572304816453,0.08233684012706548,0.1471686847871487,0.08954920140362914,1.0062455704335669,0.9999999999999992,0.1462552374005393,0.08954920140353965,0.9786094055329119,0.9919809405279882,-0.8687535909568243,0.13979479198569664
0,0.75,matched_response,actLR,20,0.008509888746080706,0.015900651942391326,0.009889237818265307,0.08233684012706548,0.11489071845413701,0.10124611705176392,1.0062455704335669,0.9999999999999992,0.1141776141230805,0.10124611705166275,0.986963472433161,0.989749223781961,-0.7165988413023487,2.3661694674617477
