episode,lambda,basis,operator_kind,rank,point_model_to_T,point_operator_to_T,point_model_to_operator,E_model_to_T,E_model_to_operator,E_operator_to_T,E_model_to_zero,E_zero_to_T,R_use,R_sub,X_use,X_sub,cos_res,rho_operator_to_T
0,0.0,matched_response,galerkin,6,0.008509888746080706,0.0005987306086685758,0.00835323032542751,0.016891752062886733,0.01690327524707729,0.003818133440606079,0.9998597033640148,0.9999999999999998,0.016905647052471003,0.0038181334406022613,0.9997141990977373,0.9999854218570298,-0.1159576260917965,0.00563374807866565
0,0.0,matched_response,actLR,6,0.008509888746080706,0.010315946505697737,0.006261166248441899,0.016891752062886733,0.007075878763437767,0.015654552376647233,0.9998597033640148,0.9999999999999998,0.007076871624712937,0.01565455237663158,0.9999499178880074,0.9997549349898873,-0.044243964423770064,0.125907118410518
0,0.1,matched_response,galerkin,6,0.008509888746080706,0.0011572151482024463,0.008581194727274302,0.022087488585251815,0.022179796856470004,0.00840271019692149,1.00074456608461,0.9999999999999998,0.022163294818802547,0.008402710196913089,0.9995087883627748,0.9999293944613467,-0.20038528960422183,0.010680901268402888
0,0.1,matched_response,actLR,6,0.008509888746080706,0.00990260039533388,0.003724280566629697,0.022087488585251815,0.011331812078653232,0.020133350108865203,1.00074456608461,0.9999999999999998,0.011323381073131739,0.020133350108845073,0.9998717810410727,0.9995946482133947,-0.10060296911400599,0.1385858834590516
0,0.25,matched_response,galerkin,6,0.008509888746080706,0.002206925944294898,0.008949698551260292,0.03085854548500505,0.032494548900059386,0.015986589028762578,1.0015170010710315,0.9999999999999998,0.032445329300727764,0.015986589028746594,0.9989473006065673,0.999744428971226,-0.3457486166617794,0.019391602926312885
0,0.25,matched_response,actLR,6,0.008509888746080706,0.010399901033152926,0.0026068490431249525,0.03085854548500505,0.01847626748154517,0.028688359159159814,1.0015170010710315,0.9999999999999998,0.018448281418855624,0.02868835915913113,0.9996596609126908,0.9991769780487567,-0.20011608526560118,0.17910219919654116
0,0.5,matched_response,galerkin,10,0.008509888746080706,0.004088094382168603,0.00949446728942205,0.04894455655626624,0.06333373958924807,0.03874524620799989,1.0031118630828346,0.9999999999999997,0.06313726506487838,0.03874524620796116,0.9960136857601273,0.9984988058962845,-0.6350728975429997,0.049036747984930046
0,0.5,matched_response,actLR,10,0.008509888746080706,0.013899784753275187,0.005775288231852578,0.04894455655626624,0.041324915971668104,0.05415898878721152,1.0031118630828346,0.9999999999999997,0.0411967174275302,0.054158988787157386,0.9983028304731962,0.9970668039335525,-0.5016217815311622,0.5640179474705581
0,0.75,matched_response,galerkin,20,0.008509888746080706,0.0016475328712465295,0.008785508483380083,0.0823284152237707,0.14626239791704304,0.08888732679340913,1.006605775390084,0.9999999999999992,0.145302561829846,0.08888732679332031,0.9788871655256838,0.9920990431355374,-0.8659294258036871,0.13769341744663788
0,0.75,matched_response,actLR,20,0.008509888746080706,0.016026951151010247,0.010032674309629504,0.0823284152237707,0.1140703119275208,0.10111169048703307,1.006605775390084,0.9999999999999992,0.11332173400575066,0.10111169048693204,0.9871581846019299,0.9897764260468749,-0.7134501217560106,2.310340681171951
0,0.9,matched_response,galerkin,20,0.008509888746080706,0.013766513612597737,0.021400985405390604,0.13913766755844748,0.34997851096065047,0.2459070289534324,1.0143570427360253,0.9999999999999981,0.3450249726825067,0.24590702895318695,0.8809577682254355,0.9395297331114165,-0.9504520012165987,0.42465402046665607
0,0.9,matched_response,actLR,20,0.008509888746080706,0.0866604994820295,0.07904088315516286,0.13913766755844748,0.2751128198600031,0.2190785232465716,1.0143570427360253,0.9999999999999981,0.27121891825946215,0.21907852324635294,0.9264402983781672,0.9520046006521972,-0.8654463619953408,9.597891413429721
0,1.0,matched_response,galerkin,20,0.008509888746080706,0.02521800983251168,0.03262482832011364,0.40435434148023164,1.4457208003112576,1.2431042454507089,1.0625086203633398,0.9999999999999861,1.3606673608121054,1.243104245449483,-0.8514156667793802,-0.5453081650545284,-0.9659330585265475,1.4709540595644612
0,1.0,matched_response,actLR,20,0.008509888746080706,0.7410335370694267,0.7328808841222051,0.40435434148023164,0.7141386450649694,0.7513165012014177,1.0625086203633398,0.9999999999999861,0.6721250363315522,0.7513165012006768,0.5482479355363097,0.43552351502357334,-0.8489218072398195,299.11270996462343
