checkpoint,episode,d_x,d_model,n_layers,n_heads,n_ctx,n_tgt,sigma2,eps,rank_Q,k_remove,control,state_idx,state_label,agg_leverage_task,agg_leverage_iso,pred_drift,base_pointwise_F_T,surg_pointwise_F_T,krr_err_inflation,mse_model,mse_krr,mse_ratio,base_E_task_F_T,base_E_task_F_TQ,base_E_task_TQ_T,surg_E_task_F_T,surg_E_task_F_TQ,surg_E_task_damage,delta_E_task_F_T,base_E_iso_F_T,base_E_iso_F_TQ,base_E_iso_TQ_T,surg_E_iso_F_T,surg_E_iso_F_TQ,surg_E_iso_damage,delta_E_iso_F_T
/Users/fernandoruizmazo/Documents/GitHub/mech-ICL-KRR/dx40_scale_aware_gated_s122/minimal_scale_canonical_single_dx40_tau16_am2p0_2p0_inv_rank_bs16_ga1_150000_s122.best.pt,0,40,128,8,4,47,16,0.1,0.001,12,1,high_task,8,final,0.6800642059132459,0.24842347214683133,0.0,0.20338147006688534,0.20338147006688534,1.0,0.05985089313319907,0.059705853325577415,1.0024292393382397,0.17455288769374266,0.5926369855670658,0.5784612909991527,0.17455288769374266,0.5926369855670658,0.0,0.0,0.32826152681260046,0.9592032925182111,0.8638556221892895,0.32826152681260046,0.9592032925182111,0.0,0.0
/Users/fernandoruizmazo/Documents/GitHub/mech-ICL-KRR/dx40_scale_aware_gated_s122/minimal_scale_canonical_single_dx40_tau16_am2p0_2p0_inv_rank_bs16_ga1_150000_s122.best.pt,0,40,128,8,4,47,16,0.1,0.001,12,1,low_task,8,final,0.08919043355647194,0.0918007186951202,0.0,0.20338147006688534,0.20338147006688534,1.0,0.05985089313319907,0.059705853325577415,1.0024292393382397,0.17455288769374266,0.5926369855670658,0.5784612909991527,0.17455288769374266,0.5926369855670658,0.0,0.0,0.32826152681260046,0.9592032925182111,0.8638556221892895,0.32826152681260046,0.9592032925182111,0.0,0.0
/Users/fernandoruizmazo/Documents/GitHub/mech-ICL-KRR/dx40_scale_aware_gated_s122/minimal_scale_canonical_single_dx40_tau16_am2p0_2p0_inv_rank_bs16_ga1_150000_s122.best.pt,0,40,128,8,4,47,16,0.1,0.001,12,1,random_Q,8,final,0.1374196776933747,0.1412381013149182,0.0,0.20338147006688534,0.20338147006688534,1.0,0.05985089313319907,0.059705853325577415,1.0024292393382397,0.17455288769374266,0.5926369855670658,0.5784612909991527,0.17455288769374266,0.5926369855670658,0.0,0.0,0.32826152681260046,0.9592032925182111,0.8638556221892895,0.32826152681260046,0.9592032925182111,0.0,0.0
/Users/fernandoruizmazo/Documents/GitHub/mech-ICL-KRR/dx40_scale_aware_gated_s122/minimal_scale_canonical_single_dx40_tau16_am2p0_2p0_inv_rank_bs16_ga1_150000_s122.best.pt,0,40,128,8,4,47,16,0.1,0.001,12,1,high_iso_low_task,8,final,0.11249470542991453,0.19351892732825446,0.0,0.20338147006688534,0.20338147006688534,1.0,0.05985089313319907,0.059705853325577415,1.0024292393382397,0.17455288769374266,0.5926369855670658,0.5784612909991527,0.17455288769374266,0.5926369855670658,0.0,0.0,0.32826152681260046,0.9592032925182111,0.8638556221892895,0.32826152681260046,0.9592032925182111,0.0,0.0
/Users/fernandoruizmazo/Documents/GitHub/mech-ICL-KRR/dx40_scale_aware_gated_s122/minimal_scale_canonical_single_dx40_tau16_am2p0_2p0_inv_rank_bs16_ga1_150000_s122.best.pt,0,40,128,8,4,47,16,0.1,0.001,12,1,high_variance_low_task,8,final,0.11249470542991453,0.19351892732825446,0.0,0.20338147006688534,0.20338147006688534,1.0,0.05985089313319907,0.059705853325577415,1.0024292393382397,0.17455288769374266,0.5926369855670658,0.5784612909991527,0.17455288769374266,0.5926369855670658,0.0,0.0,0.32826152681260046,0.9592032925182111,0.8638556221892895,0.32826152681260046,0.9592032925182111,0.0,0.0
/Users/fernandoruizmazo/Documents/GitHub/mech-ICL-KRR/dx40_scale_aware_gated_s122/minimal_scale_canonical_single_dx40_tau16_am2p0_2p0_inv_rank_bs16_ga1_150000_s122.best.pt,0,40,128,8,4,47,16,0.1,0.001,12,1,random_A,8,final,0.14179709960264436,0.17318706030894948,0.0,0.20338147006688534,0.20338147006688534,1.0,0.05985089313319907,0.059705853325577415,1.0024292393382397,0.17455288769374266,0.5926369855670658,0.5784612909991527,0.17455288769374266,0.5926369855670658,0.0,0.0,0.32826152681260046,0.9592032925182111,0.8638556221892895,0.32826152681260046,0.9592032925182111,0.0,0.0
/Users/fernandoruizmazo/Documents/GitHub/mech-ICL-KRR/dx40_scale_aware_gated_s122/minimal_scale_canonical_single_dx40_tau16_am2p0_2p0_inv_rank_bs16_ga1_150000_s122.best.pt,0,40,128,8,4,47,16,0.1,0.001,12,2,high_task,8,final,0.7108638295956671,0.31162748689940795,0.0,0.20338147006688534,0.20338147006688534,1.0,0.05985089313319907,0.059705853325577415,1.0024292393382397,0.17455288769374266,0.5926369855670658,0.5784612909991527,0.17455288769374266,0.5926369855670658,0.0,0.0,0.32826152681260046,0.9592032925182111,0.8638556221892895,0.32826152681260046,0.9592032925182111,0.0,0.0
/Users/fernandoruizmazo/Documents/GitHub/mech-ICL-KRR/dx40_scale_aware_gated_s122/minimal_scale_canonical_single_dx40_tau16_am2p0_2p0_inv_rank_bs16_ga1_150000_s122.best.pt,0,40,128,8,4,47,16,0.1,0.001,12,2,low_task,8,final,0.1442224907509349,0.21453151255727151,0.0,0.20338147006688534,0.20338147006688534,1.0,0.05985089313319907,0.059705853325577415,1.0024292393382397,0.17455288769374266,0.5926369855670658,0.5784612909991527,0.17455288769374266,0.5926369855670658,0.0,0.0,0.32826152681260046,0.9592032925182111,0.8638556221892895,0.32826152681260046,0.9592032925182111,0.0,0.0
/Users/fernandoruizmazo/Documents/GitHub/mech-ICL-KRR/dx40_scale_aware_gated_s122/minimal_scale_canonical_single_dx40_tau16_am2p0_2p0_inv_rank_bs16_ga1_150000_s122.best.pt,0,40,128,8,4,47,16,0.1,0.001,12,2,random_Q,8,final,0.2170060012545373,0.28954851855727026,0.0,0.20338147006688534,0.20338147006688534,1.0,0.05985089313319907,0.059705853325577415,1.0024292393382397,0.17455288769374266,0.5926369855670658,0.5784612909991527,0.17455288769374266,0.5926369855670658,0.0,0.0,0.32826152681260046,0.9592032925182111,0.8638556221892895,0.32826152681260046,0.9592032925182111,0.0,0.0
/Users/fernandoruizmazo/Documents/GitHub/mech-ICL-KRR/dx40_scale_aware_gated_s122/minimal_scale_canonical_single_dx40_tau16_am2p0_2p0_inv_rank_bs16_ga1_150000_s122.best.pt,0,40,128,8,4,47,16,0.1,0.001,12,2,high_iso_low_task,8,final,0.170369129283048,0.24495878948849914,0.0,0.20338147006688534,0.20338147006688534,1.0,0.05985089313319907,0.059705853325577415,1.0024292393382397,0.17455288769374266,0.5926369855670658,0.5784612909991527,0.17455288769374266,0.5926369855670658,0.0,0.0,0.32826152681260046,0.9592032925182111,0.8638556221892895,0.32826152681260046,0.9592032925182111,0.0,0.0
