basis,layer,n,best_model_excess_mean,best_model_excess_std,best_op_excess_mean,best_op_excess_std,best_op_signal_error_mean,best_op_signal_error_std,best_rank_mean,best_rank_std,candidate_dim_mean,candidate_dim_std,layer_mean,layer_std,model_excess_at_oracle_mean,model_excess_at_oracle_std,model_excess_at_strict_mean,model_excess_at_strict_std,op_excess_at_oracle_mean,op_excess_at_oracle_std,op_excess_at_strict_mean,op_excess_at_strict_std,op_signal_error_at_oracle_mean,op_signal_error_at_oracle_std,op_signal_error_at_strict_mean,op_signal_error_at_strict_std,r_eff_T_task_mean,r_eff_T_task_std,r_eff_T_task_strict_mean,r_eff_T_task_strict_std,rank_at_oracle_mean,rank_at_oracle_std,rank_at_strict_mean,rank_at_strict_std,rank_to_alpha_mean,rank_to_alpha_std,reach_alpha_mean,reach_alpha_std
combined,0,16,0.0965842152924155,0.08007914934926523,0.0014701749209245672,0.0009262183881695522,0.0009199744217506945,0.0005719880110073188,4.1875,2.19753649950727,5.875,3.810074364978546,0.0,0.0,0.0965842152924154,0.08007914934926702,0.0965842152924154,0.08007914934926702,0.0014701749209245709,0.0009262183881695552,0.0014701749209245709,0.0009262183881695552,0.0009199744217506956,0.0005719880110073196,0.0009199744217506956,0.0005719880110073196,3.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0
combined,1,16,0.09637697103728544,0.08007346817843802,0.0012506978380266505,0.0005780508447928868,0.0008479875686529808,0.00047576127637469115,5.75,2.265686062395524,8.25,4.139243087006769,1.0,0.0,0.09637697103728018,0.08007346817843596,0.09637697103728018,0.08007346817843596,0.0012506978380266564,0.0005780508447928895,0.0012506978380266564,0.0005780508447928895,0.0008479875686529829,0.0004757612763746921,0.0008479875686529829,0.0004757612763746921,3.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0
combined,2,16,0.09750992992387608,0.08019612798367702,0.0024309522440687957,0.0006164657747472609,0.0011196788948212946,0.00036422744058760027,7.6875,4.512482686947397,11.1875,4.053290844075548,2.0,0.0,0.09750992992388946,0.08019612798370535,0.09750992992388946,0.08019612798370535,0.0024309522440688182,0.0006164657747472739,0.0024309522440688182,0.0006164657747472739,0.0011196788948212993,0.00036422744058760097,0.0011196788948212993,0.00036422744058760097,3.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0
combined,3,16,0.096994720828945,0.0783219614715345,0.002470258862316871,0.0007695695955164599,0.001103409656410191,0.000287664274344964,10.625,4.978286184354344,17.5625,3.7588783788075224,3.0,0.0,0.09699472082895062,0.07832196147155741,0.09699472082895062,0.07832196147155741,0.002470258862316891,0.0007695695955164725,0.002470258862316891,0.0007695695955164725,0.0011034096564101945,0.0002876642743449635,0.0011034096564101945,0.0002876642743449635,3.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0
combined,4,16,0.09495698592757214,0.07946041439061773,0.0008175082779429067,0.0005591158743760389,0.0005558060691138581,0.00010154220849062826,15.0625,6.786935980249114,22.9375,3.73217988133834,4.0,0.0,0.09495698592757773,0.07946041439060682,0.09495698592757773,0.07946041439060682,0.0008175082779429161,0.0005591158743760498,0.0008175082779429161,0.0005591158743760498,0.0005558060691138605,0.00010154220849062973,0.0005558060691138605,0.00010154220849062973,3.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0
combined,5,16,0.09456509696998142,0.08015487326108903,0.0003564693863157214,0.0002588028258258214,0.0003774985767160423,8.017248683889262e-05,11.3125,6.9447222166668885,25.25,3.3960761671866746,5.0,0.0,0.09456509697000588,0.08015487326114135,0.09456509697000588,0.08015487326114135,0.00035646938631572436,0.000258802825825824,0.00035646938631572436,0.000258802825825824,0.0003774985767160437,8.017248683889268e-05,0.0003774985767160437,8.017248683889268e-05,3.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0
combined,6,16,0.09475824890985299,0.08112983746454945,0.00025909663586356276,0.0001239888685753725,0.0003414342423291544,8.18603368063503e-05,15.1875,7.110731326663946,26.75,2.569046515733026,6.0,0.0,0.09475824890986853,0.08112983746454873,0.09475824890986853,0.08112983746454873,0.00025909663586356525,0.00012398886857537377,0.00025909663586356525,0.00012398886857537377,0.0003414342423291559,8.18603368063504e-05,0.0003414342423291559,8.18603368063504e-05,3.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0
combined,7,16,0.09485991382297071,0.08135558924242393,0.0001951514535223243,0.00010881599199048924,0.00030010363793780395,9.94157867958259e-05,16.125,8.5,28.6875,2.056493779875511,7.0,0.0,0.0948599138229845,0.08135558924244415,0.0948599138229845,0.08135558924244415,0.00019515145352232564,0.00010881599199048966,0.00019515145352232564,0.00010881599199048966,0.00030010363793780504,9.941578679582613e-05,0.00030010363793780504,9.941578679582613e-05,3.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0
combined,8,16,0.09403722260487915,0.07940875412818994,0.0004974764898810669,0.00042833799815437007,0.00045205480423232247,0.00014285557157422602,13.875,6.489735485107746,27.3125,2.441823089414956,8.0,0.0,0.09403722260487277,0.07940875412817394,0.09403722260487277,0.07940875412817394,0.0004974764898810715,0.00042833799815437316,0.0004974764898810715,0.00042833799815437316,0.00045205480423232436,0.00014285557157422607,0.00045205480423232436,0.00014285557157422607,3.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0
raw,0,16,0.09499244600004367,0.0816631563543569,0.0005032253180035093,0.00046978651557019047,0.00035032718543461005,0.0002883860267126255,3.5,0.6324555320336759,4.3125,0.47871355387816905,0.0,0.0,0.09499244600005044,0.08166315635435666,0.09499244600005044,0.08166315635435666,0.0005032253180035117,0.0004697865155701909,0.0005032253180035117,0.0004697865155701909,0.0003503271854346109,0.0002883860267126257,0.0003503271854346109,0.0002883860267126257,3.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0
