episode,r_eff_T_task,r_eff_T_task_strict,rank_tau_task,krr_risk_total,krr_signal_total,E_F_T,F_T_excess_over_krr_risk
0,3,3,0.003605891963321837,0.09847544687797516,378.6801525485267,0.0049722258150240945,0.0751673554318876
1,3,3,0.00657937118918967,0.12114974337354134,139.9341536362153,0.005856622021945439,0.03729597881086827
2,3,3,0.005464440696877264,0.14285494775164764,239.20698477487167,0.005061138162985834,0.04627510221616541
3,3,3,0.009271613678167376,0.16167373174020871,94.03701005234703,0.0060432129026389975,0.02713298528849122
4,3,3,0.0042541070660242165,0.10060176261508058,277.9449338534865,0.004384828453307227,0.038507887908854004
5,3,3,0.00381280155207677,0.08023905589989452,275.97351865022796,0.005673309204237164,0.1231061739548879
6,3,3,0.007751447698899493,0.09120860282635213,75.89971851305808,0.005314440861335725,0.019828156859787248
7,3,3,0.0030426845067353563,0.09867941724283469,532.945419880628,0.007355013368206829,0.3492026656193852
8,3,3,0.004449912033954115,0.06562162793969906,165.69681198705857,0.006055348755720392,0.09537250695336254
9,3,3,0.005194947201732223,0.15031725313130329,278.49445932442006,0.009928230434642278,0.17298227809837877
10,3,3,0.00342696695704299,0.1030057413176626,438.5424135276998,0.004497588775520958,0.09842386562139831
11,3,3,0.004673993979304942,0.08149634356917956,186.5227591295156,0.00709151933610883,0.11711273253649461
12,3,3,0.004423270431962661,0.060104802678260016,153.60034653355345,0.006598820852994341,0.05889381943467375
13,3,3,0.006550373660983773,0.0875948441306369,102.07429736707317,0.00532849872542652,0.023169945539495623
14,3,3,0.005890115024870356,0.12320314708990865,177.55963922860676,0.008048150987254907,0.11015328858957003
15,3,3,0.004401988938179574,0.18516339512889335,477.77920771191566,0.0065283444385044465,0.12252996507695779
