checkpoint,episode,basis,rank,selected_rank,r_eff_T_task,kernel_lengthscale,kernel_signal_var,point_model_to_T,point_operator_to_T,point_model_to_operator,E_model_to_T,E_model_to_operator,E_operator_to_T,E_model_to_zero,E_zero_to_T,R_use,R_sub,X_use,X_sub,cos_res
rbf_l3,0,raw,0,16,16,3.0,1.0,0.1258923318193244,0.999999999999456,0.9530625499995614,0.04775833565123783,1.0019992733322058,0.9999999999999992,1.0019992733322058,0.9999999999999992,0.9999999999990019,0.999999999999,1.9961809982760315e-12,1.999955756559757e-12,-0.998863840727773
rbf_l3,0,raw,1,16,16,3.0,1.0,0.1258923318193244,0.9796719005421043,0.9303927140723859,0.04775833565123783,0.48614979723582025,0.4890365288005814,1.0019992733322058,0.9999999999999992,0.4851797902194241,0.48903652880009274,0.7646005711626356,0.760843273499156,-0.9952206664367476
rbf_l3,0,raw,2,16,16,3.0,1.0,0.1258923318193244,0.5837305727887918,0.5959548846889443,0.04775833565123783,0.4464800924239595,0.45102030856103165,1.0019992733322058,0.9999999999999992,0.4455892377433756,0.451020308560581,0.8014502312072775,0.7965806812659183,-0.9943878749920609
rbf_l3,0,raw,3,16,16,3.0,1.0,0.1258923318193244,0.6537558899208001,0.6648610672627803,0.04775833565123783,0.4003815952494609,0.4046750042401803,1.0019992733322058,0.9999999999999992,0.3995827201726099,0.404675004239776,0.8403336497394578,0.8362381409435373,-0.9930182585718225
rbf_l3,0,raw,4,16,16,3.0,1.0,0.1258923318193244,0.49584717314297583,0.4915599635787231,0.04775833565123783,0.3383645673925277,0.3393976859452407,1.0019992733322058,0.9999999999999992,0.3376894339124012,0.3393976859449016,0.885965846223922,0.8848092107752459,-0.9900740670103966
rbf_l3,0,raw,5,16,16,3.0,1.0,0.1258923318193244,0.34644288930291095,0.3685580736566527,0.04775833565123783,0.2806526873328241,0.27665219656097706,1.0019992733322058,0.9999999999999992,0.2800927054559805,0.2766521965607006,0.9215480763503494,0.9234635621381395,-0.9854149802524055
rbf_l3,0,raw,6,16,16,3.0,1.0,0.1258923318193244,0.35027357850279883,0.3898257422306433,0.04775833565123783,0.18643797493854908,0.17708922083800518,1.0019992733322058,0.9999999999999992,0.18606597819013665,0.17708922083782824,0.9653794517601476,0.9686394078630509,-0.966782028777331
rbf_l3,0,raw,7,16,16,3.0,1.0,0.1258923318193244,0.15743655797341344,0.1417952377811685,0.04775833565123783,0.17996888328354854,0.1707188325423056,1.0019992733322058,0.9999999999999992,0.1796097942115987,0.17071883254213502,0.9677403218232672,0.9708550802154504,-0.9642740262115161
rbf_l3,0,raw,8,16,16,3.0,1.0,0.1258923318193244,0.12541371950476252,0.17083764651460984,0.04775833565123783,0.17610696909767107,0.16677100615406934,1.0019992733322058,0.9999999999999992,0.17575558564213475,0.1667710061539027,0.9691099741155902,0.972187431506415,-0.9626535062013122
rbf_l3,0,raw,9,16,16,3.0,1.0,0.1258923318193244,0.09166111074394265,0.11917245943176714,0.04775833565123783,0.17140166175516125,0.16069375023248936,1.0019992733322058,0.9999999999999992,0.17105966672509068,0.1606937502323288,0.9707385904199008,0.9741775186362699,-0.9606762983890909
rbf_l3,0,raw,10,16,16,3.0,1.0,0.1258923318193244,0.07319500818603042,0.12377412366716022,0.04775833565123783,0.16164489504626156,0.15236559968517188,1.0019992733322058,0.9999999999999992,0.16132236753879162,0.15236559968501964,0.973975093731679,0.9767847240326244,-0.9554439383194059
rbf_l3,0,raw,11,16,16,3.0,1.0,0.1258923318193244,0.07435778139943078,0.12425204726082602,0.04775833565123783,0.14504785867896422,0.1376947360123,1.0019992733322058,0.9999999999999992,0.14475844697616846,0.13769473601216242,0.9790449920290478,0.981040159674541,-0.9442531094469822
rbf_l3,0,raw,12,16,16,3.0,1.0,0.1258923318193244,0.06849709153356154,0.12482510130317125,0.04775833565123783,0.13973795768602304,0.1326360617527469,1.0019992733322058,0.9999999999999992,0.13945914074486002,0.13263606175261436,0.9805511480627054,0.9824076751227566,-0.9398298663898418
rbf_l3,0,raw,13,16,16,3.0,1.0,0.1258923318193244,0.07551772956120016,0.12494350995663617,0.04775833565123783,0.13141037106098705,0.12459479299493866,1.0019992733322058,0.9999999999999992,0.13114817002196338,0.12459479299481416,0.9828001574998901,0.9844761375585794,-0.9317657126953243
rbf_l3,0,raw,14,16,16,3.0,1.0,0.1258923318193244,0.07543107455143845,0.12484633119176755,0.04775833565123783,0.11995127920165373,0.1132494652571747,1.0019992733322058,0.9999999999999992,0.11971194230773159,0.11324946525706155,0.9856690508689103,0.9871745586189896,-0.9177018744288052
rbf_l3,0,raw,15,16,16,3.0,1.0,0.1258923318193244,0.06252192810017136,0.11848151869056668,0.04775833565123783,0.10706566908397185,0.1000953268334968,1.0019992733322058,0.9999999999999992,0.10685204264451409,0.10009532683339678,0.988582640982695,0.9899809255461155,-0.8958514412869298
rbf_l3,0,raw,16,16,16,3.0,1.0,0.1258923318193244,0.06717253221380592,0.11945380059437571,0.04775833565123783,0.09167064816013303,0.08478774280667767,1.0019992733322058,0.9999999999999992,0.09148773916290932,0.08478774280659294,0.9916299935828594,0.9928110386697631,-0.8563222492816526
rbf_l3,0,response,0,16,16,3.0,1.0,0.1258923318193244,0.999999999999456,0.9530625499995614,0.04775833565123783,1.0019992733322058,0.9999999999999992,1.0019992733322058,0.9999999999999992,0.9999999999990019,0.999999999999,1.9961809982760315e-12,1.999955756559757e-12,-0.998863840727773
rbf_l3,0,response,1,16,16,3.0,1.0,0.1258923318193244,0.9880957395183475,0.9399153564932591,0.04775833565123783,0.48268531345555865,0.48561456708560513,1.0019992733322058,0.9999999999999992,0.4817222190689613,0.4856145670851199,0.7679437036552756,0.7641784922347316,-0.9951529701321192
rbf_l3,0,response,2,16,16,3.0,1.0,0.1258923318193244,0.5483669303319432,0.536040673442535,0.04775833565123783,0.43898001940693304,0.44229391374426336,1.0019992733322058,0.9999999999999992,0.438104129503649,0.44229391374382143,0.8080647717118499,0.8043760938651731,-0.9941545687084046
rbf_l3,0,response,3,16,16,3.0,1.0,0.1258923318193244,0.5088694227415642,0.4770039115994323,0.04775833565123783,0.3915537118084695,0.39155835479302575,1.0019992733322058,0.9999999999999992,0.39077245086809737,0.3915583547926345,0.8472968916425404,0.8466820547920854,-0.9925615829066856
rbf_l3,0,response,4,16,16,3.0,1.0,0.1258923318193244,0.37191769970671096,0.3920620054576621,0.04775833565123783,0.3550811949452654,0.3550815955537343,1.0019992733322058,0.9999999999999992,0.3543727070420602,0.35508159555337954,0.8744199845036822,0.8739170604992662,-0.9909549174283682
rbf_l3,0,response,5,16,16,3.0,1.0,0.1258923318193244,0.2811582393609346,0.330785268530287,0.04775833565123783,0.27775769666558253,0.2736923715057442,1.0019992733322058,0.9999999999999992,0.27720349111791887,0.27369237150547077,0.9231582245120379,0.9250924857797114,-0.9851070316415312
rbf_l3,0,response,6,16,16,3.0,1.0,0.1258923318193244,0.2988728193161994,0.34556495194123765,0.04775833565123783,0.19597186126394775,0.187524505411061,1.0019992733322058,0.9999999999999992,0.19558084170264567,0.18752450541087362,0.9617481343588846,0.9648345598704072,-0.9699383771405763
rbf_l3,0,response,7,16,16,3.0,1.0,0.1258923318193244,0.3003595635407699,0.34714097345569916,0.04775833565123783,0.18932464002579275,0.18097251001799114,1.0019992733322058,0.9999999999999992,0.18894688356009867,0.1809725100178103,0.9642990751929266,0.9672489506178535,-0.96773298826859
rbf_l3,0,response,8,16,16,3.0,1.0,0.1258923318193244,0.3473042819288246,0.3638555585358078,0.04775833565123783,0.18070504571793777,0.1721208338494984,1.0019992733322058,0.9999999999999992,0.18034448779270315,0.17212083384932642,0.9674758657227875,0.9703744185550126,-0.9645184932167751
rbf_l3,0,response,9,16,16,3.0,1.0,0.1258923318193244,0.34346838048158046,0.3638021055677222,0.04775833565123783,0.1605242500904892,0.15369382906415338,1.0019992733322058,0.9999999999999992,0.16020395858820977,0.1536938290639998,0.9743346916526672,0.976378206907646,-0.9547211129119983
rbf_l3,0,response,10,16,16,3.0,1.0,0.1258923318193244,0.362853262915833,0.38801130560339797,0.04775833565123783,0.15094169276394057,0.1444234639617487,1.0019992733322058,0.9999999999999992,0.15064052118703108,0.1444234639616044,0.9773074333764996,0.9791418630573312,-0.9486600828998949
rbf_l3,0,response,11,16,16,3.0,1.0,0.1258923318193244,0.35754079319658677,0.3834884169596041,0.04775833565123783,0.1321648882402145,0.12627443846226424,1.0019992733322058,0.9999999999999992,0.1319011817249734,0.12627443846213807,0.9826020782595556,0.9840547661910717,-0.9327055277850216
rbf_l3,0,response,12,16,16,3.0,1.0,0.1258923318193244,0.3508155586849352,0.3524575439343005,0.04775833565123783,0.12560252009465225,0.12092562248961501,1.0019992733322058,0.9999999999999992,0.12535190736898294,0.12092562248949418,0.984286899318958,0.9853769938255283,-0.9256353196950304
rbf_l3,0,response,13,16,16,3.0,1.0,0.1258923318193244,0.3540687978329467,0.3509196348467062,0.04775833565123783,0.12173602473789565,0.11716053033957573,1.0019992733322058,0.9999999999999992,0.12149312676937782,0.11716053033945865,0.9852394201477999,0.9862734101305768,-0.9207748093369088
rbf_l3,0,response,14,16,16,3.0,1.0,0.1258923318193244,0.2972451762796431,0.3011998587124176,0.04775833565123783,0.12246028173838373,0.11684801962128477,1.0019992733322058,0.9999999999999992,0.12221593867130547,0.11684801962116802,0.9850632643346917,0.9863465403106111,-0.9214018033976902
rbf_l3,0,response,15,16,16,3.0,1.0,0.1258923318193244,0.1940195729282238,0.21872363293617547,0.04775833565123783,0.11806733395902506,0.11158596489805254,1.0019992733322058,0.9999999999999992,0.11783175607130687,0.11158596489794105,0.986115677261152,0.9875485724377955,-0.9150319278054129
rbf_l3,0,response,16,16,16,3.0,1.0,0.1258923318193244,0.1926581141387389,0.21787009821508296,0.04775833565123783,0.11225864904635098,0.10378946652235431,1.0019992733322058,0.9999999999999992,0.11203466113594712,0.1037894665222506,0.9874482347041535,0.9892277466390266,-0.9051977825912557
rbf_l3,1,raw,0,16,16,3.0,1.0,0.0512818877365442,0.9999999999998177,0.9934692257734045,0.05959541889564772,0.9869591948966521,0.9999999999999991,0.9869591948966521,0.9999999999999991,0.9999999999989868,0.9999999999989999,2.0263790645458357e-12,2.000177801164682e-12,-0.998286883909136
rbf_l3,1,raw,1,16,16,3.0,1.0,0.0512818877365442,0.294431996767381,0.29119502524941576,0.05959541889564772,0.46907967762531494,0.491772157345877,0.9869591948966521,0.9999999999999991,0.47527768123580694,0.4917721573453856,0.7741111257191147,0.7581601452598653,-0.993418022718128
rbf_l3,1,raw,2,16,16,3.0,1.0,0.0512818877365442,0.2572757318519048,0.25749121593952357,0.05959541889564772,0.42990837363655,0.44688857162750595,0.9869591948966521,0.9999999999999991,0.4355888023122695,0.4468885716270594,0.8102623953001626,0.8002906045491266,-0.991507215587786
rbf_l3,1,raw,3,16,16,3.0,1.0,0.0512818877365442,0.25184200886248537,0.25215331617309206,0.05959541889564772,0.39106261855239655,0.4084511961849162,0.9869591948966521,0.9999999999999991,0.39622977380837904,0.4084511961845081,0.8430019663477608,0.8331676203354444,-0.9898289255725602
rbf_l3,1,raw,4,16,16,3.0,1.0,0.0512818877365442,0.2560282404358537,0.2563206889174349,0.05959541889564772,0.3511444998129413,0.36777081152149577,0.9869591948966521,0.9999999999999991,0.3557842123851484,0.3677708115211283,0.8734175942174796,0.8647446301930908,-0.9873193355319831
rbf_l3,1,raw,5,16,16,3.0,1.0,0.0512818877365442,0.20496183101565102,0.21221651079980464,0.05959541889564772,0.2769242588075223,0.2867561293036129,0.9869591948966521,0.9999999999999991,0.280583290818056,0.28675612930332633,0.9212730169137102,0.917770922306974,-0.9782460641895329
rbf_l3,1,raw,6,16,16,3.0,1.0,0.0512818877365442,0.2141626687205272,0.20563716329855874,0.05959541889564772,0.20659306177083148,0.20486543920361494,0.9869591948966521,0.9999999999999991,0.20932279960394434,0.20486543920341024,0.956183965565967,0.9580301518199938,-0.958077593575934
rbf_l3,1,raw,7,16,16,3.0,1.0,0.0512818877365442,0.12376668213247963,0.1393902250153516,0.05959541889564772,0.2038567060567285,0.20011638115565497,0.9869591948966521,0.9999999999999991,0.20655028810777584,0.20011638115545502,0.9573369784825948,0.9599534339932446,-0.9566415225580944
rbf_l3,1,raw,8,16,16,3.0,1.0,0.0512818877365442,0.053446389410741965,0.08534588160684779,0.05959541889564772,0.20177695550876446,0.1977888335290954,0.9869591948966521,0.9999999999999991,0.20444305757715625,0.19778883352889778,0.9582030362085036,0.9608795773312779,-0.95570311736327
rbf_l3,1,raw,9,16,16,3.0,1.0,0.0512818877365442,0.050037442996868214,0.08239366135302895,0.05959541889564772,0.1940588593223887,0.1897936009879183,0.9869591948966521,0.9999999999999991,0.19662298130016678,0.18979360098772866,0.9613394032246343,0.9639783890241108,-0.9520321321652355
rbf_l3,1,raw,10,16,16,3.0,1.0,0.0512818877365442,0.02474682041280939,0.06713246357050075,0.05959541889564772,0.1820611573216752,0.1792783294437843,0.9869591948966521,0.9999999999999991,0.18446675228610132,0.17927832944360517,0.9659720173010181,0.9678592805919102,-0.9457121466638
rbf_l3,1,raw,11,16,16,3.0,1.0,0.0512818877365442,0.025807683797282245,0.06752039364472512,0.05959541889564772,0.17537411563988184,0.1703028272099039,0.9869591948966521,0.9999999999999991,0.1776913539551837,0.17030282720973372,0.9684257827295736,0.9709969470443716,-0.9409728045537641
rbf_l3,1,raw,12,16,16,3.0,1.0,0.0512818877365442,0.025575781716021578,0.0675909774380823,0.05959541889564772,0.1715188191885651,0.16478209948162256,0.9869591948966521,0.9999999999999991,0.1737851170294347,0.16478209948145792,0.9697987330990657,0.9728468596904829,-0.9379718733281447
rbf_l3,1,raw,13,16,16,3.0,1.0,0.0512818877365442,0.022151805717737345,0.0632973036553329,0.05959541889564772,0.1683929088998896,0.16249465632341858,0.9869591948966521,0.9999999999999991,0.1706179037293958,0.16249465632325621,0.9708895309269866,0.9735954866663868,-0.9357374690033654
rbf_l3,1,raw,14,16,16,3.0,1.0,0.0512818877365442,0.02231409107791184,0.06343546209528401,0.05959541889564772,0.1480869031347246,0.14271755242702117,0.9869591948966521,0.9999999999999991,0.1500435923798058,0.14271755242687856,0.9774869203857627,0.9796317002292811,-0.9166583714381082
rbf_l3,1,raw,15,16,16,3.0,1.0,0.0512818877365442,0.02811511188282744,0.0641372506219391,0.05959541889564772,0.13705176934081967,0.12891370839018607,0.9869591948966521,0.9999999999999991,0.13886265009672663,0.12891370839005725,0.9807171644081141,0.9833812557891233,-0.9013636193179877
rbf_l3,1,raw,16,16,16,3.0,1.0,0.0512818877365442,0.027986309325951555,0.06398537258570505,0.05959541889564772,0.13271846464747056,0.1238581300086899,0.9869591948966521,0.9999999999999991,0.13447208895118862,0.12385813000856614,0.9819172572931036,0.9846591636307811,-0.8943590062424265
rbf_l3,1,response,0,16,16,3.0,1.0,0.0512818877365442,0.9999999999998177,0.9934692257734045,0.05959541889564772,0.9869591948966521,0.9999999999999991,0.9869591948966521,0.9999999999999991,0.9999999999989868,0.9999999999989999,2.0263790645458357e-12,2.000177801164682e-12,-0.998286883909136
rbf_l3,1,response,1,16,16,3.0,1.0,0.0512818877365442,0.2991086040138485,0.2953989826330045,0.05959541889564772,0.4633161852644469,0.4860308823513102,0.9869591948966521,0.9999999999999991,0.4694380351889755,0.48603088235082453,0.7796279311179142,0.763773981401279,-0.993259667928671
rbf_l3,1,response,2,16,16,3.0,1.0,0.0512818877365442,0.255724477902369,0.2566246463043704,0.05959541889564772,0.431654813114427,0.4554239009401116,0.9869591948966521,0.9999999999999991,0.43735831769538325,0.4554239009396565,0.8087177019426642,0.7925890704529059,-0.9924037173293349
rbf_l3,1,response,3,16,16,3.0,1.0,0.0512818877365442,0.23235328757802406,0.2305398183933438,0.05959541889564772,0.37821493463175004,0.3973903546743408,0.9869591948966521,0.9999999999999991,0.3832123319657314,0.39739035467394374,0.8531483086293861,0.8420809060121173,-0.989408053552381
